NDC,ATC4 Class
63323047637,N01BA
63323050601,A01AC
66658020490,A16AX
00904719260,R06AX
66993073080,S02BA
50268085315,B03BA
00591336901,D11AX
00378459577,C07AB
51672300803,C01BB
71288042296,B01AB
60505475601,N05BA
16714082501,C01BC
21922003601,G01AA
51660093953,R06AE
49483008010,A06AB
00641614610,S03BA
70010078628,G02AB
63323026206,C05BA
58657032550,A12CD
00555902742,G03AC
60758011915,S02BA
76204060005,R03AL
63323004444,B03BA
70000052201,S01GX
51672127203,C05AA
70000059301,A12AA
50268086215,G01AD
68001035803,C07AB
57237032072,N07BA
50268086811,A11CC
69238130501,N05BA
00591247260,L02BA
00485015516,C05AX
70677115201,R01AA
00069013601,L01EA
00536137785,B05CB
31722016705,N02BF
67618015004,R02AA
00527150037,N06BA
71921022610,C07AA
70700011884,G03AC
68001016200,D04AA
63323029566,A07AA
00054818325,A01AC
13107015690,N06AB
70000038701,R05CA
00338050941,D06AX
70436015542,D04AA
59762444003,D07AA
00185085301,N06BA
45802058084,N05CM
70436002382,A07AA
00591267911,D04AB
62135018947,R03CC
60687047311,N02BF
76329331601,R03AA
70752017110,H03BA
00781400436,H01AC
67457042100,S01CB
64380072507,L04AA
29300022652,G01AF
24979011207,C10AB
16714033202,N02BF
67877057630,A01AB
13517069101,N03AA
82182077310,S01GA
13533063102,J06BB
31722068601,M01AB
67457042100,H02AB
00078050905,N03AF
47781042747,N02AB
54643786201,A11DA
63824005650,R05CA
49348022937,M01AE
53489014405,C03AA
76329906100,B02BC
62332002491,N06AB
61825030260,A01AD
00536118612,S01GA
16714056002,C10BX
61314067225,J01MA
51754506001,S01BA
68180098430,D07AC
13811071710,M03BB
51991035106,N03AX
29300035905,C01BD
70121157301,H02AB
72511076001,C10AX
72266014201,S01BC
61269073607,J02AB
00990794103,A12CA
00093354143,G03CA
55111033905,C09AA
81520020030,J01FA
60505627700,L01XA
70677102301,A01AC
68180096256,J01GB
16714034004,G03AB
70000017505,G02CC
61314064725,S01AA
72205020132,D05AX
24208038556,B05XA
16714026801,R03BA
63323017394,S03AA
44523060401,D10AF
69315030615,A07AA
51672404806,S02BA
67457042300,D10AA
70756024211,N05AD
00713084892,A07EA
46122075929,D11AC
00409452002,S01XA
50242021401,R03DX
00527058610,A03AA
00093026315,D07AC
61269016750,A01AA
61269010556,R02AB
68462049833,N02CC
51660052630,R06AX
59746033790,C09CA
78206014603,G03CA
59651033701,J01AA
69616027230,N03AX
67457041805,D07AB
47918089818,A10AF
83035182205,A02AA
68382009705,N06AB
13811053890,B03BB
64896007609,M03BX
50991073690,R05CA
00641611610,S01AA
16729016901,N06AB
00703514501,V03AF
70710128500,M03BX
00409317817,C01BB
00536127935,R01BA
59353001001,B03XA
49230053010,B03AB
70756061430,C01CA
00071015823,C10AA
70594006001,J01XX
66993008896,D07AC
65628027010,A02BC
16714040703,G03AB
00143971810,C01CE
51079028804,N05AH
60505624901,S03BA
00093314705,J01DB
16571078210,M03BX
00904646320,R01AA
70000061003,A06AB
72888005401,C03BA
67877025130,C05AA
72888009401,C03EA
45802011942,R03BA
51079007301,C03CA
64380076621,B05CB
00536128806,S01GA
50102021111,G03AD
70677111801,C01EB
76282015310,M01AC
51672421503,D06BX
00487900730,B05XA
43538053010,H02CA
10702023701,A05AA
46122052963,A06AD
00168000416,R01AD
63304008913,A07EC
65219043301,A02BC
00169320515,A10AB
00409259605,N05CD
68094050359,M01AE
45802048678,A06AA
47781035711,V03AB
68001050630,J01CR
16714035901,L02AA
42023015901,R01AA
50261031301,L02AA
61269016250,R01AX
00409427702,S02DA
55150012315,J01CF
76282040505,N02BF
52536018603,S01AA
49884048611,N03AX
45802010196,D10AE
51672130803,S01CB
68462016205,C07AG
64370037501,C07AA
49483038712,A01AD
33342033115,S01BA
00113007471,G02CC
50222022704,R01AD
00904673151,N02BE
00990792323,B05CX
33342005110,C09DA
51285012870,G03AB
00487990401,R03CC
23155066201,D05AX
63304077401,N05BA
69238115603,C10AX
51672130803,H02AB
68382096706,N05AE
72888008701,N03AF
59651003028,G03AB
68001052285,L02BA
55150030025,S01FB
16571077701,M01AC
63323031501,S01AD
00832169011,C03CC
69097097112,C09BA
00378581577,C09CA
00338051141,S02AA
00378563059,N02CC
51672202001,D01AE
50242007701,L01FD
21922000704,D07AA
72485050425,S01FB
63323008863,B05XA
68084021511,J05AB
52536052003,N06BA
63323016503,R01AD
72989037330,G03DA
00591531901,D04AA
65862021001,D10AF
25021031501,R01BA
00378292277,C09CA
46122045185,A06AA
00093360982,R03AK
62332036406,N03AE
00884029301,S02AA
83148001204,S01BA
68047018616,C01CA
00173069504,D07AC
81284021100,R01AA
81952011301,C05BA
45802005536,H02AB
51672135902,G01AF
63323052201,B01AB
62332065560,R03CC
21922005005,G01AA
68180097201,H03AA
16714048401,N03AG
61314063006,D06AX
71288002675,J01XA
73562011001,A09AA
00121089315,A01AB
61269016450,A12CD
16714040701,G03AC
00069023801,L01FA
00338954306,B05CB
44567084001,J01DB
00378699789,R01AX
59651035308,M01AB
61314064610,D07AA
00990925739,A12CA
23155019201,N06AX
00009519102,G04BD
70069031101,S01AA
00093094805,M02AA
70000045401,R01AA
62559043001,D07XA
60687068101,V04CX
00713022360,S01BA
33342040530,N01BB
45802037635,D07AC
70000031001,N02BE
70515071101,R03BA
65862020299,C09CA
00378727453,G03AB
68180046803,C10AA
00168000730,A07AA
43547064025,D11AA
65649065103,A07EA
63323096010,J01AA
59746079001,N03AF
70954008510,M03BB
51672411606,J01XD
00409230024,S01AE
75907008363,G03AC
64380087570,B05XA
65862009520,J01DD
16714099601,S01BA
70000034001,A01AB
72060012140,N05AD
00093372755,D11AX
00168020130,G01AA
00904683620,A07DA
62011009201,R05DA
00781921090,J01CA
00409428202,C05AD
00409315005,B01AB
68516521604,B05AA
43547037803,J02AC
00409490411,N01BB
00409490411,C01BB
43598094511,N07AA
00378035101,N05AD
00338006620,B05CX
16714049602,S03BA
62135081061,D07AC
68001032703,C03AA
68001061903,B05XA
58657067601,S03AA
70069038401,N05AD
28595012012,C01DA
45802041059,D11AX
68001043900,R06AX
00713026831,S02AA
72578017001,C05AA
59676036001,S01KA
47426030102,N01BB
70436001002,N06AX
