index,unique_id,ds,Naive,Naive-lo-95,Naive-hi-95,HistoricAverage,HistoricAverage-lo-95,HistoricAverage-hi-95,WindowAverage,WindowAverage-lo-95,WindowAverage-hi-95,SeasonalNaive,SeasonalNaive-lo-95,SeasonalNaive-hi-95,ARIMA,ARIMA-lo-95,ARIMA-hi-95,SARIMA,SARIMA-lo-95,SARIMA-hi-95,HoltWinters,HoltWinters-lo-95,HoltWinters-hi-95,DynamicOptimizedTheta,DynamicOptimizedTheta-lo-95,DynamicOptimizedTheta-hi-95
144,IN_G01,2025-01-01,5617.0,-8331.534,19565.535,17984.055,3906.366,32061.744,6671.0,-13224.145,26566.145,6671.0,-13224.145,26566.145,11785.965,-658.4164,24230.346,11785.965,-658.4164,24230.346,3741.3022,-10868.185,18350.79,6723.5327,-4524.269,20119.45
145,IN_G01,2025-04-01,5617.0,-14109.207,25343.207,17984.055,3906.366,32061.744,3528.0,-16367.145,23423.145,3528.0,-16367.145,23423.145,14761.277,945.1191,28577.436,14761.277,945.1191,28577.436,2685.6116,-14057.59,19428.812,6723.5327,-7989.192,21175.592
146,IN_G01,2025-07-01,5617.0,-18542.57,29776.57,17984.055,3906.366,32061.744,5033.0,-14862.145,24928.145,5033.0,-14862.145,24928.145,16196.28,2080.1223,30312.438,16196.28,2080.1223,30312.438,6905.921,-11729.129,25540.97,6723.5327,-11748.535,22267.568
147,IN_G01,2025-10-01,5617.0,-22280.068,33514.07,17984.055,3906.366,32061.744,5617.0,-14278.145,25512.145,5617.0,-14278.145,25512.145,16888.387,2703.3538,31073.42,16888.387,2703.3538,31073.42,3863.68,-16488.912,24216.271,6723.5327,-9251.161,23498.627
148,IN_G02,2025-01-01,7990.0,-21201.898,37181.9,14971.223,-8874.528,38816.973,26839.0,-12211.219,65889.22,26839.0,-12211.219,65889.22,14971.223,-8550.084,38492.527,11404.225,-10945.705,33754.152,15323.305,-11013.682,41660.29,15808.734,-8795.907,45112.395
149,IN_G02,2025-04-01,7990.0,-33293.58,49273.58,14971.223,-8874.528,38816.973,4162.0,-34888.22,43212.22,4162.0,-34888.22,43212.22,14971.223,-8550.084,38492.527,19071.146,-3278.7832,41421.074,7811.019,-18526.045,34148.082,8937.802,-7420.9688,23364.035
150,IN_G02,2025-07-01,7990.0,-42571.85,58551.85,14971.223,-8874.528,38816.973,12418.0,-26632.219,51468.22,12418.0,-26632.219,51468.22,14971.223,-8550.084,38492.527,16279.855,-6070.074,38629.785,12296.543,-14040.606,38633.69,12853.931,-16629.252,35199.2
151,IN_G02,2025-10-01,7990.0,-50393.797,66373.8,14971.223,-8874.528,38816.973,7990.0,-31060.219,47040.22,7990.0,-31060.219,47040.22,14971.223,-8550.084,38492.527,17776.928,-4573.001,40126.86,13318.594,-13018.648,39655.836,13375.934,-9474.734,36320.97
152,IN_G03,2025-01-01,68810.0,52068.664,85551.336,73605.695,42360.414,104850.98,79942.0,57845.414,102038.586,79942.0,57845.414,102038.586,69749.05,56585.168,82912.92,69261.17,56490.91,82031.43,71855.0,56317.02,87392.98,69829.63,58681.645,83106.67
153,IN_G03,2025-04-01,68810.0,45134.176,92485.83,73605.695,42360.414,104850.98,81309.0,59212.414,103405.586,81309.0,59212.414,103405.586,70139.81,56288.27,83991.36,68198.73,54630.19,81767.26,78602.5,60213.19,96991.805,75860.336,57746.707,92789.31
154,IN_G03,2025-07-01,68810.0,39813.152,97806.84,73605.695,42360.414,104850.98,74934.0,52837.414,97030.586,74934.0,52837.414,97030.586,69841.29,53640.344,86042.24,63168.812,47006.824,79330.805,76506.93,55650.125,97363.73,73819.484,52954.426,92874.97
155,IN_G03,2025-10-01,68810.0,35327.33,102292.67,73605.695,42360.414,104850.98,68810.0,46713.414,90906.586,68810.0,46713.414,90906.586,69841.29,48376.668,91305.914,61207.656,41025.266,81390.05,72776.33,49712.34,95840.32,70789.72,51319.66,90331.11
156,IN_G04,2025-01-01,28097.0,24493.572,31700.428,29551.777,23742.535,35361.02,31974.0,26766.816,37181.184,31974.0,26766.816,37181.184,29701.182,26442.041,32960.324,29701.182,26442.041,32960.324,29542.191,25751.383,33333.0,28590.62,26472.514,31113.242
157,IN_G04,2025-04-01,28097.0,23000.982,33193.016,29551.777,23742.535,35361.02,31167.0,25959.816,36374.184,31167.0,25959.816,36374.184,29003.973,25259.994,32747.951,29003.973,25259.994,32747.951,30172.562,25683.29,34661.836,28629.73,25173.379,31920.174
158,IN_G04,2025-07-01,28097.0,21855.68,34338.32,29551.777,23742.535,35361.02,31788.0,26580.816,36995.184,31788.0,26580.816,36995.184,29306.994,24828.094,33785.895,29306.994,24828.094,33785.895,29967.318,24874.3,35060.336,28665.068,24302.38,32573.168
159,IN_G04,2025-10-01,28097.0,20890.143,35303.855,29551.777,23742.535,35361.02,28097.0,22889.816,33304.184,28097.0,22889.816,33304.184,29175.295,24189.334,34161.258,29175.295,24189.334,34161.258,29961.662,24329.08,35594.242,28697.074,24244.96,33328.2
160,IN_H01,2025-01-01,3201.0,2808.5742,3593.4258,3728.389,3074.5278,4382.25,3556.0,2650.0515,4461.948,3556.0,2650.0515,4461.948,3275.1372,2928.0503,3622.2244,3275.1372,2928.0503,3622.2244,3244.8323,2817.0078,3672.6567,3204.8877,2904.6223,3562.498
161,IN_H01,2025-04-01,3201.0,2646.0261,3755.9739,3728.389,3074.5278,4382.25,3568.0,2662.0515,4473.948,3568.0,2662.0515,4473.948,3380.4358,2939.5283,3821.3433,3380.4358,2939.5283,3821.3433,3287.3945,2682.363,3892.4263,3204.8877,2694.195,3683.2886
162,IN_H01,2025-07-01,3201.0,2521.2986,3880.7014,3728.389,3074.5278,4382.25,3590.0,2684.0515,4495.948,3590.0,2684.0515,4495.948,3502.527,3025.3535,3979.7004,3502.527,3025.3535,3979.7004,3230.236,2489.199,3971.273,3204.8877,2534.779,3798.4592
163,IN_H01,2025-10-01,3201.0,2416.1482,3985.8518,3728.389,3074.5278,4382.25,3201.0,2295.0515,4106.948,3201.0,2295.0515,4106.948,3627.6423,3142.3447,4112.9395,3627.6423,3142.3447,4112.9395,3123.1719,2267.4546,3978.8892,3204.8877,2509.8577,3895.461
164,IN_H02,2025-01-01,42724.0,5815.0835,79632.914,29317.25,-3286.0042,61920.504,65685.0,15798.083,115571.914,65685.0,15798.083,115571.914,33899.96,3104.4358,64695.49,12880.863,-17159.178,42920.906,35164.88,-974.33203,71304.086,33577.273,7103.1055,65107.5
165,IN_H02,2025-04-01,42724.0,-9473.09,94921.09,29317.25,-3286.0042,61920.504,50874.0,987.08264,100760.914,50874.0,987.08264,100760.914,31013.67,-1387.4207,63414.758,20052.918,-9987.123,50092.96,34400.344,-1738.8668,70539.555,33577.273,2444.176,61032.477
166,IN_H02,2025-07-01,42724.0,-21204.12,106652.12,29317.25,-3286.0042,61920.504,46151.0,-3735.9175,96037.914,46151.0,-3735.9175,96037.914,30069.58,-2498.6042,62637.76,16566.531,-13473.51,46606.574,38586.156,2446.945,74725.375,33577.273,-5438.551,63147.32
167,IN_H02,2025-10-01,42724.0,-31093.832,116541.836,29317.25,-3286.0042,61920.504,42724.0,-7162.9175,92610.914,42724.0,-7162.9175,92610.914,29760.773,-2825.2373,62346.78,25989.455,-4050.586,56029.496,30513.738,-5625.48,66652.95,33577.273,4518.5063,62756.043
