unique_id,metric,Naive,HistoricAverage,WindowAverage,SeasonalNaive,ARIMA,SARIMA,HoltWinters,DynamicOptimizedTheta
IN_V04,mse,300541377903.11115,44810349182.49964,251988751485.20715,249191295738.15793,290841206410.5598,290841206410.5598,23984138782.497856,229862384544.48
IN_V06,mse,2128765657.5,5178887462.3323555,1925903001.5,5403637361.0,3812403136.564279,5178887462.332354,3064134567.1956344,2202944813.3374305
IN_V07,mse,1084264680.944093,5124864659.355525,4538145334.708369,10173338352.482328,5124864659.355533,5124864659.355533,5514241137.627692,3831743151.601337
IN_A01,rmse,1667154.2685946007,702280.7104443327,1679890.7204580277,1718162.4972786403,702280.7104443331,702280.7104443331,1391994.3274081599,1002682.0340991359
IN_A02,rmse,1732065.1306732015,970942.035168637,2188418.076918426,2240277.491903743,1771004.691791114,1771004.691791114,2405063.7196055134,1803138.624241038
IN_A03,rmse,159752.2214473949,97923.72610431361,277554.61518705206,281127.38667095825,159752.2214473949,159752.2214473949,183065.1924845626,177917.6277675036
IN_A04,rmse,125588.11970454492,543014.3075428957,129113.23114053583,89113.5404278338,184432.6365294302,108634.13654444234,169163.22928707438,194573.68177956788
IN_A05,rmse,4802.887752658707,15145.116318238406,8461.076660097295,7131.75852727571,6916.619559318453,6916.619559318453,8115.582239520589,4817.79336514722
IN_A06,rmse,2374986.944016782,5051416.4958007345,2251687.016710625,2210708.9862848907,2458798.6386947995,2458798.6386947995,2358389.3561248924,2379002.609566769
IN_A07,rmse,623134.9270410686,209650.34959245857,688620.7093897251,685218.1607364853,626088.631416311,793045.7646503991,749261.2415416801,616257.5333090458
IN_A09,rmse,54381.853568079125,50936.07341484865,69876.80233498453,67649.61109089985,86529.84640805988,86529.84640805988,96884.49099915613,71129.97616915622
IN_A10,rmse,833091.6193155989,1509912.584521719,1437841.976947033,1304337.7810258695,1240037.351566084,1240037.351566084,1490629.044335894,1252435.5707029034
IN_A11,rmse,60803.253353888336,384288.5658735171,150826.20826362606,198024.4025947289,60803.253353888336,60803.253353888336,41747.769327831666,61045.351447230096
IN_A12,rmse,14981529.581067702,5622355.386352278,15219044.899376897,15789229.178134445,8147911.17737819,7516526.101491583,17656412.37340211,14837174.489482712
IN_A16,rmse,19169.39684661614,50031.337015765705,28042.214176632282,28125.31473189437,23106.838169209383,20768.778437353554,22368.68359734459,18521.644464807126
IN_B01,rmse,333596.93410393404,667447.3520790953,163588.02831277432,234252.12402814903,333596.93410393404,230404.61119921986,270666.8428308773,263537.9417740065
IN_B02,rmse,195853.658418471,1130505.457978041,820022.449064541,920941.6481207429,995831.3720183618,995831.3720183618,236527.1819023492,532483.987503321
IN_B03,rmse,439480.53075608896,271405.36855061946,442395.7283584003,445794.817442849,390021.3498041866,390021.3498041866,193090.8777562546,397456.5066853788
IN_B05,rmse,12604057.961810233,5265099.761340834,9495993.765770102,10593342.619382534,8794586.745411055,8794586.745411055,11803714.568577323,11660617.3758641
IN_B06,rmse,46830.936972492054,12734.162148594669,21341.90196984755,18651.437016117092,34452.52226210474,34452.52226210474,26698.630128348195,32370.439751316786
IN_C01,rmse,1407958.8456553714,1421003.570706983,1300920.4557933952,1279644.4978125372,1421003.5707069824,1502533.3615792403,1304091.3021173703,1383637.9221600264
IN_C02,rmse,973446.3863484563,502159.70502943604,777285.1748461515,828097.2570216351,966770.9751288925,1097855.5432788702,998433.8742249523,924749.6031959146
IN_C03,rmse,396583.19643596583,574117.5880797568,605001.0605091372,519512.0585272763,681875.4665771148,681875.4665771148,1277480.6817453764,531384.6121904637
IN_C04,rmse,1888.858848617334,5752.247520459838,1925.6550184287942,1789.8323245488668,2158.7325730295574,2158.7325730295574,1404.1541428910598,2029.719392713038
IN_C05,rmse,167809.96766576887,102724.71062373441,154926.54667463535,219121.48875239436,139327.3179369229,139327.3179369229,145304.86356674746,145712.3620839507
IN_C07,rmse,662597.9288835424,1101482.004457712,1014577.5175675963,933307.6281085074,973094.1858469893,973094.1858469893,1008125.6930981383,1006835.3553139289
