unique_id,metric,Naive,HistoricAverage,WindowAverage,SeasonalNaive,ARIMA,SARIMA,HoltWinters,DynamicOptimizedTheta
IN_D08,mae,5366.75,2058.8125,2530.625,3371.5,2058.8125,2352.062728881836,2800.8345947265625,2334.0368041992188
IN_D10,mae,22864.25,4451.296875,23914.5,23914.5,22864.25,22864.25,25475.0302734375,22849.59375
IN_D11,mae,5297.0,6878.15625,2900.25,2900.25,5297.0,8681.786254882812,3004.130615234375,5215.0078125
IN_G01,mae,12414.75,14368.28125,15206.0,15206.0,14368.28125,14368.28125,16166.53173828125,14847.12109375
IN_G02,mae,6776.25,8185.296875,6776.25,6393.25,8185.296875,9234.35595703125,6116.6103515625,6335.372802734375
IN_G03,mae,8927.25,5206.09375,17539.5,17539.5,12812.90625,10184.416015625,18484.125,15310.068359375
IN_G04,mae,1839.0,2007.40625,1279.5,1279.5,1440.97802734375,1440.97802734375,3288.673828125,1826.48828125
IN_H01,mae,160.25,280.84375,252.0,252.0,205.5289306640625,205.5289306640625,112.38592529296875,159.05712890625
IN_H02,mae,42750.5,24796.40625,32871.0,32871.0,27040.6689453125,22996.337890625,28308.0205078125,26637.09375
IN_H03,mae,5606.25,6458.96875,11224.25,11224.25,5606.25,5606.25,6462.671875,5782.0380859375
IN_H04,mae,162.25,472.40625,132.0,111.25,90.9150390625,161.2681884765625,122.44308471679688,102.71768188476562
IN_H05,mae,63.25,4009.75,146.0,150.5,2770.5743408203125,2449.044921875,616.5780577659607,82.50946044921875
IN_J01,mae,17924.5,44944.75,25505.5,17210.5,17924.5,17924.5,9884.953125,17924.5
IN_J02,mae,4162.5,7047.90625,6672.0,8058.5,5482.0693359375,7118.42431640625,8064.482421875,3658.3359375
IN_J04,mae,92.75,81.0625,60.25,61.25,64.72977447509766,64.72977447509766,76.53045654296875,80.90234375
IN_J05,mae,11093.5,7710.640625,9486.375,8629.75,7710.640625,8036.18212890625,8215.646484375,7817.4794921875
IN_J06,mae,1126.0,785.109375,1246.75,1246.75,735.5448608398438,926.2176818847656,1121.2900085449219,795.2081909179688
IN_L01,mae,3066.0,3066.0,3336.25,2631.0,7023.38720703125,7023.38720703125,6796.04931640625,3066.0
IN_L02,mae,3398.25,5995.125,2667.75,2693.75,3211.359619140625,3211.359619140625,2112.12255859375,2667.75
IN_L03,mae,190.75,555.53125,376.75,376.75,190.75,190.75,440.35052490234375,191.33355712890625
IN_L04,mae,1488.0,4967.0,2760.0,2760.0,2538.70947265625,2538.70947265625,3363.51953125,2021.63134765625
