unique_id,metric,Naive,HistoricAverage,WindowAverage,SeasonalNaive,ARIMA,SARIMA,HoltWinters,DynamicOptimizedTheta
IN_J04,rmse,112.67985622994023,83.64629773636129,87.8877124517415,102.57558188964857,75.70665706314487,75.70665706314487,103.88557389555112,103.14735442192962
IN_J05,rmse,11335.70805022783,9163.209772186903,9794.175364087576,9684.119281070427,9163.209772186903,9125.364234512213,9622.960122141189,9128.539977854763
IN_J06,rmse,1304.6260000475231,838.9047087432293,1410.1626014399899,1341.292380504713,823.8914241242226,1120.180696432414,1280.83559681408,1047.6638553177456
IN_L01,rmse,3705.2964118947352,3615.056085859008,4127.890774960016,3298.5875007342156,7928.773272885683,7928.773272885683,7698.513120567039,3195.008771504643
IN_L02,rmse,3828.950476305485,6665.83614058469,3136.563047349758,2867.7637193464875,4344.779948299397,4344.779948299397,3361.7116640949325,3339.845400101389
IN_L03,rmse,258.71751003749245,587.5258779207624,422.50710053205023,386.96866798230576,258.71751003749245,258.71751003749245,481.0902292359473,259.50501242661664
IN_L04,rmse,1836.6168626036297,5105.212458850268,3001.6171058281234,2867.8776996238876,2929.9275617509666,2929.9275617509666,3639.676779251247,2407.760394028885
IN_M01,rmse,10052.498321312965,11577.752128990824,10674.842692049377,9903.225055505909,13885.073918708833,13885.073918708833,7736.117943122302,10073.981604011951
IN_M02,rmse,54534.32366409251,27147.636686120608,49509.74665722397,49737.721547634246,48250.50777750556,48250.50777750556,53301.76359395655,49499.79936269954
IN_M03,rmse,7988.606621307623,9025.951371470836,12075.227772178876,10960.494274894723,13937.799873428816,13937.799873428816,13975.948309981295,8013.4979236695535
IN_M04,rmse,739.8016626096484,894.0675681436219,1214.089705293641,1149.4108273372058,998.2160970672138,998.2160970672138,1068.0997954142567,743.3193894531062
IN_M05,rmse,655.001717555,492.701125850208,1135.345652213457,1051.7004088617632,655.001717555,655.001717555,841.8645800128686,659.6928290335752
IN_M09,rmse,45.29072752782847,126.1781197808846,41.712558061092345,43.04067843331469,35.48586956954455,35.48586956954455,43.091724124957864,37.416904947079026
IN_N01,rmse,768.7767881511512,1547.2012058194184,700.1427979348213,1610.0843145624392,768.7767881511512,768.7767881511512,1293.435407972113,765.5192589813238
IN_N02,rmse,62457.45252970217,84783.20926805047,59525.49791895907,78619.93609447924,47753.26431132694,37769.394103526596,61820.02978517277,55110.835319628364
IN_N03,rmse,7965.187285933709,6322.336951192499,16139.647024098762,15161.280692936201,15735.531746949415,15735.531746949415,28367.413553343576,8009.186899920089
IN_N04,rmse,1815.9957323738402,1095.0327781195638,2893.472740497135,2763.4057791066443,2675.152939351936,2675.152939351936,3821.6145173636105,2191.132037057087
IN_N05,rmse,24554.921660432967,45586.83413065294,46627.160606775105,43743.02853312743,36578.86413833648,36578.86413833648,43806.58889848812,38243.37974326087
IN_N06,rmse,52723.689865183,63535.73048247267,92292.58297528572,87830.57095909146,74028.22969130435,74028.22969130435,87070.54970285097,71263.82399746179
IN_N07,rmse,15344.495218155598,4177.059962541125,10870.091190969835,11521.916941203837,5972.1002040576395,5972.1002040576395,30324.15229284039,14701.408956979541
IN_P01,rmse,2239.334555174818,2837.1996855463067,1691.6859194306726,1926.1532259921587,2837.1996855463067,2837.1996855463067,3281.699623339515,3172.162991200298
IN_P02,rmse,75.89136973332343,155.58754883204023,87.62027448028225,107.71838283227241,155.58754883204023,155.58754883204023,208.2574467162915,117.79158939737715
IN_P03,rmse,607.4862138353429,2583.3825724474104,1248.6996486345306,1171.1570133846274,504.2256411061433,281.4381106558195,440.74627845293656,405.4919595593166
IN_R01,rmse,21381.77964997301,15863.681880498742,28673.73214830082,29018.95791116559,15228.852853875353,15228.852853875353,13642.302731765001,23332.534950764628
IN_R02,rmse,17774.900351338118,10334.500316039792,13271.986908522778,14961.328834699143,10334.500316039792,10334.500316039792,14845.15925675921,10327.864784764039
IN_R03,rmse,51722.15225848592,17029.437051012992,59871.38073560272,59025.41814337277,84117.53853045225,84117.53853045225,77402.66362300799,77149.22688039034
IN_R05,rmse,13248.643987216201,4891.439934598918,9257.797159691932,10394.784870308764,3918.163267542703,3918.163267542703,8378.293486803317,9132.642604280278
IN_R06,rmse,42824.61473265113,15797.516984760265,32736.618732888404,36179.28243829609,35213.96619149554,35213.96619149554,39428.57751782922,36173.9071295841
IN_R07,rmse,28.066884401372377,317.1276359764314,29.693223132560064,37.69615364994153,118.72158652655338,118.72158652655338,116.43379067945244,126.7556185348139
IN_S01,rmse,28934.54123534707,13688.324687805629,21383.67776044383,24673.949628099672,13688.324687805629,13688.324687805629,17910.032706330818,15381.233775115308
IN_S02,rmse,7217.031817166944,7359.769952313493,6007.561521740747,9229.223504715876,7989.540209746128,7803.259419331308,5468.732362893204,6297.704581907329
IN_S03,rmse,3910.765430193941,3683.935690650905,3888.5477044778554,4280.103006938034,3903.948862527023,3903.948862527023,4408.112822317127,3727.1379982068884
IN_V03,rmse,18131.07661585489,16430.092079778493,22495.60530275858,48413.25822024376,25630.125655250755,36554.470695995806,30916.40867408786,28368.87548083881
IN_V04,rmse,12279.653557816686,6007.20316708408,12056.470026504441,12062.45777194681,12103.581165599706,12103.581165599706,12450.664149739889,11317.554337727663
IN_V06,rmse,120.26844972809785,90.35762281069594,150.16407692920436,163.05673859120327,101.19995226597543,101.19995226597543,131.8959448365203,124.83689362688386
IN_V07,rmse,85.67817691804606,240.24194347834018,82.08075292052334,117.09931682123512,85.67817691804606,85.67817691804606,82.06192285672127,70.81913551652067
