unique_id,cutoff,metric,Naive,HistoricAverage,WindowAverage,SeasonalNaive,ARIMA,SARIMA,HoltWinters,DynamicOptimizedTheta
IN_V03,2019-10-01,mae,693987.82375,336111.89574999997,469844.265,381614.62674999994,336111.89575,336111.89575,458840.6908859782,398276.9065471509
IN_V04,2019-10-01,mae,234529.55075,222472.38596875,249288.179125,250945.494,222472.38596874996,197307.7265218193,162097.3838749575,211824.94256851144
IN_V07,2019-10-01,mae,117050.39099999999,117050.39099999999,117050.39099999999,164431.50199999998,117050.39099999999,117050.39099999999,146944.50096294895,118255.50812213427
IN_D03,2020-04-01,mae,10463.75,10151.25,10151.25,12579.0,10151.25,8824.83675864173,10700.501642787262,10151.25
IN_V06,2020-07-01,mae,202991.2925,217302.276625,232291.29249999998,264966.2925,217302.27662499994,217302.27662499994,291432.8244982894,231369.39612270426
IN_A01,2020-10-01,mae,1104736.2127500002,971261.4457500002,971261.4457500001,523572.7945000001,971261.4457500001,971261.4457500001,1049350.7658564947,971261.4457500002
IN_A02,2020-10-01,mae,1692334.40675,2802469.5198999997,2063227.0787500003,2063227.07875,2734261.649992435,2734261.649992435,1747199.127343207,1785175.5874936506
IN_A03,2020-10-01,mae,223140.20575000002,459909.15100000036,378017.08100000006,378017.081,459909.15100000036,459909.15100000036,415683.995911956,425742.7595497603
IN_A04,2020-10-01,mae,245029.17825,449082.61860000005,302400.12599999993,302400.12599999993,276708.9166317006,209170.72953638088,284340.4975748097,279610.1992630656
IN_A05,2020-10-01,mae,4226.1075,13685.093349999997,8420.00425,8420.004249999998,4226.1075,4226.1075,4791.401615197174,4321.887588752617
IN_A06,2020-10-01,mae,1272952.58,7456366.078950001,1502435.1587499995,2153779.857499999,1482676.3242023513,1482676.3242023513,2458984.26422635,1272952.58
IN_A07,2020-10-01,mae,298765.68025,621622.80905,208322.3477500002,458530.6812499999,621622.8090500003,948590.3402899718,321669.85796179785,271213.76581338485
IN_A09,2020-10-01,mae,62193.0,177868.8,82008.75,82008.75,62193.0,62193.0,30590.764545512648,46870.8496015468
IN_A10,2020-10-01,mae,1000351.6074999999,3102350.336,1580115.4137500003,1580115.4137500003,217357.10540031828,228731.59918531962,1288894.1002100615,604323.1952560516
IN_A11,2020-10-01,mae,37208.249000000025,42281.575,57512.45450000001,57512.45450000002,41000.13103605749,44382.64253378257,80622.88287040466,63538.168678542796
IN_A12,2020-10-01,mae,1083957.4185000001,2594118.5864500003,1661078.1173750004,1586057.5977500002,2594118.5864499984,3065411.05602401,5225120.271487747,3139959.5286339037
IN_A16,2020-10-01,mae,29130.07024999999,26521.645900000003,20544.192749999987,11220.034249999997,26521.645899999945,6519.452335843453,14757.637425059904,23179.404607038916
IN_B01,2020-10-01,mae,516393.2394999997,1046701.9822499999,790981.8307499997,790981.8307499998,425790.9924189793,425790.9924189793,321376.1118115289,468537.41403713694
IN_B02,2020-10-01,mae,619099.84875,547362.6384749998,858482.9389999999,858482.939,569137.3879358234,569137.3879358234,641498.5408595303,675376.1382211791
IN_B03,2020-10-01,mae,295462.01375000004,109374.40877500005,157984.585375,210270.4205,160526.34047880754,206517.78568383382,208400.57512069907,159419.8637190194
IN_B05,2020-10-01,mae,2969517.4300000006,2902855.7694999976,3884529.081749999,3884529.0817500004,2902855.769500003,2902855.769500003,7812252.460802052,4420646.718320972
IN_B06,2020-10-01,mae,37764.8325,61668.668249999995,44437.995,44437.995,61668.66825,61668.66825,48906.3426508843,50454.33527090436
IN_C01,2020-10-01,mae,980359.6215,513432.22789999994,339716.75800000003,339716.75800000003,513432.2278999997,513432.2278999997,847630.4031062906,595757.1368248245
IN_C02,2020-10-01,mae,236295.33449999988,417804.41324999975,242020.17075000005,263368.0994999999,236295.33449999988,236295.33449999988,360919.87679587933,218462.73138005822
IN_C03,2020-10-01,mae,617260.14075,1693160.8611500005,776369.7322500001,776369.7322500001,328700.67662024475,328700.67662024475,525278.6468003995,367243.54735084716
IN_C04,2020-10-01,mae,1022.0,1592.6437499999993,1394.84375,1394.84375,1763.654218975932,1763.654218975932,2179.2794634164447,1632.2134650597163
IN_C05,2020-10-01,mae,445108.636,199204.33924999996,424384.48299999995,424384.48299999995,445393.32367904246,445393.32367904246,491711.8566929508,434035.3348076066
IN_C07,2020-10-01,mae,633967.4825000002,2207036.6318000015,1030381.7790000003,1030381.7790000003,146342.20752318087,146342.20752318087,741267.5285198323,318521.0218809121
IN_C08,2020-10-01,mae,260348.71675000014,1051181.78415,481486.94475000026,481486.94475000014,91390.28686183551,91390.28686183551,342405.6784205345,106316.52112118865
IN_C09,2020-10-01,mae,427373.6660000002,1683945.0878999997,944664.1610000003,944664.1609999998,427373.6660000002,427373.6660000002,687601.8451354087,339435.7181310032
IN_C10,2020-10-01,mae,837598.1800000004,2407869.905000001,1263144.8720000002,1263144.8720000002,167674.0719569975,167674.0719569975,859837.8310974513,506137.21822876483
IN_D01,2020-10-01,mae,461723.117,95996.31647500003,501109.32050000003,501109.3205,60770.13864506723,60770.13864506723,232386.64395060338,468389.0313872036
IN_D02,2020-10-01,mae,151080.5785,185810.14717500005,146534.12774999999,143711.506,185810.14717500005,185810.14717500005,150174.64130001928,181595.16461493366
IN_D04,2020-10-01,mae,190139.12349999996,340316.08849999995,194892.30999999997,210542.93550000002,50276.846845926455,50276.846845926455,50551.51008027641,212934.66932513323
IN_D05,2020-10-01,mae,24636.875,5298.4625000000015,27378.175000000003,27378.175,10079.279029705078,10079.279029705078,32657.794123054875,24352.98979286627
IN_D06,2020-10-01,mae,129035.90074999999,137964.733625,142925.23837500002,100866.09100000001,137964.73362500005,137964.73362500005,170200.26878294224,139311.59379737754
IN_D07,2020-10-01,mae,677308.835,290423.7384749999,945517.6462500002,945517.64625,290423.73847499967,1064172.38125,839287.351988271,839658.7362993835
IN_D08,2020-10-01,mae,102480.5,216234.9,139325.625,32742.25,216234.89999999997,216234.89999999997,425645.4491019494,235949.1408841516
IN_D10,2020-10-01,mae,407616.15375,593929.7658500001,628651.8395,628651.8395,593929.7658500003,593929.7658500003,610770.8883082279,585966.6080862232
IN_D11,2020-10-01,mae,868946.2449999999,814038.0067,893806.8117499999,893806.81175,814038.0067,612461.3449742771,726519.5758183092,784532.0069389234
IN_G01,2020-10-01,mae,331846.074,300334.40949999995,567356.7575000001,567356.7575000001,331846.074,331846.074,713123.4227778774,522965.5222741734
IN_G02,2020-10-01,mae,2130065.55,674791.7912499999,1912987.7999999998,1912987.8,674791.7912499999,695568.036037499,1660660.58178488,2712332.1064584027
IN_G03,2020-10-01,mae,750715.49225,1097542.1689500003,624927.819,624927.8190000001,609662.6477139981,609662.6477139981,649404.2546761031,582509.558475135
IN_G04,2020-10-01,mae,379890.6669999999,314017.05000000005,334626.4598750002,629773.80325,314017.05000000005,314017.05000000005,480820.8413653959,314017.05000000005
IN_H01,2020-10-01,mae,4777.484249999994,16560.371899999984,3798.891499999998,3288.0657500000016,30656.14922984918,30656.14922984918,2569.9421465937194,4729.814733920823
IN_H02,2020-10-01,mae,279460.72,220256.71944999998,183697.1545,307753.7315,230524.28811663337,230524.28811663337,197740.64861144806,183697.1545
IN_H03,2020-10-01,mae,237415.6499999999,795331.0636,408574.9500000002,408574.94999999995,54940.34736842115,54940.34736842115,539050.5823433278,203423.6259778036
IN_H04,2020-10-01,mae,263.57499999999993,264.24905,183.17500000000007,183.17499999999995,264.24905000000024,183.17499999999995,160.09888405186268,255.09017250965815
IN_H05,2020-10-01,mae,600.0050000000001,2135.3290499999994,957.0874999999996,843.2600000000002,600.0050000000001,600.0050000000001,7499.654977985426,948.6930931253314
IN_J01,2020-10-01,mae,3077871.63175,1952421.5412500002,2115291.9801250002,4936559.299000001,1314434.6820037356,8148375.614614883,3488148.127330308,1952421.5412500002
IN_J02,2020-10-01,mae,300240.047,273764.925075,285916.387,285916.387,273764.92507500004,273764.92507500004,313785.1020132563,278462.5783584114
IN_J04,2020-10-01,mae,3390.6499999999996,6597.0788500000035,7767.716750000001,7767.7167500000005,5389.598661533512,5389.598661533512,11202.787787378938,6814.528435153412
IN_J05,2020-10-01,mae,65146.189249999996,257398.44749999995,472353.8634999999,650575.3165,257398.44749999972,650575.3165,717692.7863641067,492417.607826825
IN_J06,2020-10-01,mae,22976.7345,24059.49135,26972.23575,26972.23575,24059.491349999986,24059.491349999986,23943.546088498064,25006.8864295844
IN_L01,2020-10-01,mae,112051.85924999992,130487.2839000001,106010.85049999988,106010.85049999996,130487.2839000001,130487.2839000001,140379.92022612703,96252.9226772901
IN_L02,2020-10-01,mae,402484.0025,86980.21904999997,112541.33437499999,161796.39625000002,402484.0025,402484.0025,328056.2356362788,223336.96405103878
IN_L03,2020-10-01,mae,433.0820000000001,2201.3560500000003,626.0722499999999,626.07225,438.38384426256084,438.38384426256084,856.5578869050196,434.8123213432933
IN_L04,2020-10-01,mae,34118.72350000002,109475.61210000003,37120.29487500002,34095.46524999998,109475.61210000014,134898.66554783503,67442.43916463898,36641.45838765014
IN_M01,2020-10-01,mae,202731.55174999998,270993.1296750001,475236.71550000005,475236.71550000005,254622.3726371989,277227.6161909172,749654.0615575144,212031.42197416036
IN_M02,2020-10-01,mae,762894.2,171724.4203999999,241176.4250000001,316765.825,171724.4203999999,399390.86268234847,333981.45365837193,91040.20000000001
IN_M03,2020-10-01,mae,280151.0997499998,1075679.5379499996,526651.8182500002,526651.8182500002,136226.20289208763,136226.20289208763,332459.84064504015,281012.88731203205
IN_M04,2020-10-01,mae,30335.916750000004,91219.51175000003,49323.166750000004,49323.166750000004,2223.4072336584795,3614.836270823347,41838.27717501449,30464.058659590926
IN_M05,2020-10-01,mae,1324.863000000002,12944.928450000003,2773.273500000002,2854.0725,1324.863000000002,1324.863000000002,1174.3576628543287,1316.1782940211224
IN_M09,2020-10-01,mae,9266.04525,12180.655964285714,11904.38275,11904.382749999999,12180.655964285714,12180.655964285714,11327.120299393384,11909.363544052214
IN_N01,2020-10-01,mae,157072.794,77316.06855,38222.206000000006,72485.109,157072.794,157072.794,175598.79583152296,102334.37494608489
IN_N02,2020-10-01,mae,2880796.2325,4689052.0600000005,3749945.505000001,3749945.505,4612750.604345017,4612750.604345017,3580695.533889874,2886356.374941921
IN_N03,2020-10-01,mae,587951.3175000004,2432586.9709999985,845385.5275000012,845385.5274999999,687181.7112600445,687181.7112600445,547880.3032757593,352351.5137384073
IN_N04,2020-10-01,mae,91002.125,380577.18650000007,125740.5,125740.5,27674.320466956822,27674.320466956822,29519.91080373479,30904.911669702036
IN_N05,2020-10-01,mae,1267882.4624999994,5026726.6055000005,2349417.757500001,2349417.7575,551483.3747567954,551483.3747567954,623339.8329931269,1271852.9322387995
IN_N06,2020-10-01,mae,2609718.080000001,8082347.8185,4332404.030000004,4332404.03,713198.2357785916,491161.6461733235,3565163.8863873295,1619382.6013192926
IN_N07,2020-10-01,mae,613169.30425,397286.18020000006,475482.8667499999,640480.1262500001,489918.5498228752,513768.89156862494,375390.04175156506,538591.1599776353
IN_P01,2020-10-01,mae,114904.33574999998,184344.88649999996,114904.33574999998,150656.80675,114904.33574999998,118351.34495456191,118213.13830610405,114839.42621047258
IN_P02,2020-10-01,mae,6948.625,17603.575,6701.5,6235.375,17603.574999999993,17603.574999999993,44075.212261890556,10258.619656653394
IN_P03,2020-10-01,mae,73151.0,225395.78000000003,80457.25,76433.0,116275.9896866259,20193.210496833286,45764.47308017961,35527.0188548641
IN_R01,2020-10-01,mae,1759667.7735000001,603521.9855249999,1166926.8197499998,1737021.6552499998,462740.4119628962,462740.4119628962,1518000.668327781,1533339.9708558368
IN_R02,2020-10-01,mae,2776778.0335,1574661.279925,1945717.1935,1945717.1935,1574661.2799250598,1574661.2799250598,2604063.8567615733,1893532.3787420907
IN_R03,2020-10-01,mae,642323.8650000002,1238143.0096499985,619626.5800000001,777767.3850000002,619626.5800000001,718992.9441387462,703780.8960413248,588405.0584007264
IN_R05,2020-10-01,mae,1349190.4337499999,1369606.27955,1088573.95175,1088573.95175,1365593.8551116977,1365593.8551116977,1360813.8349630905,1622457.0627673287
IN_R06,2020-10-01,mae,1356544.7142500002,1435804.67815,1642095.9427499995,1680671.95975,1435804.678150001,1435804.678150001,1998062.330667272,1456953.759154302
IN_R07,2020-10-01,mae,5677.0,29700.6,8701.0,8701.0,4527.250891849089,4527.250891849089,3923.925278527937,1317.7039487930397
IN_S01,2020-10-01,mae,811307.4412500001,1001416.1488749995,801355.4967499999,841100.2817499998,811816.680411452,811816.680411452,929606.1418695897,800683.2485773693
IN_S02,2020-10-01,mae,71885.47699999998,363488.77595000004,591923.286,662189.037,318397.62142503064,318397.62142503064,511398.21350880666,374198.3228619888
IN_S03,2020-10-01,mae,930378.8285000001,930378.8285,930378.8285,886361.8115,930378.8285,930378.8285,861774.5147589019,930378.8285
IN_V03,2020-10-01,mae,758361.3745,679367.04845,583928.6843750001,411738.14824999997,679367.04845,679367.04845,549232.1987109873,631702.6603296945
IN_V04,2020-10-01,mae,414833.95525,500885.31175,356603.25600000005,356603.256,500885.3117499404,579170.8252045404,355973.2359392619,458393.5158431163
IN_V07,2020-10-01,mae,70052.749,49023.917499999996,49023.917499999996,68026.4735,49023.917499999996,49023.917499999996,109533.27879851473,60150.50974512014
IN_D03,2021-04-01,mae,1860.75,16051.076666666668,15141.0,15141.0,12888.36935758132,12888.36935758132,17689.4803714283,1920.7871438694795
IN_V06,2021-07-01,mae,376524.05275000003,54695.8652,183148.05025,254733.84525,54695.865199999986,54695.865199999986,249479.58459605894,275995.49343955517
IN_A01,2021-10-01,mae,145812.592,206813.23666666675,734692.5342500003,872611.9012500001,206813.23666666698,206813.23666666698,791479.1177452223,396033.6129595986
IN_A02,2021-10-01,mae,413542.4454999999,2707724.7928333334,507287.41412499966,372333.52624999965,625760.8079364854,625760.8079364854,382018.2849372416,411495.7562636542
IN_A03,2021-10-01,mae,47555.10500000004,532691.3945833333,149433.7687500001,158186.40625,47555.10500000004,47555.10500000004,57851.53418556601,51263.679828843044
IN_A04,2021-10-01,mae,167805.59375000006,607658.0109999999,233422.49550000002,233422.49550000002,120266.83444663172,120266.83444663172,87606.7852100886,116219.48336454498
IN_A05,2021-10-01,mae,9608.919999999998,20399.856958333337,8995.612500000003,8995.612500000001,9608.919999999998,9608.919999999998,7645.07765067567,9595.925655722785
IN_A06,2021-10-01,mae,5827958.974999999,3207273.9491249984,3006364.45,3006364.45,6466267.449351949,6466267.449351949,6637003.983163275,5018942.0029120045
IN_A07,2021-10-01,mae,352009.32250000007,360743.2617916669,166959.22112499998,157275.74575000006,217864.85033477872,184885.98898668966,152038.63313448866,189914.069821494
IN_A09,2021-10-01,mae,93835.5,216012.5,67788.5,67788.5,54205.72479833971,61243.511908189714,34971.79337433734,64553.87483626575
IN_A10,2021-10-01,mae,603463.8324999996,3414940.001666666,829648.0549999997,829648.0549999997,231458.80912842508,143086.897896152,114776.37205634778,157665.64930123696
IN_A11,2021-10-01,mae,22214.781000000003,43371.46383333336,15823.578500000018,20259.01800000001,39641.06748856164,39641.06748856164,18150.810729237717,19489.753451085606
IN_A12,2021-10-01,mae,1785388.8495000005,3213773.9872083324,1657193.7492500003,2320684.3150000004,2927360.1719603185,3527944.6502662604,3662406.388959013,1895405.8702513538
