State,Enrollment Year,Quarter,Avg_Total_Medicaid_Enrollees
West Virginia,2023.0,2.0,650181.3333333334
West Virginia,2023.0,3.0,598689.0
West Virginia ,2023.0,4.0,561566.0
West Virginia ,2024.0,1.0,533495.3333333334
West Virginia ,2024.0,2.0,523093.3333333333
West Virginia ,2024.0,3.0,521239.0
West Virginia ,2024.0,4.0,515471.6666666667
Wisconsin,2014.0,1.0,1171801.6666666667
Wisconsin,2014.0,2.0,1198964.6666666667
Wisconsin,2014.0,3.0,1198997.0
Wisconsin,2014.0,4.0,1183818.6666666667
Wisconsin,2015.0,1.0,1201346.3333333333
Wisconsin,2015.0,2.0,1200014.0
Wisconsin,2015.0,3.0,1194909.6666666667
Wisconsin,2015.0,4.0,1192181.0
Wisconsin,2016.0,1.0,1198602.0
Wisconsin,2016.0,2.0,1195635.6666666667
Wisconsin,2016.0,3.0,1191443.6666666667
Wisconsin,2016.0,4.0,1187973.0
Wisconsin,2017.0,1.0,1192710.3333333333
Wisconsin,2017.0,2.0,1188067.0
Wisconsin,2017.0,3.0,1186242.6666666667
Wisconsin,2017.0,4.0,1186205.6666666667
Wisconsin,2018.0,1.0,1191453.3333333333
Wisconsin,2018.0,2.0,1188213.6666666667
Wisconsin,2018.0,3.0,1184505.0
Wisconsin,2018.0,4.0,1179406.0
Wisconsin,2019.0,1.0,1177500.0
Wisconsin,2019.0,2.0,1182994.0
Wisconsin,2019.0,3.0,1185273.0
Wisconsin,2019.0,4.0,1184171.3333333333
Wisconsin,2020.0,1.0,1185402.6666666667
Wisconsin,2020.0,2.0,1245606.6666666667
Wisconsin,2020.0,3.0,1299725.3333333333
Wisconsin,2020.0,4.0,1340769.0
Wisconsin,2021.0,1.0,1376693.3333333333
Wisconsin,2021.0,2.0,1405623.3333333333
Wisconsin,2021.0,3.0,1432249.6666666667
Wisconsin,2021.0,4.0,1459054.3333333333
Wisconsin,2022.0,1.0,1487526.0
Wisconsin,2022.0,2.0,1507485.0
Wisconsin,2022.0,3.0,1527182.0
Wisconsin,2022.0,4.0,1551431.0
Wisconsin,2023.0,1.0,1628608.6666666667
Wisconsin,2023.0,2.0,1574885.3333333333
Wisconsin,2023.0,3.0,1470120.6666666667
Wisconsin ,2023.0,4.0,1402306.6666666667
Wisconsin ,2024.0,1.0,1363643.0
Wisconsin ,2024.0,2.0,1294502.0
Wisconsin ,2024.0,3.0,1265674.3333333333
Wisconsin ,2024.0,4.0,1265534.3333333333
Wyoming,2014.0,1.0,67978.33333333333
Wyoming,2014.0,2.0,69075.66666666667
Wyoming,2014.0,3.0,70685.66666666667
Wyoming,2014.0,4.0,72944.33333333333
Wyoming,2015.0,1.0,71070.66666666667
Wyoming,2015.0,2.0,69260.0
Wyoming,2015.0,3.0,65292.666666666664
Wyoming,2015.0,4.0,65249.333333333336
Wyoming,2016.0,1.0,64227.666666666664
Wyoming,2016.0,2.0,64234.0
Wyoming,2016.0,3.0,64042.666666666664
Wyoming,2016.0,4.0,61941.666666666664
Wyoming,2017.0,1.0,62149.666666666664
Wyoming,2017.0,2.0,62155.333333333336
Wyoming,2017.0,3.0,60687.0
Wyoming,2017.0,4.0,60219.333333333336
Wyoming,2018.0,1.0,59062.666666666664
Wyoming,2018.0,2.0,58601.0
Wyoming,2018.0,3.0,57623.666666666664
Wyoming,2018.0,4.0,57179.666666666664
Wyoming,2019.0,1.0,55150.333333333336
Wyoming,2019.0,2.0,54959.333333333336
Wyoming,2019.0,3.0,53933.0
Wyoming,2019.0,4.0,53993.666666666664
Wyoming,2020.0,1.0,54367.666666666664
Wyoming,2020.0,2.0,58292.333333333336
Wyoming,2020.0,3.0,62019.0
Wyoming,2020.0,4.0,61458.333333333336
Wyoming,2021.0,1.0,65889.66666666667
Wyoming,2021.0,2.0,71909.33333333333
Wyoming,2021.0,3.0,73829.66666666667
Wyoming,2021.0,4.0,76266.33333333333
Wyoming,2022.0,1.0,77918.33333333333
Wyoming,2022.0,2.0,79041.0
Wyoming,2022.0,3.0,83662.66666666667
Wyoming,2022.0,4.0,85321.66666666667
Wyoming,2023.0,1.0,87729.33333333333
Wyoming,2023.0,2.0,88417.33333333333
Wyoming,2023.0,3.0,81542.0
Wyoming ,2023.0,4.0,78439.66666666667
Wyoming ,2024.0,1.0,77011.0
Wyoming ,2024.0,2.0,70443.33333333333
Wyoming ,2024.0,3.0,68826.0
Wyoming ,2024.0,4.0,67897.0
