State,Enrollment Year,Quarter,Avg_Total_Medicaid_Enrollees
Mississippi,2016.0,1.0,728075.0
Mississippi,2016.0,2.0,727804.3333333334
Mississippi,2016.0,3.0,719768.3333333334
Mississippi,2016.0,4.0,713800.0
Mississippi,2017.0,1.0,713307.6666666666
Mississippi,2017.0,2.0,712256.6666666666
Mississippi,2017.0,3.0,708525.3333333334
Mississippi,2017.0,4.0,704534.3333333334
Mississippi,2018.0,1.0,696256.0
Mississippi,2018.0,2.0,687221.0
Mississippi,2018.0,3.0,677417.0
Mississippi,2018.0,4.0,672875.6666666666
Mississippi,2019.0,1.0,674603.3333333334
Mississippi,2019.0,2.0,674250.6666666666
Mississippi,2019.0,3.0,672577.6666666666
Mississippi,2019.0,4.0,672181.0
Mississippi,2020.0,1.0,671046.3333333334
Mississippi,2020.0,2.0,684695.3333333334
Mississippi,2020.0,3.0,713047.3333333334
Mississippi,2020.0,4.0,735130.6666666666
Mississippi,2021.0,1.0,752850.3333333334
Mississippi,2021.0,2.0,768287.6666666666
Mississippi,2021.0,3.0,781131.0
Mississippi,2021.0,4.0,792699.0
Mississippi,2022.0,1.0,802427.3333333334
Mississippi,2022.0,2.0,810856.6666666666
Mississippi,2022.0,3.0,821454.0
Mississippi,2022.0,4.0,835375.0
Mississippi,2023.0,1.0,849869.6666666666
Mississippi,2023.0,2.0,859587.3333333334
Mississippi,2023.0,3.0,814612.0
Mississippi ,2023.0,4.0,768278.6666666666
Mississippi ,2024.0,1.0,749043.0
Mississippi ,2024.0,2.0,684747.3333333334
Mississippi ,2024.0,3.0,656481.0
Mississippi ,2024.0,4.0,656719.0
Missouri,2014.0,1.0,783371.0
Missouri,2014.0,2.0,777803.6666666666
Missouri,2014.0,3.0,796792.3333333334
Missouri,2014.0,4.0,833203.0
Missouri,2015.0,1.0,869805.0
Missouri,2015.0,2.0,916203.0
Missouri,2015.0,3.0,934890.3333333334
Missouri,2015.0,4.0,951777.0
Missouri,2016.0,1.0,966336.0
Missouri,2016.0,2.0,975557.3333333334
Missouri,2016.0,3.0,978994.3333333334
Missouri,2016.0,4.0,988131.6666666666
Missouri,2017.0,1.0,987225.3333333334
Missouri,2017.0,2.0,982763.6666666666
Missouri,2017.0,3.0,975779.3333333334
Missouri,2017.0,4.0,969437.0
Missouri,2018.0,1.0,963390.0
Missouri,2018.0,2.0,962560.6666666666
Missouri,2018.0,3.0,938083.6666666666
Missouri,2018.0,4.0,905763.3333333334
Missouri,2019.0,1.0,889020.3333333334
Missouri,2019.0,2.0,858937.6666666666
Missouri,2019.0,3.0,838997.6666666666
Missouri,2019.0,4.0,837560.0
Missouri,2020.0,1.0,837966.3333333334
Missouri,2020.0,2.0,902855.0
Missouri,2020.0,3.0,955042.0
Missouri,2020.0,4.0,996597.0
Missouri,2021.0,1.0,1028149.0
Missouri,2021.0,2.0,1059809.0
Missouri,2021.0,3.0,1085323.6666666667
Missouri,2021.0,4.0,1135420.3333333333
Missouri,2022.0,1.0,1191943.3333333333
Missouri,2022.0,2.0,1263844.6666666667
Missouri,2022.0,3.0,1345694.6666666667
Missouri,2022.0,4.0,1413574.0
Missouri,2023.0,1.0,1472011.3333333333
Missouri,2023.0,2.0,1500431.0
Missouri,2023.0,3.0,1464300.6666666667
Missouri ,2023.0,4.0,1402820.6666666667
Missouri ,2024.0,1.0,1328407.3333333333
Missouri ,2024.0,2.0,1254017.3333333333
Missouri ,2024.0,3.0,1225167.6666666667
Missouri ,2024.0,4.0,1224405.6666666667
Montana,2014.0,1.0,148270.66666666666
Montana,2014.0,2.0,150069.33333333334
Montana,2014.0,3.0,146031.66666666666
Montana,2014.0,4.0,151561.66666666666
Montana,2015.0,1.0,128554.0
Montana,2015.0,2.0,131958.66666666666
Montana,2015.0,3.0,135499.66666666666
Montana,2015.0,4.0,138506.66666666666
Montana,2016.0,1.0,196647.0
Montana,2016.0,2.0,206482.0
Montana,2016.0,3.0,209136.66666666666
Montana,2016.0,4.0,223526.0
Montana,2017.0,1.0,226381.66666666666
Montana,2017.0,2.0,239372.0
Montana,2017.0,3.0,242843.66666666666
Montana,2017.0,4.0,246575.66666666666
Montana,2018.0,1.0,257005.0
Montana,2018.0,2.0,259752.33333333334
Montana,2018.0,3.0,257077.0
Montana,2018.0,4.0,257472.0
Montana,2019.0,1.0,258001.0
Montana,2019.0,2.0,255379.66666666666
Montana,2019.0,3.0,252092.33333333334
Montana,2019.0,4.0,248085.0
Montana,2020.0,1.0,240144.33333333334
Montana,2020.0,2.0,243010.0
Montana,2020.0,3.0,251398.66666666666
Montana,2020.0,4.0,261797.33333333334
Montana,2021.0,1.0,270313.3333333333
Montana,2021.0,2.0,275899.6666666667
Montana,2021.0,3.0,281404.6666666667
Montana,2021.0,4.0,287018.0
Montana,2022.0,1.0,292913.3333333333
Montana,2022.0,2.0,296747.3333333333
Montana,2022.0,3.0,300662.0
Montana,2022.0,4.0,306599.3333333333
Montana,2023.0,1.0,312812.0
Montana,2023.0,2.0,310275.3333333333
Montana,2023.0,3.0,274635.0
Montana ,2023.0,4.0,246243.33333333334
Montana ,2024.0,1.0,235771.33333333334
Montana ,2024.0,2.0,229313.0
Montana ,2024.0,3.0,220762.33333333334
Montana ,2024.0,4.0,214296.0
N. Mariana Islands,2014.0,1.0,17000.0
N. Mariana Islands,2014.0,2.0,17000.0
N. Mariana Islands,2014.0,3.0,17000.0
N. Mariana Islands,2014.0,4.0,17000.0
N. Mariana Islands,2015.0,1.0,17000.0
N. Mariana Islands,2015.0,2.0,17000.0
N. Mariana Islands,2015.0,3.0,17000.0
N. Mariana Islands,2015.0,4.0,17000.0
N. Mariana Islands,2016.0,1.0,17000.0
N. Mariana Islands,2016.0,2.0,17000.0
N. Mariana Islands,2016.0,3.0,17000.0
N. Mariana Islands,2016.0,4.0,15472.0
N. Mariana Islands,2017.0,1.0,15472.0
N. Mariana Islands,2017.0,2.0,15472.0
N. Mariana Islands,2017.0,3.0,15472.0
N. Mariana Islands,2017.0,4.0,1071.3333333333333
N. Mariana Islands,2018.0,1.0,1387.0
N. Mariana Islands,2018.0,2.0,1342.6666666666667
N. Mariana Islands,2018.0,3.0,17021.0
N. Mariana Islands,2018.0,4.0,15994.666666666666
N. Mariana Islands,2019.0,1.0,16125.666666666666
N. Mariana Islands,2019.0,2.0,16337.0
N. Mariana Islands,2019.0,3.0,16554.333333333332
N. Mariana Islands,2019.0,4.0,16110.666666666666
N. Mariana Islands,2020.0,1.0,16435.666666666668
N. Mariana Islands,2020.0,2.0,15952.666666666666
N. Mariana Islands,2020.0,3.0,16462.0
N. Mariana Islands,2020.0,4.0,15786.0
N. Mariana Islands,2021.0,1.0,16010.333333333334
N. Mariana Islands,2021.0,2.0,16668.666666666668
N. Mariana Islands,2021.0,3.0,16305.0
N. Mariana Islands,2021.0,4.0,15397.666666666666
N. Mariana Islands,2022.0,1.0,15277.0
N. Mariana Islands,2022.0,2.0,19700.0
N. Mariana Islands,2022.0,3.0,21511.0
N. Mariana Islands,2022.0,4.0,20648.0
N. Mariana Islands,2023.0,1.0,20648.0
N. Mariana Islands,2023.0,2.0,20620.0
N. Mariana Islands,2023.0,3.0,15837.666666666666
N. Mariana Islands ,2023.0,4.0,15669.666666666666
N. Mariana Islands ,2024.0,1.0,19747.333333333332
N. Mariana Islands ,2024.0,2.0,20936.666666666668
N. Mariana Islands ,2024.0,3.0,17114.666666666668
N. Mariana Islands ,2024.0,4.0,17114.666666666668
Nebraska,2014.0,1.0,234837.66666666666
Nebraska,2014.0,2.0,234534.0
Nebraska,2014.0,3.0,234866.0
Nebraska,2014.0,4.0,235203.33333333334
Nebraska,2015.0,1.0,235405.0
Nebraska,2015.0,2.0,233385.33333333334
Nebraska,2015.0,3.0,231824.0
Nebraska,2015.0,4.0,233169.33333333334
Nebraska,2016.0,1.0,234555.0
Nebraska,2016.0,2.0,236627.66666666666
Nebraska,2016.0,3.0,237685.33333333334
Nebraska,2016.0,4.0,239195.66666666666
Nebraska,2017.0,1.0,240132.66666666666
Nebraska,2017.0,2.0,240964.0
Nebraska,2017.0,3.0,259047.33333333334
Nebraska,2017.0,4.0,242860.33333333334
Nebraska,2018.0,1.0,246703.33333333334
Nebraska,2018.0,2.0,247011.66666666666
Nebraska,2018.0,3.0,245673.0
Nebraska,2018.0,4.0,244690.66666666666
Nebraska,2019.0,1.0,244896.0
Nebraska,2019.0,2.0,243623.66666666666
Nebraska,2019.0,3.0,241609.0
Nebraska,2019.0,4.0,237580.33333333334
Nebraska,2020.0,1.0,238864.66666666666
Nebraska,2020.0,2.0,245028.33333333334
Nebraska,2020.0,3.0,254702.33333333334
Nebraska,2020.0,4.0,292901.3333333333
Nebraska,2021.0,1.0,311750.6666666667
Nebraska,2021.0,2.0,326237.6666666667
Nebraska,2021.0,3.0,334842.3333333333
Nebraska,2021.0,4.0,349679.3333333333
Nebraska,2022.0,1.0,361824.3333333333
Nebraska,2022.0,2.0,375895.3333333333
Nebraska,2022.0,3.0,377983.6666666667
Nebraska,2022.0,4.0,387331.3333333333
Nebraska,2023.0,1.0,396163.0
Nebraska,2023.0,2.0,400764.0
Nebraska,2023.0,3.0,387581.6666666667
Nebraska ,2023.0,4.0,372487.6666666667
Nebraska ,2024.0,1.0,360684.6666666667
Nebraska ,2024.0,2.0,350884.3333333333
Nebraska ,2024.0,3.0,346170.0
Nebraska ,2024.0,4.0,342350.0
Nevada,2014.0,1.0,375691.6666666667
Nevada,2014.0,2.0,466724.6666666667
Nevada,2014.0,3.0,545434.0
Nevada,2014.0,4.0,541971.6666666666
Nevada,2015.0,1.0,525307.3333333334
Nevada,2015.0,2.0,525968.3333333334
Nevada,2015.0,3.0,560198.3333333334
Nevada,2015.0,4.0,574905.3333333334
Nevada,2016.0,1.0,589141.6666666666
Nevada,2016.0,2.0,590801.0
Nevada,2016.0,3.0,594836.3333333334
Nevada,2016.0,4.0,601304.6666666666
Nevada,2017.0,1.0,604565.0
Nevada,2017.0,2.0,607591.3333333334
Nevada,2017.0,3.0,591358.0
Nevada,2017.0,4.0,593741.3333333334
Nevada,2018.0,1.0,598776.3333333334
Nevada,2018.0,2.0,600836.3333333334
Nevada,2018.0,3.0,601428.0
Nevada,2018.0,4.0,595185.6666666666
Nevada,2019.0,1.0,588450.0
Nevada,2019.0,2.0,588139.3333333334
Nevada,2019.0,3.0,588055.0
Nevada,2019.0,4.0,583803.0
Nevada,2020.0,1.0,582305.6666666666
Nevada,2020.0,2.0,626920.0
Nevada,2020.0,3.0,670785.6666666666
Nevada,2020.0,4.0,703152.3333333334
Nevada,2021.0,1.0,729548.0
Nevada,2021.0,2.0,748063.6666666666
Nevada,2021.0,3.0,763191.6666666666
Nevada,2021.0,4.0,774734.0
Nevada,2022.0,1.0,792622.0
Nevada,2022.0,2.0,805413.3333333334
Nevada,2022.0,3.0,825640.0
Nevada,2022.0,4.0,825785.3333333334
Nevada,2023.0,1.0,836762.3333333334
Nevada,2023.0,2.0,849161.0
Nevada,2023.0,3.0,838824.0
Nevada ,2023.0,4.0,818508.6666666666
Nevada ,2024.0,1.0,805259.6666666666
Nevada ,2024.0,2.0,747207.3333333334
Nevada ,2024.0,3.0,713247.3333333334
Nevada ,2024.0,4.0,715784.6666666666
New Hampshire,2014.0,1.0,134475.0
New Hampshire,2014.0,2.0,138608.0
New Hampshire,2014.0,3.0,151625.0
New Hampshire,2014.0,4.0,164957.0
New Hampshire,2015.0,1.0,177542.33333333334
New Hampshire,2015.0,2.0,181618.0
New Hampshire,2015.0,3.0,184398.0
New Hampshire,2015.0,4.0,186721.33333333334
New Hampshire,2016.0,1.0,191189.0
New Hampshire,2016.0,2.0,190214.66666666666
New Hampshire,2016.0,3.0,189125.0
New Hampshire,2016.0,4.0,203535.66666666666
New Hampshire,2017.0,1.0,204552.66666666666
New Hampshire,2017.0,2.0,192123.66666666666
New Hampshire,2017.0,3.0,190677.0
New Hampshire,2017.0,4.0,191069.0
New Hampshire,2018.0,1.0,190611.33333333334
New Hampshire,2018.0,2.0,188675.0
New Hampshire,2018.0,3.0,187126.0
New Hampshire,2018.0,4.0,185878.33333333334
New Hampshire,2019.0,1.0,184983.33333333334
New Hampshire,2019.0,2.0,182051.66666666666
New Hampshire,2019.0,3.0,180449.66666666666
New Hampshire,2019.0,4.0,180971.66666666666
New Hampshire,2020.0,1.0,182648.0
New Hampshire,2020.0,2.0,190711.33333333334
New Hampshire,2020.0,3.0,198237.0
New Hampshire,2020.0,4.0,206438.0
New Hampshire,2021.0,1.0,213352.66666666666
New Hampshire,2021.0,2.0,217320.0
New Hampshire,2021.0,3.0,220918.33333333334
New Hampshire,2021.0,4.0,226012.33333333334
New Hampshire,2022.0,1.0,229563.66666666666
New Hampshire,2022.0,2.0,231079.33333333334
New Hampshire,2022.0,3.0,232814.66666666666
New Hampshire,2022.0,4.0,235615.33333333334
New Hampshire,2023.0,1.0,238673.66666666666
New Hampshire,2023.0,2.0,213121.33333333334
New Hampshire,2023.0,3.0,188074.33333333334
New Hampshire ,2023.0,4.0,181613.33333333334
New Hampshire ,2024.0,1.0,182014.66666666666
New Hampshire ,2024.0,2.0,181721.0
New Hampshire ,2024.0,3.0,183146.0
New Hampshire ,2024.0,4.0,182381.66666666666
New Jersey,2014.0,1.0,1418654.6666666667
New Jersey,2014.0,2.0,1518529.3333333333
New Jersey,2014.0,3.0,1585111.6666666667
New Jersey,2014.0,4.0,1640356.0
New Jersey,2015.0,1.0,1702086.6666666667
New Jersey,2015.0,2.0,1732712.3333333333
New Jersey,2015.0,3.0,1717624.0
New Jersey,2015.0,4.0,1695590.3333333333
New Jersey,2016.0,1.0,1702818.6666666667
New Jersey,2016.0,2.0,1702209.0
New Jersey,2016.0,3.0,1696926.3333333333
New Jersey,2016.0,4.0,1706122.0
New Jersey,2017.0,1.0,1718031.3333333333
New Jersey,2017.0,2.0,1707938.0
New Jersey,2017.0,3.0,1656112.6666666667
New Jersey,2017.0,4.0,1697427.0
New Jersey,2018.0,1.0,1696414.0
New Jersey,2018.0,2.0,1691372.6666666667
New Jersey,2018.0,3.0,1683237.3333333333
New Jersey,2018.0,4.0,1661822.3333333333
New Jersey,2019.0,1.0,1641006.0
New Jersey,2019.0,2.0,1598102.6666666667
New Jersey,2019.0,3.0,1612776.6666666667
New Jersey,2019.0,4.0,1604914.6666666667
New Jersey,2020.0,1.0,1594089.3333333333
New Jersey,2020.0,2.0,1643337.0
New Jersey,2020.0,3.0,1709909.3333333333
New Jersey,2020.0,4.0,1777972.6666666667
New Jersey,2021.0,1.0,1831061.0
New Jersey,2021.0,2.0,1871347.3333333333
New Jersey,2021.0,3.0,1911291.6666666667
New Jersey,2021.0,4.0,1950771.6666666667
New Jersey,2022.0,1.0,1988125.0
New Jersey,2022.0,2.0,2012417.0
New Jersey,2022.0,3.0,2037093.6666666667
New Jersey,2022.0,4.0,2064464.0
New Jersey,2023.0,1.0,2114591.0
New Jersey,2023.0,2.0,2152162.0
New Jersey,2023.0,3.0,2147700.6666666665
New Jersey ,2023.0,4.0,2009489.0
New Jersey ,2024.0,1.0,1912577.6666666667
New Jersey ,2024.0,2.0,1808384.0
New Jersey ,2024.0,3.0,1702937.0
New Jersey ,2024.0,4.0,1684135.0
New Mexico,2014.0,1.0,634002.0
New Mexico,2014.0,2.0,678716.3333333334
New Mexico,2014.0,3.0,719601.0
New Mexico,2014.0,4.0,747771.6666666666
New Mexico,2015.0,1.0,780569.6666666666
New Mexico,2015.0,2.0,800366.3333333334
New Mexico,2015.0,3.0,823341.3333333334
New Mexico,2015.0,4.0,836987.3333333334
New Mexico,2016.0,1.0,853089.0
New Mexico,2016.0,2.0,863801.6666666666
New Mexico,2016.0,3.0,879248.0
New Mexico,2016.0,4.0,881068.3333333334
New Mexico,2017.0,1.0,905957.6666666666
New Mexico,2017.0,2.0,903355.0
New Mexico,2017.0,3.0,876594.3333333334
New Mexico,2017.0,4.0,855981.6666666666
New Mexico,2018.0,1.0,859378.3333333334
New Mexico,2018.0,2.0,848042.0
New Mexico,2018.0,3.0,833604.6666666666
New Mexico,2018.0,4.0,834189.3333333334
New Mexico,2019.0,1.0,835147.3333333334
New Mexico,2019.0,2.0,830416.0
New Mexico,2019.0,3.0,829129.6666666666
New Mexico,2019.0,4.0,831013.3333333334
New Mexico,2020.0,1.0,833443.3333333334
New Mexico,2020.0,2.0,855199.3333333334
New Mexico,2020.0,3.0,880175.3333333334
New Mexico,2020.0,4.0,901119.3333333334
New Mexico,2021.0,1.0,918920.3333333334
New Mexico,2021.0,2.0,930261.0
New Mexico,2021.0,3.0,943103.6666666666
New Mexico,2021.0,4.0,951273.3333333334
New Mexico,2022.0,1.0,965309.0
New Mexico,2022.0,2.0,972625.6666666666
New Mexico,2022.0,3.0,982044.6666666666
New Mexico,2022.0,4.0,986869.3333333334
New Mexico,2023.0,1.0,994323.0
New Mexico,2023.0,2.0,967862.3333333334
New Mexico,2023.0,3.0,898978.3333333334
New Mexico ,2023.0,4.0,896826.3333333334
New Mexico ,2024.0,1.0,887423.0
New Mexico ,2024.0,2.0,881800.6666666666
New Mexico ,2024.0,3.0,887980.0
New Mexico ,2024.0,4.0,858963.3333333334
New York,2014.0,1.0,2118520.0
New York,2014.0,2.0,5763402.666666667
New York,2014.0,3.0,5849728.0
New York,2014.0,4.0,5963999.333333333
New York,2015.0,1.0,6104954.666666667
New York,2015.0,2.0,6655606.333333333
New York,2015.0,3.0,6596058.333333333
New York,2015.0,4.0,6309165.333333333
New York,2016.0,1.0,6151755.666666667
New York,2016.0,2.0,6127780.333333333
New York,2016.0,3.0,6119869.0
New York,2016.0,4.0,6093051.333333333
New York,2017.0,1.0,6094997.333333333
New York,2017.0,2.0,6121836.0
New York,2017.0,3.0,6106654.0
New York,2017.0,4.0,6141576.0
New York,2018.0,1.0,6168095.666666667
New York,2018.0,2.0,6160723.666666667
New York,2018.0,3.0,6155684.333333333
New York,2018.0,4.0,6150913.666666667
New York,2019.0,1.0,6139991.0
New York,2019.0,2.0,6095223.0
New York,2019.0,3.0,6107596.333333333
New York,2019.0,4.0,6086837.0
New York,2020.0,1.0,6065989.333333333
New York,2020.0,2.0,6270436.666666667
New York,2020.0,3.0,6513092.333333333
New York,2020.0,4.0,6707414.0
New York,2021.0,1.0,6891325.333333333
New York,2021.0,2.0,7019416.333333333
New York,2021.0,3.0,7177344.333333333
New York,2021.0,4.0,7299709.666666667
New York,2022.0,1.0,7394283.666666667
New York,2022.0,2.0,7469425.666666667
New York,2022.0,3.0,7581013.666666667
New York,2022.0,4.0,7702166.333333333
New York,2023.0,1.0,7834377.333333333
New York,2023.0,2.0,7955525.0
New York,2023.0,3.0,7817652.333333333
New York ,2023.0,4.0,7613179.333333333
New York ,2024.0,1.0,7365472.0
New York ,2024.0,2.0,7099787.666666667
New York ,2024.0,3.0,6984580.333333333
New York ,2024.0,4.0,6954550.333333333
North Carolina,2014.0,1.0,1817853.3333333333
North Carolina,2014.0,2.0,1857726.0
North Carolina,2014.0,3.0,1890528.3333333333
North Carolina,2014.0,4.0,1924695.0
North Carolina,2015.0,1.0,1964400.6666666667
North Carolina,2015.0,2.0,1975593.0
North Carolina,2015.0,3.0,1975321.0
North Carolina,2015.0,4.0,1994253.6666666667
North Carolina,2016.0,1.0,2031892.0
North Carolina,2016.0,2.0,2040774.6666666667
North Carolina,2016.0,3.0,2056434.6666666667
North Carolina,2016.0,4.0,2080202.6666666667
North Carolina,2017.0,1.0,2091461.6666666667
North Carolina,2017.0,2.0,2089079.3333333333
North Carolina,2017.0,3.0,2069763.3333333333
North Carolina,2017.0,4.0,2137631.0
North Carolina,2018.0,1.0,2155117.0
North Carolina,2018.0,2.0,2164444.3333333335
North Carolina,2018.0,3.0,2180959.3333333335
North Carolina,2018.0,4.0,2180708.3333333335
North Carolina,2019.0,1.0,2171385.0
North Carolina,2019.0,2.0,2136004.3333333335
North Carolina,2019.0,3.0,2173067.0
North Carolina,2019.0,4.0,2165236.0
North Carolina,2020.0,1.0,2153833.6666666665
North Carolina,2020.0,2.0,2213258.3333333335
North Carolina,2020.0,3.0,2289944.0
North Carolina,2020.0,4.0,2380372.0
North Carolina,2021.0,1.0,2453310.6666666665
North Carolina,2021.0,2.0,2512176.3333333335
North Carolina,2021.0,3.0,2579149.3333333335
North Carolina,2021.0,4.0,2647661.0
North Carolina,2022.0,1.0,2713350.3333333335
North Carolina,2022.0,2.0,2763901.0
North Carolina,2022.0,3.0,2825201.3333333335
North Carolina,2022.0,4.0,2886698.3333333335
North Carolina,2023.0,1.0,2944013.0
North Carolina,2023.0,2.0,3011706.6666666665
North Carolina,2023.0,3.0,2956922.0
North Carolina ,2023.0,4.0,2955245.6666666665
North Carolina ,2024.0,1.0,3017497.3333333335
North Carolina ,2024.0,2.0,3044770.3333333335
North Carolina ,2024.0,3.0,3072878.6666666665
North Carolina ,2024.0,4.0,3115827.3333333335
North Dakota,2014.0,1.0,77848.0
North Dakota,2014.0,2.0,80475.0
North Dakota,2014.0,3.0,79207.66666666667
North Dakota,2014.0,4.0,82088.66666666667
North Dakota,2015.0,1.0,86128.33333333333
North Dakota,2015.0,2.0,86825.0
North Dakota,2015.0,3.0,86668.66666666667
North Dakota,2015.0,4.0,87131.66666666667
North Dakota,2016.0,1.0,91794.0
North Dakota,2016.0,2.0,93247.33333333333
North Dakota,2016.0,3.0,93377.0
North Dakota,2017.0,1.0,92094.66666666667
North Dakota,2017.0,3.0,92164.5
North Dakota,2017.0,4.0,93110.66666666667
North Dakota,2018.0,1.0,93162.0
North Dakota,2018.0,2.0,93856.0
North Dakota,2018.0,3.0,92224.66666666667
North Dakota,2018.0,4.0,90829.66666666667
North Dakota,2019.0,1.0,89512.66666666667
North Dakota,2019.0,2.0,89836.33333333333
North Dakota,2019.0,3.0,88958.66666666667
North Dakota,2019.0,4.0,88656.33333333333
North Dakota,2020.0,1.0,89978.33333333333
North Dakota,2020.0,2.0,94455.0
North Dakota,2020.0,3.0,102093.33333333333
North Dakota,2020.0,4.0,109145.66666666667
North Dakota,2021.0,1.0,111339.0
North Dakota,2021.0,2.0,114918.66666666667
North Dakota,2021.0,3.0,113420.33333333333
North Dakota,2021.0,4.0,118304.0
North Dakota,2022.0,1.0,121531.66666666667
North Dakota,2022.0,2.0,124499.33333333333
North Dakota,2022.0,3.0,127539.33333333333
North Dakota,2022.0,4.0,130585.33333333333
North Dakota,2023.0,1.0,134089.0
North Dakota,2023.0,2.0,135983.66666666666
North Dakota,2023.0,3.0,123595.33333333333
North Dakota ,2023.0,4.0,117393.66666666667
North Dakota ,2024.0,1.0,111087.0
North Dakota ,2024.0,2.0,105558.33333333333
North Dakota ,2024.0,3.0,106143.66666666667
North Dakota ,2024.0,4.0,107198.33333333333
North Dakota *,2016.0,4.0,93473.0
North Dakota *,2017.0,2.0,92350.66666666667
North Dakota *,2017.0,3.0,92363.0
Ohio,2014.0,1.0,2525791.0
Ohio,2014.0,2.0,2704811.6666666665
Ohio,2014.0,3.0,2822278.6666666665
Ohio,2014.0,4.0,2898000.0
Ohio,2015.0,1.0,3025517.3333333335
Ohio,2015.0,2.0,3075711.6666666665
Ohio,2015.0,3.0,3056696.0
Ohio,2015.0,4.0,3144226.6666666665
Ohio,2016.0,1.0,3160755.0
Ohio,2016.0,2.0,3105967.0
Ohio,2016.0,3.0,3052833.0
Ohio,2016.0,4.0,3062046.6666666665
Ohio,2017.0,1.0,3080616.6666666665
Ohio,2017.0,2.0,3079689.0
Ohio,2017.0,3.0,3048904.0
Ohio,2017.0,4.0,3040206.6666666665
Ohio,2018.0,1.0,3012423.6666666665
Ohio,2018.0,2.0,2962712.0
Ohio,2018.0,3.0,2927230.0
Ohio,2018.0,4.0,2880530.0
Ohio,2019.0,1.0,2845402.3333333335
Ohio,2019.0,2.0,2800104.3333333335
Ohio,2019.0,3.0,2825976.6666666665
Ohio,2019.0,4.0,2787555.3333333335
Ohio,2020.0,1.0,2757556.0
Ohio,2020.0,2.0,2887718.0
Ohio,2020.0,3.0,2942478.0
Ohio,2020.0,4.0,3125999.3333333335
Ohio,2021.0,1.0,3194655.3333333335
Ohio,2021.0,2.0,3246665.0
Ohio,2021.0,3.0,3305806.0
Ohio,2021.0,4.0,3364563.0
Ohio,2022.0,1.0,3418973.6666666665
Ohio,2022.0,2.0,3459929.3333333335
Ohio,2022.0,3.0,3484553.3333333335
Ohio,2022.0,4.0,3537770.0
Ohio,2023.0,1.0,3627297.6666666665
Ohio,2023.0,2.0,3618788.6666666665
Ohio,2023.0,3.0,3474786.3333333335
Ohio ,2023.0,4.0,3341900.0
Ohio ,2024.0,1.0,3249536.6666666665
Ohio ,2024.0,2.0,3149224.3333333335
Ohio ,2024.0,3.0,3108944.3333333335
Ohio ,2024.0,4.0,3094191.0
Oklahoma,2014.0,1.0,762574.3333333334
Oklahoma,2014.0,2.0,737985.3333333334
Oklahoma,2014.0,3.0,754773.0
Oklahoma,2014.0,4.0,753331.6666666666
Oklahoma,2015.0,1.0,748960.3333333334
Oklahoma,2015.0,2.0,758565.3333333334
Oklahoma,2015.0,3.0,697406.6666666666
Oklahoma,2015.0,4.0,684158.3333333334
Oklahoma,2016.0,1.0,666786.0
Oklahoma,2016.0,2.0,660313.0
Oklahoma,2016.0,3.0,670541.6666666666
Oklahoma,2016.0,4.0,678001.6666666666
Oklahoma,2017.0,1.0,679641.3333333334
Oklahoma,2017.0,2.0,675692.6666666666
Oklahoma,2017.0,3.0,669365.6666666666
Oklahoma,2017.0,4.0,661396.3333333334
Oklahoma,2018.0,1.0,651388.6666666666
Oklahoma,2018.0,2.0,650472.6666666666
Oklahoma,2018.0,3.0,651897.6666666666
Oklahoma,2018.0,4.0,647649.6666666666
Oklahoma,2019.0,1.0,641332.6666666666
Oklahoma,2019.0,2.0,640718.6666666666
Oklahoma,2019.0,3.0,645974.3333333334
Oklahoma,2019.0,4.0,639366.3333333334
Oklahoma,2020.0,1.0,643023.6666666666
Oklahoma,2020.0,2.0,696884.6666666666
Oklahoma,2020.0,3.0,749078.3333333334
Oklahoma,2020.0,4.0,790520.3333333334
Oklahoma,2021.0,1.0,815059.0
Oklahoma,2021.0,2.0,833734.3333333334
Oklahoma,2021.0,3.0,925393.3333333334
Oklahoma,2021.0,4.0,1058042.3333333333
Oklahoma,2022.0,1.0,1103326.3333333333
Oklahoma,2022.0,2.0,1139145.6666666667
Oklahoma,2022.0,3.0,1185053.6666666667
Oklahoma,2022.0,4.0,1219591.3333333333
Oklahoma,2023.0,1.0,1251324.6666666667
Oklahoma,2023.0,2.0,1243144.6666666667
Oklahoma,2023.0,3.0,1158626.0
Oklahoma ,2023.0,4.0,1020254.6666666666
Oklahoma ,2024.0,1.0,1011640.3333333334
Oklahoma ,2024.0,2.0,983070.0
Oklahoma ,2024.0,3.0,982299.3333333334
Oklahoma ,2024.0,4.0,972180.6666666666
Oregon,2014.0,1.0,960737.6666666666
Oregon,2014.0,2.0,965964.0
Oregon,2014.0,3.0,994433.3333333334
Oregon,2014.0,4.0,1013541.0
Oregon,2015.0,1.0,1065066.0
Oregon,2015.0,2.0,1097998.0
Oregon,2015.0,3.0,1089608.0
Oregon,2015.0,4.0,1071514.6666666667
Oregon,2016.0,1.0,1098303.6666666667
Oregon,2016.0,2.0,1080119.3333333333
Oregon,2016.0,3.0,1033315.6666666666
Oregon,2016.0,4.0,1001882.3333333334
Oregon,2017.0,1.0,994107.3333333334
Oregon,2017.0,2.0,1012950.0
Oregon,2017.0,3.0,978692.0
Oregon,2017.0,4.0,965543.3333333334
Oregon,2018.0,1.0,960257.0
Oregon,2018.0,2.0,957699.0
Oregon,2018.0,3.0,954984.6666666666
Oregon,2018.0,4.0,955111.0
Oregon,2019.0,1.0,963173.0
Oregon,2019.0,2.0,962991.0
