State,Period,Average_pop
VT,2021Q2,189266.3333333333
VT,2021Q3,192825.66666666663
VT,2021Q4,195328.66666666663
VT,2022Q1,197450.0
VT,2022Q2,199021.3333333333
VT,2022Q3,199773.66666666663
VT,2022Q4,201567.66666666663
VT,2023Q1,203266.0
VT,2023Q2,202144.3333333333
VT,2023Q3,192451.3333333333
VT,2023Q4,183689.66666666663
VT,2024Q1,179191.66666666666
VT,2024Q2,173040.66666666666
VT,2024Q3,169597.66666666666
VT,2024Q4,167403.0
WA,2014Q1,1476742.0
WA,2014Q2,1574214.0
WA,2014Q3,1612223.3333333333
WA,2014Q4,1656593.6666666667
WA,2015Q1,1717263.6666666667
WA,2015Q2,1750599.0
WA,2015Q3,1768950.0
WA,2015Q4,1801232.6666666667
WA,2016Q1,1815201.6666666667
WA,2016Q2,1810563.3333333333
WA,2016Q3,1821851.3333333333
WA,2016Q4,1838410.6666666667
WA,2017Q1,1844079.3333333333
WA,2017Q2,1840406.0
WA,2017Q3,1808352.3333333333
WA,2017Q4,1798903.0
WA,2018Q1,1791660.6666666667
WA,2018Q2,1780286.6666666667
WA,2018Q3,1766547.6666666667
WA,2018Q4,1758931.0
WA,2019Q1,1744601.3333333333
WA,2019Q2,1731651.6666666667
WA,2019Q3,1848481.0
WA,2019Q4,1728988.0
WA,2020Q1,1727729.6666666667
WA,2020Q2,1776316.0
WA,2020Q3,1865729.3333333333
WA,2020Q4,2517831.333333333
WA,2021Q1,1936866.0
WA,2021Q2,1974011.6666666667
WA,2021Q3,2012133.6666666667
WA,2021Q4,2047591.3333333333
WA,2022Q1,2076990.6666666667
WA,2022Q2,2113487.6666666665
WA,2022Q3,2091742.6666666667
WA,2022Q4,2162891.6666666665
WA,2023Q1,2186785.6666666665
WA,2023Q2,2188009.0
WA,2023Q3,2010282.0
WA,2023Q4,1966572.0
WA,2024Q1,1918238.0
WA,2024Q2,1875257.3333333333
WA,2024Q3,1849109.3333333333
WA,2024Q4,1851107.0
WI,2014Q1,1171801.6666666667
WI,2014Q2,1198964.6666666667
WI,2014Q3,1198997.0
WI,2014Q4,1183818.6666666667
WI,2015Q1,1201346.3333333333
WI,2015Q2,1200014.0
WI,2015Q3,1194909.6666666667
WI,2015Q4,1192181.0
WI,2016Q1,1198602.0
WI,2016Q2,1195635.6666666667
WI,2016Q3,1191443.6666666667
WI,2016Q4,1187973.0
WI,2017Q1,1192710.3333333333
WI,2017Q2,1188067.0
WI,2017Q3,1186242.6666666667
WI,2017Q4,1186205.6666666667
WI,2018Q1,1191453.3333333333
WI,2018Q2,1188213.6666666667
WI,2018Q3,1184505.0
WI,2018Q4,1179406.0
WI,2019Q1,1177500.0
WI,2019Q2,1182994.0
WI,2019Q3,1185273.0
WI,2019Q4,1184171.3333333333
WI,2020Q1,1185402.6666666667
WI,2020Q2,1245606.6666666667
WI,2020Q3,1299725.3333333333
WI,2020Q4,1340769.0
WI,2021Q1,1376693.3333333333
WI,2021Q2,1405623.3333333333
WI,2021Q3,1432249.6666666667
WI,2021Q4,1459054.3333333333
WI,2022Q1,1487526.0
WI,2022Q2,1507485.0
WI,2022Q3,1527182.0
WI,2022Q4,1551431.0
WI,2023Q1,1628608.6666666667
WI,2023Q2,1574885.3333333333
WI,2023Q3,1470120.6666666667
WI,2023Q4,1402306.6666666667
WI,2024Q1,1363643.0
WI,2024Q2,1294502.0
WI,2024Q3,1265674.3333333333
WI,2024Q4,1265534.3333333333
WV,2014Q1,455816.0
WV,2014Q2,492612.0
WV,2014Q3,510562.3333333333
WV,2014Q4,519080.6666666667
WV,2015Q1,532725.0
WV,2015Q2,541160.0
WV,2015Q3,551085.3333333334
WV,2015Q4,554419.6666666666
WV,2016Q1,564786.6666666666
WV,2016Q2,564358.3333333334
WV,2016Q3,567055.6666666666
WV,2016Q4,570151.0
WV,2017Q1,559069.6666666666
WV,2017Q2,553838.0
WV,2017Q3,550894.3333333334
WV,2017Q4,545364.3333333334
WV,2018Q1,541700.3333333334
WV,2018Q2,538721.0
WV,2018Q3,535796.3333333334
WV,2018Q4,528470.0
WV,2019Q1,523463.3333333333
WV,2019Q2,521719.0
WV,2019Q3,521302.3333333333
WV,2019Q4,519454.6666666667
WV,2020Q1,518100.3333333333
WV,2020Q2,529607.0
WV,2020Q3,549268.6666666666
WV,2020Q4,568717.0
WV,2021Q1,585019.6666666666
WV,2021Q2,597675.6666666666
WV,2021Q3,609320.3333333334
WV,2021Q4,620384.0
WV,2022Q1,630253.6666666666
WV,2022Q2,639011.6666666666
WV,2022Q3,648675.6666666666
WV,2022Q4,657637.0
WV,2023Q1,666473.3333333334
WV,2023Q2,650181.3333333334
WV,2023Q3,598689.0
WV,2023Q4,561566.0
WV,2024Q1,533495.3333333334
WV,2024Q2,523093.3333333333
WV,2024Q3,521239.0
WV,2024Q4,515471.6666666667
WY,2014Q1,67978.33333333333
WY,2014Q2,69075.66666666667
WY,2014Q3,70685.66666666667
WY,2014Q4,72944.33333333333
WY,2015Q1,71070.66666666667
WY,2015Q2,69260.0
WY,2015Q3,65292.66666666666
WY,2015Q4,65249.333333333336
WY,2016Q1,64227.66666666666
WY,2016Q2,64234.0
WY,2016Q3,64042.66666666666
WY,2016Q4,61941.66666666666
WY,2017Q1,62149.66666666666
WY,2017Q2,62155.333333333336
WY,2017Q3,60687.0
WY,2017Q4,60219.333333333336
WY,2018Q1,59062.66666666666
WY,2018Q2,58601.0
WY,2018Q3,57623.66666666666
WY,2018Q4,57179.66666666666
WY,2019Q1,55150.333333333336
WY,2019Q2,54959.333333333336
WY,2019Q3,53933.0
WY,2019Q4,53993.66666666666
WY,2020Q1,54367.66666666666
WY,2020Q2,58292.333333333336
WY,2020Q3,62019.0
WY,2020Q4,61458.333333333336
WY,2021Q1,65889.66666666667
WY,2021Q2,71909.33333333333
WY,2021Q3,73829.66666666667
WY,2021Q4,76266.33333333333
WY,2022Q1,77918.33333333333
WY,2022Q2,79041.0
WY,2022Q3,83662.66666666667
WY,2022Q4,85321.66666666667
WY,2023Q1,87729.33333333333
WY,2023Q2,88417.33333333333
WY,2023Q3,81542.0
WY,2023Q4,78439.66666666667
WY,2024Q1,77011.0
WY,2024Q2,70443.33333333333
WY,2024Q3,68826.0
WY,2024Q4,67897.0
