State,Period,Average_pop
AK,2014Q1,107998.33333333331
AK,2014Q2,115946.0
AK,2014Q3,118862.33333333331
AK,2014Q4,120304.33333333331
AK,2015Q1,124527.66666666669
AK,2015Q2,126642.66666666669
AK,2015Q3,120278.66666666669
AK,2015Q4,135703.0
AK,2016Q1,151430.33333333334
AK,2016Q2,157028.0
AK,2016Q3,161079.33333333334
AK,2016Q4,173380.66666666666
AK,2017Q1,180677.66666666663
AK,2017Q2,184889.3333333333
AK,2017Q3,184185.66666666663
AK,2017Q4,193784.66666666663
AK,2018Q1,196836.3333333333
AK,2018Q2,198563.0
AK,2018Q3,205991.0
AK,2018Q4,206503.66666666663
AK,2019Q1,207064.0
AK,2019Q2,205735.3333333333
AK,2019Q3,213297.3333333333
AK,2019Q4,213974.3333333333
AK,2020Q1,215320.0
AK,2020Q2,220452.3333333333
AK,2020Q3,224144.0
AK,2020Q4,231242.3333333333
AK,2021Q1,235796.66666666663
AK,2021Q2,240709.66666666663
AK,2021Q3,242994.66666666663
AK,2021Q4,247014.66666666663
AK,2022Q1,250337.66666666663
AK,2022Q2,252925.3333333333
AK,2022Q3,254849.66666666663
AK,2022Q4,257069.3333333333
AK,2023Q1,259400.3333333333
AK,2023Q2,260180.66666666663
AK,2023Q3,250610.3333333333
AK,2023Q4,244210.3333333333
AK,2024Q1,243760.3333333333
AK,2024Q2,244265.0
AK,2024Q3,244104.66666666663
AK,2024Q4,239885.66666666663
AL,2014Q1,1004433.3333333334
AL,2014Q2,1026705.0
AL,2014Q3,1044615.6666666666
AL,2014Q4,1049282.3333333333
AL,2015Q1,1049218.0
AL,2015Q2,1049405.0
AL,2015Q3,1052562.3333333333
AL,2015Q4,1047963.6666666666
AL,2016Q1,1046428.0
AL,2016Q2,1042295.6666666666
AL,2016Q3,1037516.6666666666
AL,2016Q4,1030187.6666666666
AL,2017Q1,1019973.0
AL,2017Q2,1016816.0
AL,2017Q3,1019782.0
AL,2017Q4,1018509.6666666666
AL,2018Q1,1020837.6666666666
AL,2018Q2,1022330.3333333334
AL,2018Q3,1022206.0
AL,2018Q4,1029058.0
AL,2019Q1,1032761.0
AL,2019Q2,1033221.6666666666
AL,2019Q3,1043193.3333333334
AL,2019Q4,1048775.0
AL,2020Q1,1053454.3333333333
AL,2020Q2,1073171.0
AL,2020Q3,1103095.0
AL,2020Q4,1132700.0
AL,2021Q1,1157577.6666666667
AL,2021Q2,1181693.3333333333
AL,2021Q3,1207181.6666666667
AL,2021Q4,1230629.0
AL,2022Q1,1253956.6666666667
AL,2022Q2,1272591.3333333333
AL,2022Q3,1295523.6666666667
AL,2022Q4,1317604.0
AL,2023Q1,1347926.0
AL,2023Q2,1369909.0
AL,2023Q3,1325098.0
AL,2023Q4,1251657.0
AL,2024Q1,1192647.6666666667
AL,2024Q2,1122485.3333333333
AL,2024Q3,1091271.0
AL,2024Q4,1085180.6666666667
AR,2014Q1,866722.6666666666
AR,2014Q2,821864.3333333334
AR,2014Q3,842529.0
AR,2014Q4,855266.6666666666
AR,2015Q1,1178006.6666666667
AR,2015Q2,919116.3333333334
AR,2015Q3,917396.6666666666
AR,2015Q4,939481.3333333334
AR,2016Q1,928906.0
AR,2016Q2,882018.3333333334
AR,2016Q3,928853.0
AR,2016Q4,952536.3333333334
AR,2017Q1,954168.0
AR,2017Q2,939271.3333333334
AR,2017Q3,937571.3333333334
AR,2017Q4,931862.6666666666
AR,2018Q1,923930.3333333334
AR,2018Q2,921438.6666666666
AR,2018Q3,911571.3333333334
AR,2018Q4,860208.0
AR,2019Q1,833060.3333333334
AR,2019Q2,825826.6666666666
AR,2019Q3,830106.3333333334
AR,2019Q4,835105.0
AR,2020Q1,832768.6666666666
AR,2020Q2,855881.6666666666
AR,2020Q3,882775.3333333334
AR,2020Q4,911025.0
AR,2021Q1,934674.6666666666
AR,2021Q2,950707.3333333334
AR,2021Q3,969103.3333333334
AR,2021Q4,987616.0
AR,2022Q1,1007158.0
AR,2022Q2,1032172.6666666666
AR,2022Q3,1044947.3333333334
AR,2022Q4,1060932.6666666667
AR,2023Q1,1080359.0
AR,2023Q2,1015619.3333333334
AR,2023Q3,874187.3333333334
AR,2023Q4,818166.0
AR,2024Q1,805184.0
AR,2024Q2,812343.6666666666
AR,2024Q3,811723.3333333334
AR,2024Q4,800972.3333333334
AS,2017Q4,27898.0
AS,2018Q1,27898.0
AS,2018Q2,27898.0
AS,2018Q3,27898.0
AS,2018Q4,28183.0
AS,2019Q1,28183.0
AS,2019Q2,37829.0
AS,2019Q3,37829.0
AS,2019Q4,35002.0
AS,2020Q1,35002.0
AS,2020Q2,35002.0
AS,2020Q3,35002.0
AS,2020Q4,37756.0
AS,2021Q1,37756.0
AS,2021Q2,37756.0
AS,2021Q3,37756.0
AS,2021Q4,31434.0
AS,2022Q1,31434.0
AS,2022Q2,31434.0
AS,2022Q3,31434.0
AS,2022Q4,33887.0
AS,2023Q1,33887.0
AS,2023Q2,33887.0
AS,2023Q3,33887.0
AS,2023Q4,33746.0
AS,2024Q1,33746.0
AS,2024Q2,33746.0
AS,2024Q3,33746.0
AS,2024Q4,31150.0
AZ,2014Q1,1451044.0
AZ,2014Q2,1573708.6666666667
AZ,2014Q3,1686447.6666666667
AZ,2014Q4,1723678.6666666667
AZ,2015Q1,1728164.3333333333
AZ,2015Q2,1754268.3333333333
AZ,2015Q3,1815228.6666666667
AZ,2015Q4,1877248.3333333333
AZ,2016Q1,1896147.3333333333
AZ,2016Q2,1891561.0
AZ,2016Q3,1907716.0
AZ,2016Q4,1942573.0
AZ,2017Q1,1945027.6666666667
AZ,2017Q2,1937251.0
AZ,2017Q3,1931021.3333333333
AZ,2017Q4,1934234.6666666667
AZ,2018Q1,1891265.0
AZ,2018Q2,1867824.0
AZ,2018Q3,1874902.6666666667
AZ,2018Q4,1874802.6666666667
AZ,2019Q1,1877310.0
AZ,2019Q2,1869703.0
AZ,2019Q3,1886558.6666666667
AZ,2019Q4,1889215.6666666667
AZ,2020Q1,1873437.3333333333
AZ,2020Q2,1946241.0
AZ,2020Q3,2022184.6666666667
AZ,2020Q4,2081176.3333333333
AZ,2021Q1,2131127.6666666665
AZ,2021Q2,2178143.333333333
AZ,2021Q3,2224804.6666666665
AZ,2021Q4,2266357.333333333
AZ,2022Q1,2302339.333333333
AZ,2022Q2,2351818.333333333
AZ,2022Q3,2382008.333333333
AZ,2022Q4,2420051.333333333
AZ,2023Q1,2608516.333333333
AZ,2023Q2,2387769.333333333
AZ,2023Q3,2406995.6666666665
AZ,2023Q4,2180298.0
AZ,2024Q1,2174480.0
AZ,2024Q2,2168885.333333333
AZ,2024Q3,2145289.0
AZ,2024Q4,2089211.3333333333
CA,2014Q1,13365631.666666666
CA,2014Q2,13980258.0
CA,2014Q3,5529373.666666667
CA,2014Q4,14104689.0
CA,2015Q1,13960781.666666666
CA,2015Q2,13630340.0
CA,2015Q3,13316623.0
CA,2015Q4,13148939.0
CA,2016Q1,13093534.0
CA,2016Q2,12764492.0
CA,2016Q3,12073575.666666666
CA,2016Q4,12032626.0
CA,2017Q1,11821194.333333334
CA,2017Q2,11688252.0
CA,2017Q3,11316818.666666666
CA,2017Q4,13109776.333333334
CA,2018Q1,13082849.0
CA,2018Q2,12987836.333333334
CA,2018Q3,12858150.333333334
CA,2018Q4,12785341.333333334
CA,2019Q1,12712384.333333334
CA,2019Q2,12581041.0
CA,2019Q3,12562396.666666666
CA,2019Q4,12391835.0
CA,2020Q1,12218098.0
CA,2020Q2,12448511.666666666
CA,2020Q3,12848760.0
CA,2020Q4,13114364.333333334
CA,2021Q1,13393550.333333334
CA,2021Q2,13600543.0
CA,2021Q3,13803171.0
CA,2021Q4,13979532.666666666
CA,2022Q1,14198083.0
CA,2022Q2,14458082.333333334
CA,2022Q3,14723000.333333334
CA,2022Q4,14934860.333333334
CA,2023Q1,15162012.666666666
CA,2023Q2,15345432.666666666
CA,2023Q3,15244707.666666666
CA,2023Q4,14836794.333333334
CA,2024Q1,14776719.666666666
CA,2024Q2,14640206.333333334
CA,2024Q3,14860128.0
CA,2024Q4,14868487.666666666
CO,2014Q1,930054.3333333334
CO,2014Q2,1026231.3333333334
CO,2014Q3,1088002.3333333333
CO,2014Q4,1132798.6666666667
CO,2015Q1,1192191.0
CO,2015Q2,1231830.0
CO,2015Q3,1259514.6666666667
CO,2015Q4,1285072.6666666667
CO,2016Q1,1314377.3333333333
CO,2016Q2,1328980.6666666667
CO,2016Q3,1333838.3333333333
CO,2016Q4,1339078.6666666667
CO,2017Q1,1345945.6666666667
CO,2017Q2,1365833.6666666667
CO,2017Q3,1362938.0
CO,2017Q4,1316861.3333333333
CO,2018Q1,1298917.3333333333
CO,2018Q2,1286687.0
CO,2018Q3,1298391.3333333333
CO,2018Q4,1276583.0
CO,2019Q1,1254404.0
CO,2019Q2,1235000.0
CO,2019Q3,1230346.3333333333
CO,2019Q4,1217316.0
CO,2020Q1,1198636.3333333333
CO,2020Q2,1255693.6666666667
CO,2020Q3,1325283.3333333333
CO,2020Q4,1390572.0
CO,2021Q1,1445022.0
CO,2021Q2,1483499.0
CO,2021Q3,1518333.6666666667
CO,2021Q4,1551833.3333333333
CO,2022Q1,1587516.3333333333
CO,2022Q2,1617074.6666666667
CO,2022Q3,1641633.0
CO,2022Q4,1672232.6666666667
CO,2023Q1,1710726.0
CO,2023Q2,1699990.0
CO,2023Q3,1581996.0
CO,2023Q4,1434839.6666666667
CO,2024Q1,1265052.3333333333
CO,2024Q2,1151337.3333333333
CO,2024Q3,1163359.3333333333
CO,2024Q4,1188305.6666666667
CT,2014Q1,696880.6666666666
CT,2014Q2,808570.3333333334
CT,2014Q3,836235.6666666666
CT,2014Q4,850072.6666666666
CT,2015Q1,826246.6666666666
CT,2015Q2,818215.0
CT,2015Q3,797339.3333333334
CT,2015Q4,828224.6666666666
CT,2016Q1,848968.0
CT,2016Q2,861268.6666666666
CT,2016Q3,852844.6666666666
CT,2016Q4,892075.3333333334
CT,2017Q1,901842.0
CT,2017Q2,892401.0
CT,2017Q3,890228.6666666666
CT,2017Q4,910168.3333333334
CT,2018Q1,920697.0
CT,2018Q2,925831.3333333334
CT,2018Q3,935486.6666666666
CT,2018Q4,942762.6666666666
CT,2019Q1,951897.3333333334
CT,2019Q2,952741.6666666666
CT,2019Q3,951455.3333333334
CT,2019Q4,951734.6666666666
CT,2020Q1,953966.3333333334
CT,2020Q2,978442.6666666666
CT,2020Q3,998774.6666666666
CT,2020Q4,1031718.3333333334
CT,2021Q1,1063600.3333333333
CT,2021Q2,1079836.6666666667
CT,2021Q3,1113695.0
CT,2021Q4,1132410.6666666667
CT,2022Q1,1109341.3333333333
CT,2022Q2,1121387.6666666667
CT,2022Q3,1143364.3333333333
CT,2022Q4,1159965.6666666667
CT,2023Q1,1179182.6666666667
CT,2023Q2,1180692.0
CT,2023Q3,1147671.6666666667
CT,2023Q4,1115740.3333333333
CT,2024Q1,1115899.3333333333
CT,2024Q2,1093107.3333333333
CT,2024Q3,1089128.6666666667
CT,2024Q4,1080103.6666666667
DC,2014Q1,227812.66666666663
DC,2014Q2,235604.66666666663
DC,2014Q3,239763.0
DC,2014Q4,242968.66666666663
DC,2015Q1,248662.0
DC,2015Q2,249242.0
DC,2015Q3,249768.0
DC,2015Q4,242512.0
DC,2016Q1,246460.0
DC,2016Q2,246407.66666666663
DC,2016Q3,239351.0
DC,2016Q4,247836.0
DC,2017Q1,253182.0
DC,2017Q2,257318.66666666663
DC,2017Q3,260507.66666666663
DC,2017Q4,263084.6666666667
DC,2018Q1,263268.6666666667
DC,2018Q2,260290.66666666663
DC,2018Q3,260700.3333333333
DC,2018Q4,260837.0
DC,2019Q1,260772.0
DC,2019Q2,259927.66666666663
DC,2019Q3,262395.0
DC,2019Q4,262853.6666666667
DC,2020Q1,255963.0
DC,2020Q2,259851.0
DC,2020Q3,266199.0
DC,2020Q4,259062.0
DC,2021Q1,263910.6666666667
DC,2021Q2,267327.3333333333
DC,2021Q3,270877.0
DC,2021Q4,275240.3333333333
DC,2022Q1,279313.6666666667
DC,2022Q2,283067.3333333333
DC,2022Q3,329570.0
DC,2022Q4,290040.3333333333
DC,2023Q1,293287.3333333333
DC,2023Q2,295598.0
DC,2023Q3,291259.6666666667
DC,2023Q4,283780.3333333333
DC,2024Q1,274578.0
DC,2024Q2,267455.0
DC,2024Q3,261280.3333333333
DC,2024Q4,262671.6666666667
DE,2014Q1,196376.0
DE,2014Q2,194814.66666666663
DE,2014Q3,200071.3333333333
DE,2014Q4,203526.66666666663
DE,2015Q1,208563.66666666663
DE,2015Q2,210104.0
DE,2015Q3,211450.66666666663
DE,2015Q4,210416.0
DE,2016Q1,217853.0
DE,2016Q2,203859.0
DE,2016Q3,202186.66666666663
DE,2016Q4,203195.3333333333
DE,2017Q1,207584.3333333333
DE,2017Q2,206896.0
DE,2017Q3,209295.3333333333
DE,2017Q4,211004.66666666663
DE,2018Q1,211253.66666666663
DE,2018Q2,209852.0
DE,2018Q3,211124.0
DE,2018Q4,145885.66666666666
DE,2019Q1,219247.0
DE,2019Q2,204867.3333333333
DE,2019Q3,213796.3333333333
DE,2019Q4,212259.66666666663
DE,2020Q1,213170.3333333333
DE,2020Q2,220473.66666666663
DE,2020Q3,229183.66666666663
DE,2020Q4,236517.3333333333
DE,2021Q1,244210.3333333333
DE,2021Q2,251002.3333333333
DE,2021Q3,257048.3333333333
DE,2021Q4,263558.3333333333
DE,2022Q1,270390.3333333333
DE,2022Q2,276558.0
DE,2022Q3,282482.3333333333
DE,2022Q4,288277.3333333333
DE,2023Q1,292990.6666666667
DE,2023Q2,299336.6666666667
DE,2023Q3,291172.6666666667
DE,2023Q4,277525.3333333333
DE,2024Q1,261443.0
DE,2024Q2,247045.0
DE,2024Q3,235902.0
DE,2024Q4,233437.0
FL,2014Q1,3776828.6666666665
FL,2014Q2,3872654.6666666665
FL,2014Q3,3921510.6666666665
FL,2014Q4,3944231.3333333335
FL,2015Q1,4030842.6666666665
FL,2015Q2,4040165.3333333335
FL,2015Q3,3976079.3333333335
FL,2015Q4,3998873.0
FL,2016Q1,4016503.6666666665
FL,2016Q2,4010695.0
FL,2016Q3,3987996.6666666665
FL,2016Q4,3998566.0
FL,2017Q1,4063863.6666666665
FL,2017Q2,4045939.6666666665
FL,2017Q3,4008700.0
FL,2017Q4,4004565.0
FL,2018Q1,3959854.3333333335
FL,2018Q2,3889010.0
FL,2018Q3,3819999.6666666665
FL,2018Q4,3808965.0
FL,2019Q1,3761522.6666666665
FL,2019Q2,3795238.6666666665
FL,2019Q3,3793870.0
FL,2019Q4,3770941.0
FL,2020Q1,3753170.6666666665
FL,2020Q2,4032456.0
FL,2020Q3,4236961.666666667
FL,2020Q4,4432365.666666667
FL,2021Q1,4613862.0
FL,2021Q2,4764551.0
FL,2021Q3,4884479.333333333
FL,2021Q4,5008524.666666667
FL,2022Q1,5155968.0
FL,2022Q2,5212099.0
FL,2022Q3,5370780.0
FL,2022Q4,5507253.333333333
FL,2023Q1,5718928.333333333
FL,2023Q2,5532479.333333333
FL,2023Q3,5370780.0
FL,2023Q4,4992872.666666667
FL,2024Q1,4799019.333333333
FL,2024Q2,4326954.666666667
FL,2024Q3,4258837.0
FL,2024Q4,4178927.0
GA,2014Q1,1639532.6666666667
GA,2014Q2,1721245.0
GA,2014Q3,1776824.3333333333
GA,2014Q4,1796793.0
GA,2015Q1,1828409.6666666667
GA,2015Q2,1843693.6666666667
GA,2015Q3,1865862.0
GA,2015Q4,1866028.6666666667
GA,2016Q1,1862223.6666666667
GA,2016Q2,1862089.6666666667
GA,2016Q3,1855856.6666666667
GA,2016Q4,1833092.3333333333
GA,2017Q1,1836004.3333333333
GA,2017Q2,1843098.3333333333
GA,2017Q3,1865054.0
GA,2017Q4,1944540.6666666667
GA,2018Q1,1959811.0
GA,2018Q2,1956849.6666666667
GA,2018Q3,1952723.3333333333
GA,2018Q4,1943638.6666666667
GA,2019Q1,1958765.0
GA,2019Q2,1963102.0
GA,2019Q3,1986926.6666666667
GA,2019Q4,2038961.0
GA,2020Q1,2037565.0
GA,2020Q2,2053823.0
GA,2020Q3,2125357.333333333
GA,2020Q4,2206010.6666666665
GA,2021Q1,2269494.0
GA,2021Q2,2302665.333333333
GA,2021Q3,2352917.0
GA,2021Q4,2402930.0
GA,2022Q1,2445790.0
GA,2022Q2,2486655.0
GA,2022Q3,2521825.333333333
GA,2022Q4,2538193.6666666665
GA,2023Q1,2550796.6666666665
GA,2023Q2,2610345.6666666665
GA,2023Q3,2520090.333333333
GA,2023Q4,2319285.333333333
GA,2024Q1,2144125.0
GA,2024Q2,2216229.333333333
GA,2024Q3,2171651.0
GA,2024Q4,2177891.0
GU,2014Q1,37090.333333333336
GU,2014Q2,36914.0
GU,2014Q3,36831.0
GU,2014Q4,36800.333333333336
GU,2015Q1,36584.333333333336
GU,2015Q2,35890.333333333336
GU,2015Q3,36037.333333333336
GU,2015Q4,35890.333333333336
GU,2016Q1,35970.666666666664
GU,2016Q2,35729.666666666664
GU,2016Q3,35515.333333333336
GU,2016Q4,35574.666666666664
GU,2017Q1,35805.0
GU,2017Q2,35953.333333333336
GU,2017Q3,35891.333333333336
GU,2017Q4,35805.0
GU,2018Q1,35612.666666666664
GU,2018Q2,36124.66666666666
GU,2018Q3,36277.333333333336
GU,2018Q4,36411.333333333336
GU,2019Q1,36192.0
GU,2019Q2,35685.333333333336
GU,2019Q3,35385.666666666664
GU,2019Q4,34784.333333333336
GU,2020Q1,34095.333333333336
GU,2020Q2,34038.333333333336
GU,2020Q3,33370.0
GU,2020Q4,32462.33333333333
GU,2021Q1,32215.666666666668
GU,2021Q2,33711.666666666664
GU,2021Q3,37171.66666666666
GU,2021Q4,36442.0
GU,2022Q1,38042.66666666666
GU,2022Q2,39606.66666666666
GU,2022Q3,41615.333333333336
GU,2022Q4,43403.333333333336
GU,2023Q1,44418.0
GU,2023Q2,44234.333333333336
GU,2023Q3,44408.0
GU,2023Q4,44905.333333333336
GU,2024Q1,41860.66666666666
GU,2024Q2,38937.0
GU,2024Q3,35937.0
GU,2024Q4,35873.666666666664
HI,2014Q1,282120.3333333333
HI,2014Q2,290579.3333333333
HI,2014Q3,282178.0
HI,2014Q4,276080.0
HI,2015Q1,291667.3333333333
HI,2015Q2,301266.0
HI,2015Q3,309136.0
HI,2015Q4,316329.0
HI,2016Q1,323438.3333333333
HI,2016Q2,326696.6666666667
HI,2016Q3,329065.3333333333
HI,2016Q4,329377.3333333333
HI,2017Q1,331813.0
HI,2017Q2,331382.0
HI,2017Q3,326670.0
HI,2017Q4,329540.0
HI,2018Q1,331113.3333333333
HI,2018Q2,327476.6666666667
HI,2018Q3,320394.3333333333
HI,2018Q4,315681.0
HI,2019Q1,312190.3333333333
HI,2019Q2,306898.3333333333
HI,2019Q3,310790.0
HI,2019Q4,309716.0
HI,2020Q1,308625.3333333333
HI,2020Q2,321403.3333333333
HI,2020Q3,343506.0
HI,2020Q4,390861.3333333333
HI,2021Q1,409875.6666666667
HI,2021Q2,420505.0
HI,2021Q3,429058.6666666667
HI,2021Q4,436545.3333333333
HI,2022Q1,443716.0
HI,2022Q2,449809.0
HI,2022Q3,456695.0
HI,2022Q4,462268.0
HI,2023Q1,468671.6666666667
HI,2023Q2,469815.6666666667
HI,2023Q3,468730.6666666667
HI,2023Q4,475052.6666666667
HI,2024Q1,477878.3333333333
HI,2024Q2,462308.3333333333
HI,2024Q3,430381.6666666667
HI,2024Q4,413626.3333333333
IA,2014Q1,510702.0
IA,2014Q2,541464.3333333334
IA,2014Q3,547954.6666666666
IA,2014Q4,551988.0
IA,2015Q1,555666.3333333334
IA,2015Q2,572218.3333333334
IA,2015Q3,581754.6666666666
IA,2015Q4,586384.6666666666
IA,2016Q1,588225.6666666666
IA,2016Q2,592672.0
IA,2016Q3,593654.6666666666
IA,2016Q4,596160.6666666666
IA,2017Q1,602619.0
IA,2017Q2,595103.3333333334
IA,2017Q3,590950.0
IA,2017Q4,589673.3333333334
IA,2018Q1,597978.6666666666
IA,2018Q2,603304.3333333334
IA,2018Q3,603821.6666666666
IA,2018Q4,604639.3333333334
IA,2019Q1,603098.3333333334
IA,2019Q2,605434.0
IA,2019Q3,605076.0
IA,2019Q4,603472.0
IA,2020Q1,600909.6666666666
IA,2020Q2,622259.0
IA,2020Q3,648394.0
IA,2020Q4,670405.0
IA,2021Q1,688415.3333333334
IA,2021Q2,708002.0
IA,2021Q3,722045.0
IA,2021Q4,734401.0
IA,2022Q1,748960.0
IA,2022Q2,760286.3333333334
IA,2022Q3,772989.0
IA,2022Q4,787679.6666666666
IA,2023Q1,804116.3333333334
IA,2023Q2,795660.6666666666
IA,2023Q3,708817.6666666666
IA,2023Q4,646580.6666666666
IA,2024Q1,629400.3333333334
IA,2024Q2,605059.3333333334
IA,2024Q3,601664.0
IA,2024Q4,601820.6666666666
ID,2014Q1,273547.0
ID,2014Q2,277037.6666666667
ID,2014Q3,285235.6666666667
ID,2014Q4,289529.3333333333
ID,2015Q1,296249.6666666667
ID,2015Q2,298989.3333333333
ID,2015Q3,300745.3333333333
ID,2015Q4,301989.0
ID,2016Q1,304572.3333333333
ID,2016Q2,306313.6666666667
ID,2016Q3,310346.3333333333
ID,2016Q4,318153.3333333333
ID,2017Q1,319008.0
ID,2017Q2,319898.6666666667
ID,2017Q3,319467.6666666667
ID,2017Q4,320582.3333333333
ID,2018Q1,305424.3333333333
ID,2018Q2,295117.0
ID,2018Q3,301001.6666666667
ID,2018Q4,303807.6666666667
ID,2019Q1,294418.0
ID,2019Q2,298229.3333333333
ID,2019Q3,287735.6666666667
ID,2019Q4,291723.6666666667
ID,2020Q1,342505.0
ID,2020Q2,362277.6666666667
ID,2020Q3,378392.3333333333
ID,2020Q4,393235.3333333333
ID,2021Q1,405971.0
ID,2021Q2,416609.6666666667
ID,2021Q3,421316.0
ID,2021Q4,430494.0
ID,2022Q1,438086.6666666667
ID,2022Q2,444603.6666666667
ID,2022Q3,448399.6666666667
ID,2022Q4,472526.6666666667
ID,2023Q1,481862.6666666667
ID,2023Q2,445049.0
ID,2023Q3,367074.0
ID,2023Q4,366280.6666666667
ID,2024Q1,465849.6666666667
ID,2024Q2,359891.0
ID,2024Q3,347828.0
ID,2024Q4,347320.0
IL,2014Q1,2779608.6666666665
IL,2014Q2,2927461.0
IL,2014Q3,2963569.0
IL,2014Q4,2988896.333333333
IL,2015Q1,3005481.6666666665
IL,2015Q2,2980818.333333333
IL,2015Q3,2947795.333333333
IL,2015Q4,2933134.0
IL,2016Q1,2959028.6666666665
IL,2016Q2,2928380.6666666665
IL,2016Q3,2910365.0
IL,2016Q4,2904903.333333333
IL,2017Q1,2904882.0
IL,2017Q2,2878470.0
IL,2017Q3,2833521.0
IL,2017Q4,2884864.6666666665
IL,2018Q1,2901152.6666666665
IL,2018Q2,2838548.333333333
IL,2018Q3,2813200.333333333
IL,2018Q4,2715744.333333333
IL,2019Q1,2642231.333333333
IL,2019Q2,2590201.333333333
IL,2019Q3,2679109.333333333
IL,2019Q4,2660947.0
IL,2020Q1,2644775.0
IL,2020Q2,2738163.333333333
IL,2020Q3,2820711.6666666665
IL,2020Q4,2937347.0
IL,2021Q1,3021028.333333333
IL,2021Q2,3069916.0
IL,2021Q3,3129447.0
IL,2021Q4,3189034.333333333
IL,2022Q1,3241818.6666666665
IL,2022Q2,3299915.0
IL,2022Q3,3375438.0
IL,2022Q4,3428278.6666666665
IL,2023Q1,3471977.6666666665
IL,2023Q2,3468169.6666666665
IL,2023Q3,3440220.333333333
IL,2023Q4,3290799.0
IL,2024Q1,3220153.333333333
IL,2024Q2,3064561.333333333
IL,2024Q3,2974965.333333333
IL,2024Q4,2952563.6666666665
IN,2014Q1,1077058.6666666667
IN,2014Q2,1093494.0
IN,2014Q3,1070969.0
IN,2014Q4,1063303.3333333333
IN,2015Q1,1094536.6666666667
IN,2015Q2,1160728.3333333333
IN,2015Q3,1213119.3333333333
IN,2015Q4,1244926.3333333333
IN,2016Q1,1273719.6666666667
IN,2016Q2,1290370.3333333333
IN,2016Q3,1308518.3333333333
IN,2016Q4,1322007.3333333333
IN,2017Q1,1340711.3333333333
IN,2017Q2,1344308.0
IN,2017Q3,1352132.6666666667
IN,2017Q4,1349519.3333333333
IN,2018Q1,1343081.3333333333
IN,2018Q2,1331400.0
IN,2018Q3,1317294.6666666667
IN,2018Q4,1312306.3333333333
IN,2019Q1,1317100.3333333333
IN,2019Q2,1322439.6666666667
IN,2019Q3,1326660.6666666667
IN,2019Q4,1330330.0
IN,2020Q1,1355380.0
IN,2020Q2,1452318.3333333333
IN,2020Q3,1548856.3333333333
IN,2020Q4,1630833.6666666667
IN,2021Q1,1703526.3333333333
IN,2021Q2,1761990.6666666667
IN,2021Q3,1819999.3333333333
IN,2021Q4,1866191.3333333333
IN,2022Q1,1924010.0
IN,2022Q2,1970224.0
IN,2022Q3,1991168.3333333333
IN,2022Q4,2032879.3333333333
IN,2023Q1,2079235.3333333333
IN,2023Q2,2091204.3333333333
IN,2023Q3,1999850.3333333333
IN,2023Q4,1927657.6666666667
IN,2024Q1,1888686.0
IN,2024Q2,1860125.0
IN,2024Q3,1849850.6666666667
IN,2024Q4,1848454.0
KS,2014Q1,359036.3333333333
KS,2014Q2,369490.6666666667
KS,2014Q3,368142.6666666667
KS,2014Q4,368005.0
KS,2015Q1,370896.0
KS,2015Q2,372544.0
KS,2015Q3,373490.6666666667
KS,2015Q4,373924.3333333333
KS,2016Q1,376759.6666666667
KS,2016Q2,395365.3333333333
KS,2016Q3,406172.6666666667
KS,2016Q4,402342.3333333333
KS,2017Q1,381575.3333333333
KS,2017Q2,377186.6666666667
KS,2017Q3,373188.0
KS,2017Q4,361796.6666666667
KS,2018Q1,371576.3333333333
KS,2018Q2,367279.3333333333
KS,2018Q3,375074.0
KS,2018Q4,373060.6666666667
KS,2019Q1,365635.3333333333
KS,2019Q2,348815.6666666667
KS,2019Q3,358501.6666666667
KS,2019Q4,357857.3333333333
KS,2020Q1,356567.6666666667
KS,2020Q2,365021.0
KS,2020Q3,378432.3333333333
KS,2020Q4,392267.3333333333
KS,2021Q1,402645.6666666667
KS,2021Q2,411547.0
KS,2021Q3,421744.0
KS,2021Q4,431924.6666666667
KS,2022Q1,441583.3333333333
KS,2022Q2,449003.0
KS,2022Q3,455725.0
KS,2022Q4,464131.3333333333
KS,2023Q1,472134.6666666667
KS,2023Q2,460852.0
KS,2023Q3,440450.6666666667
KS,2023Q4,418634.3333333333
KS,2024Q1,399143.6666666667
KS,2024Q2,399876.0
KS,2024Q3,384951.6666666667
KS,2024Q4,385340.6666666667
KY,2014Q1,1002721.6666666666
KY,2014Q2,1099504.6666666667
KY,2014Q3,1140760.6666666667
KY,2014Q4,1212113.3333333333
KY,2015Q1,1259748.6666666667
KY,2015Q2,1269056.6666666667
KY,2015Q3,1262296.0
KY,2015Q4,1269899.0
KY,2016Q1,1279065.3333333333
KY,2016Q2,1310312.0
KY,2016Q3,1308614.0
KY,2016Q4,1316557.0
KY,2017Q1,1329612.3333333333
KY,2017Q2,1338202.0
KY,2017Q3,1345714.0
KY,2017Q4,1349775.6666666667
KY,2018Q1,1355666.0
KY,2018Q2,1332720.6666666667
KY,2018Q3,1317721.3333333333
KY,2018Q4,1296805.0
KY,2019Q1,1293211.0
KY,2019Q2,1289673.0
KY,2019Q3,1286813.6666666667
KY,2019Q4,1268487.6666666667
KY,2020Q1,1263875.0
KY,2020Q2,1374054.3333333333
KY,2020Q3,1498066.3333333333
KY,2020Q4,1514151.3333333333
KY,2021Q1,1551352.6666666667
KY,2021Q2,1565935.3333333333
KY,2021Q3,1464924.3333333333
KY,2021Q4,1486330.3333333333
KY,2022Q1,1502924.3333333333
