unique_id,cutoff,metric,LightGBM,XGBoost,RandomForest,Ridge
IN_L02,2022-10-01,mae,197540.36872818964,268146.5821875,319240.43691180943,657391.749613792
IN_L03,2022-10-01,mae,143292.95700565554,124395.777328125,906.3668328610102,260666.29284354998
IN_L04,2022-10-01,mae,253971.449725008,91544.688625,162169.93411844198,477810.8165362936
IN_M01,2022-10-01,mae,602830.8271271964,710526.226125,588968.2864146705,572442.941728561
IN_M02,2022-10-01,mae,1635326.7268933398,1615044.21875,1558922.856325726,1525263.377757446
IN_M03,2022-10-01,mae,938084.2341256423,1115280.518125,1722441.2571308808,1082060.7739093332
IN_M04,2022-10-01,mae,31198.624026369056,21601.80078125,27096.27315995595,311648.7488475655
IN_M05,2022-10-01,mae,107140.88129296298,117794.0130859375,15671.915842995613,255659.21633401117
IN_N01,2022-10-01,mae,70353.28217436647,80973.77670312501,77601.9280325655,287661.54693397967
IN_N02,2022-10-01,mae,2749663.0129638426,2341099.3387500006,1947120.5255110161,2444983.1276282254
IN_N03,2022-10-01,mae,3038975.7451917757,2116638.18,5970349.786666477,1745956.5685569847
IN_N04,2022-10-01,mae,103138.51620792854,87265.806125,74719.09728429207,438563.72179608664
IN_N05,2022-10-01,mae,999536.0741870115,1499467.15375,4714155.792895015,1611231.6078816284
IN_N06,2022-10-01,mae,2905845.31380996,3156781.8637499996,6167077.827764688,2633242.3735093386
IN_N07,2022-10-01,mae,990768.8420022766,1005972.13275,1393961.0741699617,1774310.0766588883
IN_P01,2022-10-01,mae,31292.094819449834,48850.5206875,49569.5857215438,310286.2252759055
IN_P02,2022-10-01,mae,144563.21607217108,130746.224609375,3894.370345811785,265833.85391671385
IN_P03,2022-10-01,mae,319548.9501660013,341625.4375,256290.94237665506,496989.34645664296
IN_R01,2022-10-01,mae,1169167.1495597246,1203400.40475,1147279.4320996115,1294865.7191851144
IN_R02,2022-10-01,mae,1167586.6685227682,1210498.816625,1073007.7785024424,956726.3520129715
IN_R03,2022-10-01,mae,1667438.5860852872,2646363.2875,3051610.1783025498,3501685.298612862
IN_R05,2022-10-01,mae,375121.18149670865,404889.1995,308586.0732564291,1342818.462454644
IN_R06,2022-10-01,mae,929299.2776458361,944170.413125,1375189.7995786734,1407755.823903148
IN_R07,2022-10-01,mae,99845.55395489986,42001.8955078125,3178.6111466668235,249615.84991032095
IN_S01,2022-10-01,mae,819815.8867312337,1092489.4810000001,873646.936357293,1161163.9300633126
IN_S02,2022-10-01,mae,1178230.252774011,1176379.414375,896060.5441991604,665138.9080307032
IN_S03,2022-10-01,mae,949833.400574649,955647.4351250001,926430.8297347,869112.5044023745
IN_V03,2022-10-01,mae,567576.17850684,653490.922625,562827.2707256593,606235.9264348912
IN_V04,2022-10-01,mae,425299.3597499368,371413.9,497262.39068017347,770262.119882529
IN_V07,2022-10-01,mae,38221.36421215694,56451.99625,56115.86916259877,375076.72584804834
IN_A01,2019-10-01,rmse,1450080.3063027333,1475458.7100836362,1455559.6389725949,101548649.61673097
IN_A02,2019-10-01,rmse,2408767.5001116986,2045355.469685218,2210602.495348216,102846087.5961319
IN_A03,2019-10-01,rmse,364347.656075182,364196.4783712612,196361.717764902,101264443.42403248
IN_A04,2019-10-01,rmse,329591.51255109755,220005.05383817048,181152.65463041916,101131057.97664744
IN_A05,2019-10-01,rmse,66110.18662400465,222187.3314112249,70874.79356802085,100826140.1940827
IN_A06,2019-10-01,rmse,6628039.995009404,6793270.549347978,8626636.671504589,104296911.17687641
IN_A07,2019-10-01,rmse,709791.5239603233,647801.7569315413,512352.863102269,101574384.90183897
IN_A09,2019-10-01,rmse,179719.42963465033,172822.9087966623,67255.81412179359,100897033.6885126
IN_A10,2019-10-01,rmse,2456348.727802986,876298.6877211237,3593109.044682505,103074711.35669436
IN_A11,2019-10-01,rmse,37118.430090330636,46536.0508861586,35876.94645347319,100850656.28388506
IN_A12,2019-10-01,rmse,11245474.317509154,11230873.104038132,9057263.478097018,94264470.85738596
IN_A16,2019-10-01,rmse,179711.6831600613,47559.40533687182,184348.8876433647,100811360.60107745
IN_B01,2019-10-01,rmse,468268.9063070964,473502.8419116092,437663.4604131325,101266513.54427268
IN_B02,2019-10-01,rmse,1152417.7114841798,1203398.5267457976,826974.8031210641,101720029.204771
IN_B03,2019-10-01,rmse,176931.15650194316,232416.18485653237,286800.92477600457,100708393.0881241
IN_B05,2019-10-01,rmse,5952186.845719496,7264521.069818768,1945883.1941803012,107470099.92472564
IN_B06,2019-10-01,rmse,213302.48407034154,76027.31486266726,15189.542848827838,100867054.19304945
IN_C01,2019-10-01,rmse,797817.5934324878,859815.3617835781,760146.2908339102,99821518.91661596
IN_C02,2019-10-01,rmse,490654.5439286764,380721.5822580575,513776.1410350102,101011339.60497437
IN_C03,2019-10-01,rmse,790067.4819015724,887821.1444251977,426563.7354110071,102092856.18347159
IN_C04,2019-10-01,rmse,240390.7826268916,191660.24865827872,32612.921297517936,100812673.61752978
IN_C05,2019-10-01,rmse,256650.6856332743,229278.2627893602,252443.86353356528,100883880.96623974
IN_C07,2019-10-01,rmse,1640414.9929827345,1419831.7471907171,1745395.2315192649,102440490.78587
IN_C08,2019-10-01,rmse,536631.7857860745,396769.0425616613,518435.608499895,101591560.90872553
IN_C09,2019-10-01,rmse,1012761.3747332074,893406.2456630599,849002.6728005216,102055577.11634769
IN_C10,2019-10-01,rmse,1571120.8134707774,1299869.1413270615,1640973.9169339542,102427792.44206348
IN_D01,2019-10-01,rmse,693576.5532437337,636336.2857461214,614497.2357438438,100574505.79981568
IN_D02,2019-10-01,rmse,139051.54192715243,154544.80312096342,159181.47668916886,100931598.32345337
IN_D04,2019-10-01,rmse,173361.0764691668,196143.70080714682,230056.5138090651,100627110.85746178
IN_D05,2019-10-01,rmse,213645.6880209636,157893.397428862,56136.39901884591,100824717.12395841
IN_D06,2019-10-01,rmse,159061.98405153907,131461.99227593042,136553.51611863676,100951448.25308059
IN_D07,2019-10-01,rmse,804965.513874934,813954.3124621833,780072.190891346,100526628.20169017
IN_D08,2019-10-01,rmse,1167202.849962515,765170.2825069777,553840.5421233814,100619907.1544341
IN_D10,2019-10-01,rmse,445058.93966474186,425316.77788927115,280363.56878003693,101238155.78512855
IN_D11,2019-10-01,rmse,650260.7517498931,627998.194685833,500219.6953208688,101153373.8800644
IN_G01,2019-10-01,rmse,364664.8730099928,330569.3565373109,377339.04562975967,100599046.3180815
IN_G02,2019-10-01,rmse,1376073.8130670744,1289813.433344419,1381813.1928798389,101491792.79681519
IN_G03,2019-10-01,rmse,842615.6892388631,745582.1056836903,524808.5856173615,101604631.0026531
IN_G04,2019-10-01,rmse,445361.31694887485,446584.4995809817,386473.7542993973,101012105.86380942
IN_H01,2019-10-01,rmse,10684.718096976701,82249.32086593154,4903.04116137887,100828539.98790756
IN_H02,2019-10-01,rmse,692735.6795417758,525200.9785444767,550972.8726449213,100507413.31151643
IN_H03,2019-10-01,rmse,537866.4212745267,513547.2457742091,496245.0109353346,101403716.49766436
IN_H04,2019-10-01,rmse,3171.3356858067464,211889.42716774423,21863.198166318143,100816971.9828104
IN_H05,2019-10-01,rmse,341809.13223751774,241519.8099135761,8321.674115723343,100818603.7952902
IN_J01,2019-10-01,rmse,5236628.5512930425,5199884.503741521,4027200.016448713,98236180.6679341
IN_J02,2019-10-01,rmse,215624.67852987433,249945.02547743756,236638.57647409165,100955991.32038356
IN_J04,2019-10-01,rmse,142051.93651397183,204800.93648613917,6787.91856485173,100822568.48147438
IN_J05,2019-10-01,rmse,684046.6819838514,679130.8214573318,643347.0524181499,100647689.38792256
IN_J06,2019-10-01,rmse,163584.05869055318,225219.92155932772,84785.85491963799,100808163.92895219
IN_L01,2019-10-01,rmse,153822.2902724544,183113.3311981027,81693.32013075396,100952289.15779962
IN_L02,2019-10-01,rmse,204290.13460709073,198521.56981311954,300662.9918014979,100750618.19038971
IN_L03,2019-10-01,rmse,4454.682903527126,218091.71420244518,19683.32472807506,100815941.71233796
IN_L04,2019-10-01,rmse,236459.68940571367,249256.44404965654,136438.75286780822,100980711.44268946
IN_M01,2019-10-01,rmse,498555.96303106373,427263.2708121153,943808.7420088416,100581003.64790891
IN_M02,2019-10-01,rmse,870289.7170916682,881568.2902108196,1141176.017747471,100270084.31139655
IN_M03,2019-10-01,rmse,494934.46402224666,196752.24060615525,576837.1099558616,101588644.22125702
IN_M04,2019-10-01,rmse,149969.46150881436,163912.53716020272,132310.9336699807,100886431.32694778
IN_M05,2019-10-01,rmse,33568.16264434622,27109.629007025895,5780.2288216509205,100823836.57248117
IN_N01,2019-10-01,rmse,202425.31656931454,182997.9633073308,92039.99320442323,100812544.52382088
IN_N02,2019-10-01,rmse,5598585.3320304565,6468139.405341778,8605180.185902895,105284737.22932455
IN_N03,2019-10-01,rmse,1543906.8125880496,1590443.9543714996,611516.6388909323,102614553.20399775
IN_N04,2019-10-01,rmse,142512.4436105025,246731.33650789212,225668.56160947512,101059087.17507786
IN_N05,2019-10-01,rmse,773280.8551112328,1302341.0369073185,2982078.8165719705,104863891.03724405
IN_N06,2019-10-01,rmse,9959575.11844339,9789765.100661252,11692585.101074886,106683946.79987276
IN_N07,2019-10-01,rmse,655717.2603041024,635770.78214573,609911.4981187131,101070328.1614779
IN_P01,2019-10-01,rmse,166164.61020033556,240932.59090085104,163975.63420444168,100972434.9311768
IN_P02,2019-10-01,rmse,7966.229316978591,207125.85004413952,19413.496087571213,100813733.47976904
IN_P03,2019-10-01,rmse,51464.75864365788,94276.38271717358,223831.9650526971,100647657.24860492
IN_R01,2019-10-01,rmse,1128633.342708913,1228095.7064579031,1321640.182240912,100814071.6027912
IN_R02,2019-10-01,rmse,1816906.7835627084,1779648.7854594956,1834584.7355641047,101986820.98832612
IN_R03,2019-10-01,rmse,1954052.5637999708,2495673.3646182246,1167543.454336718,101707401.45987004
IN_R05,2019-10-01,rmse,2065315.8391533918,1918469.6081965745,2530877.1886582356,99774180.16405469
IN_R06,2019-10-01,rmse,3797713.8133155243,1216425.9143539774,5223985.864676391,101242890.92381649
IN_R07,2019-10-01,rmse,174979.14273261363,190751.15408971213,18329.77766758543,100833671.00843203
IN_S01,2019-10-01,rmse,808500.8000880351,935573.4007807627,915328.6717714998,100941819.13144387
IN_S02,2019-10-01,rmse,837834.4491811881,833309.0293244886,837091.8488005857,100879537.4516589
IN_S03,2019-10-01,rmse,1141050.52650806,1082271.8859906553,1130191.0866620562,101296686.06047535
IN_V03,2019-10-01,rmse,637882.1963667275,626624.8449559191,599666.3206185641,100823039.88307495
IN_V04,2019-10-01,rmse,322077.13450794964,376318.4080272394,323165.4827491361,101232907.19117545
IN_V07,2019-10-01,rmse,122782.56977219133,120065.17379091946,168004.28728931904,100811941.12328924
IN_A01,2020-10-01,rmse,1291364.3413318172,1200072.5467787106,1063315.8541268518,1064870.9851776925
IN_A02,2020-10-01,rmse,1839022.9016708191,2124605.549029456,2032561.084396782,2025196.248836461
IN_A03,2020-10-01,rmse,533515.82500669,529272.5063494807,382658.9638871269,347151.9067970144
IN_A04,2020-10-01,rmse,552075.0144649973,157443.04049167247,600277.5371752932,442342.70425631345
IN_A05,2020-10-01,rmse,23712.57643592145,9605.33553855588,4711.7527370427715,44122.321967231066
IN_A06,2020-10-01,rmse,1943198.0286675135,2038434.192122892,3751904.321421351,2340694.0073096114
IN_A07,2020-10-01,rmse,473495.29161231837,370875.69121556537,404371.78516331594,442993.75345471775
IN_A09,2020-10-01,rmse,152103.81421466346,169166.33023418076,147534.88029718812,110544.00672146425
IN_A10,2020-10-01,rmse,2311163.0998820625,1204484.785234376,2492954.7890779334,1753884.4430724296
IN_A11,2020-10-01,rmse,63224.145154292724,44597.87126340682,43689.535448998395,65642.045666754
IN_A12,2020-10-01,rmse,7699263.088348396,5523593.400703357,3532451.815126106,4150785.137084584
IN_A16,2020-10-01,rmse,113599.2082570766,122597.52686868401,107629.01108442536,26953.450153556565
IN_B01,2020-10-01,rmse,440009.6690668106,567281.8745403124,512938.8508340196,592870.6860840151
IN_B02,2020-10-01,rmse,983135.5564992424,918332.4688378404,881912.0215259406,806545.5207361553
IN_B03,2020-10-01,rmse,197850.57870928737,146563.97203690742,185952.51225224242,287417.2498984049
IN_B05,2020-10-01,rmse,11041731.14822334,11916825.77011127,9093220.83412284,11151059.658480424
IN_B06,2020-10-01,rmse,33337.736688523364,39807.33551775722,45316.38020449062,85914.3953587687
IN_C01,2020-10-01,rmse,1022548.8072327935,982071.2174642419,888576.9393521547,788775.6820495109
IN_C02,2020-10-01,rmse,478241.08880048414,430265.2906341297,430626.11037399847,337135.39505278546
IN_C03,2020-10-01,rmse,491855.57598858816,898754.5773300293,904622.4342383733,659126.1944273713
IN_C04,2020-10-01,rmse,16131.142802857532,44818.714471151354,19450.202065458812,30015.867570833925
IN_C05,2020-10-01,rmse,167275.40877991443,211353.489720924,231892.5284892334,346461.56058612256
IN_C07,2020-10-01,rmse,1255792.1359598534,1289858.2926796512,1086188.2156870335,1160876.4990602755
IN_C08,2020-10-01,rmse,442846.38540531596,700008.0218899744,680470.1463498616,578472.5130878602
IN_C09,2020-10-01,rmse,1093013.2219185669,880499.2787015922,1067477.2613335946,1315968.064553907
IN_C10,2020-10-01,rmse,1594309.4014721795,1558586.3376393174,1306230.8786899287,1455356.8225973397
IN_D01,2020-10-01,rmse,226174.97578920974,190564.48630711995,303604.6150869083,349996.8689486224
IN_D02,2020-10-01,rmse,122383.74938702173,115567.70387451844,131003.653075536,127003.4188109812
IN_D04,2020-10-01,rmse,267740.80679005175,250857.61239870475,262176.300380569,280509.51467374456
IN_D05,2020-10-01,rmse,49123.94437488448,27367.516313829175,19357.528556312533,28430.38147923236
IN_D06,2020-10-01,rmse,291228.20491973095,280842.1691538282,268074.44460148603,268971.00542333396
IN_D07,2020-10-01,rmse,616917.2060170136,576322.5571899811,608624.2537648232,538334.2424616957
IN_D08,2020-10-01,rmse,1023170.7923881667,1038558.378089499,995660.1140778133,1056898.253209537
IN_D10,2020-10-01,rmse,640068.6197741714,626067.5464279159,614166.801298924,471475.3587223514
IN_D11,2020-10-01,rmse,642160.0549452045,612233.4728621992,650359.9417560605,647717.5178544642
IN_G01,2020-10-01,rmse,438084.62179060275,514463.175626795,407454.8939750061,403711.38157638937
IN_G02,2020-10-01,rmse,1181763.3270783674,1200888.8168508178,1246438.6279337413,1242994.8393751462
IN_G03,2020-10-01,rmse,601381.102521512,586168.7615758398,701548.5115332892,966549.0130658983
IN_G04,2020-10-01,rmse,495695.8839933669,380860.10020088527,338641.69946253794,308962.36395531084
IN_H01,2020-10-01,rmse,7160.860856524905,18794.60249567845,17962.558295405306,26299.982000856882
IN_H02,2020-10-01,rmse,419003.7344432611,470467.0943162184,446242.72569400386,417172.6418309436
IN_H03,2020-10-01,rmse,405693.394221119,610706.8808120149,632404.446656607,398115.310589207
IN_H04,2020-10-01,rmse,4265.820121580037,20927.0206441702,7671.309297853627,34574.80178108473
IN_H05,2020-10-01,rmse,21071.578319673747,9570.682359422646,2616.947410943531,32183.165938560738
IN_J01,2020-10-01,rmse,5704481.736812047,2705324.4004022577,2443952.2635407895,2805859.726824851
IN_J02,2020-10-01,rmse,312558.2054251536,348823.3339272242,292359.76571046654,350157.16666022775
IN_J04,2020-10-01,rmse,18580.131027494655,11398.26802357994,6059.425764423811,32577.28668575157
IN_J05,2020-10-01,rmse,749501.4099145198,817465.6942540166,594700.5157391255,365852.3619601967
IN_J06,2020-10-01,rmse,55759.33587129832,39332.35841287434,31450.689275430446,36057.243195728646
IN_L01,2020-10-01,rmse,203557.3173559048,188937.4809756946,173582.07468816795,189657.83674545726
IN_L02,2020-10-01,rmse,195060.1249530647,168196.6224048432,197071.30476358908,315571.21417971316
IN_L03,2020-10-01,rmse,2938.378786704744,19475.983975512387,6117.117198678371,33168.09563262563
IN_L04,2020-10-01,rmse,275422.4951611345,292751.219674021,308244.58516146906,239651.20478004898
IN_M01,2020-10-01,rmse,698071.8797048299,439377.0057459537,1154057.7318024216,551912.5021255065
IN_M02,2020-10-01,rmse,1035119.918904501,980178.8019166923,953989.3185167494,1133514.042695345
IN_M03,2020-10-01,rmse,313933.697276584,233181.0044820569,116378.79610321605,401416.4423419202
IN_M04,2020-10-01,rmse,30763.50017978017,39394.81177948084,10233.94176404083,82307.21079826583
IN_M05,2020-10-01,rmse,7760.094629825786,36271.754500305964,18620.580023309947,40404.354649651614
IN_N01,2020-10-01,rmse,159809.04145409464,124244.6013673397,89632.30893484976,89714.28329437421
IN_N02,2020-10-01,rmse,5101155.829761245,5300713.778793804,7823644.396229053,4101576.3510387093
IN_N03,2020-10-01,rmse,266675.84872816387,4364497.573612296,2552233.45317716,388430.05741076556
IN_N04,2020-10-01,rmse,378518.36186720047,123213.70531956671,235261.56594895976,139665.2859290378
IN_N05,2020-10-01,rmse,3078677.7097758814,3119479.923733326,1020114.811569756,2611096.7328770645
IN_N06,2020-10-01,rmse,8648477.16467494,9035575.674723867,11416375.964405548,4783093.368290475
IN_N07,2020-10-01,rmse,956891.2709431894,947136.260647811,994324.5319640505,1115062.717683047
IN_P01,2020-10-01,rmse,95034.10079211075,95233.07175657654,107023.11144631564,115483.73813115672
IN_P02,2020-10-01,rmse,6056.701379269567,16413.81363605107,6175.20728890831,35157.052309778956
IN_P03,2020-10-01,rmse,152679.91936942676,136811.354339294,116654.74579662934,136107.31129667067
IN_R01,2020-10-01,rmse,650449.3380179219,585280.9361093829,578095.4062223554,1078809.6049580153
IN_R02,2020-10-01,rmse,1933343.3068270148,2000782.1063547141,1934945.3890800185,2312370.000638936
IN_R03,2020-10-01,rmse,2030708.4348365203,5477654.7459406275,3531963.79834155,741825.3196968382
IN_R05,2020-10-01,rmse,1469219.2396656047,1191385.6688567968,1563931.7553227905,1256469.1240926397
IN_R06,2020-10-01,rmse,735846.1206882752,842516.139201627,862135.0096650268,1041096.6015010334
IN_R07,2020-10-01,rmse,7401.929869470055,13427.61962119467,1983.581993738043,47263.2415626087
IN_S01,2020-10-01,rmse,826203.6023427194,782462.626253264,693941.4506442649,764714.8125065389
IN_S02,2020-10-01,rmse,1632059.912987574,1568757.1064814834,1568049.0530712227,1702853.1962184366
IN_S03,2020-10-01,rmse,1078679.6295961097,1096630.3599667465,1113275.3861874845,1158845.5435225207
IN_V03,2020-10-01,rmse,779359.1524607827,781792.9151494128,768595.8406757598,867748.8120758092
IN_V04,2020-10-01,rmse,395622.46980434604,383866.34758823836,380824.376633057,537256.1421906408
IN_V07,2020-10-01,rmse,71135.3926761696,83297.7190143175,78945.51890700427,75837.15114817656
IN_A01,2021-10-01,rmse,474486.60949951474,588629.8767402853,606585.0016716267,574505.0927072748
IN_A02,2021-10-01,rmse,1516242.3285491432,1520906.3104153215,1818766.057267851,828199.3743480752
IN_A03,2021-10-01,rmse,419105.0767723419,394493.44945086463,249191.96236378807,624744.6457454023
IN_A04,2021-10-01,rmse,331180.309182247,379498.53544010106,377947.95533415297,187903.2604996897
IN_A05,2021-10-01,rmse,65494.375722390636,107240.78129756806,4814.947452889412,408819.11869854585
IN_A06,2021-10-01,rmse,4457239.6368152285,3965866.166827697,2074268.3550232435,5089388.526455523
IN_A07,2021-10-01,rmse,248720.26341786305,321674.3237064541,228457.8330320913,578588.7724218519
IN_A09,2021-10-01,rmse,60793.94767530148,114360.19356078305,66673.86746970659,450842.00554549217
IN_A10,2021-10-01,rmse,726916.9226740643,1210676.528821107,1422323.4111611382,525301.0464042512
IN_A11,2021-10-01,rmse,204666.6644042889,128699.31462699301,141640.25778007891,286624.5335677316
IN_A12,2021-10-01,rmse,13292566.776557738,13063549.552538807,12978078.111332813,12434446.279234942
IN_A16,2021-10-01,rmse,111455.23197624332,111383.67812735148,111901.38100007783,479354.09132495004
IN_B01,2021-10-01,rmse,183600.42708033838,248184.87301386028,209477.4733455594,591511.5322386001
IN_B02,2021-10-01,rmse,1159408.4893751882,1038591.8449907042,1029792.8577864848,1361190.6355576178
IN_B03,2021-10-01,rmse,547691.6586582904,513310.1361849794,480491.5279059222,312199.3119139979
IN_B05,2021-10-01,rmse,9288366.77625095,12041972.692089725,9424263.909077296,9687775.619486056
IN_B06,2021-10-01,rmse,66678.4443938006,163090.08663279173,80444.92820332022,439220.96674444585
IN_C01,2021-10-01,rmse,399290.89728416817,389823.4582392125,388534.74947995663,515999.4760420213
IN_C02,2021-10-01,rmse,655490.3882349008,624115.7546974602,699787.9731056493,356603.42103632295
IN_C03,2021-10-01,rmse,910906.149103714,509261.34694632137,1140032.898407466,989332.522975604
IN_C04,2021-10-01,rmse,67577.00558127662,113517.57453690414,15891.51393472225,426541.0535586911
IN_C05,2021-10-01,rmse,106486.11767904421,118953.65375795269,110345.82218362365,427941.0955562723
IN_C07,2021-10-01,rmse,416504.7004984727,792512.2968572772,796753.9018951097,409732.7994520145
IN_C08,2021-10-01,rmse,251572.7378359769,312889.6519674746,151097.41098756896,283936.3312169434
IN_C09,2021-10-01,rmse,944144.5623728591,816848.9642556057,449205.5116911857,629126.66688792
IN_C10,2021-10-01,rmse,292706.818051252,934516.3672481566,950511.3186889795,298484.0725427738
IN_D01,2021-10-01,rmse,261911.14391993842,218633.32074405122,257214.47456674988,328022.5360241486
IN_D02,2021-10-01,rmse,168052.29934570985,178353.25857198,172680.65961398082,377240.79863312666
IN_D04,2021-10-01,rmse,321934.4822195733,281360.19302062737,272230.06276572094,364001.3473938845
IN_D05,2021-10-01,rmse,55623.93504237496,104413.68415759603,17783.91935555287,401209.63151440374
IN_D06,2021-10-01,rmse,256201.61711133533,271700.9816512575,266705.8546817504,343754.5838688829
IN_D07,2021-10-01,rmse,387793.85989477317,386903.0092754663,350491.30360854435,363745.58117928694
IN_D08,2021-10-01,rmse,1473713.657150383,1478190.5804704253,1450975.2739462857,1382362.2776241843
IN_D10,2021-10-01,rmse,346952.9259931206,447964.4481161698,383232.9684353784,203537.51977336826
IN_D11,2021-10-01,rmse,648545.0935589656,661386.9774182491,564461.7688234316,902216.7417443189
IN_G01,2021-10-01,rmse,427607.1176539796,473399.5143649288,369874.3527005357,703313.1840529816
IN_G02,2021-10-01,rmse,1111709.5578497257,1142494.0305429536,830943.5842742921,941323.8757129589
IN_G03,2021-10-01,rmse,336391.4670328335,428311.3124648566,339029.0971565164,270031.9889196378
IN_G04,2021-10-01,rmse,435883.52593150956,507092.58304937347,510821.04948296415,972057.8102368374
IN_H01,2021-10-01,rmse,21606.028773492984,40121.132243301916,101473.2125396691,439571.04095726425
IN_H02,2021-10-01,rmse,424201.9850053796,375515.6402798092,455205.23380541237,519863.54304113623
IN_H03,2021-10-01,rmse,173709.29769020507,520943.6491785005,212506.58424954631,432310.09326260106
IN_H04,2021-10-01,rmse,30533.874839894317,152569.2058916549,7325.278545640979,418444.21356865484
IN_H05,2021-10-01,rmse,62393.47080035273,121865.3088290454,3315.336369688496,425667.2983493509
IN_J01,2021-10-01,rmse,3722439.4736941764,3423827.1785389446,3840502.625885844,2601949.5661496394
IN_J02,2021-10-01,rmse,386693.5252572507,333284.76466256136,224216.73491638168,350975.088860311
IN_J04,2021-10-01,rmse,54582.35615567532,133080.86630852954,12014.170168531631,421906.24713293643
IN_J05,2021-10-01,rmse,496025.21699612105,439877.12530790124,367467.17230962095,579624.0377280021
IN_J06,2021-10-01,rmse,93654.69926863805,56121.38665412577,80230.94970299535,347139.39492784627
IN_L01,2021-10-01,rmse,116536.14212391559,152494.2589966234,94883.15283195309,430469.252566373
IN_L02,2021-10-01,rmse,243454.5945979307,243812.61407401576,206960.97573313385,576945.843638088
IN_L03,2021-10-01,rmse,30101.364939831677,142180.20706305403,6594.788551099302,420241.9384631903
IN_L04,2021-10-01,rmse,265749.02887929813,247806.420801395,174822.8273132362,369007.77435921266
IN_M01,2021-10-01,rmse,471810.0045747577,411464.42145713704,434980.3256724763,674051.07270026
IN_M02,2021-10-01,rmse,1273613.8703276326,1182597.7584332526,1371093.0910398287,1211380.0916249885
IN_M03,2021-10-01,rmse,349996.2488991281,284327.2772039137,930738.9833973543,766982.8024314799
IN_M04,2021-10-01,rmse,11978.180699670767,16113.323857409578,19423.6833427617,423497.14910702663
IN_M05,2021-10-01,rmse,64870.147399041096,121069.64035431795,18949.921168990775,413092.4549172198
IN_N01,2021-10-01,rmse,54754.292968484195,47650.44375073544,71646.66567613468,364794.45497566543
IN_N02,2021-10-01,rmse,2302035.455698254,2919198.010613051,4533509.685290225,1752279.5219843327
IN_N03,2021-10-01,rmse,1920679.0411990937,527687.5092440662,1449386.0887040638,1517672.529874919
IN_N04,2021-10-01,rmse,125689.8462059641,155855.9599191105,153826.8688524054,502840.3721840763
IN_N05,2021-10-01,rmse,3961594.4991874024,3702466.390192619,2474071.40586346,866281.6505621218
IN_N06,2021-10-01,rmse,6430528.176395546,7040461.38804874,9176124.302202353,1797354.3830261258
IN_N07,2021-10-01,rmse,962207.0009260182,1032823.4479528018,1082849.7169953075,1143825.9874916966
IN_P01,2021-10-01,rmse,97990.28880755347,89074.09586847668,76817.46030401929,451421.7536360648
IN_P02,2021-10-01,rmse,28281.879974531297,141934.3227059897,8966.786760514222,423543.9469776027
IN_P03,2021-10-01,rmse,114357.25109599183,126076.81926217287,113515.30277972239,557583.581464496
IN_R01,2021-10-01,rmse,932101.4780521438,947984.8005166597,986575.0935470329,1351206.1338641173
IN_R02,2021-10-01,rmse,1530067.5966153145,1479717.9337275485,1350495.1765650008,1689819.8298724927
IN_R03,2021-10-01,rmse,1147787.2326732127,1603550.5715277628,854003.0573860079,2543062.86908617
IN_R05,2021-10-01,rmse,1256064.7616441261,1326340.7050653778,1259196.9279219147,870391.2649927917
IN_R06,2021-10-01,rmse,1696619.0738544948,2700925.643977064,1025664.0367068296,1998563.8570514626
IN_R07,2021-10-01,rmse,80968.13777064062,141390.7519451259,4393.680890263536,410385.93579701835
IN_S01,2021-10-01,rmse,1450040.8571884762,1372694.140907467,1485313.855242899,1626634.0808407774
IN_S02,2021-10-01,rmse,1625785.8901513824,1608090.6736052332,1615460.4597748013,1654029.650068889
IN_S03,2021-10-01,rmse,428186.6715459464,330978.13819754974,438957.57674768055,662285.5910273982
IN_V03,2021-10-01,rmse,827917.6303760451,806430.1804372255,784216.4700702936,785991.3792230919
IN_V04,2021-10-01,rmse,511330.58959206,421989.89857887174,501824.58778896503,884259.9543104224
IN_V07,2021-10-01,rmse,74421.47199705079,79231.80093090942,69784.54110392825,503198.5313527035
IN_A01,2022-10-01,rmse,946323.7329871065,1030075.2534931744,1037648.5032759095,1096426.9979276604
IN_A02,2022-10-01,rmse,1853673.755812967,1331073.2945566764,1544550.6182964107,1390846.7994111232
IN_A03,2022-10-01,rmse,930049.9261086874,913723.2937619064,661524.1929253718,736063.3568493075
IN_A04,2022-10-01,rmse,261577.1666588761,264080.69709389115,251860.30497260843,186520.0348718319
IN_A05,2022-10-01,rmse,103445.83507775486,44140.54479663435,5577.830928126739,268959.20643559383
IN_A06,2022-10-01,rmse,1929349.3742289122,1864644.9635879323,2736352.3721705824,1518381.7305064863
IN_A07,2022-10-01,rmse,516583.5356053083,459037.86594527966,402312.07866652904,641952.9153806337
IN_A09,2022-10-01,rmse,115809.36464898482,113964.27737547352,200651.4675997658,380388.00342046603
IN_A10,2022-10-01,rmse,1216041.412312244,1365447.166999411,2214681.5108100493,1398542.2780183828
IN_A11,2022-10-01,rmse,223802.6461031446,250000.27058571816,277179.2290453539,67183.44143634454
IN_A12,2022-10-01,rmse,15993607.355562927,16128639.647762094,15467079.679548992,15023658.139852539
IN_A16,2022-10-01,rmse,110518.22110372392,133209.78406271173,83402.90321550902,357320.9578407179
IN_B01,2022-10-01,rmse,340383.91875723645,377042.0249242775,512119.40289143036,563013.5183006322
