unique_id,ds,cutoff,y,Naive,HistoricAverage,WindowAverage,SeasonalNaive,ARIMA,SARIMA,HoltWinters,DynamicOptimizedTheta
IN_N04,2021-07-01,2020-10-01,1403189.0,1300871.0,1011295.9384999999,1266132.625,1303624.5,1424422.5651824903,1424422.5651824903,1417859.1270557693,1372936.0821153978
IN_N04,2021-10-01,2020-10-01,1398464.5,1300871.0,1011295.9384999999,1266132.625,1300871.0,1461050.5106494469,1461050.5106494469,1442444.7972415918,1396342.7965351474
IN_N04,2022-01-01,2021-10-01,1420866.75,1398464.5,1074725.4695833332,1391873.125,1367424.5,1455056.8414752302,1455056.8414752302,1453395.0433390937,1422660.6156869177
IN_N04,2022-04-01,2021-10-01,1450356.15,1398464.5,1074725.4695833332,1391873.125,1398414.5,1489870.956465425,1489870.956465425,1533728.2584446596,1446204.5240052107
IN_N04,2022-07-01,2021-10-01,1468386.7,1398464.5,1074725.4695833332,1391873.125,1403189.0,1524685.0714556193,1524685.0714556193,1541599.9650570839,1469414.3547273113
IN_N04,2022-10-01,2021-10-01,1440878.9,1398464.5,1074725.4695833332,1391873.125,1398464.5,1559499.1864458136,1559499.1864458136,1560333.2636232371,1492312.380159713
IN_N04,2023-01-01,2022-10-01,1436285.807,1440878.9,1127639.2774999999,1445122.125,1420866.75,1495388.6901653768,1495388.6901653768,1483189.3276393767,1462564.1480736234
IN_N04,2023-04-01,2022-10-01,1465249.892,1440878.9,1127639.2774999999,1445122.125,1450356.15,1526696.842256906,1526696.842256906,1543844.417405405,1483274.6331261948
IN_N04,2023-07-01,2022-10-01,1390365.5,1440878.9,1127639.2774999999,1445122.125,1468386.7,1558004.9943484347,1558004.9943484347,1541737.951039065,1503554.4546402914
IN_N04,2023-10-01,2022-10-01,1362706.25,1440878.9,1127639.2774999999,1445122.125,1440878.9,1589313.146439964,1589313.146439964,1541577.524088651,1523446.0201241877
IN_N04,2024-01-01,2023-10-01,1330977.5,1362706.25,1163390.85059375,1413651.86225,1436285.807,1388269.0322580645,1388269.0322580645,1399446.4554613826,1378870.9182181882
IN_N04,2024-04-01,2023-10-01,1308249.5,1362706.25,1163390.85059375,1413651.86225,1465249.892,1413831.814516129,1413831.814516129,1466683.5768952838,1393899.5216396225
IN_N04,2024-07-01,2023-10-01,1297773.5,1362706.25,1163390.85059375,1413651.86225,1390365.5,1439394.5967741935,1439394.5967741935,1465367.3536473538,1408327.1748043506
IN_N04,2024-10-01,2023-10-01,1172199.0,1362706.25,1163390.85059375,1413651.86225,1362706.25,1464957.379032258,1464957.379032258,1472084.3537312038,1422224.231436549
IN_N05,2020-01-01,2019-10-01,14135468.69,13128021.68,12158818.625,12695959.7675,12303330.23,12158818.625000006,12158818.625000006,12458240.29234662,13124502.343640752
IN_N05,2020-04-01,2019-10-01,15098292.01,13128021.68,12158818.625,12695959.7675,12574333.9,12158818.625000006,12158818.625000006,13295950.48567298,13124502.343640752
IN_N05,2020-07-01,2019-10-01,16201068.06,13128021.68,12158818.625,12695959.7675,12778153.26,12158818.625000006,12158818.625000006,12870866.608828006,13124502.343640752
IN_N05,2020-10-01,2019-10-01,16586989.98,13128021.68,12158818.625,12695959.7675,13128021.68,12158818.625000006,12158818.625000006,12910501.943448886,13124502.343640752
IN_N05,2021-01-01,2020-10-01,17528602.14,16586989.98,12828145.837,15505454.684999999,14135468.69,17217022.947256796,17217022.947256796,16609895.728351941,16583019.5102612
IN_N05,2021-04-01,2020-10-01,18024043.56,16586989.98,12828145.837,15505454.684999999,15098292.01,17847055.91451359,17847055.91451359,17485037.84004695,16583019.5102612
IN_N05,2021-07-01,2020-10-01,18023445.14,16586989.98,12828145.837,15505454.684999999,16201068.06,18477088.881770387,18477088.881770387,17373258.89133807,16583019.5102612
IN_N05,2021-10-01,2020-10-01,17843398.93,16586989.98,12828145.837,15505454.684999999,16586989.98,19107121.849027183,19107121.849027183,17457937.97829053,16583019.5102612
IN_N05,2022-01-01,2021-10-01,18514485.88,17843398.93,13665933.604583332,17854872.442500003,17528602.14,17821527.610878,17821527.610878,18338521.105084606,18129727.53824388
IN_N05,2022-04-01,2021-10-01,19132713.62,17843398.93,13665933.604583332,17854872.442500003,18024043.56,17799656.291756,17799656.291756,19144913.95256306,18418484.9977172
IN_N05,2022-07-01,2021-10-01,19513995.38,17843398.93,13665933.604583332,17854872.442500003,18023445.14,17777784.972634003,17777784.972634003,19036328.76989791,18712632.121061563
IN_N05,2022-10-01,2021-10-01,19280374.49,17843398.93,13665933.604583332,17854872.442500003,17843398.93,17755913.653512005,17755913.653512005,19109606.215280205,19010961.505585354
IN_N05,2023-01-01,2022-10-01,20168145.06,19280374.49,14443713.424285714,19110392.342499997,18514485.88,19313111.787164673,19313111.787164673,19843254.649796076,19614694.903369535
IN_N05,2023-04-01,2022-10-01,20531932.8,19280374.49,14443713.424285714,19110392.342499997,19132713.62,19345849.084329348,19345849.084329348,20664733.720725294,19946217.483852036
IN_N05,2023-07-01,2022-10-01,19218829.84,19280374.49,14443713.424285714,19110392.342499997,19513995.38,19378586.381494023,19378586.381494023,20659139.184140045,20280004.317752454
IN_N05,2023-10-01,2022-10-01,18468732.0,19280374.49,14443713.424285714,19110392.342499997,19280374.49,19411323.678658698,19411323.678658698,20731821.74576241,20615644.849332113
