unique_id,ds,best_forecast,best_forecast-lo-95,best_forecast-hi-95,best_model
IN_A02,2025-10-01,6846819.591555555,3326968.411529652,10366670.77158146,SeasonalNaive
IN_A02,2025-10-01,6846819.591555555,3326968.411529652,10366670.77158146,HoltWinters
IN_A02,2025-10-01,6846819.591555555,3326968.411529652,10366670.77158146,HistoricAverage
IN_A03,2025-01-01,1555400.0,1299460.2219973782,1811339.7780026218,ARIMA
IN_A03,2025-01-01,1555400.0,1299460.2219973782,1811339.7780026218,Naive
IN_A03,2025-01-01,1555400.0,1299460.2219973782,1811339.7780026218,Naive
IN_A03,2025-01-01,1555400.0,1299460.2219973782,1811339.7780026218,Naive
IN_A03,2025-01-01,1555400.0,1299460.2219973782,1811339.7780026218,HistoricAverage
IN_A03,2025-01-01,1555400.0,1299460.6581204792,1811339.3418795208,ARIMA
IN_A03,2025-01-01,1555400.0,1299460.6581204792,1811339.3418795208,Naive
IN_A03,2025-01-01,1555400.0,1299460.6581204792,1811339.3418795208,Naive
IN_A03,2025-01-01,1555400.0,1299460.6581204792,1811339.3418795208,Naive
IN_A03,2025-01-01,1555400.0,1299460.6581204792,1811339.3418795208,HistoricAverage
IN_A03,2025-01-01,1555400.0,1299460.6581204792,1811339.3418795208,ARIMA
IN_A03,2025-01-01,1555400.0,1299460.6581204792,1811339.3418795208,Naive
IN_A03,2025-01-01,1555400.0,1299460.6581204792,1811339.3418795208,Naive
IN_A03,2025-01-01,1555400.0,1299460.6581204792,1811339.3418795208,Naive
IN_A03,2025-01-01,1555400.0,1299460.6581204792,1811339.3418795208,HistoricAverage
IN_A03,2025-01-01,1555400.0,1299460.6581204792,1811339.3418795208,ARIMA
IN_A03,2025-01-01,1555400.0,1299460.6581204792,1811339.3418795208,Naive
IN_A03,2025-01-01,1555400.0,1299460.6581204792,1811339.3418795208,Naive
IN_A03,2025-01-01,1555400.0,1299460.6581204792,1811339.3418795208,Naive
IN_A03,2025-01-01,1555400.0,1299460.6581204792,1811339.3418795208,HistoricAverage
IN_A03,2025-01-01,1680228.243888889,1177975.8588067968,2182480.628970981,ARIMA
IN_A03,2025-01-01,1680228.243888889,1177975.8588067968,2182480.628970981,Naive
IN_A03,2025-01-01,1680228.243888889,1177975.8588067968,2182480.628970981,Naive
IN_A03,2025-01-01,1680228.243888889,1177975.8588067968,2182480.628970981,Naive
IN_A03,2025-01-01,1680228.243888889,1177975.8588067968,2182480.628970981,HistoricAverage
IN_A03,2025-04-01,1555400.0,1193446.494797933,1917353.505202067,ARIMA
IN_A03,2025-04-01,1555400.0,1193446.494797933,1917353.505202067,Naive
IN_A03,2025-04-01,1555400.0,1193446.494797933,1917353.505202067,Naive
IN_A03,2025-04-01,1555400.0,1193446.494797933,1917353.505202067,Naive
IN_A03,2025-04-01,1555400.0,1193446.494797933,1917353.505202067,HistoricAverage
IN_A03,2025-04-01,1555400.0,1193447.1115691375,1917352.8884308625,ARIMA
IN_A03,2025-04-01,1555400.0,1193447.1115691375,1917352.8884308625,Naive
IN_A03,2025-04-01,1555400.0,1193447.1115691375,1917352.8884308625,Naive
IN_A03,2025-04-01,1555400.0,1193447.1115691375,1917352.8884308625,Naive
IN_A03,2025-04-01,1555400.0,1193447.1115691375,1917352.8884308625,HistoricAverage
IN_A03,2025-04-01,1555400.0,1193447.1115691375,1917352.8884308625,ARIMA
IN_A03,2025-04-01,1555400.0,1193447.1115691375,1917352.8884308625,Naive
IN_A03,2025-04-01,1555400.0,1193447.1115691375,1917352.8884308625,Naive
IN_A03,2025-04-01,1555400.0,1193447.1115691375,1917352.8884308625,Naive
IN_A03,2025-04-01,1555400.0,1193447.1115691375,1917352.8884308625,HistoricAverage
IN_A03,2025-04-01,1555400.0,1193447.1115691375,1917352.8884308625,ARIMA
IN_A03,2025-04-01,1555400.0,1193447.1115691375,1917352.8884308625,Naive
IN_A03,2025-04-01,1555400.0,1193447.1115691375,1917352.8884308625,Naive
IN_A03,2025-04-01,1555400.0,1193447.1115691375,1917352.8884308625,Naive
IN_A03,2025-04-01,1555400.0,1193447.1115691375,1917352.8884308625,HistoricAverage
IN_A03,2025-04-01,1680228.243888889,1177975.8588067968,2182480.628970981,ARIMA
IN_A03,2025-04-01,1680228.243888889,1177975.8588067968,2182480.628970981,Naive
IN_A03,2025-04-01,1680228.243888889,1177975.8588067968,2182480.628970981,Naive
IN_A03,2025-04-01,1680228.243888889,1177975.8588067968,2182480.628970981,Naive
IN_A03,2025-04-01,1680228.243888889,1177975.8588067968,2182480.628970981,HistoricAverage
IN_A03,2025-07-01,1555400.0,1112099.3008215595,1998700.6991784405,ARIMA
IN_A03,2025-07-01,1555400.0,1112099.3008215595,1998700.6991784405,Naive
