unique_id,ds,y,Naive,HistoricAverage,WindowAverage,SeasonalNaive,ARIMA,SARIMA,HoltWinters,DynamicOptimizedTheta
IN_N01,2024-10-01,3467,2672.0,4593.6562,3539.25,2672.0,2672.0,2672.0,1857.5259,2677.1084
IN_N02,2024-01-01,364955,437963.0,327984.1,433216.0,452757.0,417639.28,405967.38,442460.53,424698.2
IN_N02,2024-04-01,439803,437963.0,327984.1,433216.0,469843.0,415129.12,414961.12,453100.4,424924.97
IN_N02,2024-07-01,449622,437963.0,327984.1,433216.0,372301.0,405785.28,397432.34,449791.84,425153.3
IN_N02,2024-10-01,337294,437963.0,327984.1,433216.0,437963.0,399062.97,363432.38,432703.16,425382.0
IN_N03,2024-01-01,147775,147510.0,143033.84,157504.75,164353.0,154694.39,154694.39,168214.75,147581.78
IN_N03,2024-04-01,146082,147510.0,143033.84,157504.75,163557.0,155887.97,155887.97,173051.02,147581.78
IN_N03,2024-07-01,144877,147510.0,143033.84,157504.75,154599.0,157081.55,157081.55,169193.22,147581.78
IN_N03,2024-10-01,131866,147510.0,143033.84,157504.75,147510.0,158275.12,158275.12,170368.61,147581.78
IN_N04,2024-01-01,19814,20623.0,19590.312,21815.0,22645.0,20945.678,20945.678,22501.59,20782.402
IN_N04,2024-04-01,19729,20623.0,19590.312,21815.0,22638.0,21268.355,21268.355,23194.842,20922.664
IN_N04,2024-07-01,19394,20623.0,19590.312,21815.0,21354.0,21591.033,21591.033,22874.37,21054.18
IN_N04,2024-10-01,17425,20623.0,19590.312,21815.0,20623.0,21913.709,21913.709,22627.959,21178.053
IN_N05,2024-01-01,360430,360075.0,302713.6,386932.0,403316.0,364915.47,364915.47,373993.66,371438.97
IN_N05,2024-04-01,352808,360075.0,302713.6,386932.0,405613.0,369755.97,369755.97,389281.38,379267.6
IN_N05,2024-07-01,351506,360075.0,302713.6,386932.0,378724.0,374596.44,374596.44,384842.12,379301.06
IN_N05,2024-10-01,312269,360075.0,302713.6,386932.0,360075.0,379436.94,379436.94,383335.8,377509.72
IN_N06,2024-01-01,654910,661847.0,568240.44,707462.5,749705.0,669986.1,669986.1,693289.2,669429.1
IN_N06,2024-04-01,639030,661847.0,568240.44,707462.5,737445.0,678125.2,678125.2,704527.6,676485.3
IN_N06,2024-07-01,628342,661847.0,568240.44,707462.5,680853.0,686264.3,686264.3,696978.2,683320.3
IN_N06,2024-10-01,564750,661847.0,568240.44,707462.5,661847.0,694403.4,694403.4,705644.6,689961.06
IN_N07,2024-01-01,56562,38837.0,52319.656,43538.0,43006.0,58137.676,58137.676,62407.848,67114.69
IN_N07,2024-04-01,55130,38837.0,52319.656,43538.0,51436.0,58137.676,58137.676,101149.05,67561.12
IN_N07,2024-07-01,46871,38837.0,52319.656,43538.0,40873.0,58137.676,58137.676,73919.766,67998.79
IN_N07,2024-10-01,56089,38837.0,52319.656,43538.0,38837.0,58137.676,58137.676,84278.62,68427.98
IN_P01,2024-01-01,4677,6829.0,7427.0938,6281.0,6015.0,7427.0938,7427.0938,6419.713,7762.1475
IN_P01,2024-04-01,4583,6829.0,7427.0938,6281.0,7309.0,7427.0938,7427.0938,9491.253,7762.1475
IN_P01,2024-07-01,4618,6829.0,7427.0938,6281.0,4971.0,7427.0938,7427.0938,7847.4775,7762.1475
IN_P01,2024-10-01,4485,6829.0,7427.0938,6281.0,6829.0,7427.0938,7427.0938,6834.6147,7762.1475
IN_P02,2024-01-01,388,239.0,406.28125,319.75,455.0,406.28125,406.28125,63.92233,361.98602
IN_P02,2024-04-01,214,239.0,406.28125,319.75,162.0,406.28125,406.28125,74.97289,361.98602
IN_P02,2024-07-01,225,239.0,406.28125,319.75,423.0,406.28125,406.28125,161.51292,361.98602
IN_P02,2024-10-01,243,239.0,406.28125,319.75,239.0,406.28125,406.28125,455.36566,361.98602
IN_P03,2024-01-01,3321,3979.0,6129.625,4747.25,4653.0,3819.0657,3234.7827,2934.6125,3401.1934
IN_P03,2024-04-01,3616,3979.0,6129.625,4747.25,4887.0,4223.581,3422.3416,2904.004,3466.4646
IN_P03,2024-07-01,4327,3979.0,6129.625,4747.25,5470.0,4775.7217,4675.0195,4520.3853,4522.6606
IN_P03,2024-10-01,3090,3979.0,6129.625,4747.25,3979.0,3535.4197,3478.2976,3378.7864,3858.518
IN_R01,2024-01-01,66617,43357.0,50406.156,35140.25,30725.0,48004.004,48004.004,51406.29,41089.74
IN_R01,2024-04-01,48113,43357.0,50406.156,35140.25,29361.0,51522.895,51522.895,54268.926,41089.74
IN_R01,2024-07-01,77379,43357.0,50406.156,35140.25,37118.0,53516.344,53516.344,55581.703,41089.74
IN_R01,2024-10-01,53729,43357.0,50406.156,35140.25,43357.0,54146.695,54146.695,53986.67,41089.74
IN_R02,2024-01-01,7179,4096.0,17988.969,10222.0,2684.0,17988.969,17988.969,7080.4243,18117.947
IN_R02,2024-04-01,35320,4096.0,17988.969,10222.0,10064.0,17988.969,17988.969,5940.9287,18119.078
IN_R02,2024-07-01,15124,4096.0,17988.969,10222.0,24044.0,17988.969,17988.969,14858.864,18120.172
IN_R02,2024-10-01,16655,4096.0,17988.969,10222.0,4096.0,17988.969,17988.969,12376.546,18121.232
IN_R03,2024-01-01,252085,280885.0,235264.1,289428.25,310688.0,306331.44,306331.44,304810.06,300341.78
IN_R03,2024-04-01,231589,280885.0,235264.1,289428.25,290774.0,310964.3,310964.3,303409.56,304284.3
IN_R03,2024-07-01,238049,280885.0,235264.1,289428.25,275366.0,315597.16,315597.16,301630.62,308226.78
IN_R03,2024-10-01,206010,280885.0,235264.1,289428.25,280885.0,320230.0,320230.0,315481.2,312169.16
IN_R05,2024-01-01,60112,65607.0,51093.406,61246.5,75651.0,58961.867,58961.867,59404.14,61103.496
IN_R05,2024-04-01,48221,65607.0,51093.406,61246.5,54713.0,55366.805,55366.805,48234.79,61103.496
IN_R05,2024-07-01,50650,65607.0,51093.406,61246.5,49015.0,53421.848,53421.848,54334.777,61103.496
IN_R05,2024-10-01,53527,65607.0,51093.406,61246.5,65607.0,52369.613,52369.613,69858.086,61103.496
IN_R06,2024-01-01,116863,152968.0,120956.91,142190.75,138234.0,144878.17,144878.17,138948.97,145910.86
IN_R06,2024-04-01,109229,152968.0,120956.91,142190.75,143719.0,144878.17,144878.17,155456.92,145910.86
IN_R06,2024-07-01,129559,152968.0,120956.91,142190.75,133842.0,144878.17,144878.17,149555.12,145910.86
IN_R06,2024-10-01,93209,152968.0,120956.91,142190.75,152968.0,144878.17,144878.17,149722.67,145910.86
IN_R07,2024-01-01,766,773.0,436.75,775.25,741.0,827.87115,827.87115,816.65533,744.38995
IN_R07,2024-04-01,771,773.0,436.75,775.25,810.0,852.4845,852.4845,870.8703,927.7776
IN_R07,2024-07-01,720,773.0,436.75,775.25,777.0,877.09784,877.09784,871.16547,851.46326
IN_R07,2024-10-01,756,773.0,436.75,775.25,773.0,901.71124,901.71124,893.2453,904.1187
IN_S01,2024-01-01,126169,101475.0,119050.09,109671.75,89543.0,119050.09,119050.09,116547.67,116817.06
IN_S01,2024-04-01,142917,101475.0,119050.09,109671.75,126869.0,119050.09,119050.09,110950.164,116788.336
IN_S01,2024-07-01,115934,101475.0,119050.09,109671.75,120800.0,119050.09,119050.09,114327.72,116760.35
IN_S01,2024-10-01,129980,101475.0,119050.09,109671.75,101475.0,119050.09,119050.09,117094.02,116733.086
IN_S02,2024-01-01,15162,23043.0,12017.781,13969.25,13751.0,22610.326,14330.304,14832.038,13509.781
IN_S02,2024-04-01,13887,23043.0,12017.781,13969.25,9563.0,12199.926,12607.893,15903.2295,13509.781
IN_S02,2024-07-01,25807,23043.0,12017.781,13969.25,9520.0,12199.926,13413.504,15064.943,13509.781
IN_S02,2024-10-01,15643,23043.0,12017.781,13969.25,23043.0,12199.926,6281.5444,15892.595,13509.781
IN_S03,2024-01-01,13074,6334.0,7976.9688,6400.0,5675.0,7361.9272,7361.9272,8816.084,8318.901
IN_S03,2024-04-01,3314,6334.0,7976.9688,6400.0,4863.0,7979.329,7979.329,8578.692,8318.901
IN_S03,2024-07-01,5546,6334.0,7976.9688,6400.0,8728.0,7979.329,7979.329,11037.443,8318.901
IN_S03,2024-10-01,8785,6334.0,7976.9688,6400.0,6334.0,7979.329,7979.329,7472.35,8318.901
IN_V03,2024-01-01,21968,16008.0,21193.5,39939.75,23002.0,35635.344,28873.986,50402.21,62987.477
IN_V03,2024-04-01,13108,16008.0,21193.5,39939.75,20115.0,46684.484,27085.28,35778.887,21837.186
IN_V03,2024-07-01,10734,16008.0,21193.5,39939.75,100634.0,46684.484,76972.695,59753.875,48917.867
IN_V03,2024-10-01,51267,16008.0,21193.5,39939.75,16008.0,46684.484,24540.691,41373.785,49727.996
IN_V04,2024-01-01,10583,404.0,7023.875,633.0,348.0,671.92865,671.92865,638.3526,1392.8813
IN_V04,2024-04-01,15669,404.0,7023.875,633.0,863.0,531.99536,531.99536,-1423.4341,1392.8813
IN_V04,2024-07-01,8934,404.0,7023.875,633.0,917.0,605.07947,605.07947,1121.3059,1392.8813
IN_V04,2024-10-01,14324,404.0,7023.875,633.0,404.0,566.90924,566.90924,1362.8794,1392.8813
IN_V06,2024-01-01,170,100.0,145.0,63.5,64.0,117.26578,117.26578,111.35449,94.13334
IN_V06,2024-04-01,250,100.0,145.0,63.5,13.0,127.25004,127.25004,53.717228,94.13334
IN_V06,2024-07-01,273,100.0,145.0,63.5,77.0,133.02362,133.02362,107.48782,94.13334
IN_V06,2024-10-01,77,100.0,145.0,63.5,100.0,136.3623,136.3623,92.02193,94.13334
IN_V07,2024-01-01,965,934.0,745.8125,1005.0,1003.0,934.0,934.0,1008.1501,967.499
IN_V07,2024-04-01,867,934.0,745.8125,1005.0,1031.0,934.0,934.0,1007.2868,974.9986
IN_V07,2024-07-01,982,934.0,745.8125,1005.0,1052.0,934.0,934.0,1020.11194,982.29346
IN_V07,2024-10-01,1081,934.0,745.8125,1005.0,934.0,934.0,934.0,1018.21625,989.39557
