index,unique_id,ds,Naive,SeasonalNaive,HistoricAverage,WindowAverage,SARIMAX
782,MI_D03,2025-07-01,13.0,13.0,543.9090909090909,92.75,74.16653030872448
783,MI_D03,2025-10-01,13.0,13.0,543.9090909090909,92.75,74.14241372964969
784,MI_D04,2025-01-01,29555.0,34733.0,23289.75,31624.75,24182.11341843023
785,MI_D04,2025-04-01,29555.0,34106.0,23289.75,31624.75,23027.67913810177
786,MI_D04,2025-07-01,29555.0,28105.0,23289.75,31624.75,22273.86315654908
787,MI_D04,2025-10-01,29555.0,29555.0,23289.75,31624.75,21781.640650922713
788,MI_D05,2025-01-01,3254.0,2575.0,1481.8125,2940.0,3450.7751958842273
789,MI_D05,2025-04-01,3254.0,2801.0,1481.8125,2940.0,3468.949506635141
790,MI_D05,2025-07-01,3254.0,3130.0,1481.8125,2940.0,3461.940810613411
791,MI_D05,2025-10-01,3254.0,3254.0,1481.8125,2940.0,3464.6436267255735
792,MI_D06,2025-01-01,7180.0,11274.0,26073.96875,9946.25,24495.57768508032
793,MI_D06,2025-04-01,7180.0,14567.0,26073.96875,9946.25,28567.9399873045
794,MI_D06,2025-07-01,7180.0,6764.0,26073.96875,9946.25,30500.458720114788
795,MI_D06,2025-10-01,7180.0,7180.0,26073.96875,9946.25,31417.525615322753
796,MI_D07,2025-01-01,218657.0,184259.0,133946.71875,169168.25,227250.81392174907
797,MI_D07,2025-04-01,218657.0,171145.0,133946.71875,169168.25,204860.4583372461
798,MI_D07,2025-07-01,218657.0,102612.0,133946.71875,169168.25,191813.91213336846
799,MI_D07,2025-10-01,218657.0,218657.0,133946.71875,169168.25,184211.87262097574
800,MI_D08,2025-01-01,1517.0,15011.0,5579.78125,7751.5,3937.518209972821
801,MI_D08,2025-04-01,1517.0,1594.0,5579.78125,7751.5,3937.518209972821
802,MI_D08,2025-07-01,1517.0,12884.0,5579.78125,7751.5,3937.518209972821
803,MI_D08,2025-10-01,1517.0,1517.0,5579.78125,7751.5,3937.518209972821
