unique_id,ds,LightGBM,XGBoost,RandomForest,Ridge
OH_A01,2025-01-01,2699221.648665999,2.7831032e+06,3045394.4187697098,2412602.0916200066
OH_A01,2025-04-01,2553590.6811603676,2.6522208e+06,2924784.9940826967,2958733.650141296
OH_A01,2025-07-01,2823562.2425621077,2.9699892e+06,3461369.028078985,3217823.22262838
OH_A01,2025-10-01,3043630.0525006503,3.149247e+06,3552474.766820024,3307289.006304986
OH_A01,2026-01-01,3240215.733184633,3.5247092e+06,3764132.0397078865,3646631.8290871093
OH_A01,2026-04-01,3050392.557448111,3.3454362e+06,3921922.256452699,3794757.1674929494
OH_A01,2026-07-01,3275710.088501326,3.6928325e+06,4410959.041460349,3850015.598065111
OH_A01,2026-10-01,3287606.0011762152,3.6712945e+06,4316350.648784371,3815501.5577314245
OH_A02,2025-01-01,15747131.940298857,1.6101282e+07,17542666.69018095,16442078.658300929
OH_A02,2025-04-01,16103476.480352623,1.6292667e+07,17446492.825130623,16880763.782008123
OH_A02,2025-07-01,16609396.881636128,1.5965655e+07,17482364.658702303,17210236.76975608
OH_A02,2025-10-01,16760890.276589086,1.5521359e+07,17363352.18482053,17297086.42493036
OH_A02,2026-01-01,16089543.878975218,1.651905e+07,17623923.183761936,17650934.98816783
OH_A02,2026-04-01,16093431.615670359,1.5968002e+07,17703704.669929523,17799808.022058796
OH_A02,2026-07-01,16998784.159045875,1.6966814e+07,17766936.35114111,17859206.478655577
OH_A02,2026-10-01,17245031.729562003,1.745066e+07,17688983.956256885,17824787.58180624
OH_A03,2025-01-01,3660406.2435183157,3.391261e+06,3337500.165553344,3446955.1298498744
OH_A03,2025-04-01,3276206.564091589,2.9309945e+06,3235627.9410478533,3758613.0921583613
OH_A03,2025-07-01,3724025.529446798,2.9679342e+06,3510283.846123815,3922926.79507465
OH_A03,2025-10-01,3387188.8309083204,3.0331322e+06,3574913.5375688504,3945058.2346867723
OH_A03,2026-01-01,3853107.8460085327,3.5304965e+06,3722073.6792996954,4248854.230432873
OH_A03,2026-04-01,3585968.8933582967,3.1120042e+06,3704810.418644452,4371217.401850157
OH_A03,2026-07-01,3902275.5461785793,3.475806e+06,3725874.5376322493,4412712.426138607
OH_A03,2026-10-01,4375937.795262979,3.5472095e+06,3725298.1789721064,4370163.167234368
OH_A04,2025-01-01,3181400.091661078,2.8454112e+06,3170685.234734641,3113145.562073312
