cutoff,unique_id,Naive,HistoricAverage,WindowAverage,SeasonalNaive,ARIMA,SARIMA,HoltWinters,DynamicOptimizedTheta,metric
2021-10-01,IN_A05,21461.5,43311.812,19890.312,19361.25,21461.5,21461.5,19243.453,20819.584,MSE
2021-10-01,IN_A06,6.305987e+09,1.7663284e+09,9.752307e+07,2.0436283e+09,3.8053181e+09,3.8053181e+09,1.03589696e+09,1.0222217e+09,MSE
2021-10-01,IN_A07,1.8887882e+08,6.226018e+08,2.0208358e+08,1.4822514e+08,4.651221e+08,1.7458401e+09,2.379868e+08,2.0233952e+08,MSE
2021-10-01,IN_A09,83961.25,621940.06,67770.25,67195.25,26508.21,26508.21,11827.036,28564.574,MSE
2021-10-01,IN_A10,2.3313805e+08,3.0360722e+09,5.5057894e+08,5.2755174e+08,9.698234e+06,4.922756e+07,1.34155704e+08,2.3416144e+08,MSE
2021-10-01,IN_A11,9.53274e+06,5.9917484e+07,1.444154e+07,1.4778523e+07,6.35493e+06,6.35493e+06,6.348981e+06,9.735033e+06,MSE
2021-10-01,IN_A12,2.007562e+07,4.865521e+07,1.7910144e+07,2.3553064e+07,3.809729e+07,6.714815e+07,9.077288e+07,2.0333286e+07,MSE
2021-10-01,IN_A16,5305.5,46462.5,8872.0625,12196.75,5305.5,7864.6616,13849.83,3193.4004,MSE
2021-10-01,IN_B01,5.702203e+07,3.0674282e+08,5.556967e+07,9.555463e+07,5.702203e+07,5.702203e+07,6.5594428e+07,5.7243316e+07,MSE
2021-10-01,IN_B02,431862.5,291958.56,161968.75,1.1368695e+06,431862.5,431862.5,675925.94,287161.44,MSE
2021-10-01,IN_B03,5.418466e+06,1.5904786e+07,5.794498e+06,5.0329535e+06,5.1671645e+06,5.1671645e+06,1.918279e+06,6.7224675e+06,MSE
2021-10-01,IN_B05,5.598737e+06,2.8955347e+08,4.6765824e+07,9.2896616e+07,9.240405e+07,9.240405e+07,1.4643483e+07,5.6379225e+06,MSE
2021-10-01,IN_B06,115706.25,459545.38,41418.75,126190.75,115706.25,115706.25,50106.0,63486.938,MSE
2021-10-01,IN_C01,1.3638394e+08,3.2495904e+07,1.152217e+08,1.129214e+08,3.2495904e+07,3.2495904e+07,3.6855064e+07,9.37985e+07,MSE
2021-10-01,IN_C02,4.8174744e+07,1.887199e+08,9.553239e+07,9.691464e+07,4.8174744e+07,4.8174744e+07,3.7571964e+07,6.253888e+07,MSE
2021-10-01,IN_C03,1.3061898e+08,7.8985096e+07,3.6901184e+07,6.091957e+07,1.1164539e+08,1.1164539e+08,3.269423e+07,1.7603843e+08,MSE
2021-10-01,IN_C04,1396.5,7338.3594,1495.3125,3807.25,7338.3594,7338.3594,356.9271,4093.5312,MSE
2021-10-01,IN_C05,1.1095156e+07,6.670866e+06,3.728369e+06,1.1342758e+07,2.44868e+06,1.4371414e+06,7.738203e+06,5.870944e+06,MSE
2021-10-01,IN_C07,4.1723536e+07,5.903251e+08,7.290951e+07,7.14923e+07,2.1519824e+07,2.1519824e+07,6.8191416e+07,4.187566e+07,MSE
2021-10-01,IN_C08,5.8570505e+06,1.7066394e+08,1.6284664e+07,1.686175e+07,2.4358725e+06,2.4358725e+06,2.018421e+07,5.909261e+06,MSE
2021-10-01,IN_C09,3.517675e+08,6.8976525e+08,3.0296166e+08,3.0445683e+08,6.513394e+08,9.7212077e+08,5.2922883e+08,3.5057296e+08,MSE
2021-10-01,IN_C10,4.3355164e+07,9.3013926e+08,1.3974158e+08,1.3671562e+08,1.7482566e+07,1.7482566e+07,2.9399872e+07,4.3892816e+07,MSE
2021-10-01,IN_D01,1.0643588e+08,7.369194e+07,7.092255e+07,5.142282e+07,7.936127e+07,7.936127e+07,4.918412e+07,8.641707e+07,MSE
2021-10-01,IN_D02,140365.5,1.1809565e+06,4.4563075e+06,7.1194505e+06,1.1809565e+06,1.1809565e+06,2.3832405e+06,1.3423241e+06,MSE
2021-10-01,IN_D04,8.992343e+07,5.1456535e+06,7.17847e+07,6.786694e+07,1.33519656e+08,1.33519656e+08,6.3502264e+07,6.2235764e+07,MSE
2021-10-01,IN_D05,400774.25,400178.44,494560.25,1.3108932e+06,400774.25,400774.25,488666.06,380822.7,MSE
2021-10-01,IN_D06,1.3473813e+08,1.7608421e+08,1.7994371e+08,1.8572835e+08,1.7608421e+08,1.7608421e+08,1.7056664e+08,1.7359165e+08,MSE
2021-10-01,IN_D07,5.1493836e+07,1.0792879e+08,1.9965376e+08,5.001689e+08,7.2572376e+07,7.2572376e+07,7.7571016e+07,4.8133276e+07,MSE
2021-10-01,IN_D08,1.0167806e+07,9.070752e+06,9.721362e+06,1.0317442e+07,9.070752e+06,9.070752e+06,1.005487e+07,9.047858e+06,MSE
2021-10-01,IN_D10,1.9938854e+07,3.5973436e+07,1.26021064e+08,1.6478504e+08,1.5794176e+08,1.5794176e+08,2.127223e+07,2.045624e+07,MSE
2021-10-01,IN_D11,4.0248252e+07,3.5656945e+06,1.0434319e+08,1.1881037e+08,4.0248252e+07,4.0248252e+07,5.3282004e+07,4.690145e+07,MSE
2021-10-01,IN_G01,8.666982e+07,4.9186572e+07,6.272516e+07,1.4774522e+08,4.9186572e+07,4.9186572e+07,6.281083e+07,4.840175e+07,MSE
2021-10-01,IN_G02,2.281626e+07,7.512107e+07,2.2142672e+07,2.0818234e+07,7.512107e+07,2.4470219e+08,1.2783257e+08,3.0143442e+07,MSE
2021-10-01,IN_G03,1.1272398e+08,8.504648e+08,1.1744529e+08,1.0634342e+08,1.02251144e+08,1.378018e+08,9.179614e+07,1.02718e+08,MSE
2021-10-01,IN_G04,5.124468e+06,3.4891708e+07,1.0278198e+07,9.818525e+06,5.727724e+06,5.727724e+06,8.3442915e+06,4.326835e+06,MSE
2021-10-01,IN_H01,24937.25,60836.152,16351.25,18703.75,65476.01,65476.01,25898.576,24818.016,MSE
2021-10-01,IN_H02,8.090021e+08,3.919202e+08,6.580783e+08,5.5917555e+08,4.4096707e+08,4.4096707e+08,6.345171e+08,6.289652e+08,MSE
2021-10-01,IN_H03,8.763693e+06,6.1945696e+07,1.3051052e+07,1.2110018e+07,6.0497476e+07,6.0497476e+07,5.033204e+06,7.9601295e+06,MSE
2021-10-01,IN_H04,46563.0,72265.4,31383.0,12832.5,22803.72,13298.572,14318.317,10973.709,MSE
2021-10-01,IN_H05,1.1271153e+07,6.227127e+06,1.0170938e+07,1.1506022e+07,6.227127e+06,6.227127e+06,9.363198e+06,8.926969e+06,MSE
2021-10-01,IN_J01,1.5822317e+09,2.728533e+09,2.2884196e+09,1.4497784e+09,2.728533e+09,2.728533e+09,3.4659067e+09,2.7831816e+09,MSE
2021-10-01,IN_J02,1.2396273e+08,1.9025816e+08,6.824677e+07,7.7756344e+07,1.9025816e+08,1.9025816e+08,7.381152e+07,1.4619766e+08,MSE
2021-10-01,IN_J04,57947.5,5095.5,19837.5,25371.0,15753.271,15753.271,30623.13,36076.133,MSE
2021-10-01,IN_J05,2.1185648e+08,2.3534792e+08,2.5761262e+08,2.4504043e+08,2.3534792e+08,2.4504043e+08,2.5211245e+08,3.5415904e+08,MSE
2021-10-01,IN_J06,513397.5,442192.56,369689.8,71065.25,442192.56,197478.55,177654.42,295088.38,MSE
2021-10-01,IN_L01,3.0167886e+07,9.616254e+07,2.677214e+07,2.6105354e+07,6.002088e+06,6.002088e+06,9.56302e+06,1.6798912e+07,MSE
2021-10-01,IN_L02,5.255963e+07,5.2788256e+07,5.2616856e+07,5.145832e+07,5.2630664e+07,5.2630664e+07,5.552923e+07,5.263072e+07,MSE
2021-10-01,IN_L03,16307.5,61795.316,11736.25,36348.0,16307.5,16307.5,14046.69,9647.45,MSE
2021-10-01,IN_L04,1.7980124e+07,7.886974e+07,1.2750785e+07,1.3635552e+07,1.7980124e+07,1.7980124e+07,5.759424e+06,1.5425127e+07,MSE
2021-10-01,IN_M01,6.4486004e+07,3.1348296e+07,2.0621764e+07,1.1095356e+07,3.2303776e+07,3.2303776e+07,3.4773984e+07,5.284229e+07,MSE
2021-10-01,IN_M02,6.991464e+08,7.848372e+08,5.6306157e+08,5.2916653e+08,7.848372e+08,7.848372e+08,1.020797e+09,6.6136256e+08,MSE
2021-10-01,IN_M03,4.3561744e+07,4.8144064e+08,5.846425e+07,5.3569384e+07,1.3290491e+07,1.3290491e+07,5.8110376e+07,4.3555624e+07,MSE
2021-10-01,IN_M04,24960.5,910662.4,266754.5,340686.5,910662.4,910662.4,215734.22,25504.238,MSE
2021-10-01,IN_M05,72612.5,1.0439539e+06,20532.5,74521.5,72612.5,72612.5,8426.383,71124.62,MSE
2021-10-01,IN_M09,197.5,10055.874,414.0625,512.25,1226.4365,1226.4365,483.72028,653.9665,MSE
2021-10-01,IN_N01,5.3680245e+06,2.7954578e+06,1.8733398e+06,2.3353908e+06,5.3680245e+06,5.3680245e+06,3.135669e+07,5.313947e+06,MSE
2021-10-01,IN_N02,4.2302252e+09,1.3780986e+10,3.5752476e+09,3.210245e+09,8.017954e+09,8.017954e+09,2.2473413e+09,3.7368463e+09,MSE
2021-10-01,IN_N03,1.5898989e+07,5.0930483e+08,3.0971832e+06,3.2962272e+06,4.174892e+07,4.174892e+07,1.456371e+07,1.5704644e+07,MSE
2021-10-01,IN_N04,697554.75,2.1015936e+07,1.0489276e+06,1.0580605e+06,375783.0,375783.0,930406.44,240685.16,MSE
2021-10-01,IN_N05,6.9011565e+08,1.1376798e+10,7.3933856e+08,7.067359e+08,6.1101114e+08,6.1101114e+08,3.7382904e+07,1.6980906e+08,MSE
2021-10-01,IN_N06,1.5466056e+09,3.2312168e+10,3.390776e+09,3.2964864e+09,4.917561e+07,6.252816e+07,2.6613166e+08,2.3409238e+08,MSE
2021-10-01,IN_N07,5.256803e+09,4.4937006e+09,3.581659e+09,3.131265e+09,3.500354e+09,1.6220851e+09,1.8103852e+09,2.9468677e+09,MSE
2021-10-01,IN_P01,5.933087e+06,7.1530535e+06,3.4453416e+07,5.6835984e+07,7.135256e+07,7.135256e+07,6.3573864e+07,2.8781632e+07,MSE
2021-10-01,IN_P02,11861.75,7997.397,7410.1875,98945.0,7997.397,7997.397,132326.27,6572.8926,MSE
2021-10-01,IN_P03,663431.25,2.706196e+06,784211.25,290907.25,1.1395248e+06,2.486994e+06,1.7096068e+06,1.2379718e+06,MSE
2021-10-01,IN_R01,4.6163674e+08,5.831606e+08,1.5591248e+08,6.090826e+08,5.514925e+08,7.235711e+08,4.4858618e+08,4.5379456e+08,MSE
2021-10-01,IN_R02,8.6588e+08,1.9619165e+08,2.5023483e+08,3.2976186e+08,1.9619165e+08,6.9375885e+08,2.885492e+08,2.9698915e+08,MSE
2021-10-01,IN_R03,3.53003e+08,3.1922826e+09,2.2678093e+08,2.4180056e+08,2.72203e+08,9.487284e+07,1.7572771e+08,7.0082323e+08,MSE
2021-10-01,IN_R05,1.1070629e+09,5.8692e+08,1.6585654e+09,1.5227699e+09,6.999467e+08,6.999467e+08,1.5189583e+09,1.3111452e+09,MSE
2021-10-01,IN_R06,3.514027e+08,7.733211e+08,2.3117355e+08,1.8178322e+08,3.0665357e+08,3.0665357e+08,3.158528e+08,3.3210848e+08,MSE
2021-10-01,IN_R07,416.75,131533.8,3059.25,4260.25,3662.957,3662.957,3904.6045,4940.25,MSE
2021-10-01,IN_S01,2.538528e+08,2.7027936e+08,3.7647338e+08,3.3393542e+08,2.538528e+08,2.538528e+08,3.7557504e+08,3.7672854e+08,MSE
2021-10-01,IN_S02,9.665177e+07,6.0855908e+07,9.870865e+07,1.03476e+08,6.1843756e+07,6.1843756e+07,5.420727e+07,6.0691092e+07,MSE
2021-10-01,IN_S03,2.1954864e+07,4.0544868e+07,2.9203196e+07,5.2825228e+07,4.0544868e+07,4.0544868e+07,3.490746e+07,3.828053e+07,MSE
2021-10-01,IN_V03,1.4485292e+09,1.1055169e+09,8.644377e+08,8.9318266e+08,8.41746e+08,6.814122e+08,1.0105339e+09,7.9734214e+08,MSE
2021-10-01,IN_V04,5.1664475e+06,1.0230355e+08,5.74687e+06,8.702101e+06,5.90833e+06,5.90833e+06,1.1180576e+07,3.8091295e+06,MSE
2021-10-01,IN_V07,1680.5,58435.62,286.5,424.5,1680.5,1680.5,5941.791,3034.8914,MSE
2022-07-01,IN_V06,1718.5,10057.09,54261.812,87733.25,3765.046,3765.046,2476.5957,1864.9131,MSE
2022-10-01,IN_A01,2.3816172e+09,4.0077814e+09,3.0935542e+09,3.1988447e+09,2.3816172e+09,2.3816172e+09,2.0383053e+09,3.0048e+09,MSE
2022-10-01,IN_A02,5.102887e+08,2.7538621e+09,4.561764e+08,7.107003e+08,6.713105e+08,6.713105e+08,4.8213747e+08,5.0669126e+08,MSE
2022-10-01,IN_A03,4.5313265e+06,1.8332368e+07,5.999156e+06,6.8069675e+06,6.344173e+06,1.2916688e+06,1.08266e+07,4.572936e+06,MSE
2022-10-01,IN_A04,3.6413384e+07,5.706395e+08,4.387203e+07,5.1978504e+07,3.6413384e+07,3.6413384e+07,2.8769436e+07,3.2182086e+07,MSE
2022-10-01,IN_A05,2452.25,37712.12,1873.75,7003.25,2452.25,2452.25,6229.7812,2445.693,MSE
2022-10-01,IN_A06,6.498161e+07,1.00350464e+09,8.587531e+07,2.6475696e+07,3.9960515e+08,3.9960515e+08,6.7147264e+08,6.989198e+08,MSE
2022-10-01,IN_A07,1.658305e+08,5.2360003e+08,4.6617092e+07,9.567843e+07,3.1647092e+07,3.1647092e+07,3.469585e+07,4.478649e+07,MSE
2022-10-01,IN_A09,24266.5,198614.5,74358.06,75791.25,102548.805,102548.805,228049.5,133263.9,MSE
2022-10-01,IN_A10,2.2560018e+08,3.4739366e+09,2.8983987e+08,3.9242448e+08,2.3329072e+08,3.1902678e+08,2.32109e+08,2.672215e+08,MSE
2022-10-01,IN_A11,7.604085e+07,2.0021336e+08,6.208955e+07,5.737218e+07,4.521647e+07,4.521647e+07,5.2140836e+07,6.169913e+07,MSE
2022-10-01,IN_A12,9.654125e+08,5.757259e+08,8.9120646e+08,8.902282e+08,6.202548e+08,6.202548e+08,9.769248e+08,9.544243e+08,MSE
2022-10-01,IN_A16,6763.5,55138.535,8141.5,5333.0,4798.782,5378.7866,590.10486,7028.6665,MSE
2022-10-01,IN_B01,3.5425616e+08,4.73496e+07,1.8888642e+08,2.1735829e+08,3.5425616e+08,4.268217e+08,3.0668067e+08,2.7734848e+08,MSE
2022-10-01,IN_B02,1.9578095e+06,3.4053498e+06,2.6461055e+06,2.7428045e+06,1.9578095e+06,1.9578095e+06,1.4438961e+06,2.2248218e+06,MSE
2022-10-01,IN_B03,3.6811606e+08,4.4007325e+08,3.2062822e+08,3.2501376e+08,2.4130741e+08,2.4130741e+08,2.8791242e+08,3.4524227e+08,MSE
2022-10-01,IN_B05,4.886261e+08,8.195394e+07,5.527237e+08,5.588677e+08,2.9717312e+08,2.9717312e+08,5.8563795e+08,4.8810266e+08,MSE
2022-10-01,IN_B06,580012.75,44040.223,215701.69,318985.5,438649.34,438649.34,455533.94,437477.03,MSE
2022-10-01,IN_C01,6.289681e+07,4.3092176e+07,4.06427e+07,1.3402733e+08,4.3092176e+07,4.3092176e+07,6.969503e+07,4.444566e+07,MSE
2022-10-01,IN_C02,2.8258158e+07,5.0772166e+08,1.6219942e+08,1.6565134e+08,1.1922606e+08,1.1922606e+08,8.8224024e+07,1.1985122e+08,MSE
2022-10-01,IN_C03,2.012469e+07,4.9535544e+07,2.373123e+07,1.7954488e+07,1.2799826e+08,1.2799826e+08,9.860763e+07,2.6384306e+07,MSE
2022-10-01,IN_C04,1311.0,15371.4375,3550.25,3349.5,341.36688,341.36688,1315.6536,6508.8145,MSE
2022-10-01,IN_C05,4.5809136e+07,3.791548e+07,2.6061188e+07,3.3832972e+07,4.0279204e+07,4.568146e+07,3.100474e+07,3.44915e+07,MSE
2022-10-01,IN_C07,4.049217e+07,3.7183082e+08,3.70172e+07,4.57796e+07,9.808035e+07,9.808035e+07,9.2511256e+07,4.051434e+07,MSE
2022-10-01,IN_C08,1.3609987e+07,1.27429384e+08,1.3715184e+07,1.4560918e+07,3.0307736e+07,3.0307736e+07,2.5958896e+07,2.37732e+07,MSE
2022-10-01,IN_C09,8.46672e+07,3.9118525e+08,7.886336e+07,1.084023e+08,8.46672e+07,8.46672e+07,1.6469226e+08,8.488538e+07,MSE
2022-10-01,IN_C10,5.494194e+07,6.208239e+08,4.472016e+07,7.019838e+07,5.9670704e+07,5.9670704e+07,1.3459674e+08,6.916906e+07,MSE
2022-10-01,IN_D01,2.2376918e+07,1.9376994e+07,2.1628864e+07,7.700354e+07,1.8231466e+07,1.8231466e+07,1.2238878e+07,1.9250406e+07,MSE
2022-10-01,IN_D02,3.55985e+06,2.5860168e+06,5.630309e+06,6.4367805e+06,2.6574592e+06,2.6574592e+06,2.7552702e+06,2.4352138e+06,MSE
2022-10-01,IN_D04,1.2526461e+07,1.4265592e+07,1.6202308e+07,1.9239062e+07,1.2526461e+07,1.2526461e+07,1.1695874e+07,6.5408765e+06,MSE
2022-10-01,IN_D05,2.9058022e+06,7.204384e+06,6.597372e+06,7.718025e+06,2.9058022e+06,2.9058022e+06,4.317422e+06,3.6401362e+06,MSE
2022-10-01,IN_D06,2.7545632e+08,4.5258804e+07,2.859146e+07,1.3648187e+08,4.5258804e+07,4.5258804e+07,3.0316096e+07,4.5137664e+07,MSE
2022-10-01,IN_D07,1.0612687e+09,9.86812e+08,6.387623e+08,5.9692077e+08,9.950381e+08,9.950381e+08,5.710964e+08,8.676812e+08,MSE
2022-10-01,IN_D08,3.1423444e+07,1.0258467e+07,9.107724e+06,64954.25,1.0258467e+07,1.0258467e+07,8.291746e+06,9.65796e+06,MSE
2022-10-01,IN_D10,2.0321195e+08,5.0798826e+08,3.427412e+08,3.69215e+08,4.0641962e+08,4.358317e+08,2.0844037e+08,2.0454733e+08,MSE
2022-10-01,IN_D11,4.475785e+07,2.7421448e+07,4.3850944e+07,4.6064e+07,3.4591516e+07,2.1583928e+07,1.2488576e+07,4.4639056e+07,MSE
2022-10-01,IN_G01,8.529262e+07,3.8139268e+07,3.722736e+07,9.9563496e+07,3.8139268e+07,3.8139268e+07,2.725064e+07,3.768042e+07,MSE
2022-10-01,IN_G02,6.8551255e+06,2.9624946e+07,1.7570118e+06,1.4946017e+07,2.9624946e+07,9.0559384e+07,2.6489202e+07,6.010418e+06,MSE
2022-10-01,IN_G03,2.2892173e+08,6.008706e+08,5.1319184e+07,1.1319213e+08,8.539665e+07,7.359914e+07,8.904993e+07,7.387639e+07,MSE
2022-10-01,IN_G04,8.465607e+06,1.1015213e+07,5.996949e+06,7.6480735e+06,1.5160214e+07,1.1085416e+07,1.547236e+07,1.0840934e+07,MSE
2022-10-01,IN_H01,67463.75,39565.336,93000.94,98856.5,32417.89,32417.89,58416.215,68119.91,MSE
2022-10-01,IN_H02,1.3725354e+08,1.2891227e+08,4.4863914e+08,5.182149e+08,1.3404845e+08,4.2775744e+08,1.03746904e+08,1.3791134e+08,MSE
2022-10-01,IN_H03,1.6047426e+07,4.440256e+07,1.6253703e+07,1.881334e+07,4.372052e+07,4.372052e+07,2.8475454e+07,1.7048626e+07,MSE
2022-10-01,IN_H04,138721.0,255580.88,103865.75,90332.0,64206.156,62828.273,93614.4,57943.516,MSE
2022-10-01,IN_H05,189576.25,1.9512758e+07,1.1414977e+07,1.5738004e+07,1.4649869e+07,1.4649869e+07,1.7546964e+07,344471.62,MSE
2022-10-01,IN_J01,2.1046778e+09,6.1619333e+09,2.9918536e+09,6.087281e+09,6.1619333e+09,5.482677e+09,1.4209267e+09,2.6835512e+09,MSE
2022-10-01,IN_J02,4.3572816e+07,2.5120118e+08,5.109764e+07,8.94968e+07,6.220132e+07,6.049801e+07,5.1133e+07,7.168659e+07,MSE
2022-10-01,IN_J04,49183.0,18014.36,32686.75,37314.5,20596.492,20596.492,53508.434,42553.383,MSE
2022-10-01,IN_J05,5.170412e+08,2.2969912e+07,4.3711972e+07,1.0532542e+08,2.2969912e+07,1.0532542e+08,6.172385e+07,1.0844068e+09,MSE
2022-10-01,IN_J06,642973.25,1.305321e+06,951839.75,834228.75,1.36835e+06,698823.44,320648.5,251189.69,MSE
2022-10-01,IN_L01,3.0627876e+07,3.2953282e+07,1.8783518e+07,2.6070772e+07,4.023131e+07,4.023131e+07,2.5323816e+07,4.573516e+07,MSE
2022-10-01,IN_L02,2.8226886e+08,3.757272e+07,3.2999806e+07,1.2230626e+08,7.497498e+07,7.497498e+07,1.2731338e+08,7.171611e+07,MSE
2022-10-01,IN_L03,47887.5,66378.484,24695.25,63210.5,47887.5,47887.5,46209.53,34354.67,MSE
2022-10-01,IN_L04,1.082509e+06,7.895864e+07,2.629679e+06,6.3610645e+06,5.678166e+06,5.678166e+06,5.5597895e+06,4.801059e+06,MSE
2022-10-01,IN_M01,4.183127e+08,1.2938052e+08,1.9966542e+08,1.933987e+08,1.7971584e+08,1.7971584e+08,1.668466e+08,3.8496666e+08,MSE
2022-10-01,IN_M02,4.717152e+07,6.8572435e+08,4.2948136e+07,6.449791e+07,5.35835e+08,5.35835e+08,5.233939e+07,9.064562e+07,MSE
2022-10-01,IN_M03,1.3271707e+07,4.059581e+08,1.4091134e+07,2.8670208e+07,3.918818e+07,3.918818e+07,3.6423944e+07,1.3238997e+07,MSE
2022-10-01,IN_M04,242327.25,285135.8,293222.25,298504.75,273013.44,273013.44,399930.88,243451.17,MSE
2022-10-01,IN_M05,125579.5,1.0121143e+06,118765.75,217717.5,125579.5,336859.94,298376.25,125200.23,MSE
2022-10-01,IN_M09,371.25,11449.25,854.25,1235.25,350.6632,350.6632,571.6853,224.20364,MSE
2022-10-01,IN_N01,1.2006992e+06,2.584035e+06,1.1710292e+06,1.6202748e+06,1.2006992e+06,1.2006992e+06,2.1960788e+06,1.1974618e+06,MSE
2022-10-01,IN_N02,6.0613233e+09,1.5827817e+10,1.9350033e+09,4.650425e+09,3.4226557e+09,1.5982025e+09,2.614102e+09,3.4420093e+09,MSE
2022-10-01,IN_N03,5.0096076e+07,3.214778e+08,5.562295e+07,5.4029124e+07,1.8224325e+08,1.8224325e+08,1.9339026e+08,7.732565e+07,MSE
2022-10-01,IN_N04,1.6524035e+06,7.2142095e+06,2.63023e+06,2.7694352e+06,5.986006e+06,5.986006e+06,3.5707662e+06,3.4076698e+06,MSE
2022-10-01,IN_N05,3.5429344e+08,9.615505e+09,3.76684e+08,5.8584614e+08,3.8028685e+08,3.8028685e+08,9.155618e+08,8.788088e+08,MSE
2022-10-01,IN_N06,1.3924631e+09,2.6684344e+10,1.3964662e+09,2.2753715e+09,2.999683e+09,3.9083226e+09,3.4042737e+09,3.33131e+09,MSE
2022-10-01,IN_N07,9.164429e+09,1.2369067e+08,2.862417e+09,4.6557563e+09,3.4165993e+09,2.078413e+09,2.9290017e+09,2.3865244e+09,MSE
2022-10-01,IN_P01,2.323586e+06,2.5016178e+06,815828.5,9.651864e+06,2.5016178e+06,2.5016178e+06,2.801334e+07,7.0401845e+06,MSE
2022-10-01,IN_P02,29072.75,24869.484,19511.938,36275.0,24869.484,24869.484,84500.11,19597.445,MSE
2022-10-01,IN_P03,376904.75,2.781195e+06,390547.44,496960.5,376904.75,419925.16,493049.88,314545.38,MSE
2022-10-01,IN_R01,2.4133742e+09,3.3546925e+08,1.296234e+09,1.4105528e+09,7.3132346e+08,7.3132346e+08,9.540029e+08,2.0111987e+09,MSE
2022-10-01,IN_R02,4.4531373e+08,1.5014837e+08,2.818303e+08,2.864184e+08,1.5014837e+08,1.5014837e+08,3.7455296e+08,3.676444e+08,MSE
2022-10-01,IN_R03,2.6917587e+08,4.0129746e+09,3.908588e+08,8.1185626e+08,4.4801706e+08,3.045027e+08,3.1282944e+08,3.2091082e+08,MSE
2022-10-01,IN_R05,1.0447662e+09,2.3934198e+08,1.0559109e+08,3.4852125e+08,6.937371e+07,6.937371e+07,3.6335875e+08,2.8393786e+08,MSE
2022-10-01,IN_R06,2.6680806e+08,6.3986e+08,6.4084856e+07,3.339671e+08,6.998472e+07,6.998472e+07,7.7970504e+07,8.478366e+07,MSE
2022-10-01,IN_R07,6259.75,150255.64,6373.1875,6469.5,1262.3988,1262.3988,4603.529,1003.85736,MSE
2022-10-01,IN_S01,1.6098204e+09,3.37862e+08,7.1247763e+08,9.288206e+08,7.1734746e+08,7.1734746e+08,1.6929458e+09,9.5392186e+08,MSE
2022-10-01,IN_S02,3.0409042e+07,3.5371876e+07,4.4441616e+07,7.589465e+07,3.474967e+07,3.832093e+07,3.928937e+07,3.1220964e+07,MSE
2022-10-01,IN_S03,2.2979445e+06,5.3260885e+06,3.605231e+07,5.0609956e+07,4.309548e+06,4.309548e+06,1.7606364e+07,1.6767881e+07,MSE
2022-10-01,IN_V03,1.4184625e+09,1.6931071e+09,1.2799028e+09,1.7694462e+08,1.2179446e+09,1.2179446e+09,1.04356326e+09,1.8729884e+09,MSE
2022-10-01,IN_V04,3.7596134e+08,5.3413132e+07,2.482238e+08,2.5395138e+08,3.1476714e+08,3.1476714e+08,4.816635e+08,3.4903456e+08,MSE
2022-10-01,IN_V07,5703.5,89725.41,9992.75,11609.0,5703.5,5703.5,4590.7817,4552.823,MSE
2023-10-01,IN_A01,4.353018e+09,1.0712198e+08,3.2436485e+09,3.5783977e+09,4.353018e+09,4.353018e+09,5.6851384e+09,4.4976056e+09,MSE
2023-10-01,IN_A02,2.9011994e+08,2.425003e+08,1.05013376e+09,1.2735465e+09,4.7703798e+08,4.7703798e+08,6.789781e+08,4.5773213e+08,MSE
2023-10-01,IN_A03,3.087914e+06,780920.06,1.5760327e+07,1.6336657e+07,3.087914e+06,3.087914e+06,7.3665085e+06,3.139947e+06,MSE
2023-10-01,IN_A04,4.9457084e+07,2.5635429e+08,7.626341e+07,4.0682464e+07,4.9457084e+07,4.9457084e+07,6.154337e+07,4.8248612e+07,MSE
2023-10-01,IN_A05,6549.25,5670.798,17602.188,14522.5,6549.25,6549.25,10637.53,6618.9844,MSE
2023-10-01,IN_A06,1.7173036e+09,3.6199027e+09,1.3447922e+09,1.0687934e+09,1.4871885e+09,1.4871885e+09,1.1317805e+09,1.4125524e+09,MSE
2023-10-01,IN_A07,1.1277915e+09,1.1291553e+08,8.188906e+08,9.045474e+08,8.380018e+08,8.380018e+08,9.938712e+08,7.900548e+08,MSE
2023-10-01,IN_A09,28052.5,47566.75,72096.5,56920.5,28052.5,28052.5,78305.0,55206.12,MSE
2023-10-01,IN_A10,1.6718069e+08,6.6997357e+08,8.7281043e+08,7.467238e+08,1.6718069e+08,1.6718069e+08,7.149057e+08,1.6964211e+08,MSE
2023-10-01,IN_A11,5.1380055e+06,1.6534886e+08,4.5042e+06,1.1614851e+07,7.9768715e+06,2.444403e+07,8.835194e+06,6.437685e+06,MSE
2023-10-01,IN_A12,3.131822e+08,4.6129696e+07,4.9435622e+08,4.693573e+08,1.2965267e+08,1.5460507e+08,4.577399e+08,3.1642112e+08,MSE
2023-10-01,IN_A16,6399.5,88358.34,15125.75,13894.5,4145.3477,15002.67,4691.6562,6167.3613,MSE
2023-10-01,IN_B01,2.5917066e+08,1.0899712e+08,8.911266e+07,1.8450642e+08,2.5917066e+08,2.5917066e+08,7.341377e+07,2.2480037e+08,MSE
2023-10-01,IN_B02,793537.25,613754.4,1.5450022e+06,3.3637402e+06,826469.94,826469.94,1.8036358e+06,834514.4,MSE
2023-10-01,IN_B03,2.0083093e+08,4.4113256e+07,2.457718e+08,2.4529197e+08,2.3585941e+08,2.3585941e+08,9.3953624e+07,1.9217171e+08,MSE
2023-10-01,IN_B05,1.819886e+08,4.952078e+07,2.0327605e+08,2.0738245e+08,1.13255576e+08,1.13255576e+08,2.2087272e+08,1.8213395e+08,MSE
