NDC,record_id,ATC4 Class
00406052201,AK_2024_4_FFSU_00406052201,N02BE
00406802003,AK_2024_4_FFSU_00406802003,V03AB
00054418325,AK_2024_4_FFSU_00054418325,D07XB
00406889201,AK_2024_4_FFSU_00406889201,N06BA
00046110281,AK_2024_4_FFSU_00046110281,G03FA
00088250033,AK_2024_4_FFSU_00088250033,A10AB
00378876893,AK_2024_4_FFSU_00378876893,V03AB
00143980305,AK_2024_4_FFSU_00143980305,A01AB
00168020360,AK_2024_4_FFSU_00168020360,G01AA
00264780020,AK_2024_4_FFSU_00264780020,B05CB
00409189301,AK_2024_4_FFSU_00409189301,N02AA
00054817525,AK_2024_4_FFSU_00054817525,S02BA
00378104901,AK_2024_4_FFSU_00378104901,N06AA
00168008031,AK_2024_4_FFSU_00168008031,A01AC
00169418113,AK_2024_4_FFSU_00169418113,A10BJ
00046110711,AK_2024_4_FFSU_00046110711,G03CA
00168027740,AK_2024_4_FFSU_00168027740,G01AA
00093520006,AK_2024_4_FFSU_00093520006,N05BE
00168008031,AK_2024_4_FFSU_00168008031,C05AA
00310737220,AK_2024_4_FFSU_00310737220,R03AC
00037682210,AK_2024_4_FFSU_00037682210,S01CB
00173071620,AK_2024_4_FFSU_00173071620,R01AD
00093720110,AK_2024_4_FFSU_00093720110,C10AA
00115180001,AK_2024_4_FFSU_00115180001,N06BA
00264775000,AK_2024_4_FFSU_00264775000,B05XA
00093220401,AK_2024_4_FFSU_00093220401,A03FA
00054418125,AK_2024_4_FFSU_00054418125,S02BA
00173087410,AK_2024_4_FFSU_00173087410,R03BA
00406052205,AK_2024_4_FFSU_00406052205,N02BE
00168008031,AK_2024_4_FFSU_00168008031,S01BA
00093310905,AK_2024_4_FFSU_00093310905,A02BC
00054817625,AK_2024_4_FFSU_00054817625,S03BA
00378700393,AK_2024_4_FFSU_00378700393,N06AB
00168025846,AK_2024_4_FFSU_00168025846,S01BA
00338001702,AK_2024_4_FFSU_00338001702,B05BA
00430042014,AK_2024_4_FFSU_00430042014,G03AA
00338001702,AK_2024_4_FFSU_00338001702,V04CA
00093342210,AK_2024_4_FFSU_00093342210,M03BX
00093227434,AK_2024_4_FFSU_00093227434,J01CA
00054039063,AK_2024_4_FFSU_00054039063,N02AA
00093363020,AK_2024_4_FFSU_00093363020,D06BB
00173069700,AK_2024_4_FFSU_00173069700,R03AC
00143988915,AK_2024_4_FFSU_00143988915,J01CA
00378700410,AK_2024_4_FFSU_00378700410,N06AB
00121067585,AK_2024_4_FFSU_00121067585,N03AG
00093406701,AK_2024_4_FFSU_00093406701,C02CA
00430042014,AK_2024_4_FFSU_00430042014,L02AA
00078087601,AK_2024_4_FFSU_00078087601,D10AA
00143959525,AK_2024_4_FFSU_00143959525,S01HA
00406896101,AK_2024_4_FFSU_00406896101,N06BA
00093816401,AK_2024_4_FFSU_00093816401,N05AH
00168035730,AK_2024_4_FFSU_00168035730,D04AB
00228203110,AK_2024_4_FFSU_00228203110,N05BA
00143959401,AK_2024_4_FFSU_00143959401,C01BB
00378728753,AK_2024_4_FFSU_00378728753,B03AE
00054001925,AK_2024_4_FFSU_00054001925,A07EA
00093172101,AK_2024_4_FFSU_00093172101,B01AA
00378728753,AK_2024_4_FFSU_00378728753,G03AD
00378808345,AK_2024_4_FFSU_00378808345,D10AD
00406853001,AK_2024_4_FFSU_00406853001,N02AA
00115155510,AK_2024_4_FFSU_00115155510,C10AB
00093820401,AK_2024_4_FFSU_00093820401,A02BA
00093171201,AK_2024_4_FFSU_00093171201,B01AA
00054418325,AK_2024_4_FFSU_00054418325,R01AD
00168014630,AK_2024_4_FFSU_00168014630,D07AA
00409379501,AK_2024_4_FFSU_00409379501,S01BC
00378967193,AK_2024_4_FFSU_00378967193,R03AC
00009001201,AK_2024_4_FFSU_00009001201,D07XA
00173088210,AK_2024_4_FFSU_00173088210,D07AC
00406996201,AK_2024_4_FFSU_00406996201,N05CD
00093720210,AK_2024_4_FFSU_00093720210,C10BX
00054001725,AK_2024_4_FFSU_00054001725,H02AB
00054417925,AK_2024_4_FFSU_00054417925,S03BA
00168002031,AK_2024_4_FFSU_00168002031,S01CB
00054418325,AK_2024_4_FFSU_00054418325,H02AB
00378464326,AK_2024_4_FFSU_00378464326,G03CA
00378210001,AK_2024_4_FFSU_00378210001,A07DA
00378087199,AK_2024_4_FFSU_00378087199,S01EA
00406851001,AK_2024_4_FFSU_00406851001,N02AA
00046110481,AK_2024_4_FFSU_00046110481,G03CA
00093330101,AK_2024_4_FFSU_00093330101,N02AX
00378363501,AK_2024_4_FFSU_00378363501,S01GX
00173069700,AK_2024_4_FFSU_00173069700,R01AD
00338011704,AK_2024_4_FFSU_00338011704,G04BA
00093719801,AK_2024_4_FFSU_00093719801,N06AB
00406052305,AK_2024_4_FFSU_00406052305,N02BE
00078079975,AK_2024_4_FFSU_00078079975,D07AB
00378876693,AK_2024_4_FFSU_00378876693,N02AE
00378427577,AK_2024_4_FFSU_00378427577,J05AB
00078065967,AK_2024_4_FFSU_00078065967,C09CA
00054817525,AK_2024_4_FFSU_00054817525,S01BA
00409272031,AK_2024_4_FFSU_00409272031,C05BA
00172409780,AK_2024_4_FFSU_00172409780,M03BX
00310737020,AK_2024_4_FFSU_00310737020,R03AC
00310908012,AK_2024_4_FFSU_00310908012,D07AC
00131247735,AK_2024_4_FFSU_00131247735,N03AX
00006027754,AK_2024_4_FFSU_00006027754,A10BH
00168032346,AK_2024_4_FFSU_00168032346,D06BX
00009001103,AK_2024_4_FFSU_00009001103,D07AA
00093415580,AK_2024_4_FFSU_00093415580,J01CA
00406037801,AK_2024_4_FFSU_00406037801,N02AJ
00168020437,AK_2024_4_FFSU_00168020437,D04AB
00002772801,AK_2024_4_FFSU_00002772801,A10AC
00093720198,AK_2024_4_FFSU_00093720198,C10AA
00009004722,AK_2024_4_FFSU_00009004722,D10AA
00168032346,AK_2024_4_FFSU_00168032346,G01AF
00168035730,AK_2024_4_FFSU_00168035730,N01BB
00054418125,AK_2024_4_FFSU_00054418125,S01BA
00003049420,AK_2024_4_FFSU_00003049420,A01AC
00169210125,AK_2024_4_FFSU_00169210125,A10AB
00003089421,AK_2024_4_FFSU_00003089421,B01AF
00378395105,AK_2024_4_FFSU_00378395105,C10AA
00078079975,AK_2024_4_FFSU_00078079975,D07XB
00168008031,AK_2024_4_FFSU_00168008031,S01CB
00245021211,AK_2024_4_FFSU_00245021211,C01CA
00338004941,AK_2024_4_FFSU_00338004941,B05CB
00406144501,AK_2024_4_FFSU_00406144501,N06BA
00378797093,AK_2024_4_FFSU_00378797093,R01AX
00009001201,AK_2024_4_FFSU_00009001201,A07EA
00121086802,AK_2024_4_FFSU_00121086802,A07AA
00003049420,AK_2024_4_FFSU_00003049420,C05AA
00093598627,AK_2024_4_FFSU_00093598627,R03AA
00378705852,AK_2024_4_FFSU_00378705852,R03CC
00093202623,AK_2024_4_FFSU_00093202623,J01FA
00245531911,AK_2024_4_FFSU_00245531911,B05XA
00228424106,AK_2024_4_FFSU_00228424106,N02CX
00093681573,AK_2024_4_FFSU_00093681573,D07AC
00093416178,AK_2024_4_FFSU_00093416178,J01CA
00054253125,AK_2024_4_FFSU_00054253125,N05AN
00002879959,AK_2024_4_FFSU_00002879959,A10AD
00409128303,AK_2024_4_FFSU_00409128303,N02AA
00054032856,AK_2024_4_FFSU_00054032856,R03BA
00409909425,AK_2024_4_FFSU_00409909425,N02AB
00093005801,AK_2024_4_FFSU_00093005801,N02AX
00093767902,AK_2024_4_FFSU_00093767902,L02AA
00078077720,AK_2024_4_FFSU_00078077720,C09DX
00173089310,AK_2024_4_FFSU_00173089310,R01AD
00009307301,AK_2024_4_FFSU_00009307301,D10AA
00054418325,AK_2024_4_FFSU_00054418325,S03BA
00069050130,AK_2024_4_FFSU_00069050130,L04AF
00264410090,AK_2024_4_FFSU_00264410090,N02BE
00121075908,AK_2024_4_FFSU_00121075908,H02AB
00121104516,AK_2024_4_FFSU_00121104516,G01AA
00093321205,AK_2024_4_FFSU_00093321205,N03AE
00054032756,AK_2024_4_FFSU_00054032756,D07AC
00168020437,AK_2024_4_FFSU_00168020437,N01BB
00093117201,AK_2024_4_FFSU_00093117201,J01CE
00378581377,AK_2024_4_FFSU_00378581377,C09CA
00378905593,AK_2024_4_FFSU_00378905593,S02DA
00002771227,AK_2024_4_FFSU_00002771227,A10AD
00409272002,AK_2024_4_FFSU_00409272002,B01AB
00054981725,AK_2024_4_FFSU_00054981725,H02AB
00054817525,AK_2024_4_FFSU_00054817525,S01CB
00338004903,AK_2024_4_FFSU_00338004903,B05XA
00173085910,AK_2024_4_FFSU_00173085910,D07AC
00046110281,AK_2024_4_FFSU_00046110281,G03CA
00173068220,AK_2024_4_FFSU_00173068220,R03CC
00378876593,AK_2024_4_FFSU_00378876593,N07BC
00088221905,AK_2024_4_FFSU_00088221905,A10AE
00172392780,AK_2024_4_FFSU_00172392780,N05BA
00121087316,AK_2024_4_FFSU_00121087316,A06AD
00006027731,AK_2024_4_FFSU_00006027731,A10BH
00338001748,AK_2024_4_FFSU_00338001748,V06DC
00406012301,AK_2024_4_FFSU_00406012301,N02AJ
00338011704,AK_2024_4_FFSU_00338011704,B05XA
00228306211,AK_2024_4_FFSU_00228306211,N06BA
00009028002,AK_2024_4_FFSU_00009028002,H02AB
00168000215,AK_2024_4_FFSU_00168000215,R03BA
00093363020,AK_2024_4_FFSU_00093363020,S01AD
00185012201,AK_2024_4_FFSU_00185012201,J01XE
00406800503,AK_2024_4_FFSU_00406800503,A06AH
00264151031,AK_2024_4_FFSU_00264151031,B05CX
00093322308,AK_2024_4_FFSU_00093322308,G03CA
00116200116,AK_2024_4_FFSU_00116200116,D09AA
00185209901,AK_2024_4_FFSU_00185209901,N06BA
00078079975,AK_2024_4_FFSU_00078079975,H02AB
00054018913,AK_2024_4_FFSU_00054018913,N02AE
00054418125,AK_2024_4_FFSU_00054418125,S01CB
00006022131,AK_2024_4_FFSU_00006022131,A10BH
00378967130,AK_2024_4_FFSU_00378967130,R01AX
00023320503,AK_2024_4_FFSU_00023320503,S01EE
00075801401,AK_2024_4_FFSU_00075801401,B01AB
00078087601,AK_2024_4_FFSU_00078087601,A01AC
00338006910,AK_2024_4_FFSU_00338006910,S01BC
00378003210,AK_2024_4_FFSU_00378003210,C07AB
00054040122,AK_2024_4_FFSU_00054040122,N06AX
00093100301,AK_2024_4_FFSU_00093100301,N05BE
00430042014,AK_2024_4_FFSU_00430042014,G03AB
00185067405,AK_2024_4_FFSU_00185067405,N05BB
00378064205,AK_2024_4_FFSU_00378064205,A07EA
00143951910,AK_2024_4_FFSU_00143951910,L01BA
00228212850,AK_2024_4_FFSU_00228212850,C02AC
00078065920,AK_2024_4_FFSU_00078065920,C09CA
00228212750,AK_2024_4_FFSU_00228212750,C02AC
00002771459,AK_2024_4_FFSU_00002771459,A10AD
00115148901,AK_2024_4_FFSU_00115148901,N06BA
00074024302,AK_2024_4_FFSU_00074024302,L04AB
00078077767,AK_2024_4_FFSU_00078077767,C09CA
00406048401,AK_2024_4_FFSU_00406048401,R05DA
00378661493,AK_2024_4_FFSU_00378661493,D10BA
00002772801,AK_2024_4_FFSU_00002772801,A10AB
00078087601,AK_2024_4_FFSU_00078087601,C05AA
00264780009,AK_2024_4_FFSU_00264780009,B05XA
00406117001,AK_2024_4_FFSU_00406117001,N07BB
00074231030,AK_2024_4_FFSU_00074231030,L04AF
00310737220,AK_2024_4_FFSU_00310737220,D07AC
00378876793,AK_2024_4_FFSU_00378876793,N07BC
00003049420,AK_2024_4_FFSU_00003049420,R01AD
00378803093,AK_2024_4_FFSU_00378803093,J01FA
00169750111,AK_2024_4_FFSU_00169750111,A10AB
00074706990,AK_2024_4_FFSU_00074706990,H03AA
00009028051,AK_2024_4_FFSU_00009028051,H02AB
00009001104,AK_2024_4_FFSU_00009001104,D07XA
00093078710,AK_2024_4_FFSU_00093078710,C07AB
00378750332,AK_2024_4_FFSU_00378750332,R03AC
00406052205,AK_2024_4_FFSU_00406052205,N02AA
00054317644,AK_2024_4_FFSU_00054317644,D10AA
00121075908,AK_2024_4_FFSU_00121075908,S03BA
00185067601,AK_2024_4_FFSU_00185067601,N05BB
00093007301,AK_2024_4_FFSU_00093007301,N05CF
00169320111,AK_2024_4_FFSU_00169320111,A10AD
00168025815,AK_2024_4_FFSU_00168025815,C05AA
00168035730,AK_2024_4_FFSU_00168035730,R02AD
00054004544,AK_2024_4_FFSU_00054004544,R01AX
00074055402,AK_2024_4_FFSU_00074055402,L04AB
00054016629,AK_2024_4_FFSU_00054016629,L04AA
00378905593,AK_2024_4_FFSU_00378905593,C01BB
00023530105,AK_2024_4_FFSU_00023530105,S01XA
00378967130,AK_2024_4_FFSU_00378967130,R03AL
00406048462,AK_2024_4_FFSU_00406048462,N02BE
00065414727,AK_2024_4_FFSU_00065414727,D11AX
00378728753,AK_2024_4_FFSU_00378728753,L02AA
00002149580,AK_2024_4_FFSU_00002149580,A10BX
00002148480,AK_2024_4_FFSU_00002148480,A10BX
00074210001,AK_2024_4_FFSU_00074210001,L04AC
00406037801,AK_2024_4_FFSU_00406037801,N02BE
00173069700,AK_2024_4_FFSU_00173069700,R03AK
00168025846,AK_2024_4_FFSU_00168025846,D07AC
00310461150,AK_2024_4_FFSU_00310461150,L01FF
00093598627,AK_2024_4_FFSU_00093598627,C01CA
00121088508,AK_2024_4_FFSU_00121088508,D07AA
00378932032,AK_2024_4_FFSU_00378932032,D07AC
00143211205,AK_2024_4_FFSU_00143211205,J01AA
00228212710,AK_2024_4_FFSU_00228212710,C02AC
00406012401,AK_2024_4_FFSU_00406012401,R05DA
00378876693,AK_2024_4_FFSU_00378876693,V03AB
00143992490,AK_2024_4_FFSU_00143992490,J01DB
00115351101,AK_2024_4_FFSU_00115351101,N07AA
00054418425,AK_2024_4_FFSU_00054418425,D10AA
00054040013,AK_2024_4_FFSU_00054040013,N06AX
00378932232,AK_2024_4_FFSU_00378932232,D07AC
00054001725,AK_2024_4_FFSU_00054001725,A07EA
00378750332,AK_2024_4_FFSU_00378750332,R01AD
00054032656,AK_2024_4_FFSU_00054032656,R03AC
00093005301,AK_2024_4_FFSU_00093005301,N05BE
00378868854,AK_2024_4_FFSU_00378868854,J01FF
00168008031,AK_2024_4_FFSU_00168008031,D07XA
00228315303,AK_2024_4_FFSU_00228315303,N02AE
00406012510,AK_2024_4_FFSU_00406012510,R05DA
00406051262,AK_2024_4_FFSU_00406051262,N02AA
00406052305,AK_2024_4_FFSU_00406052305,N02AA
00009001104,AK_2024_4_FFSU_00009001104,A07EA
00093770456,AK_2024_4_FFSU_00093770456,J05AF
00074662490,AK_2024_4_FFSU_00074662490,H03AA
00168009960,AK_2024_4_FFSU_00168009960,H02CA
00093729605,AK_2024_4_FFSU_00093729605,C07AG
00168020230,AK_2024_4_FFSU_00168020230,D10AF
00310737020,AK_2024_4_FFSU_00310737020,D07AC
00378932132,AK_2024_4_FFSU_00378932132,R03AC
00168020437,AK_2024_4_FFSU_00168020437,R02AD
00409272031,AK_2024_4_FFSU_00409272031,S01XA
00054060313,AK_2024_4_FFSU_00054060313,N06AX
00093417773,AK_2024_4_FFSU_00093417773,J01DB
00406895901,AK_2024_4_FFSU_00406895901,N06BA
00338001702,AK_2024_4_FFSU_00338001702,V06DC
00378827052,AK_2024_4_FFSU_00378827052,R03CC
00093506110,AK_2024_4_FFSU_00093506110,N05BB
00074659490,AK_2024_4_FFSU_00074659490,H03AA
00093171401,AK_2024_4_FFSU_00093171401,B01AA
00264151031,AK_2024_4_FFSU_00264151031,V04CA
00078087601,AK_2024_4_FFSU_00078087601,S01CB
00173086910,AK_2024_4_FFSU_00173086910,R03AL
00378876593,AK_2024_4_FFSU_00378876593,A06AH
00254302902,AK_2024_4_FFSU_00254302902,A06AX
00093681773,AK_2024_4_FFSU_00093681773,R01AD
00378967193,AK_2024_4_FFSU_00378967193,R03AL
00078087601,AK_2024_4_FFSU_00078087601,R01AD
00173069600,AK_2024_4_FFSU_00173069600,R03AC
00168020437,AK_2024_4_FFSU_00168020437,S01HA
00143962125,AK_2024_4_FFSU_00143962125,B03BA
00093598527,AK_2024_4_FFSU_00093598527,C01CA
00173069700,AK_2024_4_FFSU_00173069700,R03BA
00245531901,AK_2024_4_FFSU_00245531901,A12BA
00378427677,AK_2024_4_FFSU_00378427677,J05AB
00054350049,AK_2024_4_FFSU_00054350049,C05AD
00338055318,AK_2024_4_FFSU_00338055318,B05XA
00093738405,AK_2024_4_FFSU_00093738405,N06AX
00115169449,AK_2024_4_FFSU_00115169449,A01AD
00456045701,AK_2024_4_FFSU_00456045701,H03AA
00054317644,AK_2024_4_FFSU_00054317644,S02BA
00078107068,AK_2024_4_FFSU_00078107068,L04AC
00143980350,AK_2024_4_FFSU_00143980350,A01AB
00378932132,AK_2024_4_FFSU_00378932132,R01AD
00054017613,AK_2024_4_FFSU_00054017613,N02AE
00228202910,AK_2024_4_FFSU_00228202910,N05BA
00338011704,AK_2024_4_FFSU_00338011704,A12AA
00002771227,AK_2024_4_FFSU_00002771227,A10AC
00168020360,AK_2024_4_FFSU_00168020360,D10AF
00168025815,AK_2024_4_FFSU_00168025815,R01AD
00172392570,AK_2024_4_FFSU_00172392570,N05BA
00378334053,AK_2024_4_FFSU_00378334053,G03AA
00074364103,AK_2024_4_FFSU_00074364103,L02AE
00378705852,AK_2024_4_FFSU_00378705852,R03AC
00338069104,AK_2024_4_FFSU_00338069104,B05BB
00409909425,AK_2024_4_FFSU_00409909425,N01AH
00378334053,AK_2024_4_FFSU_00378334053,L02AA
00168025815,AK_2024_4_FFSU_00168025815,H02AB
00168027740,AK_2024_4_FFSU_00168027740,D10AF
00143951910,AK_2024_4_FFSU_00143951910,L04AX
00378876793,AK_2024_4_FFSU_00378876793,A06AH
00378456105,AK_2024_4_FFSU_00378456105,A12BA
00121075908,AK_2024_4_FFSU_00121075908,A07EA
00074662419,AK_2024_4_FFSU_00074662419,H03AA
00168025846,AK_2024_4_FFSU_00168025846,D01AC
00078087601,AK_2024_4_FFSU_00078087601,S01AA
00143965901,AK_2024_4_FFSU_00143965901,G03BA
00054070925,AK_2024_4_FFSU_00054070925,N07BC
00093310905,AK_2024_4_FFSU_00093310905,J01FA
00054018913,AK_2024_4_FFSU_00054018913,V03AB
00378395005,AK_2024_4_FFSU_00378395005,C10AA
00074434119,AK_2024_4_FFSU_00074434119,H03AA
00409128331,AK_2024_4_FFSU_00409128331,N02AA
00093738598,AK_2024_4_FFSU_00093738598,N06AX
00173089201,AK_2024_4_FFSU_00173089201,R03DX
00338070541,AK_2024_4_FFSU_00338070541,A12BA
00430042014,AK_2024_4_FFSU_00430042014,G03AC
00378087299,AK_2024_4_FFSU_00378087299,N02CX
00054317644,AK_2024_4_FFSU_00054317644,A01AC
00168020160,AK_2024_4_FFSU_00168020160,G01AA
00024414260,AK_2024_4_FFSU_00024414260,C01BD
00406012405,AK_2024_4_FFSU_00406012405,R05DA
00093075210,AK_2024_4_FFSU_00093075210,C07AB
00069024230,AK_2024_4_FFSU_00069024230,G04BD
00173068220,AK_2024_4_FFSU_00173068220,R03AC
00054317644,AK_2024_4_FFSU_00054317644,C05AA
00430042014,AK_2024_4_FFSU_00430042014,B03AA
00093317431,AK_2024_4_FFSU_00093317431,R03CC
00093227434,AK_2024_4_FFSU_00093227434,J01CR
00121203830,AK_2024_4_FFSU_00121203830,N07BC
00143985316,AK_2024_4_FFSU_00143985316,J01CA
00172208960,AK_2024_4_FFSU_00172208960,C03AA
00002751001,AK_2024_4_FFSU_00002751001,A10AD
00002879959,AK_2024_4_FFSU_00002879959,A10AB
00338954304,AK_2024_4_FFSU_00338954304,B05XA
00378808445,AK_2024_4_FFSU_00378808445,L01XF
00054317644,AK_2024_4_FFSU_00054317644,S01BA
00069130801,AK_2024_4_FFSU_00069130801,B03XA
00378728753,AK_2024_4_FFSU_00378728753,G03AB
00002820705,AK_2024_4_FFSU_00002820705,A10AD
00054017713,AK_2024_4_FFSU_00054017713,N02AE
00054074287,AK_2024_4_FFSU_00054074287,R03CC
00143211250,AK_2024_4_FFSU_00143211250,A01AB
00121088516,AK_2024_4_FFSU_00121088516,A01AC
00115180301,AK_2024_4_FFSU_00115180301,N05BB
00121104516,AK_2024_4_FFSU_00121104516,D01AA
00054418425,AK_2024_4_FFSU_00054418425,A01AC
00245531901,AK_2024_4_FFSU_00245531901,B05XA
00143959525,AK_2024_4_FFSU_00143959525,D04AB
00093171601,AK_2024_4_FFSU_00093171601,B01AA
00168025815,AK_2024_4_FFSU_00168025815,S03BA
00093342001,AK_2024_4_FFSU_00093342001,M03BX
00121088516,AK_2024_4_FFSU_00121088516,C05AA
00093416173,AK_2024_4_FFSU_00093416173,J01CA
00054418425,AK_2024_4_FFSU_00054418425,C05AA
00054982831,AK_2024_4_FFSU_00054982831,H02AB
00002771227,AK_2024_4_FFSU_00002771227,A10AB
00054002125,AK_2024_4_FFSU_00054002125,N05AN
00245086070,AK_2024_4_FFSU_00245086070,P01AB
00310461612,AK_2024_4_FFSU_00310461612,R01AD
00054032856,AK_2024_4_FFSU_00054032856,R03AC
00378750332,AK_2024_4_FFSU_00378750332,R03AK
00069314019,AK_2024_4_FFSU_00069314019,S01AA
00168009960,AK_2024_4_FFSU_00168009960,G01AF
00172409680,AK_2024_4_FFSU_00172409680,M03BX
00406833001,AK_2024_4_FFSU_00406833001,N02AA
00378456105,AK_2024_4_FFSU_00378456105,B05XA
00115175701,AK_2024_4_FFSU_00115175701,R06AX
00245036030,AK_2024_4_FFSU_00245036030,B05XA
00406147301,AK_2024_4_FFSU_00406147301,N06BA
00456151060,AK_2024_4_FFSU_00456151060,N06AX
00003049420,AK_2024_4_FFSU_00003049420,R03BA
00093598627,AK_2024_4_FFSU_00093598627,B02BC
00228212810,AK_2024_4_FFSU_00228212810,N02CX
00037682210,AK_2024_4_FFSU_00037682210,C05AD
00228212910,AK_2024_4_FFSU_00228212910,N02CX
00168000215,AK_2024_4_FFSU_00168000215,S01BA
00093227534,AK_2024_4_FFSU_00093227534,J01CA
00003218811,AK_2024_4_FFSU_00003218811,L04AA
00003029305,AK_2024_4_FFSU_00003029305,S01BA
00093816201,AK_2024_4_FFSU_00093816201,N05AH
00093767902,AK_2024_4_FFSU_00093767902,G03AC
00409272002,AK_2024_4_FFSU_00409272002,C05BA
00338070541,AK_2024_4_FFSU_00338070541,B05XA
00409733201,AK_2024_4_FFSU_00409733201,J01DD
00169430730,AK_2024_4_FFSU_00169430730,A10BJ
00378668977,AK_2024_4_FFSU_00378668977,A02BC
00378803093,AK_2024_4_FFSU_00378803093,A02BC
00002880359,AK_2024_4_FFSU_00002880359,A10AC
00054417925,AK_2024_4_FFSU_00054417925,D07AB
00378750332,AK_2024_4_FFSU_00378750332,A07EA
00143959525,AK_2024_4_FFSU_00143959525,N01BB
00093321301,AK_2024_4_FFSU_00093321301,N03AE
00054032656,AK_2024_4_FFSU_00054032656,R03AK
00002771459,AK_2024_4_FFSU_00002771459,A10AB
00228285311,AK_2024_4_FFSU_00228285311,C02AC
00054327099,AK_2024_4_FFSU_00054327099,R03BA
00003029328,AK_2024_4_FFSU_00003029328,A01AC
00093081101,AK_2024_4_FFSU_00093081101,N06AA
00169770821,AK_2024_4_FFSU_00169770821,H01AC
00054317644,AK_2024_4_FFSU_00054317644,S01CB
00054017713,AK_2024_4_FFSU_00054017713,N07BC
00378750232,AK_2024_4_FFSU_00378750232,R03AC
00054317644,AK_2024_4_FFSU_00054317644,R01AD
00093372755,AK_2024_4_FFSU_00093372755,S01BC
00006011231,AK_2024_4_FFSU_00006011231,A10BH
00168014630,AK_2024_4_FFSU_00168014630,S02BA
00003029328,AK_2024_4_FFSU_00003029328,C05AA
00093354143,AK_2024_4_FFSU_00093354143,G03CA
00074455219,AK_2024_4_FFSU_00074455219,H03AA
00378932132,AK_2024_4_FFSU_00378932132,R03AK
00037682210,AK_2024_4_FFSU_00037682210,A01AC
00009001201,AK_2024_4_FFSU_00009001201,D07AA
00169477212,AK_2024_4_FFSU_00169477212,A10BJ
00378750332,AK_2024_4_FFSU_00378750332,R03BA
00169320111,AK_2024_4_FFSU_00169320111,A10AB
00054417925,AK_2024_4_FFSU_00054417925,D07XB
00169210011,AK_2024_4_FFSU_00169210011,A10AD
00406802003,AK_2024_4_FFSU_00406802003,N07BC
00116200116,AK_2024_4_FFSU_00116200116,R02AA
00093216568,AK_2024_4_FFSU_00093216568,V03AB
00406013601,AK_2024_4_FFSU_00406013601,N06BA
00169431430,AK_2024_4_FFSU_00169431430,A10BJ
00037682210,AK_2024_4_FFSU_00037682210,C05AA
00378827052,AK_2024_4_FFSU_00378827052,R03AC
00264775000,AK_2024_4_FFSU_00264775000,A12CA
00093681773,AK_2024_4_FFSU_00093681773,A07EA
00093598627,AK_2024_4_FFSU_00093598627,S01EA
00093202694,AK_2024_4_FFSU_00093202694,S01AA
00093598527,AK_2024_4_FFSU_00093598527,B02BC
00378808220,AK_2024_4_FFSU_00378808220,L01XF
00074433902,AK_2024_4_FFSU_00074433902,L04AB
00078081881,AK_2024_4_FFSU_00078081881,H01CB
00054418425,AK_2024_4_FFSU_00054418425,S01CB
00121088516,AK_2024_4_FFSU_00121088516,R01AD
00173069600,AK_2024_4_FFSU_00173069600,R03AK
00046110511,AK_2024_4_FFSU_00046110511,L02AB
00054418425,AK_2024_4_FFSU_00054418425,R01AD
00172572860,AK_2024_4_FFSU_00172572860,A02BA
00228424106,AK_2024_4_FFSU_00228424106,S01EA
00002144511,AK_2024_4_FFSU_00002144511,L04AC
00409656201,AK_2024_4_FFSU_00409656201,G03BA
00173088101,AK_2024_4_FFSU_00173088101,R03DX
00003029328,AK_2024_4_FFSU_00003029328,D07XB
00009001103,AK_2024_4_FFSU_00009001103,S02BA
00143992701,AK_2024_4_FFSU_00143992701,J01MA
00378024305,AK_2024_4_FFSU_00378024305,C03DA
00378464226,AK_2024_4_FFSU_00378464226,G03CA
00173087410,AK_2024_4_FFSU_00173087410,D07AC
00378750232,AK_2024_4_FFSU_00378750232,R01AD
00143988901,AK_2024_4_FFSU_00143988901,J01CA
00121088516,AK_2024_4_FFSU_00121088516,H02AB
00406051205,AK_2024_4_FFSU_00406051205,N02AA
00378661493,AK_2024_4_FFSU_00378661493,D10AD
00143924920,AK_2024_4_FFSU_00143924920,J01CA
00310654004,AK_2024_4_FFSU_00310654004,A10BJ
00338170940,AK_2024_4_FFSU_00338170940,D11AX
00074379902,AK_2024_4_FFSU_00074379902,L04AB
00115991901,AK_2024_4_FFSU_00115991901,N06BA
00093681773,AK_2024_4_FFSU_00093681773,R03BA
00168025815,AK_2024_4_FFSU_00168025815,A07EA
00054032656,AK_2024_4_FFSU_00054032656,R03BA
00406511701,AK_2024_4_FFSU_00406511701,N06BA
00406114201,AK_2024_4_FFSU_00406114201,N06BA
00093729505,AK_2024_4_FFSU_00093729505,C07AG
00409379519,AK_2024_4_FFSU_00409379519,S01BC
00168002031,AK_2024_4_FFSU_00168002031,A01AC
00168014630,AK_2024_4_FFSU_00168014630,A01AC
00054418325,AK_2024_4_FFSU_00054418325,D07AB
00093415579,AK_2024_4_FFSU_00093415579,J01CA
00338069104,AK_2024_4_FFSU_00338069104,B05XA
00143959401,AK_2024_4_FFSU_00143959401,S02DA
00338004904,AK_2024_4_FFSU_00338004904,B05XA
00378797093,AK_2024_4_FFSU_00378797093,R03BB
00264151031,AK_2024_4_FFSU_00264151031,V06DC
00078091112,AK_2024_4_FFSU_00078091112,S01XA
00168002031,AK_2024_4_FFSU_00168002031,C05AA
00168014630,AK_2024_4_FFSU_00168014630,C05AA
00228203910,AK_2024_4_FFSU_00228203910,N05BA
00378932132,AK_2024_4_FFSU_00378932132,R03BA
