NDC,record_id,ATC4 Class
00078077767,AK_2024_4_FFSU_00078077767,C09DX
00116200116,AK_2024_4_FFSU_00116200116,S03AA
00093083201,AK_2024_4_FFSU_00093083201,N03AE
00173087310,AK_2024_4_FFSU_00173087310,R03BB
00168032346,AK_2024_4_FFSU_00168032346,P01AB
00093738498,AK_2024_4_FFSU_00093738498,N06AX
00245086070,AK_2024_4_FFSU_00245086070,G01AF
00054317644,AK_2024_4_FFSU_00054317644,S03BA
00406895401,AK_2024_4_FFSU_00406895401,N06BA
00054418325,AK_2024_4_FFSU_00054418325,S01BA
00002880359,AK_2024_4_FFSU_00002880359,A10AB
00093681573,AK_2024_4_FFSU_00093681573,R01AD
00169406013,AK_2024_4_FFSU_00169406013,A10BJ
00009001103,AK_2024_4_FFSU_00009001103,A01AC
00024592505,AK_2024_4_FFSU_00024592505,A10AC
00409341411,AK_2024_4_FFSU_00409341411,A03FA
00338070948,AK_2024_4_FFSU_00338070948,A12BA
00074929619,AK_2024_4_FFSU_00074929619,H03AA
00409909422,AK_2024_4_FFSU_00409909422,N01AH
00168025815,AK_2024_4_FFSU_00168025815,D01AC
00406012305,AK_2024_4_FFSU_00406012305,R05DA
00009001104,AK_2024_4_FFSU_00009001104,S01BA
00093226801,AK_2024_4_FFSU_00093226801,J01CA
00406123601,AK_2024_4_FFSU_00406123601,S01FA
00228331503,AK_2024_4_FFSU_00228331503,D04AX
00406012310,AK_2024_4_FFSU_00406012310,N02BE
00009001103,AK_2024_4_FFSU_00009001103,C05AA
00074518219,AK_2024_4_FFSU_00074518219,H03AA
00169633910,AK_2024_4_FFSU_00169633910,A10AD
00173088810,AK_2024_4_FFSU_00173088810,R03BA
00378967130,AK_2024_4_FFSU_00378967130,R03AC
00245021311,AK_2024_4_FFSU_00245021311,C01CA
00002822259,AK_2024_4_FFSU_00002822259,A10AB
00054418425,AK_2024_4_FFSU_00054418425,S03BA
00186037020,AK_2024_4_FFSU_00186037020,R03AK
00378336099,AK_2024_4_FFSU_00378336099,G03CA
00054032756,AK_2024_4_FFSU_00054032756,R01AD
00168009930,AK_2024_4_FFSU_00168009930,G01AF
00378803093,AK_2024_4_FFSU_00378803093,J01CA
00378905593,AK_2024_4_FFSU_00378905593,R02AD
00037682210,AK_2024_4_FFSU_00037682210,D07AA
00228331503,AK_2024_4_FFSU_00228331503,N06AA
00093747143,AK_2024_4_FFSU_00093747143,N02CC
00378008501,AK_2024_4_FFSU_00378008501,N04BA
00378705752,AK_2024_4_FFSU_00378705752,R03CC
00078063968,AK_2024_4_FFSU_00078063968,L04AC
00245531915,AK_2024_4_FFSU_00245531915,A12BA
00378827091,AK_2024_4_FFSU_00378827091,R03CC
00173088710,AK_2024_4_FFSU_00173088710,D07AC
00173085910,AK_2024_4_FFSU_00173085910,R01AD
00228212810,AK_2024_4_FFSU_00228212810,C02AC
00093598627,AK_2024_4_FFSU_00093598627,A01AD
00409189101,AK_2024_4_FFSU_00409189101,N02AA
00228212910,AK_2024_4_FFSU_00228212910,C02AC
00185012210,AK_2024_4_FFSU_00185012210,J01XE
00338069104,AK_2024_4_FFSU_00338069104,B05CB
00009737611,AK_2024_4_FFSU_00009737611,G03AC
00338004904,AK_2024_4_FFSU_00338004904,B05CB
00069312019,AK_2024_4_FFSU_00069312019,S01AA
00338004941,AK_2024_4_FFSU_00338004941,B05XA
00121075908,AK_2024_4_FFSU_00121075908,A01AC
00116200116,AK_2024_4_FFSU_00116200116,A01AB
00228212850,AK_2024_4_FFSU_00228212850,N02CX
00310461612,AK_2024_4_FFSU_00310461612,R03AL
00409909412,AK_2024_4_FFSU_00409909412,N02AB
00186037020,AK_2024_4_FFSU_00186037020,A07EA
00310461612,AK_2024_4_FFSU_00310461612,A07EA
00169406012,AK_2024_4_FFSU_00169406012,A10BJ
00378363501,AK_2024_4_FFSU_00378363501,R06AE
00121075908,AK_2024_4_FFSU_00121075908,C05AA
00338011703,AK_2024_4_FFSU_00338011703,A12AA
00406037801,AK_2024_4_FFSU_00406037801,R05DA
00143992701,AK_2024_4_FFSU_00143992701,S01AE
00054418325,AK_2024_4_FFSU_00054418325,S01CB
00054817525,AK_2024_4_FFSU_00054817525,D07AB
00228306011,AK_2024_4_FFSU_00228306011,N06BA
00409379501,AK_2024_4_FFSU_00409379501,M01AB
00168002031,AK_2024_4_FFSU_00168002031,D07AA
00378932032,AK_2024_4_FFSU_00378932032,R03AC
00310737220,AK_2024_4_FFSU_00310737220,R01AD
00168014630,AK_2024_4_FFSU_00168014630,H02AB
00024591502,AK_2024_4_FFSU_00024591502,D11AH
00186037020,AK_2024_4_FFSU_00186037020,R03BA
00310461612,AK_2024_4_FFSU_00310461612,R03BA
00009001104,AK_2024_4_FFSU_00009001104,S01CB
00078079975,AK_2024_4_FFSU_00078079975,A01AC
00143988701,AK_2024_4_FFSU_00143988701,J01CA
00173088710,AK_2024_4_FFSU_00173088710,R03AL
00338004948,AK_2024_4_FFSU_00338004948,A12CA
00378932232,AK_2024_4_FFSU_00378932232,R03AC
00006302604,AK_2024_4_FFSU_00006302604,L01FF
00002773701,AK_2024_4_FFSU_00002773701,A10AB
00378750232,AK_2024_4_FFSU_00378750232,D07AC
00338070948,AK_2024_4_FFSU_00338070948,B05XA
00054418125,AK_2024_4_FFSU_00054418125,D07AB
00378727253,AK_2024_4_FFSU_00378727253,G03DC
00078079975,AK_2024_4_FFSU_00078079975,C05AA
00093598527,AK_2024_4_FFSU_00093598527,A01AD
00173088210,AK_2024_4_FFSU_00173088210,R03AK
00406051262,AK_2024_4_FFSU_00406051262,N02BE
00024592505,AK_2024_4_FFSU_00024592505,A10AB
00002327030,AK_2024_4_FFSU_00002327030,N06AX
00228212710,AK_2024_4_FFSU_00228212710,N02CX
00338170840,AK_2024_4_FFSU_00338170840,B05XA
00054329446,AK_2024_4_FFSU_00054329446,C03CA
00406048462,AK_2024_4_FFSU_00406048462,N02AJ
00002223680,AK_2024_4_FFSU_00002223680,A10BJ
00093117701,AK_2024_4_FFSU_00093117701,A07AA
00093342601,AK_2024_4_FFSU_00093342601,N05BA
00228306411,AK_2024_4_FFSU_00228306411,N06BA
00009001103,AK_2024_4_FFSU_00009001103,H02AB
00093738505,AK_2024_4_FFSU_00093738505,N06AX
00378932032,AK_2024_4_FFSU_00378932032,R01AD
00168008031,AK_2024_4_FFSU_00168008031,D07AA
00406012501,AK_2024_4_FFSU_00406012501,N02BE
00264315511,AK_2024_4_FFSU_00264315511,J01DD
00310908012,AK_2024_4_FFSU_00310908012,R03AK
00378932232,AK_2024_4_FFSU_00378932232,R01AD
00168025846,AK_2024_4_FFSU_00168025846,H02AB
00378808345,AK_2024_4_FFSU_00378808345,L01XF
00378351510,AK_2024_4_FFSU_00378351510,N06AX
00259050116,AK_2024_4_FFSU_00259050116,A03AB
00406895101,AK_2024_4_FFSU_00406895101,N06BA
00406800503,AK_2024_4_FFSU_00406800503,V03AB
00046110711,AK_2024_4_FFSU_00046110711,G03AC
00186037220,AK_2024_4_FFSU_00186037220,D07AC
00310737020,AK_2024_4_FFSU_00310737020,R01AD
00406012301,AK_2024_4_FFSU_00406012301,R05DA
00093770198,AK_2024_4_FFSU_00093770198,R06AE
00006008061,AK_2024_4_FFSU_00006008061,A10BA
00169291115,AK_2024_4_FFSU_00169291115,A10AE
00003049420,AK_2024_4_FFSU_00003049420,S01BA
00264315311,AK_2024_4_FFSU_00264315311,J01DD
00378718705,AK_2024_4_FFSU_00378718705,A10BA
00116200116,AK_2024_4_FFSU_00116200116,S01AX
00121088508,AK_2024_4_FFSU_00121088508,A01AC
00093321201,AK_2024_4_FFSU_00093321201,N03AE
00121075908,AK_2024_4_FFSU_00121075908,S01CB
00378087399,AK_2024_4_FFSU_00378087399,S01EA
00069130901,AK_2024_4_FFSU_00069130901,B03XA
00078087601,AK_2024_4_FFSU_00078087601,S02BA
00143124001,AK_2024_4_FFSU_00143124001,C01AA
00121075908,AK_2024_4_FFSU_00121075908,R01AD
00074707019,AK_2024_4_FFSU_00074707019,H03AA
00173088210,AK_2024_4_FFSU_00173088210,R03BA
00406114401,AK_2024_4_FFSU_00406114401,N06BA
00310908012,AK_2024_4_FFSU_00310908012,A07EA
00046110081,AK_2024_4_FFSU_00046110081,G03CA
00054001820,AK_2024_4_FFSU_00054001820,A07EA
00121088508,AK_2024_4_FFSU_00121088508,C05AA
00406831501,AK_2024_4_FFSU_00406831501,N02AA
00143959525,AK_2024_4_FFSU_00143959525,S02DA
00093310905,AK_2024_4_FFSU_00093310905,J01CA
00378306677,AK_2024_4_FFSU_00378306677,C10AB
00115169449,AK_2024_4_FFSU_00115169449,B02BC
00173071620,AK_2024_4_FFSU_00173071620,D07AC
00115992101,AK_2024_4_FFSU_00115992101,N06BA
00093007401,AK_2024_4_FFSU_00093007401,N05CF
00264780000,AK_2024_4_FFSU_00264780000,A12CA
00002775205,AK_2024_4_FFSU_00002775205,A10AD
00378876693,AK_2024_4_FFSU_00378876693,N07BC
00054981729,AK_2024_4_FFSU_00054981729,H02AB
00078079975,AK_2024_4_FFSU_00078079975,J01MA
00168025815,AK_2024_4_FFSU_00168025815,S02BA
00093314705,AK_2024_4_FFSU_00093314705,J01DB
00046110511,AK_2024_4_FFSU_00046110511,G03FA
00228306311,AK_2024_4_FFSU_00228306311,N06BA
00228285011,AK_2024_4_FFSU_00228285011,C02AC
00310908012,AK_2024_4_FFSU_00310908012,R03BA
00378623301,AK_2024_4_FFSU_00378623301,N06AB
00054032756,AK_2024_4_FFSU_00054032756,R03AK
00006033530,AK_2024_4_FFSU_00006033530,N05CJ
00078079975,AK_2024_4_FFSU_00078079975,R01AD
00264775000,AK_2024_4_FFSU_00264775000,A12AA
00093202623,AK_2024_4_FFSU_00093202623,S01AA
00074709430,AK_2024_4_FFSU_00074709430,N02CD
00115703301,AK_2024_4_FFSU_00115703301,H02AA
00378685777,AK_2024_4_FFSU_00378685777,N06BA
00093681673,AK_2024_4_FFSU_00093681673,D07AC
00093312301,AK_2024_4_FFSU_00093312301,J01CF
00002751659,AK_2024_4_FFSU_00002751659,A10AD
00003029305,AK_2024_4_FFSU_00003029305,R03BA
00093681573,AK_2024_4_FFSU_00093681573,A07EA
00168025846,AK_2024_4_FFSU_00168025846,S03BA
00406051205,AK_2024_4_FFSU_00406051205,N02AJ
00456046001,AK_2024_4_FFSU_00456046001,H03AA
00093117701,AK_2024_4_FFSU_00093117701,S03AA
00173085910,AK_2024_4_FFSU_00173085910,R03AK
00009347501,AK_2024_4_FFSU_00009347501,D07AA
00338006910,AK_2024_4_FFSU_00338006910,M01AB
00024591401,AK_2024_4_FFSU_00024591401,D11AH
00069100101,AK_2024_4_FFSU_00069100101,L04AF
00228285511,AK_2024_4_FFSU_00228285511,C02AC
00143992701,AK_2024_4_FFSU_00143992701,S02AA
00054350049,AK_2024_4_FFSU_00054350049,D04AB
00069243210,AK_2024_4_FFSU_00069243210,J07BN
00378868854,AK_2024_4_FFSU_00378868854,D10AF
00093681573,AK_2024_4_FFSU_00093681573,R03BA
00023649810,AK_2024_4_FFSU_00023649810,N02CD
00116200116,AK_2024_4_FFSU_00116200116,B05CA
00115169449,AK_2024_4_FFSU_00115169449,S01EA
00078079975,AK_2024_4_FFSU_00078079975,S03AA
00078087601,AK_2024_4_FFSU_00078087601,S01BA
00406895501,AK_2024_4_FFSU_00406895501,N06BA
00143959525,AK_2024_4_FFSU_00143959525,C01BB
00378668910,AK_2024_4_FFSU_00378668910,A02BC
00378705752,AK_2024_4_FFSU_00378705752,R03AC
00378827091,AK_2024_4_FFSU_00378827091,R03AC
00264310511,AK_2024_4_FFSU_00264310511,J01DB
00310737220,AK_2024_4_FFSU_00310737220,R03AK
00054004641,AK_2024_4_FFSU_00054004641,R03BB
00093738605,AK_2024_4_FFSU_00093738605,N06AX
00093031101,AK_2024_4_FFSU_00093031101,A07DA
00074262528,AK_2024_4_FFSU_00074262528,J05AP
00378320501,AK_2024_4_FFSU_00378320501,C02CA
00172392660,AK_2024_4_FFSU_00172392660,N05BA
00378082502,AK_2024_4_FFSU_00378082502,N05AH
00054032756,AK_2024_4_FFSU_00054032756,R03BA
00406511501,AK_2024_4_FFSU_00406511501,N06BA
00228202710,AK_2024_4_FFSU_00228202710,N05BA
00009001103,AK_2024_4_FFSU_00009001103,D07XA
00259050116,AK_2024_4_FFSU_00259050116,D11AA
00378728753,AK_2024_4_FFSU_00378728753,G03AA
00378876593,AK_2024_4_FFSU_00378876593,V03AB
00054327099,AK_2024_4_FFSU_00054327099,R01AD
00168025815,AK_2024_4_FFSU_00168025815,S01BA
00409909412,AK_2024_4_FFSU_00409909412,N01AH
00121088508,AK_2024_4_FFSU_00121088508,R01AD
00338004948,AK_2024_4_FFSU_00338004948,B05CB
00173085910,AK_2024_4_FFSU_00173085910,R03BA
00006057761,AK_2024_4_FFSU_00006057761,A10BA
00338004902,AK_2024_4_FFSU_00338004902,A12CA
00378335299,AK_2024_4_FFSU_00378335299,G03CA
00409198503,AK_2024_4_FFSU_00409198503,N05BA
00406851501,AK_2024_4_FFSU_00406851501,N02AA
00121086816,AK_2024_4_FFSU_00121086816,G01AA
00168035730,AK_2024_4_FFSU_00168035730,S01HA
00121088508,AK_2024_4_FFSU_00121088508,H02AB
00409610204,AK_2024_4_FFSU_00409610204,C03CA
00054350049,AK_2024_4_FFSU_00054350049,N01BB
00168014630,AK_2024_4_FFSU_00168014630,A07EA
00078079975,AK_2024_4_FFSU_00078079975,S03BA
00310908012,AK_2024_4_FFSU_00310908012,R03CC
00378087199,AK_2024_4_FFSU_00378087199,N02CX
00121104516,AK_2024_4_FFSU_00121104516,A07AA
00169633910,AK_2024_4_FFSU_00169633910,A10AB
00003089431,AK_2024_4_FFSU_00003089431,B01AF
00093220301,AK_2024_4_FFSU_00093220301,A03FA
00054018913,AK_2024_4_FFSU_00054018913,N07BC
00310737220,AK_2024_4_FFSU_00310737220,A07EA
00173089310,AK_2024_4_FFSU_00173089310,D07AC
00228424106,AK_2024_4_FFSU_00228424106,C02AC
00378932032,AK_2024_4_FFSU_00378932032,R03AK
00093081001,AK_2024_4_FFSU_00093081001,N06AA
00093117701,AK_2024_4_FFSU_00093117701,D06AX
00065414727,AK_2024_4_FFSU_00065414727,S01EA
00378827093,AK_2024_4_FFSU_00378827093,R03CC
00378932232,AK_2024_4_FFSU_00378932232,R03AK
00074518290,AK_2024_4_FFSU_00074518290,H03AA
00378727253,AK_2024_4_FFSU_00378727253,G03AC
00409475503,AK_2024_4_FFSU_00409475503,A04AA
00093221001,AK_2024_4_FFSU_00093221001,A02BX
00378876693,AK_2024_4_FFSU_00378876693,A06AH
00002879959,AK_2024_4_FFSU_00002879959,A10AC
00121075908,AK_2024_4_FFSU_00121075908,D07XA
00310737220,AK_2024_4_FFSU_00310737220,R03BA
00009001103,AK_2024_4_FFSU_00009001103,A07EA
00378097301,AK_2024_4_FFSU_00378097301,N05AH
00264151031,AK_2024_4_FFSU_00264151031,B05BA
00169320415,AK_2024_4_FFSU_00169320415,A10AD
00310737020,AK_2024_4_FFSU_00310737020,R03AK
00264780010,AK_2024_4_FFSU_00264780010,A12CA
00054417925,AK_2024_4_FFSU_00054417925,D10AA
00054032656,AK_2024_4_FFSU_00054032656,R01AD
00168025846,AK_2024_4_FFSU_00168025846,A07EA
00172572970,AK_2024_4_FFSU_00172572970,A02BA
00378700193,AK_2024_4_FFSU_00378700193,N06AB
00093816501,AK_2024_4_FFSU_00093816501,N05AH
00173089310,AK_2024_4_FFSU_00173089310,R03AL
00406896201,AK_2024_4_FFSU_00406896201,N06BA
00338004804,AK_2024_4_FFSU_00338004804,A12CA
00406051201,AK_2024_4_FFSU_00406051201,N02AA
00093816601,AK_2024_4_FFSU_00093816601,N05AH
00093770456,AK_2024_4_FFSU_00093770456,J05AR
00168025815,AK_2024_4_FFSU_00168025815,S01CB
00054002025,AK_2024_4_FFSU_00054002025,N05AN
00093100305,AK_2024_4_FFSU_00093100305,N05BE
00169291115,AK_2024_4_FFSU_00169291115,A10BJ
00121088508,AK_2024_4_FFSU_00121088508,S03BA
00143959401,AK_2024_4_FFSU_00143959401,C05AD
00024591801,AK_2024_4_FFSU_00024591801,D11AH
00378700210,AK_2024_4_FFSU_00378700210,N06AB
00168025846,AK_2024_4_FFSU_00168025846,R03BA
00378932032,AK_2024_4_FFSU_00378932032,R03BA
00406051205,AK_2024_4_FFSU_00406051205,N02BE
00264780000,AK_2024_4_FFSU_00264780000,B05CB
00310737020,AK_2024_4_FFSU_00310737020,A07EA
00131541072,AK_2024_4_FFSU_00131541072,N03AX
00037682210,AK_2024_4_FFSU_00037682210,D04AB
00093314505,AK_2024_4_FFSU_00093314505,J01DB
00046110511,AK_2024_4_FFSU_00046110511,G03CA
00378932232,AK_2024_4_FFSU_00378932232,R03BA
00172392560,AK_2024_4_FFSU_00172392560,N05BA
00054001829,AK_2024_4_FFSU_00054001829,H02AB
00093372755,AK_2024_4_FFSU_00093372755,D11AX
00173069600,AK_2024_4_FFSU_00173069600,R01AD
00024591902,AK_2024_4_FFSU_00024591902,D11AH
00009004722,AK_2024_4_FFSU_00009004722,D07AA
00121088516,AK_2024_4_FFSU_00121088516,S02BA
00004082205,AK_2024_4_FFSU_00004082205,J05AH
00054418425,AK_2024_4_FFSU_00054418425,S02BA
00228315303,AK_2024_4_FFSU_00228315303,N07BC
00406114601,AK_2024_4_FFSU_00406114601,N06BA
00409272031,AK_2024_4_FFSU_00409272031,B01AB
00054981725,AK_2024_4_FFSU_00054981725,A07EA
00093720298,AK_2024_4_FFSU_00093720298,C10AA
00378967130,AK_2024_4_FFSU_00378967130,R03CC
00378306577,AK_2024_4_FFSU_00378306577,C10AB
00310737020,AK_2024_4_FFSU_00310737020,R03BA
00093101042,AK_2024_4_FFSU_00093101042,R01AX
00002771459,AK_2024_4_FFSU_00002771459,A10AC
00173087410,AK_2024_4_FFSU_00173087410,R01AD
00054040022,AK_2024_4_FFSU_00054040022,N06AX
00009001201,AK_2024_4_FFSU_00009001201,A01AC
00168025846,AK_2024_4_FFSU_00168025846,D07XC
00093342701,AK_2024_4_FFSU_00093342701,N05BA
00338011703,AK_2024_4_FFSU_00338011703,A12CA
00338001748,AK_2024_4_FFSU_00338001748,B05CX
00338011703,AK_2024_4_FFSU_00338011703,A12BA
00310737220,AK_2024_4_FFSU_00310737220,R03CC
00009307301,AK_2024_4_FFSU_00009307301,D07AA
00054350049,AK_2024_4_FFSU_00054350049,R02AD
00074230630,AK_2024_4_FFSU_00074230630,L04AF
00406895301,AK_2024_4_FFSU_00406895301,N06BA
00406012310,AK_2024_4_FFSU_00406012310,R05DA
00185085301,AK_2024_4_FFSU_00185085301,N06BA
00032301613,AK_2024_4_FFSU_00032301613,A09AA
00009001201,AK_2024_4_FFSU_00009001201,C05AA
00093224001,AK_2024_4_FFSU_00093224001,J01DB
00169413013,AK_2024_4_FFSU_00169413013,A10BJ
00121088508,AK_2024_4_FFSU_00121088508,D07XA
00115169449,AK_2024_4_FFSU_00115169449,R03AA
00093221005,AK_2024_4_FFSU_00093221005,A02BX
00406895601,AK_2024_4_FFSU_00406895601,N06BA
00264775000,AK_2024_4_FFSU_00264775000,B05BB
00054017613,AK_2024_4_FFSU_00054017613,N07BC
00093342501,AK_2024_4_FFSU_00093342501,N05BA
00264780020,AK_2024_4_FFSU_00264780020,A12CA
00378876893,AK_2024_4_FFSU_00378876893,N02AE
00054350049,AK_2024_4_FFSU_00054350049,S01HA
00168020437,AK_2024_4_FFSU_00168020437,S02DA
00046110711,AK_2024_4_FFSU_00046110711,G03FA
00169210125,AK_2024_4_FFSU_00169210125,A10AD
00009737611,AK_2024_4_FFSU_00009737611,G03DA
00406052201,AK_2024_4_FFSU_00406052201,N02AJ
00168009960,AK_2024_4_FFSU_00168009960,D01AC
00078065967,AK_2024_4_FFSU_00078065967,C09DX
00430042014,AK_2024_4_FFSU_00430042014,B03AE
00378808220,AK_2024_4_FFSU_00378808220,D10AD
00378967193,AK_2024_4_FFSU_00378967193,R03CC
00093117701,AK_2024_4_FFSU_00093117701,J01GB
00093083205,AK_2024_4_FFSU_00093083205,N03AE
00121088516,AK_2024_4_FFSU_00121088516,S01BA
00228212850,AK_2024_4_FFSU_00228212850,S01EA
00338004902,AK_2024_4_FFSU_00338004902,B05CB
00168000215,AK_2024_4_FFSU_00168000215,D07AB
00002775205,AK_2024_4_FFSU_00002775205,A10AB
00406012401,AK_2024_4_FFSU_00406012401,N02BE
00168025815,AK_2024_4_FFSU_00168025815,A01AB
00054418425,AK_2024_4_FFSU_00054418425,S01BA
00378808245,AK_2024_4_FFSU_00378808245,D10AD
00054001925,AK_2024_4_FFSU_00054001925,H02AB
00054817625,AK_2024_4_FFSU_00054817625,D07AB
00054452725,AK_2024_4_FFSU_00054452725,N05AN
00409341401,AK_2024_4_FFSU_00409341401,A03FA
00143122710,AK_2024_4_FFSU_00143122710,A03AA
00228277811,AK_2024_4_FFSU_00228277811,C07AA
00037682210,AK_2024_4_FFSU_00037682210,S02BA
00310111030,AK_2024_4_FFSU_00310111030,V03AE
00078069620,AK_2024_4_FFSU_00078069620,C09CA
00409733503,AK_2024_4_FFSU_00409733503,J01DD
00002751659,AK_2024_4_FFSU_00002751659,A10AB
00121088508,AK_2024_4_FFSU_00121088508,A07EA
00406012510,AK_2024_4_FFSU_00406012510,N02BE
00310737020,AK_2024_4_FFSU_00310737020,R03CC
00054417925,AK_2024_4_FFSU_00054417925,A01AC
00074012402,AK_2024_4_FFSU_00074012402,L04AB
00406324401,AK_2024_4_FFSU_00406324401,N02AA
00168000215,AK_2024_4_FFSU_00168000215,D07XB
00169430330,AK_2024_4_FFSU_00169430330,A10BJ
00024587102,AK_2024_4_FFSU_00024587102,A10AE
00054817625,AK_2024_4_FFSU_00054817625,D07XB
00173088710,AK_2024_4_FFSU_00173088710,R01AD
00054417925,AK_2024_4_FFSU_00054417925,C05AA
00093505798,AK_2024_4_FFSU_00093505798,C10AA
00310620530,AK_2024_4_FFSU_00310620530,A10BK
00074455290,AK_2024_4_FFSU_00074455290,H03AA
00054032856,AK_2024_4_FFSU_00054032856,R01AD
00310908012,AK_2024_4_FFSU_00310908012,R03AC
00093081105,AK_2024_4_FFSU_00093081105,N06AA
00264180032,AK_2024_4_FFSU_00264180032,B05CB
00264780010,AK_2024_4_FFSU_00264780010,B05CB
00338011703,AK_2024_4_FFSU_00338011703,B05XA
00228212710,AK_2024_4_FFSU_00228212710,S01EA
00093412774,AK_2024_4_FFSU_00093412774,J01CE
00093372755,AK_2024_4_FFSU_00093372755,M01AB
00168009960,AK_2024_4_FFSU_00168009960,J02AB
00002821501,AK_2024_4_FFSU_00002821501,A10AE
00456120330,AK_2024_4_FFSU_00456120330,A06AX
00002145780,AK_2024_4_FFSU_00002145780,A10BX
00023392102,AK_2024_4_FFSU_00023392102,M03AX
00168002031,AK_2024_4_FFSU_00168002031,S02BA
00054817525,AK_2024_4_FFSU_00054817525,D10AA
00173088810,AK_2024_4_FFSU_00173088810,D07AC
00378087399,AK_2024_4_FFSU_00378087399,C02AC
00093598627,AK_2024_4_FFSU_00093598627,R01AA
00024586903,AK_2024_4_FFSU_00024586903,A10AE
00023530105,AK_2024_4_FFSU_00023530105,L04AD
00185067401,AK_2024_4_FFSU_00185067401,N05BB
00338170940,AK_2024_4_FFSU_00338170940,B05XA
00338004804,AK_2024_4_FFSU_00338004804,B05CB
00338001702,AK_2024_4_FFSU_00338001702,B05CX
00338001748,AK_2024_4_FFSU_00338001748,V04CA
00003029328,AK_2024_4_FFSU_00003029328,S01BA
00009001201,AK_2024_4_FFSU_00009001201,H02AB
00002880359,AK_2024_4_FFSU_00002880359,A10AE
00378214605,AK_2024_4_FFSU_00378214605,C03DA
00121086816,AK_2024_4_FFSU_00121086816,D01AA
00406012501,AK_2024_4_FFSU_00406012501,R05DA
00264775000,AK_2024_4_FFSU_00264775000,A12BA
00093417774,AK_2024_4_FFSU_00093417774,J01DB
00121088516,AK_2024_4_FFSU_00121088516,S01CB
00054418125,AK_2024_4_FFSU_00054418125,D10AA
00046110711,AK_2024_4_FFSU_00046110711,G03DA
00093005405,AK_2024_4_FFSU_00093005405,N05BE
00456046201,AK_2024_4_FFSU_00456046201,H03AA
00002772801,AK_2024_4_FFSU_00002772801,A10AD
00169517604,AK_2024_4_FFSU_00169517604,G03CA
00037682210,AK_2024_4_FFSU_00037682210,S01BA
00378087299,AK_2024_4_FFSU_00378087299,C02AC
00093220310,AK_2024_4_FFSU_00093220310,A03FA
00009347501,AK_2024_4_FFSU_00009347501,D10AA
00032004770,AK_2024_4_FFSU_00032004770,A09AA
00054252731,AK_2024_4_FFSU_00054252731,N05AN
00169750111,AK_2024_4_FFSU_00169750111,A10AD
00093013505,AK_2024_4_FFSU_00093013505,C07AG
00054418325,AK_2024_4_FFSU_00054418325,A01AC
00074714819,AK_2024_4_FFSU_00074714819,H03AA
00168008031,AK_2024_4_FFSU_00168008031,S02BA
00378047305,AK_2024_4_FFSU_00378047305,N03AG
00168020230,AK_2024_4_FFSU_00168020230,G01AA
00168000215,AK_2024_4_FFSU_00168000215,H02AB
00168025846,AK_2024_4_FFSU_00168025846,S02BA
00245086070,AK_2024_4_FFSU_00245086070,D06BX
00406052301,AK_2024_4_FFSU_00406052301,N02AJ
00378086001,AK_2024_4_FFSU_00378086001,N05AH
00046110381,AK_2024_4_FFSU_00046110381,G03CA
00074706919,AK_2024_4_FFSU_00074706919,H03AA
00338007225,AK_2024_4_FFSU_00338007225,M01AB
00409230516,AK_2024_4_FFSU_00409230516,N05CD
00009001104,AK_2024_4_FFSU_00009001104,A01AC
00054817625,AK_2024_4_FFSU_00054817625,H02AB
00078065920,AK_2024_4_FFSU_00078065920,C09DX
00054001829,AK_2024_4_FFSU_00054001829,A07EA
00054418325,AK_2024_4_FFSU_00054418325,C05AA
00074714890,AK_2024_4_FFSU_00074714890,H03AA
00409379519,AK_2024_4_FFSU_00409379519,M01AB
00074463701,AK_2024_4_FFSU_00074463701,H05BX
00338007225,AK_2024_4_FFSU_00338007225,S01BC
00093216568,AK_2024_4_FFSU_00093216568,A06AH
00093372755,AK_2024_4_FFSU_00093372755,M02AA
00406048410,AK_2024_4_FFSU_00406048410,N02AJ
00169643210,AK_2024_4_FFSU_00169643210,A10AE
00338011704,AK_2024_4_FFSU_00338011704,B05BB
00406012505,AK_2024_4_FFSU_00406012505,N02AJ
00093598527,AK_2024_4_FFSU_00093598527,R01AA
00009001104,AK_2024_4_FFSU_00009001104,C05AA
00093171301,AK_2024_4_FFSU_00093171301,B01AA
00002418230,AK_2024_4_FFSU_00002418230,L04AF
00069312019,AK_2024_4_FFSU_00069312019,J01FA
00409379601,AK_2024_4_FFSU_00409379601,M01AB
00406012405,AK_2024_4_FFSU_00406012405,N02BE
00054417925,AK_2024_4_FFSU_00054417925,S01CB
00093415573,AK_2024_4_FFSU_00093415573,J01CA
00378104901,AK_2024_4_FFSU_00378104901,D04AX
00245086070,AK_2024_4_FFSU_00245086070,J01XD
00143928501,AK_2024_4_FFSU_00143928501,J01CA
00002751001,AK_2024_4_FFSU_00002751001,A10AC
00186037020,AK_2024_4_FFSU_00186037020,D07AC
00310461612,AK_2024_4_FFSU_00310461612,D07AC
00054417925,AK_2024_4_FFSU_00054417925,R01AD
00168002031,AK_2024_4_FFSU_00168002031,S01BA
00093720210,AK_2024_4_FFSU_00093720210,B01AC
00143992701,AK_2024_4_FFSU_00143992701,S03AA
00013104201,AK_2024_4_FFSU_00013104201,G03CA
00169320415,AK_2024_4_FFSU_00169320415,A10AB
00378623101,AK_2024_4_FFSU_00378623101,N06AB
00054002129,AK_2024_4_FFSU_00054002129,N05AN
