index,unique_id,ds,Naive,Naive-lo-95,Naive-hi-95,HistoricAverage,HistoricAverage-lo-95,HistoricAverage-hi-95,WindowAverage,WindowAverage-lo-95,WindowAverage-hi-95,SeasonalNaive,SeasonalNaive-lo-95,SeasonalNaive-hi-95,ARIMA,ARIMA-lo-95,ARIMA-hi-95,SARIMA,SARIMA-lo-95,SARIMA-hi-95,HoltWinters,HoltWinters-lo-95,HoltWinters-hi-95,DynamicOptimizedTheta,DynamicOptimizedTheta-lo-95,DynamicOptimizedTheta-hi-95
114,IN_D03,2025-07-01,34.0,-20400.682016703737,20468.682016703737,12984.408965517241,-6456.528870763623,32425.346801798107,21.0,-21806.77904171948,21848.77904171948,21.0,-21806.77904171948,21848.77904171948,34.0,-20400.682580938857,20468.682580938857,34.0,-20400.682580938857,20468.682580938857,814.3771591905332,-21616.680691698173,23245.435010079236,33.86931088686971,-20038.91796875,17814.025390625
115,IN_D03,2025-10-01,34.0,-23561.938326296615,23629.938326296615,12984.408965517241,-6456.528870763623,32425.346801798107,34.0,-21793.77904171948,21861.77904171948,34.0,-21793.77904171948,21861.77904171948,34.0,-23561.938977819213,23629.938977819213,34.0,-23561.938977819213,23629.938977819213,-1489.2948381358483,-27188.146928699418,24209.557252427723,33.86931088686971,-20785.42578125,20719.654296875
116,IN_D04,2025-01-01,743229.4180000001,295810.11797498295,1190648.718025017,660917.887888889,233136.3497534829,1088699.426024295,788595.27,200996.11235707742,1376194.4276429226,788595.27,200996.11235707742,1376194.4276429226,696516.1409183855,306588.1563052959,1086444.125531475,696516.1409183855,306588.1563052959,1086444.125531475,757222.3495993722,303855.2158282697,1210589.4833704748,736339.5921645134,411249.0625,1123516.125
117,IN_D04,2025-04-01,743229.4180000001,110482.97583714407,1375975.860162856,660917.887888889,233136.3497534829,1088699.426024295,746935.611,159336.45335707744,1334534.7686429226,746935.611,159336.45335707744,1334534.7686429226,676928.8565874349,254109.56931629672,1099748.143858573,676928.8565874349,254109.56931629672,1099748.143858573,713622.0076735787,230626.57253326266,1196617.4428138947,736312.1254230697,357381.71875,1132999.75
118,IN_D04,2025-07-01,743229.4180000001,-31723.541930232546,1518182.3779302328,660917.887888889,233136.3497534829,1088699.426024295,818510.395,230911.23735707742,1406109.5526429226,818510.395,230911.23735707742,1406109.5526429226,668715.7375037278,240374.49473309272,1097056.980274363,668715.7375037278,240374.49473309272,1097056.980274363,729845.6849708727,218922.18246598222,1240769.1874757633,736305.1248100105,248662.78125,1146900.625
119,IN_D04,2025-10-01,743229.4180000001,-151609.18205003417,1638068.0180500343,660917.887888889,233136.3497534829,1088699.426024295,743229.4180000001,155630.26035707747,1330828.5756429227,743229.4180000001,155630.26035707747,1330828.5756429227,665271.9050692047,235967.13485242566,1094576.6752859838,665271.9050692047,235967.13485242566,1094576.6752859838,730643.2905141625,193226.81570638483,1268059.7653219402,736316.0718088658,322688.46875,1150681.25
120,IN_D05,2025-01-01,84475.0,55410.96253965733,113539.03746034266,52220.20277777777,6082.330787614097,98358.07476794143,101140.0,55109.562223739944,147170.43777626005,101140.0,55109.562223739944,147170.43777626005,84475.0,55410.95979199828,113539.04020800172,84475.0,55410.95979199828,113539.04020800172,98601.05239825175,68100.46780292987,129101.63699357363,87378.01165457378,64307.07421875,114855.0546875
121,IN_D05,2025-04-01,84475.0,43372.24404626371,125577.75595373628,52220.20277777777,6082.330787614097,98358.07476794143,97674.0,51643.562223739944,143704.43777626005,97674.0,51643.562223739944,143704.43777626005,84475.0,43372.24016048701,125577.75983951299,84475.0,43372.24016048701,125577.75983951299,96676.51643081226,59678.29519107375,133674.73767055076,87378.01165457378,49574.7578125,122024.8359375
122,IN_D05,2025-07-01,84475.0,34134.61044560138,134815.38955439863,52220.20277777777,6082.330787614097,98358.07476794143,97577.0,51546.562223739944,143607.43777626005,97577.0,51546.562223739944,143607.43777626005,84475.0,34134.60568651629,134815.3943134837,84475.0,34134.60568651629,134815.3943134837,94272.369524752,51752.93464091414,136791.80440858984,87378.01165457378,42195.9609375,128293.0625
123,IN_D05,2025-10-01,84475.0,26346.925079314664,142603.07492068532,52220.20277777777,6082.330787614097,98358.07476794143,84475.0,38444.562223739944,130505.43777626005,84475.0,38444.562223739944,130505.43777626005,84475.0,26346.919583996547,142603.08041600345,84475.0,26346.919583996547,142603.08041600345,94934.48496681757,47527.86310350323,142341.1068301319,87378.01165457378,43567.6484375,133926.453125
124,IN_D06,2025-01-01,227685.02,-84235.46889535463,539605.5088953546,483290.42302777775,121600.44772664149,844980.3983289141,318067.863,-170668.0200098902,806803.7460098902,318067.863,-170668.0200098902,806803.7460098902,186393.12098199863,-76843.16687142814,449629.4088354254,328045.8939757366,40098.03187120415,615993.756080269,156997.00747624718,-172840.49393783676,486834.50889033114,213297.85167829943,-38032.7734375,512627.84375
125,IN_D06,2025-04-01,227685.02,-213437.16577785686,668807.2057778569,483290.42302777775,121600.44772664149,844980.3983289141,212123.86,-276612.0230098902,700859.7430098902,212123.86,-276612.0230098902,700859.7430098902,232115.93169894142,-47721.698716074956,511953.5621139578,389001.0858363084,52103.772030488995,725898.3996421278,173349.64954587328,-221861.32577936142,568560.624871108,213297.85167829943,-167093.078125,567040.625
126,IN_D06,2025-07-01,227685.02,-312577.1146884778,767947.1546884779,483290.42302777775,121600.44772664149,844980.3983289141,134052.65,-354683.2330098902,622788.5330098902,134052.65,-354683.2330098902,622788.5330098902,307013.9513717281,10498.038129012333,603529.8646144439,426022.8381145658,72777.18208952539,779268.4941396062,161196.00994319006,-290030.97175000445,612422.9916363846,213297.85167829943,-233902.0625,623696.3125
