unique_id,ds,LightGBM,XGBoost,RandomForest,Ridge,Ensemble
IL_A01,2025-01-01,24361.67379083517,24668.037,26467.77715275041,13229.619814870493,24051.688902043705
IL_A01,2025-04-01,25655.657221894257,25682.455,29009.709458295747,12716.36352709588,25492.806194259276
IL_A01,2025-07-01,26467.744187665303,30998.033,33392.80418127043,15169.631929463747,28927.179311722586
IL_A01,2025-10-01,33338.57730301275,35814.297,38440.35696681689,21709.09081466291,34579.38439370031
IL_A01,2026-01-01,43301.556979868845,43299.85,44442.848069051804,30119.661295067286,42391.08511507035
IL_A01,2026-04-01,42390.92621726567,40168.16,43325.54705476195,37909.83710642335,41612.911197948495
IL_A01,2026-07-01,40699.9450082777,38906.273,45475.573878857314,44959.419367657894,42137.244698297116
IL_A01,2026-10-01,45332.346719311405,40257.98,47385.23153412285,50987.57509218084,45071.575809887436
IL_A02,2025-01-01,129433.1126494554,130977.305,138419.6352636651,120584.83523499103,131929.9510573901
IL_A02,2025-04-01,121064.12226603541,122705.875,133369.2444311082,115279.90761918742,124960.15445099927
IL_A02,2025-07-01,119764.54718510884,121204.95,130832.87689247102,110151.90162793566,122830.50965973447
IL_A02,2025-10-01,112615.60779346114,117172.05,130614.74052715366,115134.31536987713,120005.74626719352
IL_A02,2026-01-01,105750.34590334693,112618.74,131895.2456821987,125864.70468693467,118154.43016280554
IL_A02,2026-04-01,104197.11959177768,107983.195,132143.50435505647,135907.64803418692,117414.12334333928
IL_A02,2026-07-01,104901.43519106634,109963.61,132384.5776500778,145411.64545819513,119193.09618419666
IL_A02,2026-10-01,102180.08243875834,105738.49,132266.53087802557,154642.09456663043,118036.97724119692
IL_A03,2025-01-01,22281.061573247367,20678.635,18261.288205461693,17586.184604242924,20059.766239953315
IL_A03,2025-04-01,22255.99751958491,19698.922,17123.793610335597,18519.679369183264,19490.625766053323
IL_A03,2025-07-01,23745.403311164504,19216.898,19142.320329206705,19166.456041799494,20496.90834774956
IL_A03,2025-10-01,24051.18740100975,19959.955,19450.124749350114,20233.689728999878,21004.224417076337
IL_A03,2026-01-01,23381.351915923842,19870.848,20156.70331726675,22569.372645294126,21239.94525131674
IL_A03,2026-04-01,23635.31033526427,19117.066,20393.785488011144,23960.993441738843,21306.187232815675
IL_A03,2026-07-01,23039.388568344137,18862.818,19670.97700583712,24905.387865028955,20917.916282896265
IL_A03,2026-10-01,23193.40699372993,18697.365,19559.07613487792,25577.630432855534,20943.42451782877
IL_A04,2025-01-01,42937.14208538297,42560.273,50045.84710378051,45579.23630969283,45383.66334513314
IL_A04,2025-04-01,42630.226560920746,39436.844,50493.382767066825,43655.66143975269,44345.98534470636
IL_A04,2025-07-01,40173.013425640034,38356.7,52578.10964962545,42987.76344305803,43931.58037808473
IL_A04,2025-10-01,42490.88528273996,38559.727,52648.21596975721,44442.699707187574,44824.4201822053
IL_A04,2026-01-01,45119.81544159448,42787.203,55107.4319946891,47499.2392248003,47904.17627491923
IL_A04,2026-04-01,47946.86254169282,37726.117,54523.443470121805,50122.34991916704,47317.22922141243
IL_A04,2026-07-01,49569.38857950119,37824.613,54538.32765992957,52549.65143444861,48055.20736127961
IL_A04,2026-10-01,50490.7663722994,39625.21,54386.66502671969,54766.965413823775,49010.56011832217
IL_A05,2025-01-01,1785.335503800995,1790.5212,1355.6901978548215,2201.980797068816,1688.2877417949808
IL_A05,2025-04-01,1986.9856589537017,1747.7244,1369.235863289474,2563.3333392201166,1773.5965555674295
IL_A05,2025-07-01,2226.8900380972145,1996.1323,1369.900095880767,2672.9488030969715,1925.9359543905834
IL_A05,2025-10-01,2226.8900380972145,2233.9373,1366.6893794223984,2664.5628723693153,1993.1440430484815
IL_A05,2026-01-01,2429.0899646022417,2145.0898,1361.258487891399,3337.8565859278424,2089.37039403323
IL_A05,2026-04-01,2292.0076345424254,2366.6387,1362.2768059544726,3447.9856592370397,2125.1006288815106
IL_A05,2026-07-01,2379.600524304062,2474.0225,1361.393322859501,3332.8521931528103,2170.1473434317622
IL_A05,2026-10-01,2379.600524304062,2478.3232,1364.067907492523,3100.30692966839,2149.6953901859924
IL_A06,2025-01-01,52638.16058876485,53379.66,65470.701836137196,65041.708163337215,58208.30533753679
IL_A06,2025-04-01,47972.522331322325,46023.477,59596.03924539435,60099.995978284234,52343.41682896339
IL_A06,2025-07-01,46188.81815678655,41267.08,55551.810213572,54095.73916361492,48555.604608091126
IL_A06,2025-10-01,43085.85708739123,39197.64,54751.68274863512,49813.294208950836,46383.26885318055
IL_A06,2026-01-01,47434.3712482317,44294.387,56621.15991568308,48172.899113555206,49565.97461344415
IL_A06,2026-04-01,52812.78818244687,42834.98,55464.58723630182,47435.44855090264,50251.16152699656
IL_A06,2026-07-01,54731.280231047516,43622.32,54644.80082953823,47947.90819406545,50818.917089199465
IL_A06,2026-10-01,54264.5624799318,43940.3,54898.78112464315,49547.8059990713,51013.762751724214
IL_A07,2025-01-01,39999.123576120866,43588.65,41587.43810494955,29914.53062688349,40576.742262943575
IL_A07,2025-04-01,46134.278319843674,41037.64,42899.533508043605,34512.821216747274,42480.028983633376
IL_A07,2025-07-01,50310.50049338136,48079.527,43183.48470854629,41836.055446734164,46534.746728337006
IL_A07,2025-10-01,55867.07633589702,52727.26,44616.53013614303,49373.40615560405,50685.691081621466
IL_A07,2026-01-01,62767.440223777994,55212.56,51745.50355834313,57312.55494686072,56478.64052906554
IL_A07,2026-04-01,66339.3002132008,55721.406,55994.70623684644,63959.58561669357,59678.50378871272
IL_A07,2026-07-01,66311.15796774237,56792.98,56504.51843943705,69249.09801637664,60659.77302887576
IL_A07,2026-10-01,66491.16806671924,57289.758,57445.61912475432,72973.03400371285,61521.88197881157
IL_A09,2025-01-01,2572.928766241075,2897.687,2669.6270716510835,3060.89040294145,2745.8736012878003
IL_A09,2025-04-01,2395.375933477742,3163.6387,2600.4829647886636,3469.720320875829,2789.0893725807928
IL_A09,2025-07-01,2491.9912742414913,3476.9106,2575.520411863957,3641.967604480067,2916.633903488586
IL_A09,2025-10-01,2491.9912742414913,3718.017,2645.0171586041624,3711.4221825700224,3015.8742757208456
IL_A09,2026-01-01,2708.041339964017,3688.6304,2766.0168241647043,4460.315815004584,3181.6070908431902
IL_A09,2026-04-01,2570.959009904203,3386.9995,2723.040360189051,4638.911733304427,3057.8140256333813
IL_A09,2026-07-01,2723.091394143558,3676.4238,2623.684005170766,4579.229498677019,3147.9090656670905
IL_A09,2026-10-01,3316.0514167171796,3752.5173,2546.0640336090482,4390.562571891996,3297.993565410942
IL_A10,2025-01-01,249850.3377451644,263673.47,278831.5123544368,266086.57176755916,264815.3007123332
IL_A10,2025-04-01,223356.90470052895,249352.23,275959.47261262225,269421.62745081715,252392.55428203297
IL_A10,2025-07-01,204934.63327391478,246811.92,272496.0286955624,272970.94480764604,245553.64740724725
IL_A10,2025-10-01,189915.41780989387,238683.0,272049.6100669069,289480.4008029491,240309.08778405417
IL_A10,2026-01-01,181331.8048037586,229976.17,269158.33292988164,314969.3285979277,236837.48967690754
IL_A10,2026-04-01,169740.62707528542,220209.56,264450.98155544995,335358.0809526842,231106.3397875641
IL_A10,2026-07-01,170530.078716057,215841.97,262952.7163618328,353045.65951354196,231297.890142012
IL_A10,2026-10-01,169711.38874484328,203945.05,261874.0251368026,368691.2915492087,228775.58244784072
IL_A11,2025-01-01,82431.77936795107,86674.93,94478.35104228099,84573.93717994346,87768.81505130784
IL_A11,2025-04-01,86737.73373917307,89115.85,95526.8740897563,84665.3885222597,90070.43551272448
IL_A11,2025-07-01,89893.24878707256,99845.086,98776.83967345787,84709.84209384529,95154.07588490631
IL_A11,2025-10-01,89376.43062158184,97187.42,101615.3700721072,88313.33808810184,95500.78800344092
IL_A11,2026-01-01,89877.88393405652,89820.555,99491.26836558575,94685.72602546845,93437.59910010871
IL_A11,2026-04-01,92298.93977637228,92348.71,99555.15645382888,99393.56988980145,95349.15142606634
IL_A11,2026-07-01,98333.44172895113,102246.336,99795.39368748995,103444.7290696673,100438.69912554912
IL_A11,2026-10-01,97145.3551346638,96074.664,99093.35535345972,107061.47817640002,98426.83102146788
IL_A12,2025-01-01,22346.883793905334,19656.545,18305.08061940513,13713.906236616058,19420.371107195184
IL_A12,2025-04-01,22536.85787388703,19951.12,16521.140074315448,14255.751898009465,19036.330127647034
IL_A12,2025-07-01,23445.529237869127,19987.355,19802.841803020325,15710.550519180339,20512.281775610893
IL_A12,2025-10-01,23883.28038450929,19633.363,19772.737599274835,17981.2659020446,20746.629519128288
IL_A12,2026-01-01,22718.215150869506,19883.508,19881.573106267013,20978.268374032476,20808.53038533936
IL_A12,2026-04-01,23259.157475355973,18967.695,20019.474078402185,23350.02292797969,20973.70273094661
IL_A12,2026-07-01,22651.997552649405,18940.879,19688.140571578628,25290.210930907735,20871.50013184568
IL_A12,2026-10-01,22403.964604472636,18420.488,19526.46642386684,26769.082707254565,20739.886632227903
IL_A16,2025-01-01,1942.3168777924818,1967.8303,1372.6934865890005,2492.804442289118,1818.8792798118354
IL_A16,2025-04-01,2116.7807122223867,1937.5771,1428.7645750884935,2873.022617816432,1915.559455294577
IL_A16,2025-07-01,2226.8900380972145,2185.985,1546.7276043493641,2945.402423526508,2064.7111149958046
IL_A16,2025-10-01,2226.8900380972145,2270.382,1468.959442411016,2902.1926367073156,2059.870581675024
IL_A16,2026-01-01,2429.0899646022417,2426.4055,1504.234342865783,3528.975989759305,2235.8638201703725
IL_A16,2026-04-01,2292.0076345424254,2369.9993,1471.2655788352886,3596.7729657151613,2175.7714129262667
IL_A16,2026-07-01,2379.600524304062,2470.6619,1489.7498331381432,3440.9676941656417,2221.184720153415
IL_A16,2026-10-01,2379.600524304062,2660.535,1476.4354738469485,3173.572170345993,2246.0702759771757
IL_B01,2025-01-01,75245.11290409676,77284.99,86168.8338396763,77697.5618342173,79609.18366681454
IL_B01,2025-04-01,76673.85063084944,82892.305,95002.08748424875,77076.18690862869,84447.73972114852
IL_B01,2025-07-01,80317.23886752028,87873.1,97773.53695565632,76279.09817966515,87766.55706994068
IL_B01,2025-10-01,82345.53041769523,91327.1,98533.25757633371,80043.94197193404,89967.0328411464
IL_B01,2026-01-01,87202.5288053278,92057.984,100456.48663443053,87516.57630398148,92930.55909365663
IL_B01,2026-04-01,87307.55851602874,96636.1,99625.20267290834,92910.65317320464,94544.97156383532
IL_B01,2026-07-01,93913.7835523526,100190.58,100028.16769313559,97634.8446175416,98075.6339624199
IL_B01,2026-10-01,94703.28135773749,95802.73,99002.0473171658,101983.0089176914,97119.59034256847
IL_B02,2025-01-01,5417.857521973154,5237.3545,5674.362726004412,3900.742713477821,5301.1935496868355
IL_B02,2025-04-01,4102.139349296704,5657.3877,5360.995721782566,3770.7084722597683,4928.858240583028
IL_B02,2025-07-01,4021.029428472691,5584.1094,5633.576938218146,3534.0334864736305,4949.341470194904
