State,Year,Quarter,Period,ATC1 Class,Units Reimbursed,Number of Prescriptions,population,Forecast_low_95,Forecast_high_95
AK,2017,1,2017Q1,AK_A,3844711.872,36544,2168131.9999999995,0,0
AK,2017,1,2017Q1,AK_B,3153965.709,9958,722710.6666666665,0,0
AK,2017,1,2017Q1,AK_C,1437594.196,31390,1626098.9999999995,0,0
AK,2017,1,2017Q1,AK_D,348813.681,15183,1445421.333333333,0,0
AK,2017,1,2017Q1,AK_G,528627.85,13398,722710.6666666665,0,0
AK,2017,1,2017Q1,AK_H,207662.406,6190,903388.3333333333,0,0
AK,2017,1,2017Q1,AK_J,1369586.753,26001,903388.3333333333,0,0
AK,2017,1,2017Q1,AK_L,214705.767,6913,722710.6666666665,0,0
AK,2017,1,2017Q1,AK_M,786449.087,16266,903388.3333333333,0,0
AK,2017,1,2017Q1,AK_N,4927715.455,109043,1264743.6666666665,0,0
AK,2017,1,2017Q1,AK_P,68860,1605,542032.9999999999,0,0
AK,2017,1,2017Q1,AK_R,996479.109,26415,1084065.9999999998,0,0
AK,2017,1,2017Q1,AK_S,725752.616,12980,542032.9999999999,0,0
AK,2017,1,2017Q1,AK_V,92321.955,654,542032.9999999999,0,0
AK,2017,2,2017Q2,AK_A,1946525.18,35440,2218672,0,0
AK,2017,2,2017Q2,AK_B,6229371.623,8249,739557.3333333333,0,0
AK,2017,2,2017Q2,AK_C,1693664.5,35805,1664003.9999999998,0,0
AK,2017,2,2017Q2,AK_D,389778.5,13280,1479114.6666666665,0,0
AK,2017,2,2017Q2,AK_G,436201.496,11660,739557.3333333333,0,0
AK,2017,2,2017Q2,AK_H,214487.437,5883,924446.6666666664,0,0
AK,2017,2,2017Q2,AK_J,1431170.196,24453,1109336,0,0
AK,2017,2,2017Q2,AK_L,1077854.572,4612,739557.3333333333,0,0
AK,2017,2,2017Q2,AK_M,947259.258,19788,924446.6666666664,0,0
AK,2017,2,2017Q2,AK_N,5006385.532,104123,1294225.3333333333,0,0
AK,2017,2,2017Q2,AK_P,58846,1034,369778.6666666666,0,0
AK,2017,2,2017Q2,AK_R,1201017.356,26270,1109336,0,0
AK,2017,2,2017Q2,AK_S,248603.549,9846,554668,0,0
AK,2017,2,2017Q2,AK_V,275448.463,3682,554668,0,0
AK,2017,3,2017Q3,AK_A,3270887.21,36984,2210227.9999999995,0,0
AK,2017,3,2017Q3,AK_B,2121993.6210000003,9038,736742.6666666665,0,0
AK,2017,3,2017Q3,AK_C,1835682.044,42904,1657670.9999999995,0,0
AK,2017,3,2017Q3,AK_D,565022.8759999999,16658,1473485.333333333,0,0
AK,2017,3,2017Q3,AK_G,1090880.15,12297,736742.6666666665,0,0
AK,2017,3,2017Q3,AK_H,240090.15,6967,920928.3333333333,0,0
AK,2017,3,2017Q3,AK_J,1309030.968,25294,1105113.9999999998,0,0
AK,2017,3,2017Q3,AK_L,169624.522,5648,736742.6666666665,0,0
AK,2017,3,2017Q3,AK_M,963602.044,21618,920928.3333333333,0,0
AK,2017,3,2017Q3,AK_N,5196205.295,114474,1289299.6666666665,0,0
AK,2017,3,2017Q3,AK_P,63007.4,1361,552556.9999999999,0,0
AK,2017,3,2017Q3,AK_R,919026.475,29483,1105113.9999999998,0,0
AK,2017,3,2017Q3,AK_S,250293.914,10801,552556.9999999999,0,0
AK,2017,3,2017Q3,AK_V,73497.291,573,552556.9999999999,0,0
AK,2017,4,2017Q4,AK_A,2189829.378,36807,2325415.9999999995,0,0
AK,2017,4,2017Q4,AK_B,3317305.959,6341,775138.6666666665,0,0
AK,2017,4,2017Q4,AK_C,1652098.971,34953,1744061.9999999995,0,0
AK,2017,4,2017Q4,AK_D,413140.77,10272,1550277.333333333,0,0
AK,2017,4,2017Q4,AK_G,514050.25,11832,775138.6666666665,0,0
AK,2017,4,2017Q4,AK_H,222723.65,6118,968923.3333333333,0,0
AK,2017,4,2017Q4,AK_J,1472544.537,25043,1162707.9999999998,0,0
AK,2017,4,2017Q4,AK_L,118407.034,3857,775138.6666666665,0,0
AK,2017,4,2017Q4,AK_M,779858.991,14815,968923.3333333333,0,0
AK,2017,4,2017Q4,AK_N,4854195.559,97461,1356492.6666666665,0,0
AK,2017,4,2017Q4,AK_P,61160,1059,387569.33333333326,0,0
AK,2017,4,2017Q4,AK_R,1080059.76,28991,1162707.9999999998,0,0
AK,2017,4,2017Q4,AK_S,272593.164,8606,581353.9999999999,0,0
AK,2017,4,2017Q4,AK_V,46117.293,732,581353.9999999999,0,0
AK,2018,1,2018Q1,AK_A,3267367.5840000003,32665,2362036,0,0
AK,2018,1,2018Q1,AK_B,2472180.743,6773,787345.3333333333,0,0
AK,2018,1,2018Q1,AK_C,1858302.859,38341,1771526.9999999998,0,0
AK,2018,1,2018Q1,AK_D,519573.565,12243,1574690.6666666665,0,0
AK,2018,1,2018Q1,AK_G,461224.801,11778,787345.3333333333,0,0
AK,2018,1,2018Q1,AK_H,269446.21,7716,984181.6666666664,0,0
AK,2018,1,2018Q1,AK_J,1696989.09,27930,1181018,0,0
AK,2018,1,2018Q1,AK_L,143157.76,4640,787345.3333333333,0,0
AK,2018,1,2018Q1,AK_M,822067.645,13440,984181.6666666664,0,0
AK,2018,1,2018Q1,AK_N,5189838.887,105270,1377854.3333333333,0,0
AK,2018,1,2018Q1,AK_P,55976,957,393672.6666666666,0,0
AK,2018,1,2018Q1,AK_R,1486729.848,38689,1181018,0,0
AK,2018,1,2018Q1,AK_S,574900.499,10858,590509,0,0
AK,2018,1,2018Q1,AK_V,34304.1,765,590509,0,0
AK,2018,2,2018Q2,AK_A,3058182.688,25731,2382756,0,0
AK,2018,2,2018Q2,AK_B,1592817.673,5566,794252,0,0
AK,2018,2,2018Q2,AK_C,1546454.096,30294,1787067,0,0
AK,2018,2,2018Q2,AK_D,333881.178,8372,1389941,0,0
AK,2018,2,2018Q2,AK_G,401611.2,9164,794252,0,0
AK,2018,2,2018Q2,AK_H,212740.276,6395,992815,0,0
AK,2018,2,2018Q2,AK_J,1062887.25,17709,1191378,0,0
AK,2018,2,2018Q2,AK_L,109652.155,3301,794252,0,0
AK,2018,2,2018Q2,AK_M,821209.76,14237,992815,0,0
AK,2018,2,2018Q2,AK_N,4204618.85,84029,1389941,0,0
AK,2018,2,2018Q2,AK_P,50031,858,595689,0,0
AK,2018,2,2018Q2,AK_R,973502.052,27517,1191378,0,0
AK,2018,2,2018Q2,AK_S,161809.403,7965,595689,0,0
AK,2018,2,2018Q2,AK_V,24449.14,517,595689,0,0
AK,2018,3,2018Q3,AK_A,2812913.85,38903,2471892,0,0
AK,2018,3,2018Q3,AK_B,3593166.119,8314,823964,0,0
AK,2018,3,2018Q3,AK_C,2354508.693,45846,1853919,0,0
AK,2018,3,2018Q3,AK_D,497966.359,12808,1647928,0,0
AK,2018,3,2018Q3,AK_G,910916.78,18574,823964,0,0
AK,2018,3,2018Q3,AK_H,394231.99,9943,1029955,0,0
AK,2018,3,2018Q3,AK_J,1412157.729,27903,1235946,0,0
AK,2018,3,2018Q3,AK_L,193568.348,5520,823964,0,0
AK,2018,3,2018Q3,AK_M,932368.343,17745,1029955,0,0
AK,2018,3,2018Q3,AK_N,6687680.2360000005,131806,1441937,0,0
AK,2018,3,2018Q3,AK_P,70784,1241,411982,0,0
AK,2018,3,2018Q3,AK_R,1942865.426,39883,1235946,0,0
AK,2018,3,2018Q3,AK_S,384082.28,13147,617973,0,0
AK,2018,3,2018Q3,AK_V,69184.174,705,617973,0,0
AK,2018,4,2018Q4,AK_A,1745106.208,31319,2478043.9999999995,0,0
AK,2018,4,2018Q4,AK_B,3821193.312,7944,826014.6666666665,0,0
AK,2018,4,2018Q4,AK_C,2044353.64,38671,1858532.9999999995,0,0
AK,2018,4,2018Q4,AK_D,437096.146,11635,1445525.6666666665,0,0
AK,2018,4,2018Q4,AK_G,458549.85,11561,826014.6666666665,0,0
AK,2018,4,2018Q4,AK_H,265881.8,8259,1032518.3333333333,0,0
AK,2018,4,2018Q4,AK_J,1219308.169,21649,1239021.9999999998,0,0
AK,2018,4,2018Q4,AK_L,146764.146,4093,826014.6666666665,0,0
AK,2018,4,2018Q4,AK_M,656310.416,12072,1032518.3333333333,0,0
AK,2018,4,2018Q4,AK_N,5413650.568,106677,1445525.6666666665,0,0
AK,2018,4,2018Q4,AK_P,65561,1349,619510.9999999999,0,0
AK,2018,4,2018Q4,AK_R,1284750.194,30189,1032518.3333333333,0,0
AK,2018,4,2018Q4,AK_S,582201.204,11383,619510.9999999999,0,0
AK,2018,4,2018Q4,AK_V,41520.29,765,619510.9999999999,0,0
AK,2019,1,2019Q1,AK_A,2531618.632,32862,2484768,0,0
AK,2019,1,2019Q1,AK_B,3201734.317,7798,828256,0,0
AK,2019,1,2019Q1,AK_C,2032278.697,39175,1863576,0,0
AK,2019,1,2019Q1,AK_D,506658.597,12822,1656512,0,0
AK,2019,1,2019Q1,AK_G,307477.352,9573,828256,0,0
AK,2019,1,2019Q1,AK_H,364419.82,10776,1035320,0,0
AK,2019,1,2019Q1,AK_J,1689987.646,31241,1242384,0,0
AK,2019,1,2019Q1,AK_L,175877.55599999998,5034,828256,0,0
AK,2019,1,2019Q1,AK_M,1394194.467,22852,1035320,0,0
AK,2019,1,2019Q1,AK_N,5657588.522,110185,1449448,0,0
AK,2019,1,2019Q1,AK_P,57293,994,414128,0,0
AK,2019,1,2019Q1,AK_R,1068309.1549999998,29787,1242384,0,0
AK,2019,1,2019Q1,AK_S,288706.542,11712,621192,0,0
AK,2019,1,2019Q1,AK_V,223037.049,5015,621192,0,0
AK,2019,2,2019Q2,AK_A,5971506.891,35331,2468824,0,0
AK,2019,2,2019Q2,AK_B,618321.071,6527,822941.3333333333,0,0
AK,2019,2,2019Q2,AK_C,2281687.284,43387,1851618,0,0
AK,2019,2,2019Q2,AK_D,478258.323,14549,1645882.6666666665,0,0
AK,2019,2,2019Q2,AK_G,331247.4,9192,822941.3333333333,0,0
AK,2019,2,2019Q2,AK_H,362141.97,10667,1028676.6666666664,0,0
AK,2019,2,2019Q2,AK_J,1517862.196,29388,1234412,0,0
AK,2019,2,2019Q2,AK_L,195441.398,5440,822941.3333333333,0,0
AK,2019,2,2019Q2,AK_M,994566.575,18933,1028676.6666666664,0,0
AK,2019,2,2019Q2,AK_N,5514028.093,108838,1440147.3333333333,0,0
AK,2019,2,2019Q2,AK_P,55900,976,617206,0,0
AK,2019,2,2019Q2,AK_R,1576110.65,36223,1028676.6666666664,0,0
AK,2019,2,2019Q2,AK_S,676601.405,11700,617206,0,0
AK,2019,2,2019Q2,AK_V,136501.821,3500,617206,0,0
AK,2019,3,2019Q3,AK_A,4360318.169,38060,2559568,0,0
AK,2019,3,2019Q3,AK_B,2832624.568,6752,853189.3333333333,0,0
AK,2019,3,2019Q3,AK_C,2080389.904,38357,1919676,0,0
AK,2019,3,2019Q3,AK_D,517397.402,11690,1706378.6666666665,0,0
AK,2019,3,2019Q3,AK_G,346668.941,9931,853189.3333333333,0,0
AK,2019,3,2019Q3,AK_H,351946.68,10707,1066486.6666666665,0,0
AK,2019,3,2019Q3,AK_J,1260438.314,25608,1279784,0,0
AK,2019,3,2019Q3,AK_L,192180.702,5533,853189.3333333333,0,0
AK,2019,3,2019Q3,AK_M,1240560.7,22865,1066486.6666666665,0,0
AK,2019,3,2019Q3,AK_N,5365771.618,106375,1493081.3333333333,0,0
AK,2019,3,2019Q3,AK_P,57446,1007,639892,0,0
AK,2019,3,2019Q3,AK_R,1206092.095,36573,1066486.6666666665,0,0
AK,2019,3,2019Q3,AK_S,372546.432,12998,639892,0,0
AK,2019,3,2019Q3,AK_V,119543.377,1181,639892,0,0
AK,2019,4,2019Q4,AK_A,3356860.185,34197,2567692,0,0
AK,2019,4,2019Q4,AK_B,2786688.665,8204,855897.3333333333,0,0
AK,2019,4,2019Q4,AK_C,2189099.805,42498,1925769,0,0
AK,2019,4,2019Q4,AK_D,444793.595,12571,1711794.6666666665,0,0
AK,2019,4,2019Q4,AK_G,470128.629,9882,855897.3333333333,0,0
AK,2019,4,2019Q4,AK_H,342700.423,8475,1069871.6666666665,0,0
AK,2019,4,2019Q4,AK_J,1496714.709,28347,1283846,0,0
AK,2019,4,2019Q4,AK_L,157283.45,4686,855897.3333333333,0,0
AK,2019,4,2019Q4,AK_M,909949.377,16606,1069871.6666666665,0,0
AK,2019,4,2019Q4,AK_N,5381785.608,107287,1497820.3333333333,0,0
AK,2019,4,2019Q4,AK_P,58171,1016,427948.6666666666,0,0
AK,2019,4,2019Q4,AK_R,1207192.762,28593,1069871.6666666665,0,0
AK,2019,4,2019Q4,AK_S,295472.102,11580,641923,0,0
AK,2019,4,2019Q4,AK_V,22129.009,479,427948.6666666666,0,0
AK,2020,1,2020Q1,AK_A,3418092.758,31632,2583840,0,0
AK,2020,1,2020Q1,AK_B,3550439.437,7388,861280,0,0
AK,2020,1,2020Q1,AK_C,2201064.06,38241,1937880,0,0
AK,2020,1,2020Q1,AK_D,368112.344,12370,1722560,0,0
AK,2020,1,2020Q1,AK_G,673004.405,15002,861280,0,0
AK,2020,1,2020Q1,AK_H,253676.55,6964,1076600,0,0
AK,2020,1,2020Q1,AK_J,1534014.43,27367,1291920,0,0
AK,2020,1,2020Q1,AK_L,145328.011,4218,861280,0,0
AK,2020,1,2020Q1,AK_M,835630.302,16243,1076600,0,0
AK,2020,1,2020Q1,AK_N,5151879.774,102378,1507240,0,0
AK,2020,1,2020Q1,AK_P,87697,2256,645960,0,0
AK,2020,1,2020Q1,AK_R,1256610.775,27700,1291920,0,0
AK,2020,1,2020Q1,AK_S,231120.189,9356,645960,0,0
AK,2020,1,2020Q1,AK_V,217807.48,3794,645960,0,0
AK,2020,2,2020Q2,AK_A,2714165.48,35520,2645428,0,0
AK,2020,2,2020Q2,AK_B,2817422.55,7222,881809.3333333333,0,0
AK,2020,2,2020Q2,AK_C,2532310.538,45111,1984071,0,0
AK,2020,2,2020Q2,AK_D,519453.22300000006,13122,1543166.3333333333,0,0
AK,2020,2,2020Q2,AK_G,770871.304,17842,881809.3333333333,0,0
AK,2020,2,2020Q2,AK_H,293561.69,7829,1102261.6666666665,0,0
AK,2020,2,2020Q2,AK_J,870045.2339999999,19078,1322714,0,0
AK,2020,2,2020Q2,AK_L,161429.62699999998,4746,881809.3333333333,0,0
AK,2020,2,2020Q2,AK_M,908394.754,15965,1102261.6666666665,0,0
AK,2020,2,2020Q2,AK_N,6472636.685,120988,1543166.3333333333,0,0
AK,2020,2,2020Q2,AK_P,73975,1410,661357,0,0
AK,2020,2,2020Q2,AK_R,1167545.69,28932,1322714,0,0
AK,2020,2,2020Q2,AK_S,307501.244,9419,661357,0,0
AK,2020,2,2020Q2,AK_V,181074.08,1741,661357,0,0
AK,2020,3,2020Q3,AK_A,4029184.117,40532,2689728,0,0
AK,2020,3,2020Q3,AK_B,3302616.9,7012,896576,0,0
AK,2020,3,2020Q3,AK_C,2602085.89,46185,2017296,0,0
AK,2020,3,2020Q3,AK_D,359623.935,12450,1569008,0,0
AK,2020,3,2020Q3,AK_G,737878.6,15945,896576,0,0
AK,2020,3,2020Q3,AK_H,406131.398,7807,896576,0,0
AK,2020,3,2020Q3,AK_J,942803.813,20677,1344864,0,0
AK,2020,3,2020Q3,AK_L,151592.57400000002,5182,896576,0,0
AK,2020,3,2020Q3,AK_M,1002714.924,17676,1120720,0,0
AK,2020,3,2020Q3,AK_N,6383202.622,118939,1569008,0,0
AK,2020,3,2020Q3,AK_P,63842,1468,448288,0,0
AK,2020,3,2020Q3,AK_R,1402521.503,26975,1344864,0,0
AK,2020,3,2020Q3,AK_S,294765.258,8698,672432,0,0
AK,2020,3,2020Q3,AK_V,140672.666,900,672432,0,0
AK,2020,4,2020Q4,AK_A,2772783.191,29800,2774908,0,0
AK,2020,4,2020Q4,AK_B,2622393.083,6284,924969.3333333333,0,0
AK,2020,4,2020Q4,AK_C,2063926.712,36059,2081181,0,0
AK,2020,4,2020Q4,AK_D,270180.89,9207,1849938.6666666665,0,0
AK,2020,4,2020Q4,AK_G,619967.5,12954,924969.3333333333,0,0
AK,2020,4,2020Q4,AK_H,247674.988,5845,924969.3333333333,0,0
AK,2020,4,2020Q4,AK_J,714633.457,16527,1387454,0,0
AK,2020,4,2020Q4,AK_L,122963.751,3853,924969.3333333333,0,0
AK,2020,4,2020Q4,AK_M,838490.425,14781,1156211.6666666665,0,0
AK,2020,4,2020Q4,AK_N,5373109.323000001,100440,1618696.3333333333,0,0
AK,2020,4,2020Q4,AK_P,60525,1151,693727,0,0
AK,2020,4,2020Q4,AK_R,912110.12,25503,1387454,0,0
AK,2020,4,2020Q4,AK_S,224821.496,7268,693727,0,0
AK,2020,4,2020Q4,AK_V,92007.2,1937,693727,0,0
AK,2021,1,2021Q1,AK_A,4102107.125,40947,2829559.9999999995,0,0
AK,2021,1,2021Q1,AK_B,2707465.146,6167,943186.6666666664,0,0
AK,2021,1,2021Q1,AK_C,2743769.429,47944,2122169.9999999995,0,0
AK,2021,1,2021Q1,AK_D,472329.412,10391,1886373.333333333,0,0
AK,2021,1,2021Q1,AK_G,492130.402,11262,943186.6666666664,0,0
AK,2021,1,2021Q1,AK_H,315298.1,7376,943186.6666666664,0,0
AK,2021,1,2021Q1,AK_J,862411.637,23237,1414779.9999999998,0,0
AK,2021,1,2021Q1,AK_L,178715.447,5639,943186.6666666664,0,0
AK,2021,1,2021Q1,AK_M,968412.064,15664,1178983.333333333,0,0
AK,2021,1,2021Q1,AK_N,6889272.921,129381,1650576.6666666665,0,0
AK,2021,1,2021Q1,AK_P,58209,1000,707389.9999999999,0,0
AK,2021,1,2021Q1,AK_R,1220124.488,31659,1414779.9999999998,0,0
AK,2021,1,2021Q1,AK_S,789866.961,12228,707389.9999999999,0,0
AK,2021,1,2021Q1,AK_V,159041.772,3746,707389.9999999999,0,0
AK,2021,2,2021Q2,AK_A,3671969.557,38824,2888515.9999999995,0,0
AK,2021,2,2021Q2,AK_B,2176491.866,6633,962838.6666666664,0,0
AK,2021,2,2021Q2,AK_C,2610108.0020000003,44067,2166386.9999999995,0,0
AK,2021,2,2021Q2,AK_D,571158.42,11168,1925677.333333333,0,0
AK,2021,2,2021Q2,AK_G,406267.395,9558,962838.6666666664,0,0
AK,2021,2,2021Q2,AK_H,336237.81,7714,962838.6666666664,0,0
AK,2021,2,2021Q2,AK_J,933681.17,23217,1444257.9999999998,0,0
AK,2021,2,2021Q2,AK_L,151499.66700000002,5050,962838.6666666664,0,0
AK,2021,2,2021Q2,AK_M,1026601.335,16371,1203548.333333333,0,0
AK,2021,2,2021Q2,AK_N,6574656.526000001,121689,1684967.6666666665,0,0
AK,2021,2,2021Q2,AK_P,74479,2004,722128.9999999999,0,0
AK,2021,2,2021Q2,AK_R,1364633.505,35930,1444257.9999999998,0,0
AK,2021,2,2021Q2,AK_S,743023.181,12850,722128.9999999999,0,0
AK,2021,2,2021Q2,AK_V,160202.762,3801,722128.9999999999,0,0
AK,2021,3,2021Q3,AK_A,4279310.739,40691,2915935.9999999995,0,0
AK,2021,3,2021Q3,AK_B,1898031.4,5347,971978.6666666664,0,0
AK,2021,3,2021Q3,AK_C,2798428.063,48880,2186951.9999999995,0,0
AK,2021,3,2021Q3,AK_D,558361.06,10251,1943957.333333333,0,0
AK,2021,3,2021Q3,AK_G,448472.6,9662,971978.6666666664,0,0
AK,2021,3,2021Q3,AK_H,326662,7085,971978.6666666664,0,0
AK,2021,3,2021Q3,AK_J,1107612.628,25052,1457967.9999999998,0,0
AK,2021,3,2021Q3,AK_L,151955.596,5325,971978.6666666664,0,0
AK,2021,3,2021Q3,AK_M,791707.862,14560,1214973.333333333,0,0
AK,2021,3,2021Q3,AK_N,6826420.039000001,125406,1700962.6666666665,0,0
AK,2021,3,2021Q3,AK_P,51673,1027,728983.9999999999,0,0
AK,2021,3,2021Q3,AK_R,1854296.46,38753,1457967.9999999998,0,0
AK,2021,3,2021Q3,AK_S,292928.263,10017,728983.9999999999,0,0
AK,2021,3,2021Q3,AK_V,103626.6,2084,728983.9999999999,0,0
AK,2021,4,2021Q4,AK_A,7438752,42493,2717161.333333333,0,0
AK,2021,4,2021Q4,AK_B,2798765.459,5590,988058.6666666664,0,0
AK,2021,4,2021Q4,AK_C,2550849.122,42081,2223131.9999999995,0,0
AK,2021,4,2021Q4,AK_D,311136.716,9738,1976117.333333333,0,0
AK,2021,4,2021Q4,AK_G,428155.9,9227,988058.6666666664,0,0
AK,2021,4,2021Q4,AK_H,300728.605,6964,988058.6666666664,0,0
AK,2021,4,2021Q4,AK_J,1100829.86,21964,1482087.9999999998,0,0
AK,2021,4,2021Q4,AK_L,128823.424,4580,988058.6666666664,0,0
AK,2021,4,2021Q4,AK_M,1056755.319,17964,1235073.333333333,0,0
AK,2021,4,2021Q4,AK_N,6250642.333,112843,1729102.6666666665,0,0
AK,2021,4,2021Q4,AK_P,72116,1938,494029.33333333326,0,0
AK,2021,4,2021Q4,AK_R,1235025.115,33413,1235073.333333333,0,0
AK,2021,4,2021Q4,AK_S,747681.348,11588,741043.9999999999,0,0
AK,2021,4,2021Q4,AK_V,80575,2092,741043.9999999999,0,0
AK,2022,1,2022Q1,AK_A,3125080.66,44408,3004051.9999999995,0,0
AK,2022,1,2022Q1,AK_B,4274098.641,8601,1001350.6666666664,0,0
AK,2022,1,2022Q1,AK_C,2918401.355,48444,2253038.9999999995,0,0
AK,2022,1,2022Q1,AK_D,426555.987,10738,1752363.6666666665,0,0
AK,2022,1,2022Q1,AK_G,459363.12,11137,1001350.6666666664,0,0
AK,2022,1,2022Q1,AK_H,360639.77,8204,1251688.333333333,0,0
AK,2022,1,2022Q1,AK_J,1074710.524,23537,1502025.9999999998,0,0
AK,2022,1,2022Q1,AK_L,165518.02,5306,1001350.6666666664,0,0
AK,2022,1,2022Q1,AK_M,1096898.332,21370,1251688.333333333,0,0
AK,2022,1,2022Q1,AK_N,6918243.937,126130,1752363.6666666665,0,0
AK,2022,1,2022Q1,AK_P,55708,903,751012.9999999999,0,0
AK,2022,1,2022Q1,AK_R,1519369.059,32180,1502025.9999999998,0,0
AK,2022,1,2022Q1,AK_S,527493.786,11669,751012.9999999999,0,0
AK,2022,1,2022Q1,AK_V,190817,4911,751012.9999999999,0,0
AK,2022,2,2022Q2,AK_A,3224456.96,41655,2782178.6666666665,0,0
AK,2022,2,2022Q2,AK_B,7699530.794000001,7399,1011701.3333333333,0,0
AK,2022,2,2022Q2,AK_C,2669724.08,44540,2276328,0,0
AK,2022,2,2022Q2,AK_D,547212.705,15505,2023402.6666666665,0,0
AK,2022,2,2022Q2,AK_G,437885.75,9329,1011701.3333333333,0,0
AK,2022,2,2022Q2,AK_H,366863.315,7995,1264626.6666666665,0,0
AK,2022,2,2022Q2,AK_J,1324695.027,26038,1517552,0,0
AK,2022,2,2022Q2,AK_L,164953.02,5379,1011701.3333333333,0,0
AK,2022,2,2022Q2,AK_M,1245554.57,20062,1264626.6666666665,0,0
AK,2022,2,2022Q2,AK_N,6907770.509,126870,1770477.3333333333,0,0
AK,2022,2,2022Q2,AK_P,51497,821,505850.6666666666,0,0
AK,2022,2,2022Q2,AK_R,1347734.326,35986,1517552,0,0
AK,2022,2,2022Q2,AK_S,737558.142,13157,758776,0,0
AK,2022,2,2022Q2,AK_V,86303.8,1928,758776,0,0
AK,2022,3,2022Q3,AK_A,4322371.6,42003,3058195.9999999995,0,0
AK,2022,3,2022Q3,AK_B,4249989.74,8517,1019398.6666666664,0,0
AK,2022,3,2022Q3,AK_C,2796908.7800000003,45922,2293646.9999999995,0,0
AK,2022,3,2022Q3,AK_D,575741.499,16017,1783947.6666666665,0,0
AK,2022,3,2022Q3,AK_G,450386.666,10374,1019398.6666666664,0,0
AK,2022,3,2022Q3,AK_H,365957.313,8193,1274248.333333333,0,0
AK,2022,3,2022Q3,AK_J,1317671.098,25394,1529097.9999999998,0,0
AK,2022,3,2022Q3,AK_L,156968.914,5127,1019398.6666666664,0,0
AK,2022,3,2022Q3,AK_M,1244661.628,21704,1274248.333333333,0,0
AK,2022,3,2022Q3,AK_N,7008109.51,126455,1783947.6666666665,0,0
AK,2022,3,2022Q3,AK_P,53855,1001,764548.9999999999,0,0
AK,2022,3,2022Q3,AK_R,1347337.758,33198,1529097.9999999998,0,0
AK,2022,3,2022Q3,AK_S,662408.973,13662,764548.9999999999,0,0
AK,2022,3,2022Q3,AK_V,129150.13,3147,764548.9999999999,0,0
AK,2022,4,2022Q4,AK_A,5134140.349,43509,3084832,0,0
AK,2022,4,2022Q4,AK_B,2711090.545,6843,1028277.3333333333,0,0
AK,2022,4,2022Q4,AK_C,2712302.59,44468,2313624,0,0
AK,2022,4,2022Q4,AK_D,487405.18,13878,2056554.6666666665,0,0
AK,2022,4,2022Q4,AK_G,435099,9759,1028277.3333333333,0,0
AK,2022,4,2022Q4,AK_H,385632.435,8470,1285346.6666666665,0,0
AK,2022,4,2022Q4,AK_J,1565206.2680000002,29284,1285346.6666666665,0,0
AK,2022,4,2022Q4,AK_L,161803.347,5277,1028277.3333333333,0,0
AK,2022,4,2022Q4,AK_M,1234532.729,22163,1285346.6666666665,0,0
AK,2022,4,2022Q4,AK_N,6610990.323,119407,1799485.3333333333,0,0
AK,2022,4,2022Q4,AK_P,43001,700,771208,0,0
AK,2022,4,2022Q4,AK_R,1064386.597,29592,1542416,0,0
AK,2022,4,2022Q4,AK_S,830683.1359999999,15143,771208,0,0
AK,2022,4,2022Q4,AK_V,160398,4298,771208,0,0
AK,2023,1,2023Q1,AK_A,9077171.725,50011,3112804,0,0
AK,2023,1,2023Q1,AK_B,1546357.498,6806,1037601.3333333333,0,0
AK,2023,1,2023Q1,AK_C,2850665.801,47551,2334603,0,0
AK,2023,1,2023Q1,AK_D,585217.625,14942,2075202.6666666665,0,0
AK,2023,1,2023Q1,AK_G,535415.5,12006,1037601.3333333333,0,0
AK,2023,1,2023Q1,AK_H,355492.3,7483,1297001.6666666665,0,0
AK,2023,1,2023Q1,AK_J,1310491.7640000002,26806,1556402,0,0
AK,2023,1,2023Q1,AK_L,147191.008,4843,1037601.3333333333,0,0
AK,2023,1,2023Q1,AK_M,1265204.837,23078,1297001.6666666665,0,0
AK,2023,1,2023Q1,AK_N,6824399.505,124216,1815802.3333333333,0,0
AK,2023,1,2023Q1,AK_P,49492,824,778201,0,0
AK,2023,1,2023Q1,AK_R,1071495.9530000002,28805,1556402,0,0
AK,2023,1,2023Q1,AK_S,239205.341,8933,778201,0,0
AK,2023,1,2023Q1,AK_V,142602.52800000002,3613,518800.6666666666,0,0
AK,2023,2,2023Q2,AK_A,9850422.138,44083,3122167.9999999995,0,0
AK,2023,2,2023Q2,AK_B,1823837.101,6236,1040722.6666666664,0,0
AK,2023,2,2023Q2,AK_C,2658239.7,45228,2341625.9999999995,0,0
AK,2023,2,2023Q2,AK_D,577015.8319999999,15580,2081445.333333333,0,0
AK,2023,2,2023Q2,AK_G,459991.011,11221,1040722.6666666664,0,0
AK,2023,2,2023Q2,AK_H,296474.27,7153,1300903.333333333,0,0
AK,2023,2,2023Q2,AK_J,1464508.323,30222,1300903.333333333,0,0
AK,2023,2,2023Q2,AK_L,132715.985,4454,1040722.6666666664,0,0
AK,2023,2,2023Q2,AK_M,1212156.103,22055,1300903.333333333,0,0
AK,2023,2,2023Q2,AK_N,6455645.048,118943,1821264.6666666665,0,0
AK,2023,2,2023Q2,AK_P,45296.75,878,520361.33333333326,0,0
AK,2023,2,2023Q2,AK_R,980783.884,29707,1561083.9999999998,0,0
AK,2023,2,2023Q2,AK_S,568804.4260000001,9016,780541.9999999999,0,0
AK,2023,2,2023Q2,AK_V,70468.398,1852,780541.9999999999,0,0
AK,2023,3,2023Q3,AK_A,5960890.232,45416,3007324,0,0
