unique_id,ds,cutoff,y,LightGBM,XGBoost,RandomForest,Ridge,horizon
IN_A07,2020-10-01,2019-10-01,1633800.715,1122583.0034181154,1.3248764e+06,1316926.763212896,-61893228.13496274,4
IN_A07,2021-01-01,2019-10-01,1764006.225,1100400.2311015609,1.2996539e+06,1309744.2823806982,-91439082.18759438,5
IN_A07,2021-04-01,2019-10-01,2094849.966,1081575.743237373,1.3017798e+06,1328946.071009164,-128619142.39225975,6
IN_A07,2021-07-01,2019-10-01,1744109.418,1084990.1607509234,1.2665334e+06,1319297.6977439718,-179763107.5441468,7
IN_A07,2021-10-01,2019-10-01,2127299.972,1118070.2189859136,1.3024974e+06,1329287.175506263,-246757021.68622306,8
IN_A09,2020-01-01,2019-10-01,582254.0,633797.7667340669,593809.6,625117.6076012802,-3550357.6751517653,1
IN_A09,2020-04-01,2019-10-01,575407.0,581352.8322895325,618109.44,612129.1995755255,-17136759.694488168,2
IN_A09,2020-07-01,2019-10-01,617967.0,622200.5760469778,609857.56,629898.2724564194,-37498899.619537055,3
IN_A09,2020-10-01,2019-10-01,618297.0,611313.0745256053,642218.75,627095.9457446334,-61049508.99911365,4
IN_A09,2021-01-01,2019-10-01,693308.0,581352.8322895325,589451.94,618446.0544886978,-90439291.78719357,5
IN_A09,2021-04-01,2019-10-01,653772.0,617194.3492989896,642218.75,637797.3542005541,-127281139.71380576,6
IN_A09,2021-07-01,2019-10-01,720437.0,601769.6759099256,607268.25,629716.169036951,-177718717.03617802,7
IN_A09,2021-10-01,2019-10-01,654443.0,581352.8322895325,646576.44,632993.1158317924,-243922263.65659407,8
IN_A10,2020-01-01,2019-10-01,7489593.585,6370956.305292114,7.6003845e+06,7065799.042737357,3125090.706515014,1
IN_A10,2020-04-01,2019-10-01,7981273.425,6297495.39087602,9.523627e+06,7402525.777335891,-10142852.96419099,2
IN_A10,2020-07-01,2019-10-01,8539392.215,6307444.7799432725,9.897658e+06,7445331.490675281,-30140331.752664894,3
IN_A10,2020-10-01,2019-10-01,8776438.15,5899345.357155008,9.897658e+06,7445331.490675281,-53360222.89062503,4
IN_A10,2021-01-01,2019-10-01,9329989.225,5972806.271571102,9.796101e+06,7445331.4906752845,-82452053.5664028,5
IN_A10,2021-04-01,2019-10-01,9866034.65,5972806.271571102,1.0163345e+07,7445331.4906752845,-118797401.49526945,6
IN_A10,2021-07-01,2019-10-01,9908161.175,5972806.271571102,1.0163345e+07,7445331.490675283,-168556524.1555917,7
IN_A10,2021-10-01,2019-10-01,10002973.98,5972806.271571102,1.0163345e+07,7445331.490675283,-233900631.9875848,8
IN_A11,2020-01-01,2019-10-01,167571.716,237631.5063914921,230079.36,234633.70967679625,-4083672.1571474373,1
IN_A11,2020-04-01,2019-10-01,184789.185,237631.5063914921,226375.67,234414.55720844484,-17808315.95075646,2
IN_A11,2020-07-01,2019-10-01,200815.993,285955.72992003884,248196.02,248940.99508687874,-38225489.860385895,3
IN_A11,2020-10-01,2019-10-01,211464.572,285955.72992003884,277335.25,260996.52873977338,-61820604.60481471,4
IN_A11,2021-01-01,2019-10-01,260456.358,285955.72992003884,281038.97,263259.80630172195,-91307585.34042537,5
IN_A11,2021-04-01,2019-10-01,266952.63800000004,242686.9901231623,281692.94,268352.3480067804,-128323264.4895756,6
IN_A11,2021-07-01,2019-10-01,232687.43,277059.3054267012,295309.2,321290.76392761804,-178994697.738484,7
IN_A11,2021-10-01,2019-10-01,234594.858,277059.3054267012,295309.2,326231.30641728366,-245434465.72835413,8
IN_A12,2020-01-01,2019-10-01,6308923.667,10892086.125500416,1.0801722e+07,13522790.41607384,6745661.148523897,1
IN_A12,2020-04-01,2019-10-01,4627647.016,12477276.155174289,1.2558559e+07,15479097.261214495,368063.81830629706,2
IN_A12,2020-07-01,2019-10-01,7439693.204,13900663.711574567,1.4324392e+07,16124280.511977205,-15986552.338330716,3
IN_A12,2020-10-01,2019-10-01,4118630.1,15019375.805418398,1.5694825e+07,15426201.306202102,-36506056.30805591,4
IN_A12,2021-01-01,2019-10-01,3372158.193,15943849.074889919,1.5427568e+07,15606691.015948957,-64264535.32442549,5
IN_A12,2021-04-01,2019-10-01,2886110.767,14132885.899512248,1.5825398e+07,16443435.270604713,-98278023.36504292,6
IN_A12,2021-07-01,2019-10-01,6124616.535,16644018.460709339,1.6689604e+07,16496347.833300073,-140804427.2993615,7
IN_A12,2021-10-01,2019-10-01,4469482.099,16644018.460709339,1.6689604e+07,16496347.833300076,-198044085.05154154,8
IN_A16,2020-01-01,2019-10-01,381982.88,382238.00423005864,387456.97,394595.6417518388,-3924434.1083163023,1
IN_A16,2020-04-01,2019-10-01,339677.16000000003,382238.00423005864,383753.22,403638.16771262157,-17618830.346838236,2
IN_A16,2020-07-01,2019-10-01,328843.308,425164.1646095662,438092.34,427752.10772558756,-38037695.8362377,3
IN_A16,2020-10-01,2019-10-01,308466.308,460523.8523535104,442450.03,434643.48575876857,-61626778.66252753,4
IN_A16,2021-01-01,2019-10-01,359232.737,460523.8523535104,473769.38,446015.7227951671,-91117359.58231077,5
IN_A16,2021-04-01,2019-10-01,335695.163,506007.91351631476,518009.06,471523.10526997916,-128120172.82524118,6
IN_A16,2021-07-01,2019-10-01,329685.314,490358.6666134364,549314.3,481285.95536088257,-178763826.82238522,7
IN_A16,2021-10-01,2019-10-01,291160.31700000004,470648.22577237064,549314.3,493313.4630569182,-245184982.07329234,8
IN_B01,2020-01-01,2019-10-01,2003936.54,2502633.868436058,2.246302e+06,2478325.900654711,-1352180.6272859275,1
IN_B01,2020-04-01,2019-10-01,1961422.378,2467427.6834480423,2.3126325e+06,2478703.682704499,-14843262.77350983,2
IN_B01,2020-07-01,2019-10-01,2268724.099,2493246.150083061,2.3126325e+06,2494259.6117149154,-34947358.095000446,3
IN_B01,2020-10-01,2019-10-01,2444145.794,2416451.969533075,2.4582292e+06,2481987.1394773484,-58213206.95216894,4
IN_B01,2021-01-01,2019-10-01,2795384.635,2450619.359073334,2.425597e+06,2479635.7435407247,-87373570.36922881,5
IN_B01,2021-04-01,2019-10-01,3094312.456,2424940.318567523,2.4582292e+06,2477074.579779483,-123732273.39162096,6
IN_B01,2021-07-01,2019-10-01,2895545.639,2402528.97688079,2.469744e+06,2481017.2186969556,-173683642.23385438,7
IN_B01,2021-10-01,2019-10-01,3056913.404,2385234.9194946196,2.4653862e+06,2481017.2186969533,-239234614.50282523,8
IN_B02,2020-01-01,2019-10-01,3460287.94,2768140.1537812348,2.4232195e+06,2588749.347679695,32200.007181972265,1
IN_B02,2020-04-01,2019-10-01,5062991.562,3052852.717883819,2.8173692e+06,2779984.8728866447,-13305613.473816693,2
IN_B02,2020-07-01,2019-10-01,4266917.739,2490334.0184623343,2.5938658e+06,2605042.7465494215,-34285552.642454416,3
IN_B02,2020-10-01,2019-10-01,3855567.88,2470625.027234841,2.746311e+06,2616437.4067383884,-57547906.49982992,4
IN_B02,2021-01-01,2019-10-01,3430452.94,2430202.2672489774,2.5388485e+06,2592107.9077158277,-86528423.20420781,5
IN_B02,2021-04-01,2019-10-01,2449628.931,2395023.534991427,2.595266e+06,2518243.2847562823,-122274593.70172343,6
IN_B02,2021-07-01,2019-10-01,3988548.5,2402528.97688079,2.5763415e+06,2537523.015748081,-171859372.35025582,7
IN_B02,2021-10-01,2019-10-01,3343202.994,2465570.019701736,2.5763415e+06,2567359.018679633,-237642022.80368838,8
IN_B03,2020-01-01,2019-10-01,311871.244,738708.564922135,607903.44,683701.2753134698,-3572772.3997593224,1
IN_B03,2020-04-01,2019-10-01,881554.379,618638.2140300021,609665.75,644615.9892863068,-17156339.334808707,2
IN_B03,2020-07-01,2019-10-01,605071.751,697075.6627908874,658861.3,672084.6425155189,-37566801.86805314,3
IN_B03,2020-10-01,2019-10-01,812612.3470000001,810650.6863910981,614215.25,710863.8794720925,-61150496.62451166,4
IN_B03,2021-01-01,2019-10-01,461157.891,671196.6296454682,644975.7,690540.6119272496,-90491623.45833889,5
IN_B03,2021-04-01,2019-10-01,697492.407,717738.9335816149,609857.56,691181.2270817384,-127412313.51812395,6
IN_B03,2021-07-01,2019-10-01,404073.067,739089.5013386918,642218.75,724195.906325125,-177903354.40488717,7
IN_B03,2021-10-01,2019-10-01,505877.968,813255.8648965099,609857.56,720403.3786468076,-244184260.63593802,8
IN_B05,2020-01-01,2019-10-01,10928889.81,7268045.901167738,7.3409565e+06,7654137.323354044,1755179.1230182648,1
IN_B05,2020-04-01,2019-10-01,9619792.213,8678961.754824743,7.6978975e+06,6556770.9248558,-19956771.18446222,2
IN_B05,2020-07-01,2019-10-01,10887763.68,8511761.098246858,7.6385445e+06,6398591.85326658,-43874524.997890264,3
IN_B05,2020-10-01,2019-10-01,11698830.77,9061964.128116103,7.7822745e+06,6249786.320623585,-70673890.91002673,4
IN_B05,2021-01-01,2019-10-01,12180883.07,9240373.525518253,8.639949e+06,6526754.914891176,-103625440.21701771,5
IN_B05,2021-04-01,2019-10-01,15163541.23,9230424.136451,9.512251e+06,6924891.254293184,-144965567.68886217,6
IN_B05,2021-07-01,2019-10-01,15007811.22,9230424.136451,9.392349e+06,6670294.4311185675,-205319135.84489706,7
IN_B05,2021-10-01,2019-10-01,16321157.28,9303885.050867097,9.523771e+06,6652821.137459406,-282041645.02571297,8
IN_B06,2020-01-01,2019-10-01,47084.15,54650.26202516057,94722.61,27554.909718260995,-4264269.066679001,1
IN_B06,2020-04-01,2019-10-01,43244.7,78016.88189894885,149225.95,28860.282407923172,-17959775.805123806,2
IN_B06,2020-07-01,2019-10-01,49528.9,123511.15764857175,185019.84,30448.30562036066,-38368825.672380716,3
IN_B06,2020-10-01,2019-10-01,55516.8,133418.2035228801,185019.84,31037.880575554052,-61956347.545291364,4
IN_B06,2021-01-01,2019-10-01,90692.896,137584.05378006177,215220.81,31638.63588441149,-91449629.07371137,5
IN_B06,2021-04-01,2019-10-01,84201.09700000001,137584.05378006177,211517.06,31808.692389017087,-128464068.42025593,6
IN_B06,2021-07-01,2019-10-01,116875.416,140684.49948067154,226375.67,31912.17950010501,-179113894.16507533,7
IN_B06,2021-10-01,2019-10-01,81357.121,140684.49948067154,277335.25,34654.314602586484,-245534552.05633143,8
IN_C01,2020-01-01,2019-10-01,1074526.415,1787033.8689975596,1.7515241e+06,1927472.374379046,-1736167.8445933163,1
IN_C01,2020-04-01,2019-10-01,1267268.602,1771036.4433776322,1.7665876e+06,2057297.1157668603,-15079629.999741942,2
IN_C01,2020-07-01,2019-10-01,1040574.844,2101271.5768942656,2.1203338e+06,2199202.2692771405,-35102246.752381265,3
IN_C01,2020-10-01,2019-10-01,1981647.105,2064441.6345678903,2.0286548e+06,2199508.8474362087,-58405077.05956718,4
IN_C01,2021-01-01,2019-10-01,886198.306,2290377.796520739,2.0839842e+06,2223653.314217266,-87133033.20582768,5
IN_C01,2021-04-01,2019-10-01,1167762.315,2328241.647339447,2.1685282e+06,2238591.3373684515,-123619157.84809044,6
IN_C01,2021-07-01,2019-10-01,994843.993,2362491.4363015275,2.1314075e+06,2352728.912496854,-173465875.6276804,7
IN_C01,2021-10-01,2019-10-01,956345.32,2390926.7449777755,2.293148e+06,2439237.45850137,-238862277.31653687,8
IN_C02,2020-01-01,2019-10-01,2861221.323,2514262.242639595,2.5174668e+06,2485270.17133934,-1625276.8726166487,1
IN_C02,2020-04-01,2019-10-01,3010912.732,2529175.9494830687,2.4713308e+06,2500914.6564039006,-14734164.728827327,2
IN_C02,2020-07-01,2019-10-01,2608418.585,2504542.7184995664,2.603435e+06,2503081.4554014225,-35091356.147022456,3
IN_C02,2020-10-01,2019-10-01,2811584.65,2493781.8688265523,2.5906458e+06,2500796.4734366247,-58359965.78024182,4
IN_C02,2021-01-01,2019-10-01,2310033.842,2457081.6706672884,2.5342282e+06,2556621.063727,-87468184.81794313,5
IN_C02,2021-04-01,2019-10-01,2659312.5,2402528.97688079,2.5845105e+06,2483666.619668607,-124061132.59953806,6
IN_C02,2021-07-01,2019-10-01,2639664.77,2402528.97688079,2.5845105e+06,2484083.599281955,-173932695.6695293,7
IN_C02,2021-10-01,2019-10-01,2931023.15,2402528.97688079,2.5845105e+06,2484083.599281953,-239640728.63469842,8
IN_C03,2020-01-01,2019-10-01,4013419.177,3754356.0890938244,3.645514e+06,3919802.6500250055,-331021.7847582996,1
IN_C03,2020-04-01,2019-10-01,4446597.607,3794704.8456228436,3.7588248e+06,3912447.602692992,-13792834.66834423,2
IN_C03,2020-07-01,2019-10-01,4462738.45,3794704.8456228436,3.8445815e+06,3926073.1953471615,-33961690.09206006,3
IN_C03,2020-10-01,2019-10-01,4519731.2,3794704.8456228436,3.8445815e+06,3919566.9362767595,-57278417.132946014,4
IN_C03,2021-01-01,2019-10-01,4622751.933,3902209.4757633056,3.6541045e+06,3962201.704205522,-86589776.43891579,5
IN_C03,2021-04-01,2019-10-01,5258013.86,3794704.8456228436,3.9287942e+06,3934689.081622451,-123157354.23596165,6
IN_C03,2021-07-01,2019-10-01,5220162.19,3784070.464941767,3.9287942e+06,3990485.999485971,-173263629.12834176,7
IN_C03,2021-10-01,2019-10-01,5447037.38,3784955.4775366206,3.8445815e+06,3983979.740415573,-239034673.3065724,8
IN_C04,2020-01-01,2019-10-01,25149.0,54650.26202516057,94722.61,28592.032625224874,-4240419.457626492,1
IN_C04,2020-04-01,2019-10-01,26756.375,78016.88189894885,149225.95,30723.95334213769,-17958637.12208432,2
IN_C04,2020-07-01,2019-10-01,27671.0,78016.88189894885,185019.84,29456.04107568009,-38364575.24047443,3
IN_C04,2020-10-01,2019-10-01,23469.0,78016.88189894885,185019.84,31375.381323461253,-61949953.84445578,4
IN_C04,2021-01-01,2019-10-01,23558.0,82182.73215613051,215220.81,31266.692435932513,-91428204.18844315,5
IN_C04,2021-04-01,2019-10-01,24993.0,82182.73215613051,211517.06,34184.96723417525,-128431631.09454158,6
IN_C04,2021-07-01,2019-10-01,25695.0,82182.73215613051,226375.67,34197.35171112599,-179086166.27541122,7
IN_C04,2021-10-01,2019-10-01,23220.0,82182.73215613051,277335.25,35009.064538765975,-245502936.42636117,8
IN_C05,2020-01-01,2019-10-01,382796.672,470648.22577237064,517355.06,481481.52092412126,-3989571.2709331214,1
IN_C05,2020-04-01,2019-10-01,252671.141,498296.31007298466,549314.3,479298.2105889108,-17733071.53691396,2
IN_C05,2020-07-01,2019-10-01,125668.136,470648.22577237064,540717.9,488509.67009349953,-38181566.801750004,3
IN_C05,2020-10-01,2019-10-01,226079.779,470648.22577237064,549314.3,490813.3939146211,-61798931.046732545,4
IN_C05,2021-01-01,2019-10-01,817659.113,470648.22577237064,540063.9,494126.6414504639,-91344820.7163055,5
IN_C05,2021-04-01,2019-10-01,817329.22,470648.22577237064,536360.2,500010.0992370529,-128523034.20778117,6
IN_C05,2021-07-01,2019-10-01,541897.586,470648.22577237064,536360.2,498753.29728387843,-179328370.1134151,7
IN_C05,2021-10-01,2019-10-01,507867.741,470648.22577237064,536360.2,499263.8430934177,-245917215.5364901,8
IN_C07,2020-01-01,2019-10-01,5661990.476,5773974.6284754,5.470906e+06,5929422.295104299,1366617.0576439798,1
IN_C07,2020-04-01,2019-10-01,5930711.286,5700513.714059306,5.5724635e+06,5994504.66198053,-12033789.558480322,2
IN_C07,2020-07-01,2019-10-01,6332023.953,5700513.714059306,5.5724635e+06,5994504.661980531,-32178431.593385667,3
IN_C07,2020-10-01,2019-10-01,6503460.967,6299492.28509932,5.5724635e+06,5994504.66198053,-55493158.12713745,4
IN_C07,2021-01-01,2019-10-01,6876529.876,6193493.39665979,5.470906e+06,6171136.605331225,-84638195.89144078,5
IN_C07,2021-04-01,2019-10-01,7203182.73,6193493.39665979,5.6131105e+06,6443294.018388574,-121047173.81670186,6
IN_C07,2021-07-01,2019-10-01,7192012.389,5954152.674598106,5.6131105e+06,6495967.052730465,-170982066.98399368,7
IN_C07,2021-10-01,2019-10-01,7277988.803,6102622.711488872,5.6131105e+06,6495967.052730466,-236570002.02835628,8
IN_C08,2020-01-01,2019-10-01,2395679.628,2495284.130855686,2.4466442e+06,2368989.454310709,-1853092.8075569868,1
IN_C08,2020-04-01,2019-10-01,2526223.81,2603448.130346407,2.4758792e+06,2461798.4067403404,-15440256.307005614,2
IN_C08,2020-07-01,2019-10-01,2729095.65,2584858.5030519306,2.4758792e+06,2473866.1267362293,-35734703.16023335,3
IN_C08,2020-10-01,2019-10-01,2845184.0,2573160.818007548,2.4758792e+06,2468253.2752017216,-59211089.898390025,4
IN_C08,2021-01-01,2019-10-01,2994800.66,2537158.4301495426,2.4212392e+06,2470291.756818338,-88512469.79469073,5
IN_C08,2021-04-01,2019-10-01,3095686.47,2537158.4301495426,2.4643645e+06,2477796.5519127464,-125221204.65430894,6
IN_C08,2021-07-01,2019-10-01,3129238.7800000003,2488247.3211292312,2.4758792e+06,2480600.8095593024,-175540249.4628454,7
IN_C08,2021-10-01,2019-10-01,3202404.957,2483791.5504330806,2.4758792e+06,2482706.1332161995,-241573989.0426291,8
IN_C09,2020-01-01,2019-10-01,4609762.978,4533139.470768021,4.447749e+06,4396985.681932749,443093.55057540536,1
IN_C09,2020-04-01,2019-10-01,4626648.159,4509856.839819539,4.546359e+06,4393053.408135933,-13233153.006856889,2
IN_C09,2020-07-01,2019-10-01,5330045.372,4566322.077375364,4.6243605e+06,4389537.743949936,-33579085.643419445,3
IN_C09,2020-10-01,2019-10-01,5545206.163,4694217.943891127,4.750595e+06,4382988.332199357,-57144684.99665812,4
IN_C09,2021-01-01,2019-10-01,5980165.096,4623197.878654158,4.658822e+06,4378836.101129092,-86398610.53476629,5
IN_C09,2021-04-01,2019-10-01,5957253.67,4740763.932131146,4.984083e+06,4374736.44767738,-123125583.2676951,6
IN_C09,2021-07-01,2019-10-01,6040357.97,5100241.344426423,5.2905955e+06,4374736.44767738,-173532674.62322667,7
IN_C09,2021-10-01,2019-10-01,5912542.58,4925752.125292381,5.0577035e+06,4374736.447677381,-239664079.8065692,8
IN_C10,2020-01-01,2019-10-01,5331201.1,5576160.8878067555,5.058254e+06,5582086.952223714,1273323.3815936446,1
IN_C10,2020-04-01,2019-10-01,5578119.69,5496477.328081082,5.3812365e+06,5672333.874434528,-12133728.97465837,2
IN_C10,2020-07-01,2019-10-01,6008141.242,5745409.689879356,5.465484e+06,5885895.12616675,-32181653.279414594,3
IN_C10,2020-10-01,2019-10-01,6206549.6,5948560.802256938,5.5724635e+06,5966723.288434341,-55400577.10939267,4
IN_C10,2021-01-01,2019-10-01,6715169.77,6266954.311075883,5.470906e+06,5966723.288434341,-84438846.91818273,5
IN_C10,2021-04-01,2019-10-01,7054394.9,6193493.39665979,5.5724635e+06,6171136.605331224,-120766477.88027337,6
IN_C10,2021-07-01,2019-10-01,7076079.2,5974844.897829655,5.5724635e+06,6433628.89683071,-170604664.75112572,7
IN_C10,2021-10-01,2019-10-01,7330947.25,6266954.311075883,5.5724635e+06,6486301.931172605,-236020866.8033388,8
IN_D01,2020-01-01,2019-10-01,280104.047,982281.1941474739,1.00158356e+06,1048659.2802003594,-3157443.4918521047,1
IN_D01,2020-04-01,2019-10-01,268605.68700000003,1053957.3743521015,992244.2,1099509.3516744017,-16900509.763618052,2
IN_D01,2020-07-01,2019-10-01,282561.022,1141109.347452477,969147.6,1057784.1142703707,-37226362.57316154,3
IN_D01,2020-10-01,2019-10-01,329605.19,1076710.5101742775,872207.44,1083470.702888441,-60654153.38484585,4
IN_D01,2021-01-01,2019-10-01,632073.934,1076710.5101742775,875911.1,1085165.914742587,-90109895.05705562,5
IN_D01,2021-04-01,2019-10-01,777472.906,1131386.6353041132,872207.44,1081808.373240364,-127030984.91741714,6
IN_D01,2021-07-01,2019-10-01,973930.676,1149565.0887156948,895303.94,1086891.0455462607,-177616255.58308962,7
IN_D01,2021-10-01,2019-10-01,781835.712,1180639.1933708077,867849.75,1091842.4670337522,-243890629.97045717,8
IN_D02,2020-01-01,2019-10-01,374300.66,479436.5197268936,485500.62,404956.2295206531,-3909532.225851983,1
IN_D02,2020-04-01,2019-10-01,277420.506,385402.6268474406,413256.97,377641.3294598258,-17445831.033592105,2
IN_D02,2020-07-01,2019-10-01,748320.789,444874.605450632,470065.7,475747.06646956207,-37763570.77635595,3
IN_D02,2020-10-01,2019-10-01,454556.783,506007.91351631476,518009.06,467830.31559991895,-61365791.303905874,4
IN_D02,2021-01-01,2019-10-01,496725.771,439713.7899732339,522764.25,474009.06639088434,-90844419.22906566,5
IN_D02,2021-04-01,2019-10-01,623682.88,490358.6666134364,549314.3,492150.7404255628,-127791260.74857941,6
IN_D02,2021-07-01,2019-10-01,744873.131,490358.6666134364,540717.9,485216.91931169986,-178278877.68695948,7
IN_D02,2021-10-01,2019-10-01,351845.902,485197.8511360383,536360.2,490834.248779183,-244522931.88027772,8
IN_D04,2020-01-01,2019-10-01,296307.714,680250.1493611694,661618.25,672926.649659782,-3787874.2751033604,1
IN_D04,2020-04-01,2019-10-01,754190.329,566988.6642826463,540717.9,611139.2243425808,-17464643.50922066,2
IN_D04,2020-07-01,2019-10-01,526371.113,603754.6066387821,646576.44,622440.0725739554,-37849303.15831107,3
IN_D04,2020-10-01,2019-10-01,519285.47,676173.4638647591,614215.25,637359.356276343,-61508078.385035485,4
IN_D04,2021-01-01,2019-10-01,327608.965,578557.8965366292,613369.44,628896.2218856598,-91022055.57446647,5
