unique_id,ds,cutoff,y,LightGBM,XGBoost,RandomForest,Ridge,horizon
IN_B01,2021-04-01,2019-10-01,3094312.456,2335074.7263439437,2.359436e+06,2350128.686575071,-123732273.39162096,6
IN_B01,2021-07-01,2019-10-01,2895545.639,2298229.2093562596,2.3888025e+06,2350128.686575071,-173683642.23385438,7
IN_B01,2021-10-01,2019-10-01,3056913.404,2316605.468232297,2.4210005e+06,2350128.6865750705,-239234614.50282523,8
IN_B02,2020-01-01,2019-10-01,3460287.94,2695320.8638741774,2.2732442e+06,2503696.705814682,32200.007181972265,1
IN_B02,2020-04-01,2019-10-01,5062991.562,3038034.557714745,2.7872115e+06,2798709.4137048596,-13305613.473816693,2
IN_B02,2020-07-01,2019-10-01,4266917.739,2375139.6982407654,2.311284e+06,2628562.113582227,-34285552.642454416,3
IN_B02,2020-10-01,2019-10-01,3855567.88,2379516.7096720897,2.2837365e+06,2703735.534682501,-57547906.49982992,4
IN_B02,2021-01-01,2019-10-01,3430452.94,2297297.171461656,2.606267e+06,2677526.887526038,-86528423.20420781,5
IN_B02,2021-04-01,2019-10-01,2449628.931,2307180.4329612963,2.4980315e+06,2376654.0189715256,-122274593.70172343,6
IN_B02,2021-07-01,2019-10-01,3988548.5,2351248.997865695,2.4563845e+06,2519684.201632964,-171859372.35025582,7
IN_B02,2021-10-01,2019-10-01,3343202.994,2365091.611854667,2.583526e+06,2602353.466425765,-237642022.80368838,8
IN_B03,2020-01-01,2019-10-01,311871.244,758262.7818297625,722379.94,701675.2400606957,-3572772.3997593224,1
IN_B03,2020-04-01,2019-10-01,881554.379,722614.8296108611,581828.44,659055.4825590984,-17156339.334808707,2
IN_B03,2020-07-01,2019-10-01,605071.751,727885.9883125843,625170.9,716067.1599497688,-37566801.86805314,3
IN_B03,2020-10-01,2019-10-01,812612.3470000001,754166.6913904204,752471.56,769648.9309020943,-61150496.62451166,4
IN_B03,2021-01-01,2019-10-01,461157.891,803813.903713604,804026.25,766720.1768559177,-90491623.45833889,5
IN_B03,2021-04-01,2019-10-01,697492.407,800589.1945825822,817916.8,806048.3492490904,-127412313.51812395,6
IN_B03,2021-07-01,2019-10-01,404073.067,817137.0322409809,774231.06,886029.965494014,-177903354.40488717,7
IN_B03,2021-10-01,2019-10-01,505877.968,829864.9353088386,812367.44,904553.0362955279,-244184260.63593802,8
IN_B05,2020-01-01,2019-10-01,10928889.81,6468549.951208928,6.680427e+06,7922940.369389305,1755179.1230182648,1
IN_B05,2020-04-01,2019-10-01,9619792.213,4894523.162451975,4.942748e+06,7771564.868333008,-19956771.18446222,2
IN_B05,2020-07-01,2019-10-01,10887763.68,4213572.775806416,4.181836e+06,7820665.588606728,-43874524.997890264,3
IN_B05,2020-10-01,2019-10-01,11698830.77,3278450.538762875,1.999888e+06,8080108.038351004,-70673890.91002673,4
IN_B05,2021-01-01,2019-10-01,12180883.07,3384057.5099672624,3.4301718e+06,8851115.566119276,-103625440.21701771,5
IN_B05,2021-04-01,2019-10-01,15163541.23,3397506.052165288,3.5138462e+06,10080608.15815692,-144965567.68886217,6
IN_B05,2021-07-01,2019-10-01,15007811.22,3558668.072221144,3.076259e+06,13170717.855614543,-205319135.84489706,7
IN_B05,2021-10-01,2019-10-01,16321157.28,3558204.166672323,3.7829855e+06,13273662.527813561,-282041645.02571297,8
IN_B06,2020-01-01,2019-10-01,47084.15,54424.034078301804,44531.46,35296.41165851484,-4264269.066679001,1
IN_B06,2020-04-01,2019-10-01,43244.7,44508.151360249016,58904.336,31870.94556701307,-17959775.805123806,2
IN_B06,2020-07-01,2019-10-01,49528.9,74767.88011375119,100694.7,37308.263965014194,-38368825.672380716,3
IN_B06,2020-10-01,2019-10-01,55516.8,51093.371366438165,151889.12,34441.23140574452,-61956347.545291364,4
IN_B06,2021-01-01,2019-10-01,90692.896,84143.7774105294,180513.61,37308.26396501419,-91449629.07371137,5
IN_B06,2021-04-01,2019-10-01,84201.09700000001,66377.76934993334,173930.33,36206.788429509914,-128464068.42025593,6
IN_B06,2021-07-01,2019-10-01,116875.416,118043.53957279105,241763.28,38516.9851437999,-179113894.16507533,7
IN_B06,2021-10-01,2019-10-01,81357.121,146737.28341091625,241763.28,40415.06656029637,-245534552.05633143,8
IN_C01,2020-01-01,2019-10-01,1074526.415,1800161.628708598,1.9944268e+06,1744887.735140727,-1736167.8445933163,1
IN_C01,2020-04-01,2019-10-01,1267268.602,1409388.4839605999,1.7880879e+06,1921201.711214831,-15079629.999741942,2
IN_C01,2020-07-01,2019-10-01,1040574.844,2163935.7929469678,2.15534e+06,2073251.3308242578,-35102246.752381265,3
IN_C01,2020-10-01,2019-10-01,1981647.105,1879031.0865049416,1.727095e+06,2039800.883235599,-58405077.05956718,4
IN_C01,2021-01-01,2019-10-01,886198.306,2055318.9854494894,2.5452022e+06,2090735.319098592,-87133033.20582768,5
IN_C01,2021-04-01,2019-10-01,1167762.315,2364472.739325507,2.2112e+06,2090735.3190985927,-123619157.84809044,6
IN_C01,2021-07-01,2019-10-01,994843.993,2447744.866033541,2.1949272e+06,2127295.769551979,-173465875.6276804,7
IN_C01,2021-10-01,2019-10-01,956345.32,1918580.9411556867,2.2996482e+06,2342891.015653266,-238862277.31653687,8
IN_C02,2020-01-01,2019-10-01,2861221.323,2373262.5584908007,2.5418172e+06,2331143.388850387,-1625276.8726166487,1
IN_C02,2020-04-01,2019-10-01,3010912.732,2421928.159538351,2.6765212e+06,2389619.435244203,-14734164.728827327,2
IN_C02,2020-07-01,2019-10-01,2608418.585,2363005.0559955207,2.598787e+06,2350128.6865750705,-35091356.147022456,3
IN_C02,2020-10-01,2019-10-01,2811584.65,2352451.4407236706,2.65716e+06,2350128.6865750705,-58359965.78024182,4
IN_C02,2021-01-01,2019-10-01,2310033.842,2298229.2093562596,2.5168368e+06,2575828.1340293107,-87468184.81794313,5
IN_C02,2021-04-01,2019-10-01,2659312.5,2298229.2093562596,2.530914e+06,2350128.686575071,-124061132.59953806,6
IN_C02,2021-07-01,2019-10-01,2639664.77,2375204.879007866,2.5411708e+06,2350128.686575071,-173932695.6695293,7
IN_C02,2021-10-01,2019-10-01,2931023.15,2388721.5742738843,2.531566e+06,2350128.6865750705,-239640728.63469842,8
IN_C03,2020-01-01,2019-10-01,4013419.177,3807666.5734906513,3.7131118e+06,4632732.601886932,-331021.7847582996,1
IN_C03,2020-04-01,2019-10-01,4446597.607,3824922.1057837503,3.7381858e+06,4661290.924416419,-13792834.66834423,2
IN_C03,2020-07-01,2019-10-01,4462738.45,3813740.8705981383,3.6770452e+06,4731337.9346060185,-33961690.09206006,3
IN_C03,2020-10-01,2019-10-01,4519731.2,3818133.5252079177,3.776222e+06,4731337.934606019,-57278417.132946014,4
IN_C03,2021-01-01,2019-10-01,4622751.933,3925631.5674685324,3.6988112e+06,4734313.60203704,-86589776.43891579,5
IN_C03,2021-04-01,2019-10-01,5258013.86,3824922.1057837503,3.6601312e+06,4803761.054375309,-123157354.23596165,6
IN_C03,2021-07-01,2019-10-01,5220162.19,3749293.281814424,3.8057005e+06,4898734.933397668,-173263629.12834176,7
IN_C03,2021-10-01,2019-10-01,5447037.38,3918842.9868926997,3.7368475e+06,4898734.933397668,-239034673.3065724,8
IN_C04,2020-01-01,2019-10-01,25149.0,13636.808840055606,32539.457,27515.7994909804,-4240419.457626492,1
IN_C04,2020-04-01,2019-10-01,26756.375,34325.57459451504,34994.582,30692.431459188334,-17958637.12208432,2
IN_C04,2020-07-01,2019-10-01,27671.0,16957.9277411942,34994.582,28162.563940820382,-38364575.24047443,3
IN_C04,2020-10-01,2019-10-01,23469.0,18609.791144367693,43878.008,35787.16166776608,-61949953.84445578,4
IN_C04,2021-01-01,2019-10-01,23558.0,8906.50968620939,80433.21,31418.174266331094,-91428204.18844315,5
IN_C04,2021-04-01,2019-10-01,24993.0,21111.68403066029,126636.59,37308.26396501419,-128431631.09454158,6
IN_C04,2021-07-01,2019-10-01,25695.0,9362.824638940217,180717.67,36206.78842950992,-179086166.27541122,7
IN_C04,2021-10-01,2019-10-01,23220.0,-4850.174121570266,173930.33,37308.26396501418,-245502936.42636117,8
IN_C05,2020-01-01,2019-10-01,382796.672,448004.2552595627,433300.12,528698.4603110232,-3989571.2709331214,1
IN_C05,2020-04-01,2019-10-01,252671.141,452153.43362594285,444920.56,529573.3626140858,-17733071.53691396,2
IN_C05,2020-07-01,2019-10-01,125668.136,437952.95584044186,450087.44,532395.6822041748,-38181566.801750004,3
IN_C05,2020-10-01,2019-10-01,226079.779,446576.4050782959,430973.56,546599.6878322433,-61798931.046732545,4
IN_C05,2021-01-01,2019-10-01,817659.113,448004.2552595627,440519.38,548740.2697228085,-91344820.7163055,5
IN_C05,2021-04-01,2019-10-01,817329.22,451325.3741607013,430982.56,553521.3724828892,-128523034.20778117,6
IN_C05,2021-07-01,2019-10-01,541897.586,451325.3741607013,430982.56,559931.3265620086,-179328370.1134151,7
IN_C05,2021-10-01,2019-10-01,507867.741,456756.3408253126,430982.56,559931.3265620087,-245917215.5364901,8
IN_C07,2020-01-01,2019-10-01,5661990.476,5449533.2190823415,5.3714655e+06,5100594.239839768,1366617.0576439798,1
IN_C07,2020-04-01,2019-10-01,5930711.286,5449533.2190823415,5.3714655e+06,5191055.248931672,-12033789.558480322,2
IN_C07,2020-07-01,2019-10-01,6332023.953,5679700.053802462,5.409502e+06,5191055.248931671,-32178431.593385667,3
IN_C07,2020-10-01,2019-10-01,6503460.967,6130408.47626641,5.4986805e+06,5191055.248931672,-55493158.12713745,4
IN_C07,2021-01-01,2019-10-01,6876529.876,6049465.940641022,5.5715205e+06,5191055.248931671,-84638195.89144078,5
IN_C07,2021-04-01,2019-10-01,7203182.73,6049465.940641022,5.5715205e+06,5191055.248931671,-121047173.81670186,6
IN_C07,2021-07-01,2019-10-01,7192012.389,6008615.730343718,5.609557e+06,5191055.2489316715,-170982066.98399368,7
IN_C07,2021-10-01,2019-10-01,7277988.803,6171690.239271366,5.609557e+06,5191055.248931672,-236570002.02835628,8
IN_C08,2020-01-01,2019-10-01,2395679.628,2507812.4487663875,2.6828862e+06,2350128.686575071,-1853092.8075569868,1
IN_C08,2020-04-01,2019-10-01,2526223.81,2664060.8891639556,2.7975585e+06,2350128.6865750714,-15440256.307005614,2
IN_C08,2020-07-01,2019-10-01,2729095.65,2589324.0299948105,2.6020252e+06,2350128.6865750705,-35734703.16023335,3
IN_C08,2020-10-01,2019-10-01,2845184.0,2576487.9961846806,2.9407142e+06,2350128.6865750705,-59211089.898390025,4
IN_C08,2021-01-01,2019-10-01,2994800.66,2453354.096717922,2.6482998e+06,2350128.6865750714,-88512469.79469073,5
IN_C08,2021-04-01,2019-10-01,3095686.47,2468183.238416475,2.664074e+06,2350128.686575071,-125221204.65430894,6
IN_C08,2021-07-01,2019-10-01,3129238.7800000003,2347208.9135643453,2.6817045e+06,2350128.686575071,-175540249.4628454,7
IN_C08,2021-10-01,2019-10-01,3202404.957,2320115.057146662,2.681944e+06,2350128.6865750705,-241573989.0426291,8
IN_C09,2020-01-01,2019-10-01,4609762.978,4548219.668312537,4.528519e+06,4941226.35611715,443093.55057540536,1
IN_C09,2020-04-01,2019-10-01,4626648.159,4312494.430372767,4.707332e+06,4941226.356117152,-13233153.006856889,2
IN_C09,2020-07-01,2019-10-01,5330045.372,4572047.393527695,4.717556e+06,4941226.35611715,-33579085.643419445,3
IN_C09,2020-10-01,2019-10-01,5545206.163,4744319.38129551,4.686482e+06,4941226.356117152,-57144684.99665812,4
IN_C09,2021-01-01,2019-10-01,5980165.096,4667525.201917808,4.7236345e+06,4941226.356117149,-86398610.53476629,5
IN_C09,2021-04-01,2019-10-01,5957253.67,4815804.665992764,5.314498e+06,4941226.35611715,-123125583.2676951,6
IN_C09,2021-07-01,2019-10-01,6040357.97,5110801.108291293,4.7646665e+06,4941226.35611715,-173532674.62322667,7
IN_C09,2021-10-01,2019-10-01,5912542.58,4967729.764484847,5.2560595e+06,4941226.356117151,-239664079.8065692,8
IN_C10,2020-01-01,2019-10-01,5331201.1,5193464.988180341,5.018642e+06,5100594.239839768,1273323.3815936446,1
IN_C10,2020-04-01,2019-10-01,5578119.69,4874551.606939399,5.256426e+06,5100594.23983977,-12133728.97465837,2
IN_C10,2020-07-01,2019-10-01,6008141.242,5294106.719103719,5.3272835e+06,5100594.239839768,-32181653.279414594,3
IN_C10,2020-10-01,2019-10-01,6206549.6,5639615.000077805,5.409502e+06,5100594.239839769,-55400577.10939267,4
IN_C10,2021-01-01,2019-10-01,6715169.77,5480664.624593352,5.380548e+06,5100594.239839768,-84438846.91818273,5
IN_C10,2021-04-01,2019-10-01,7054394.9,5862089.810136449,5.3714655e+06,5191055.248931671,-120766477.88027337,6
IN_C10,2021-07-01,2019-10-01,7076079.2,5773007.916513221,5.4986805e+06,5191055.2489316715,-170604664.75112572,7
IN_C10,2021-10-01,2019-10-01,7330947.25,5987900.396759269,5.609557e+06,5191055.248931672,-236020866.8033388,8
IN_D01,2020-01-01,2019-10-01,280104.047,1181056.2253533304,1.040117e+06,1045632.0285638795,-3157443.4918521047,1
IN_D01,2020-04-01,2019-10-01,268605.68700000003,1282390.0679796054,1.1999772e+06,1076763.637079609,-16900509.763618052,2
IN_D01,2020-07-01,2019-10-01,282561.022,1330490.0461279459,1.1835381e+06,1064974.6419182434,-37226362.57316154,3
IN_D01,2020-10-01,2019-10-01,329605.19,1206131.4365083168,1.1551834e+06,1051564.3077399342,-60654153.38484585,4
IN_D01,2021-01-01,2019-10-01,632073.934,1180481.332191372,1.1578916e+06,1051564.3077399344,-90109895.05705562,5
IN_D01,2021-04-01,2019-10-01,777472.906,1202824.2946015077,1.0800458e+06,1056916.6184135498,-127030984.91741714,6
IN_D01,2021-07-01,2019-10-01,973930.676,1175223.0197899875,1.1109784e+06,1063353.3029013001,-177616255.58308962,7
IN_D01,2021-10-01,2019-10-01,781835.712,1262777.9564152684,995099.6,1056916.6184135496,-243890629.97045717,8
IN_D02,2020-01-01,2019-10-01,374300.66,469688.35339556646,415620.1,429132.7691668102,-3909532.225851983,1
IN_D02,2020-04-01,2019-10-01,277420.506,350755.65861704684,376556.66,382139.521156862,-17445831.033592105,2
IN_D02,2020-07-01,2019-10-01,748320.789,472622.1081381814,514035.75,469585.03613786056,-37763570.77635595,3
IN_D02,2020-10-01,2019-10-01,454556.783,426833.3699954667,518629.44,467749.5406204625,-61365791.303905874,4
IN_D02,2021-01-01,2019-10-01,496725.771,424598.4523397919,582291.8,498666.81954124244,-90844419.22906566,5
IN_D02,2021-04-01,2019-10-01,623682.88,472114.54288113076,550708.2,516415.91724375804,-127791260.74857941,6
IN_D02,2021-07-01,2019-10-01,744873.131,443806.9809157945,478476.03,527935.6401678146,-178278877.68695948,7
IN_D02,2021-10-01,2019-10-01,351845.902,465882.8178606565,422415.34,531139.5123409149,-244522931.88027772,8
IN_D04,2020-01-01,2019-10-01,296307.714,758044.2433716654,673729.94,630114.6844507023,-3787874.2751033604,1
IN_D04,2020-04-01,2019-10-01,754190.329,555836.287664526,565103.94,598810.1778758952,-17464643.50922066,2
IN_D04,2020-07-01,2019-10-01,526371.113,643406.7729895813,633904.56,641046.2904510123,-37849303.15831107,3
IN_D04,2020-10-01,2019-10-01,519285.47,649332.9526464631,603259.56,648053.59186538,-61508078.385035485,4
IN_D04,2021-01-01,2019-10-01,327608.965,621454.9754957057,506869.25,607980.3427975143,-91022055.57446647,5
IN_D04,2021-04-01,2019-10-01,287599.137,618945.0216809834,594124.6,612073.7785470752,-128112546.98026726,6
