cl1,cl2,unique_id,ds,LightGBM,XGBoost,RandomForest,Ridge,Ensemble,,model
,,IN_D01,10/1/2025,1279316.1062522118,1.3373765e+06,1345749.6743060376,1581020.7767395487,1377399.4832212199,,#N/A
,,IN_D01,1/1/2026,1313751.6953084285,1.3160325e+06,1348921.6598495238,1686250.7058194156,1403811.0781263066,,#N/A
,,IN_D01,4/1/2026,1286406.5632731288,1.2919015e+06,1344832.5611662734,1715169.5157614993,1395952.5424628775,,#N/A
,,IN_D01,7/1/2026,1283701.5104352199,1.2901411e+06,1340908.5314771088,1713973.9323234686,1393458.0107754872,,#N/A
,,IN_D01,10/1/2026,1234986.7977601828,1.26808e+06,1329711.0217013347,1704299.9368947255,1370593.7256460104,,#N/A
,,IN_D02,1/1/2025,518763.8255,497132.53,464938.9392060664,529938.9417053901,500198.60124427255,,#N/A
,,IN_D02,4/1/2025,427205.28969935304,464213.66,434201.2609790948,608413.389,477199.73013854824,,#N/A
,,IN_D02,7/1/2025,472978.9431450466,453536.84,428874.0478717543,576941.7435817288,477533.25125026936,,#N/A
,,IN_D02,10/1/2025,396948.3836507801,434561.44,425027.21432699746,581249.2117335747,453814.1163304477,,#N/A
,,IN_D02,1/1/2026,414619.4575201893,477857.44,431856.96369400964,698273.5107400591,496028.71864272084,,#N/A
,,IN_D02,4/1/2026,404099.94245842303,415864.94,424838.48581805784,733934.7599325955,483322.1796692503,,#N/A
,,IN_D02,7/1/2026,401394.8896205141,449320.62,422927.1315889318,737838.7756747098,491409.92344684247,,#N/A
,,IN_D02,10/1/2026,383104.32045243855,434561.44,426232.2910429891,735495.3048068001,483618.2002632341,,#N/A
,,IN_D04,1/1/2025,718640.2651146997,741319,720975.9436,854143.0018487776,753927.7503651548,,#N/A
,,IN_D04,4/1/2025,712808.3340124261,717188,719472.8477926697,910695.6556736107,757999.5868416696,,#N/A
,,IN_D04,7/1/2025,710103.2811745172,717188,713849.3206,902917.4633115616,754059.7160381011,,#N/A
,,IN_D04,10/1/2025,690450.9776336369,652877.1,712838.5502296943,898170.8463599976,731632.9660993232,,#N/A
,,IN_D04,1/1/2026,705716.3434063774,702162,727151.4770831428,1009119.9169803862,775627.5989067206,,#N/A
,,IN_D04,4/1/2026,699884.4123041037,684566.44,726631.8221,1046710.7771239269,777596.4519151513,,#N/A
,,IN_D04,7/1/2026,697179.3594661949,712533.9,720030.6955292171,1047617.4684378935,782307.9777345713,,#N/A
,,IN_D04,10/1/2026,690450.9776336369,697774.6,724066.4210130343,1042460.0789163174,776974.4121476321,,#N/A
,,IN_D05,1/1/2025,87128.69187966455,120565.21,106206.87295134603,199715.61322401083,125068.92247864598,,#N/A
,,IN_D05,4/1/2025,59655.99083916997,92028.37,83260.51586097173,245589.5477046235,114256.7214162643,,#N/A
,,IN_D05,7/1/2025,56950.93800126111,92028.37,89642.28591496819,250370.86797555338,116443.3915315282,,#N/A
,,IN_D05,10/1/2025,49380.54235,77269.164,86975.78291655015,250425.5155393708,110086.84424727014,,#N/A
,,IN_D05,1/1/2026,67971.75770908376,125978.51,91693.38925455857,363198.8745058486,152385.9772032809,,#N/A
,,IN_D05,4/1/2026,57452.24264731745,92028.37,92051.70768629134,406324.1101191541,150490.68445036048,,#N/A
,,IN_D05,7/1/2026,54747.189809408585,92028.37,93173.80103277035,411695.5974970854,151291.4927019245,,#N/A
,,IN_D05,10/1/2026,49380.54235,77269.164,93484.86655975165,410408.2294,146047.5181394812,,#N/A
,,IN_D06,1/1/2025,462995.8321978478,488874.3,601446.5498037997,319325.08018537535,478724.8601717469,,#N/A
,,IN_D06,4/1/2025,467468.38514957926,555346,628977.4641658727,346785.42744270497,510421.7192531786,,#N/A
,,IN_D06,7/1/2025,464763.33231167035,559751.94,681274.5327912009,366956.1790768984,530199.2343429859,,#N/A
,,IN_D06,10/1/2025,419133.5894016909,499681.1,635290.9711,363330.5948399886,489761.59085192654,,#N/A
,,IN_D06,1/1/2026,401695.5358,529173.06,649261.8765365188,472141.99425396044,520135.6331730236,,#N/A
,,IN_D06,4/1/2026,404099.94245842303,545948.3,623930.8699028307,517009.4563,527256.099,,#N/A
,,IN_D06,7/1/2026,401394.8896205141,560284,610502.0387450597,521313.58314170357,527277.5536006079,,#N/A
,,IN_D06,10/1/2026,383104.32045243855,549930.7,593786.2787,518726.0698792556,514795.49945612904,,#N/A
,,IN_D07,1/1/2025,2402021.438078796,2.5792258e+06,2358216.9140390283,2797530.627152425,2518579.8799774735,,#N/A
,,IN_D07,4/1/2025,2375561.2023045267,2.6296688e+06,2521845.4906710857,2603454.554977175,2530507.1705195876,,#N/A
,,IN_D07,7/1/2025,2411155.653621039,2.7099205e+06,2663079.6467974046,2703992.3546568295,2621608.4998061154,,#N/A
,,IN_D07,10/1/2025,2421475.8182113655,2.5247455e+06,2811420.227808006,2696641.511087322,2618327.9326686254,,#N/A
,,IN_D07,1/1/2026,2289606.568,2.6301018e+06,2822425.117132423,2755868.8198219244,2628308.9479539488,,#N/A
,,IN_D07,4/1/2026,2327703.2036504373,2.6032475e+06,2779066.3683372736,2799052.619482748,2627633.0504162926,,#N/A
,,IN_D07,7/1/2026,2297024.9255404924,2.572221e+06,2753455.427386419,2790904.960791249,2603123.9027121393,,#N/A
,,IN_D07,10/1/2026,2290715.6697387174,2.657167e+06,2782322.1428899537,2767510.5413859473,2626390.5605865237,,#N/A
,,IN_D08,1/1/2025,983313.6858602219,1.1408642e+06,786131.1499652374,876227.5964565215,943719.3602927239,,#N/A
,,IN_D08,4/1/2025,300913.0256,184344.48,841104.7595076598,497072.4247180599,468444.7327152738,,#N/A
,,IN_D08,7/1/2025,519289.6251767647,569173.6,678919.1980243437,486987.13371206616,570914.8817674574,,#N/A
,,IN_D08,10/1/2025,398817.07617157086,471249.44,665108.0607,613137.7499,539357.8933294549,,#N/A
,,IN_D08,1/1/2026,536045.7108173607,613699.2,661969.0682063156,662120.0582967277,618763.2771127389,,#N/A
,,IN_D08,4/1/2026,427205.28969935304,531280,656961.3994569121,696970.9129979231,577072.8578296544,,#N/A
,,IN_D08,7/1/2026,450793.73739413585,556495.5,645392.9884780017,721472.1214763205,591163.7994,,#N/A
,,IN_D08,10/1/2026,396028.24216076086,546142.2,645759.4390132207,709207.8051797635,572545.2412612786,,#N/A
,,IN_D10,1/1/2025,971823.3967054936,1.0592211e+06,995497.5351348644,892551.5801947722,983865.9114473352,,#N/A
,,IN_D10,4/1/2025,959795.2509250646,1.0605796e+06,836692.5596703772,968944.1607163142,951885.2981263889,,#N/A
,,IN_D10,7/1/2025,937822.0978442829,1.0729846e+06,980105.0482785567,965299.9368669963,990054.2155715383,,#N/A
,,IN_D10,10/1/2025,924847.4144,1.0582254e+06,924912.2208180487,951984.4973405224,964421.6498245288,,#N/A
,,IN_D10,1/1/2026,933435.1600761431,1.217438e+06,1005629.8435812409,1065392.726348338,1054215.3332706487,,#N/A
,,IN_D10,4/1/2026,927603.2289738695,1.2271079e+06,964319.1854034963,1103554.9689071507,1051486.676570689,,#N/A
,,IN_D10,7/1/2026,924898.1761359606,1.2271079e+06,986418.2405010754,1102771.431270073,1057004.6649280705,,#N/A
,,IN_D10,10/1/2026,907528.7354261657,1.2123488e+06,976582.8785377678,1097628.1841282495,1045066.7137670919,,#N/A
,,IN_D11,1/1/2025,760442.5295457125,809406,953084.7414732242,791226.1671679355,834765.1685388426,,#N/A
,,IN_D11,4/1/2025,736768.5747920506,852229.94,901736.0542425867,781053.4816,822852.6650749492,,#N/A
,,IN_D11,7/1/2025,714795.4217,829809.56,866420.2340213441,795726.0172584713,804740.2688540013,,#N/A
,,IN_D11,10/1/2025,708067.0399,794286.75,823065.9597996686,799377.8644470276,782406.4312439701,,#N/A
,,IN_D11,1/1/2026,710408.4839431291,829663.56,900895.3363927668,900549.1974660129,835867.1282109185,,#N/A
,,IN_D11,4/1/2026,704576.5528408554,806818.94,911901.9625941691,941872.8930305243,840614.8931,,#N/A
,,IN_D11,7/1/2026,697476.7427008636,856878.06,936418.3988214607,945001.1048,859254.3794449384,,#N/A
,,IN_D11,10/1/2026,695143.1181703886,863449.75,935957.6768739974,938885.5145785807,858908.0774501115,,#N/A
,,IN_G01,1/1/2025,728785.2359989204,771827,922433.1854817093,368843.31252680614,718639.5527010901,,#N/A
,,IN_G01,4/1/2025,794045.4892253525,810071.5,846313.2108085626,408973.2376928693,731071.8263,,#N/A
,,IN_G01,7/1/2025,900708.1203,907607.25,933832.218,433636.01500211883,812448.6037548161,,#N/A
,,IN_G01,10/1/2025,937796.115,925120.44,894227.1151763073,423565.2402134498,812489.7438909486,,#N/A
,,IN_G01,1/1/2026,946359.0817844654,985722.7,984270.6792339752,533651.3837222464,879280.1883940275,,#N/A
,,IN_G01,4/1/2026,940527.1506821917,972589.9,967827.1191869895,579020.2478599367,879459.9614391935,,#N/A
,,IN_G01,7/1/2026,924898.1761359606,1.03844956e+06,983385.5479774671,581953.9265332394,897383.6297362999,,#N/A
,,IN_G01,10/1/2026,911923.4927282487,1.0399452e+06,981124.2993638885,579174.3519993277,893324.4742867929,,#N/A
,,IN_G02,1/1/2025,940505.3924709458,959106.25,1056913.6208362407,518471.9589325279,888741.6483972255,,#N/A
,,IN_G02,4/1/2025,886751.3627167636,927463,949265.3684867531,654680.1075807768,865575.4713207185,,#N/A
,,IN_G02,7/1/2025,957090.1980871557,997320.56,874871.9713373192,644910.3987567052,877126.7921987307,,#N/A
,,IN_G02,10/1/2025,944115.5146794438,982561.3,851915.5056569756,620284.3870984946,858348.7736371951,,#N/A
,,IN_G02,1/1/2026,946359.0817844654,1.062581e+06,1006025.3086738074,744968.6604952492,950022.6018648382,,#N/A
,,IN_G02,4/1/2026,940527.1506821917,1.0670782e+06,957195.0818018703,784591.3219894737,944134.2839830957,,#N/A
,,IN_G02,7/1/2026,924898.1761359606,1.150896e+06,986461.2107889901,783661.8006,969721.5380687398,,#N/A
,,IN_G02,10/1/2026,911923.4927282487,1.1820614e+06,975736.4578048344,782039.8395951668,970989.4445458316,,#N/A
,,IN_G03,1/1/2025,3017965.8150642975,2.8666675e+06,2812276.770800983,2794552.029952605,2872934.243270727,,#N/A
,,IN_G03,4/1/2025,2827032.3189083426,2.8181835e+06,2801183.018705973,2790863.599165999,2809655.632330323,,#N/A
,,IN_G03,7/1/2025,2717401.8761060582,2.7145785e+06,2744384.692677003,2777569.4390822113,2737262.530105332,,#N/A
,,IN_G03,10/1/2025,2955196.294856644,2.7286118e+06,2770412.804213456,2769872.962377986,2805225.9789535906,,#N/A
,,IN_G03,1/1/2026,3017963.4914218253,2.7398945e+06,2766364.052851966,2861079.8231848488,2841813.947348929,,#N/A
,,IN_G03,4/1/2026,2965013.9311612416,2.8766962e+06,2769095.4565577046,2886938.4415678233,2869707.438778537,,#N/A
,,IN_G03,7/1/2026,2947903.891096361,2.8418812e+06,2742474.396550549,2877124.814659403,2846935.5843076124,,#N/A
,,IN_G03,10/1/2026,2732983.3762695016,2.6826198e+06,2741763.271049685,2858548.072010476,2749509.9074996635,,#N/A
,,IN_G04,1/1/2025,2883358.8899779795,2.7757162e+06,2720040.1511318604,2800150.2871759324,2791434.3545802734,,#N/A
,,IN_G04,4/1/2025,2801999.3021446387,2.8712272e+06,2828446.573905816,2865302.918155488,2840618.695778956,,#N/A
,,IN_G04,7/1/2025,2395169.8179496047,2.7919418e+06,2781902.4210547786,2740556.714411226,2680380.7044911357,,#N/A
,,IN_G04,10/1/2025,2986536.8743556538,2.761764e+06,2734133.6424296102,2767666.270285707,2810443.145576968,,#N/A
,,IN_G04,1/1/2026,2870011.039206918,2.8343585e+06,2758274.2550513046,2873400.895390639,2829592.752,,#N/A
,,IN_G04,4/1/2026,2732074.5113795246,2.840028e+06,2780811.264037127,2881633.699139879,2805285.493278698,,#N/A
,,IN_G04,7/1/2026,2767365.880544319,2.8520015e+06,2734246.1992672454,2876504.939078026,2802534.1481888806,,#N/A
,,IN_G04,10/1/2026,2804581.010275603,2.8372422e+06,2728861.453199272,2860696.377,2803046.979790348,,#N/A
,,IN_H01,1/1/2025,280160.21266201366,218060.12,174023.20519693554,276730.5291877473,233201.2992749858,,#N/A
,,IN_H01,4/1/2025,282564.61930856976,189523.27,177081.33334208187,321775.3608351837,237044.88918521622,,#N/A
,,IN_H01,7/1/2025,279859.56647066085,189523.27,209479.16888694474,325116.23668311833,246401.5734078789,,#N/A
,,IN_H01,10/1/2025,274492.9190109076,174764.06,188645.11737906846,325191.0390984104,235370.80013837933,,#N/A
,,IN_H01,1/1/2026,275765.45535993064,218060.12,189596.33498054527,437456.0977748036,270842.8044897566,,#N/A
,,IN_H01,4/1/2026,265245.9402981644,189523.27,212075.46469720732,479927.3723169991,276536.34644949326,,#N/A
,,IN_H01,7/1/2026,266935.6447623385,189523.27,196397.54652024523,484880.96259171434,273502.2701125451,,#N/A
,,IN_H01,10/1/2026,257174.24000050226,174764.06,221423.68855400928,483104.8405971634,274174.75191231736,,#N/A
,,IN_H02,1/1/2025,1031188.1178452971,1.0798089e+06,886809.2884164971,1270404.0902436152,1052978.8677901994,,#N/A
,,IN_H02,4/1/2025,1165007.112870008,1.1057375e+06,985607.6604648745,1355485.8610844642,1139028.5134182875,,#N/A
,,IN_H02,7/1/2025,1197986.2818430285,1.1491362e+06,1007881.2805098873,1298468.6692778482,1152392.4069289211,,#N/A
,,IN_H02,10/1/2025,1157010.6490859634,1.1113671e+06,1000550.6493963936,1304354.1867582141,1131883.6206285723,,#N/A
,,IN_H02,1/1/2026,1142925.8570483096,1.1502572e+06,1005566.4302751647,1419091.0468177032,1164152.2585024291,,#N/A
,,IN_H02,4/1/2026,1124170.0042377135,1.1188242e+06,1009025.5015721429,1446664.3706986657,1158442.9767536079,,#N/A
,,IN_H02,7/1/2026,1134388.8731081267,1.1188242e+06,1006437.3460686299,1446636.6954435185,1160210.193637859,,#N/A
,,IN_H02,10/1/2026,1108490.267992093,1.1040651e+06,999156.3212601253,1440010.6631837722,1146589.5981617132,,#N/A
,,IN_H03,1/1/2025,2740158.872460866,2.9327975e+06,2734980.183054226,2742565.5604125126,2787962.073412609,,2.9327975e+06
,,IN_H03,4/1/2025,2804510.4030773286,3.0589472e+06,2781420.6098435093,2800254.1328035756,2861394.348966575,,3.0589472e+06
,,IN_H03,7/1/2025,2801805.35,2.915103e+06,2722202.8042760887,2735330.747224194,2793451.498858195,,2.915103e+06
,,IN_H03,10/1/2025,2976710.9158476554,3.0199235e+06,2724291.502761774,2735514.8127191234,2863712.802640812,,3.0199235e+06
,,IN_H03,1/1/2026,2980885.296,3.0005352e+06,2733131.135226609,2837998.156011863,2884209.8463786086,,3.0005352e+06
,,IN_H03,4/1/2026,2959829.8188686282,3.010642e+06,2754720.0268651154,2856150.13,2891655.4467938943,,3.010642e+06
,,IN_H03,7/1/2026,2935517.792990589,3.0339175e+06,2715431.1617206135,2847300.455116165,2878383.739,,3.0339175e+06
,,IN_H03,10/1/2026,2729174.1135622333,2.9907125e+06,2712377.5112124654,2830837.873770166,2812234.9531896156,,2.9907125e+06
,,IN_H04,1/1/2025,33537.06931301678,73368.45,1976.8489625063316,114490.4330033136,51802.56762504415,,#N/A
,,IN_H04,4/1/2025,27412.31155333352,81757.19,1724.283791,159667.03929144944,61972.04911614122,,#N/A
,,IN_H04,7/1/2025,40750.076286473166,88175.39,1738.0347306779552,166713.9545931368,68387.91012009408,,#N/A
,,IN_H04,10/1/2025,35383.42882671996,73416.19,1637.161728551668,166887.9583369667,63336.94245628908,,#N/A
,,IN_H04,1/1/2026,67971.75770908376,120565.21,1992.7085485668567,279966.98235320335,107500.00793412403,,#N/A
,,IN_H04,4/1/2026,57452.24264731745,92028.37,1664.8579024905368,323916.4941245098,106953.87187435523,,#N/A
,,IN_H04,7/1/2026,54747.189809408585,92028.37,1718.0814613121784,329786.0321047605,107553.61694670827,,#N/A
,,IN_H04,10/1/2026,49380.54235,77269.164,1619.098273400258,329003.5979055066,102299.38945474106,,#N/A
,,IN_H05,1/1/2025,37931.826615099795,73368.45,144075.7816,135126.38347020367,98121.10725704333,,#N/A
,,IN_H05,4/1/2025,43455.12912438203,88175.39,169632.54829016502,178393.6693404531,119795.41163208579,,#N/A
,,IN_H05,7/1/2025,40750.076286473166,88175.39,168408.13291101216,187897.79227158998,120802.44345431967,,#N/A
,,IN_H05,10/1/2025,49380.54235,103217.32,137196.85209721173,187194.13032460888,117616.99433612317,,#N/A
,,IN_H05,1/1/2026,63577.00041,120565.21,122335.9894388541,299768.2373543122,145223.27811691206,,#N/A
,,IN_H05,4/1/2026,57452.24264731745,92028.37,143518.30093768003,343989.07014409016,151999.3673212267,,#N/A
,,IN_H05,7/1/2026,54747.189809408585,92028.37,121272.56058137464,349625.9837339581,146140.87740072625,,#N/A
,,IN_H05,10/1/2026,49380.54235,77269.164,113453.99830196782,348640.96300190955,138624.89406639943,,#N/A
,,IN_J01,1/1/2025,16202220.749474207,1.465767e+07,15573327.929453412,15798159.622890662,15544277.725370526,,15798159.622890662
,,IN_J01,4/1/2025,14544242.133726444,1.4288239e+07,15014740.35,15512808.119718818,14821025.839324392,,15512808.119718818
,,IN_J01,7/1/2025,15398790.350482078,1.4059107e+07,15123556.624021083,15700713.578744752,15044798.26,,15700713.578744752
,,IN_J01,10/1/2025,16111564.583736178,1.4068572e+07,14978517.073548647,15517523.32275661,15142034.401628157,,15517523.32275661
,,IN_J01,1/1/2026,14865892.82,1.3262589e+07,14862896.050336191,15483968.63884361,14590756.095875753,,15483968.63884361
,,IN_J01,4/1/2026,14896848.012186924,1.3144157e+07,14721250.781691914,15470319.45835934,14524774.785068661,,15470319.45835934
,,IN_J01,7/1/2026,15223196.463680148,1.2502107e+07,14867223.91680159,15363908.529270817,14461857.507172618,,15363908.529270817
,,IN_J01,10/1/2026,15292677.766119082,1.1286196e+07,14861217.169270867,15253808.442049732,14145898.952509224,,15253808.442049732
,,IN_J02,1/1/2025,293084.1344,337640.38,201656.42106676596,275450.32949251734,274332.7793,,#N/A
,,IN_J02,4/1/2025,282564.61930856976,311189.6,201266.9047822936,328728.47103879345,276284.93030265474,,#N/A
,,IN_J02,7/1/2025,279859.56647066085,312402.75,255613.4003688397,336252.5826,293148.1781,,#N/A
,,IN_J02,10/1/2025,274492.9190109076,297643.56,339141.93424880895,331867.5684395962,311160.6354085954,,#N/A
,,IN_J02,1/1/2026,280160.21266201366,311272.38,333755.03931978624,445118.05054348893,338591.3533881758,,#N/A
,,IN_J02,4/1/2026,265245.9402981644,282735.56,343335.7512759585,488305.67141481926,339648.1329605604,,#N/A
,,IN_J02,7/1/2026,266935.6447623385,282735.56,349186.63538585167,492513.99397766317,342642.57457797806,,#N/A
,,IN_J02,10/1/2026,261568.9973025852,267976.38,368012.4091640383,490812.31050574547,342631.39994284784,,#N/A
,,IN_J04,1/1/2025,49579.88688406528,88144.125,26554.949720626166,130117.05169916555,69888.85911789461,,#N/A
,,IN_J04,4/1/2025,43455.12912438203,102731.29,23405.438861826588,175703.58485316436,80882.64052,,#N/A
,,IN_J04,7/1/2025,40750.076286473166,102731.29,23414.697500310755,181839.88024711152,81526.59229809802,,#N/A
,,IN_J04,10/1/2025,35383.42882671996,81773.625,26355.29292418121,182153.0685310951,75809.85999813644,,#N/A
,,IN_J04,1/1/2026,67971.75770908376,120565.21,24251.826385046184,295237.55186891695,117151.1577273698,,#N/A
,,IN_J04,4/1/2026,57452.24264731745,92028.37,23567.232677219054,338957.70204738656,116453.62100369626,,#N/A
,,IN_J04,7/1/2026,54747.189809408585,92028.37,22819.40229,344758.0893465323,116808.41018723554,,#N/A
,,IN_J04,10/1/2026,49380.54235,77269.164,22896.448678588516,343895.1874563191,111587.62666284226,,#N/A
,,IN_J05,1/1/2025,1104878.6476280051,1.2460094e+06,1334502.782795143,797294.0270714524,1141066.4638195743,,#N/A
,,IN_J05,4/1/2025,1045201.1451127311,1.2124208e+06,1393829.7495549023,873661.7538173536,1151185.8587913394,,#N/A
,,IN_J05,7/1/2025,1042496.0922748223,1.2626688e+06,1444642.3583272663,852588.9637,1173356.1756214078,,#N/A
,,IN_J05,10/1/2025,1029521.4088671104,1.2474999e+06,1429394.2427813562,848007.5293753489,1160960.9897923581,,#N/A
,,IN_J05,1/1/2026,1155615.7443375268,1.2855858e+06,1392431.4046801724,963018.8343238166,1215546.5470672874,,#N/A
,,IN_J05,4/1/2026,1149783.8132352529,1.2924399e+06,1387303.2040922372,999005.0849505281,1222039.997,,#N/A
,,IN_J05,7/1/2026,1147078.760397344,1.2760755e+06,1368168.104068305,1000099.8921867928,1211963.9530715581,,#N/A
,,IN_J05,10/1/2026,1134104.0769896323,1.2466956e+06,1363350.7627182293,995886.7035481007,1199046.6070233276,,#N/A
,,IN_J06,1/1/2025,132155.28107875006,99042.875,40116.32440247529,143957.03644925868,99833.78651961139,,#N/A
,,IN_J06,4/1/2025,134559.68772530626,117976.54,54797.39612601043,186440.31023178945,118492.12834236206,,#N/A
,,IN_J06,7/1/2025,134058.3830792499,117976.54,86807.39780789157,191841.10071405524,128719.07876515595,,#N/A
,,IN_J06,10/1/2025,131647.80807528936,87972.07,101640.18591217526,193248.552,125090.61986381022,,#N/A
,,IN_J06,1/1/2026,146917.45794724772,120565.21,125214.8191236046,305848.8863038047,167873.3927438238,,#N/A
,,IN_J06,4/1/2026,140792.70018756448,125142.85,97557.82947027707,349362.58027811506,168847.54581550913,,#N/A
,,IN_J06,7/1/2026,138087.6473496556,143783.83,90394.53100294384,355280.1453096083,172103.66486550978,,#N/A
,,IN_J06,10/1/2026,132720.99988990242,129024.65,97154.00130588165,354290.3621194825,168776.36051820495,,#N/A
,,IN_L01,1/1/2025,720657.5857321544,679136.9,631983.1007586984,779681.0152169269,697236.1832382903,,#N/A
,,IN_L01,4/1/2025,734993.5398,729786.3,659582.8063899848,782231.5716882931,722067.8765955388,,#N/A
,,IN_L01,7/1/2025,710103.2811745172,680777.94,640136.5279622598,794558.6830745342,700565.6402228734,,#N/A
,,IN_L01,10/1/2025,703374.8993419593,669807.2,675315.4800830563,796751.2479282093,706708.0244256433,,#N/A
,,IN_L01,1/1/2026,705716.3434063774,736664.9,683307.3040543365,899615.3235,748429.6581752921,,#N/A
,,IN_L01,4/1/2026,699884.4123041037,712533.9,693567.0242999536,940582.4515872416,752561.0505088064,,#N/A
,,IN_L01,7/1/2026,692784.6021641119,712533.9,692700.4615606314,943428.0796,751169.6560393014,,#N/A
,,IN_L01,10/1/2026,690450.9776336369,697774.6,704381.2847941071,937580.5164091414,748968.6506115157,,#N/A
,,IN_L02,1/1/2025,451114.15717668785,492449.53,355404.42513671884,289477.5635951889,399631.7010574116,,#N/A
,,IN_L02,4/1/2025,426285.1482093338,505652.22,460873.1444964997,392390.9337130032,449100.10294498934,,#N/A
,,IN_L02,7/1/2025,423580.0953714249,480150.53,431361.7745576338,352645.2012319552,425025.7431503658,,#N/A
,,IN_L02,10/1/2025,418213.44791167165,490893.1,545484.4854,356698.2222059831,460086.29476688517,,#N/A
,,IN_L02,1/1/2026,401695.5358,444401.75,513522.70722180634,478971.4436237045,461114.5432936675,,#N/A
,,IN_L02,4/1/2026,391176.0207501007,449320.62,499922.58099771227,514731.2933900122,463480.33267164236,,#N/A
,,IN_L02,7/1/2026,388470.9679121918,415864.94,457828.5698773707,519722.99618599814,443308.5771684599,,#N/A
,,IN_L02,10/1/2026,383104.32045243855,434561.44,459706.64131049404,519452.5427063467,447203.0872206599,,#N/A
,,IN_L03,1/1/2025,33537.06931301678,73368.45,1918.8903447696382,114097.6720778468,51702.21884752826,,#N/A
,,IN_L03,4/1/2025,27412.31155333352,81757.19,1643.9836405901935,159295.26720690832,61869.75185387963,,#N/A
,,IN_L03,7/1/2025,40750.076286473166,88175.39,1757.332851,166286.49416390568,68302.37077739116,,#N/A
,,IN_L03,10/1/2025,35383.42882671996,73416.19,1643.3907297480541,166485.9291106105,63253.06609943391,,#N/A
,,IN_L03,1/1/2026,67971.75770908376,120565.21,2012.8538106100643,279572.83620909625,107421.8108453155,,#N/A
,,IN_L03,4/1/2026,57452.24264731745,92028.37,1659.8662834119743,323515.6988877487,106867.0336846193,,#N/A
,,IN_L03,7/1/2026,54747.189809408585,92028.37,1716.4377918289217,329391.13247419224,107468.99721683271,,#N/A
,,IN_L03,10/1/2026,49380.54235,77269.164,1617.415738355394,328612.4557220979,102215.55921210958,,#N/A
,,IN_L04,1/1/2025,756937.1420177994,899677.94,873807.1465806721,878542.9699,852581.6113213031,,#N/A
,,IN_L04,4/1/2025,717500.4745491778,874420.5,835505.4093703763,939532.4259524463,838460.8447,,#N/A
,,IN_L04,7/1/2025,714795.4217,905649.06,882444.3060427398,938216.0658797985,858911.6887547863,,#N/A
,,IN_L04,10/1/2025,708067.0399,863449.75,889455.4552281492,928636.3226552705,846542.7103480318,,#N/A
,,IN_L04,1/1/2026,710408.4839431291,896324.4,949590.6755087643,1039798.7411986685,896413.5119492058,,#N/A
,,IN_L04,4/1/2026,700181.7955387725,872193.4,956830.3293,1078320.3930067387,898073.4052818983,,#N/A
,,IN_L04,7/1/2026,701871.5000029466,872193.4,967234.1947138087,1078315.6439800356,901478.6182514948,,#N/A
,,IN_L04,10/1/2026,690748.3608683057,857434.1,970429.1984,1072973.7479053573,894781.6714536045,,#N/A
,,IN_M01,1/1/2025,3278125.9900660347,3.2377265e+06,2776573.7735552215,2833501.705549255,3029008.455170854,,2776573.7735552215
,,IN_M01,4/1/2025,3119973.338709255,2.9704335e+06,2668343.497264298,3076709.8852526266,2943091.713314041,,2668343.497264298
,,IN_M01,7/1/2025,2820423.6776565737,2.6779058e+06,2817004.2184131667,2806221.7595193237,2780327.2233194765,,2817004.2184131667
,,IN_M01,10/1/2025,3006549.2740955786,2.9745482e+06,2773564.988460611,2852764.0623707296,2898717.6489578094,,2773564.988460611
,,IN_M01,1/1/2026,2886269.0682095895,2.982987e+06,2747532.694742472,2989734.2439111997,2892933.7517506965,,2747532.694742472
,,IN_M01,4/1/2026,2787523.953935013,3.0196075e+06,2756898.8963529943,2975185.218967743,2877476.932272547,,2756898.8963529943
,,IN_M01,7/1/2026,2920203.4559070566,3.087253e+06,2720487.2263733717,2971291.3323201854,2915990.759,,2720487.2263733717
,,IN_M01,10/1/2026,2994637.765914098,3.0321635e+06,2713610.3818249526,2960327.4257469564,2916062.1810164144,,2713610.3818249526
,,IN_M02,1/1/2025,1241801.0777538768,1.2929384e+06,1303133.3770291724,511392.3466680087,1116737.0434198936,,#N/A
,,IN_M02,4/1/2025,1503456.4310214894,1.566151e+06,1804495.3741106433,553646.6305867633,1403458.784,,#N/A
,,IN_M02,7/1/2025,1753681.5196887937,1.667827e+06,1915521.192458826,532238.466,1518182.5984847867,,#N/A
,,IN_M02,10/1/2025,1822544.137709779,1.84763e+06,2086643.4512995074,542571.4371063163,1632054.1786926044,,#N/A
,,IN_M02,1/1/2026,1804431.307811929,1.9115604e+06,2239089.497317849,654118.4374334782,1711362.6339304405,,#N/A
,,IN_M02,4/1/2026,1856552.1028160697,1.9403715e+06,2431220.4636508203,691316.9821931289,1794639.9675965665,,#N/A
,,IN_M02,7/1/2026,1935424.1500746256,1.9936275e+06,2503617.247,696555.6852107779,1849474.5007091071,,#N/A
,,IN_M02,10/1/2026,1981667.4492061862,1.9772328e+06,2609257.2001026226,693596.0131721176,1886443.0072469388,,#N/A
,,IN_M03,1/1/2025,5518462.346882053,5.506722e+06,5122152.825897749,4990217.249057062,5289029.867375482,,#N/A
,,IN_M03,4/1/2025,5224210.807,5.2891595e+06,5062168.462396169,5049721.184768492,5156904.864341883,,#N/A
,,IN_M03,7/1/2025,5679982.988,5.5384145e+06,5115400.800467395,4940268.608784389,5324254.005344944,,#N/A
