NDC,ATC5 Class
00591379730,No RxCUI Found
16714009430,No ATC Mapping Found
00115151258,No RxCUI Found
58657017001,No RxCUI Found
00409409111,No ATC Mapping Found
64679070101,No RxCUI Found
15370025030,No RxCUI Found
63824027464,No RxCUI Found
00536479901,No RxCUI Found
00536718706,No RxCUI Found
00169185189,No RxCUI Found
00087512208,No RxCUI Found
00409492134,No RxCUI Found
00591570801,No RxCUI Found
68084025311,No RxCUI Found
13668012005,No RxCUI Found
00990792311,No RxCUI Found
13668016030,No RxCUI Found
00904531360,No RxCUI Found
64253033333,No RxCUI Found
00407141233,No RxCUI Found
63459060010,No RxCUI Found
68001023508,No RxCUI Found
00407222221,No RxCUI Found
00065026025,No RxCUI Found
00603786449,No RxCUI Found
00409118701,No RxCUI Found
00536128401,No RxCUI Found
65757040103,No ATC Mapping Found
24208092064,No RxCUI Found
68308040547,No RxCUI Found
00407141612,No RxCUI Found
68084015401,No RxCUI Found
64011024702,No RxCUI Found
00469650189,No RxCUI Found
00338051914,No ATC Mapping Found
00115174501,No ATC Mapping Found
00536730001,No RxCUI Found
62037083010,No RxCUI Found
76439035930,No RxCUI Found
00052433001,No RxCUI Found
65597011390,No RxCUI Found
49884072308,No ATC Mapping Found
42192032130,No RxCUI Found
00536108494,No RxCUI Found
00536117428,No RxCUI Found
13925011890,No RxCUI Found
00185079960,No RxCUI Found
50419032508,No RxCUI Found
00172541279,No RxCUI Found
00904665760,No RxCUI Found
65162055310,No ATC Mapping Found
00169185275,No RxCUI Found
70748025760,No ATC Mapping Found
70000046501,No RxCUI Found
51293080101,No RxCUI Found
50419018801,No RxCUI Found
63739068410,No RxCUI Found
62107002726,No RxCUI Found
00517065002,No RxCUI Found
16714070701,No RxCUI Found
58657032750,No RxCUI Found
00065143105,No ATC Mapping Found
60687026311,No RxCUI Found
65628008010,No RxCUI Found
62107004010,No RxCUI Found
00536342608,No RxCUI Found
16714046902,No RxCUI Found
71104080501,No ATC Mapping Found
13668031290,No RxCUI Found
69543026010,No RxCUI Found
00228315573,No RxCUI Found
65628007003,No RxCUI Found
00065804812,No RxCUI Found
00904518640,No RxCUI Found
69543025810,No RxCUI Found
65628005004,No RxCUI Found
00781308575,No RxCUI Found
63323018505,No RxCUI Found
00074379649,No RxCUI Found
62011024701,No RxCUI Found
59088017754,No RxCUI Found
13668001830,No RxCUI Found
00096072516,No RxCUI Found
00409409309,No ATC Mapping Found
63739069110,No RxCUI Found
60505609305,No RxCUI Found
61269032610,No RxCUI Found
00074024001,No RxCUI Found
63824000840,No RxCUI Found
00074125831,No RxCUI Found
00603082358,No RxCUI Found
63044015001,No RxCUI Found
00054840211,No RxCUI Found
17478017130,No ATC Mapping Found
00904645780,No RxCUI Found
00517656005,No ATC Mapping Found
13668028160,No RxCUI Found
00904131546,No RxCUI Found
50268006815,No ATC Mapping Found
50268010315,No RxCUI Found
00228275250,No RxCUI Found
00409189010,No RxCUI Found
00093414645,No ATC Mapping Found
00407294305,No RxCUI Found
64679075701,No RxCUI Found
00409372001,No RxCUI Found
00904571130,No RxCUI Found
52544024728,No RxCUI Found
00407141358,No RxCUI Found
46122008402,No RxCUI Found
00904582493,No RxCUI Found
00407141403,No RxCUI Found
00310075290,No RxCUI Found
00053768033,No RxCUI Found
00085146102,No RxCUI Found
00407141383,No RxCUI Found
42192032330,No RxCUI Found
49502020701,No RxCUI Found
00409724110,No RxCUI Found
00172541146,No RxCUI Found
37205006372,No RxCUI Found
00407141493,No RxCUI Found
68084087011,No RxCUI Found
37205053540,No RxCUI Found
65628010102,No RxCUI Found
08290328438,No RxCUI Found
42037010478,No ATC Mapping Found
00703450284,No RxCUI Found
64380080438,No RxCUI Found
00536116901,No RxCUI Found
00115151866,No RxCUI Found
17478006012,No ATC Mapping Found
00603465428,No RxCUI Found
64661065030,No RxCUI Found
68094058759,No RxCUI Found
62107004610,No RxCUI Found
00008200125,No RxCUI Found
68001033964,No RxCUI Found
69387000101,No ATC Mapping Found
00407141488,No RxCUI Found
63323056896,No RxCUI Found
00472040225,No RxCUI Found
00143989105,No RxCUI Found
00527323637,No ATC Mapping Found
00407222362,No RxCUI Found
00536109994,No RxCUI Found
00536118485,No RxCUI Found
00591271701,No RxCUI Found
00407141485,No RxCUI Found
00781313670,No RxCUI Found
43547038350,No RxCUI Found
65628007005,No RxCUI Found
51079038619,No RxCUI Found
16714070801,No RxCUI Found
59088018654,No RxCUI Found
00904198861,No RxCUI Found
68001000603,No RxCUI Found
63868059357,No RxCUI Found
00904770418,No RxCUI Found
00472040030,No RxCUI Found
00407270703,No RxCUI Found
00536355601,No RxCUI Found
00536354601,No RxCUI Found
00069031401,No RxCUI Found
50383027201,No RxCUI Found
00904555960,No RxCUI Found
00591271801,No RxCUI Found
71258002201,No RxCUI Found
