NDC,ATC5 Class
50419032513,No RxCUI Found
00026394825,No ATC Mapping Found
65219028102,No RxCUI Found
00990799009,No RxCUI Found
51645073099,No RxCUI Found
00456074513,No RxCUI Found
68025005930,No RxCUI Found
00904671960,No RxCUI Found
00338051909,No ATC Mapping Found
58468009001,No ATC Mapping Found
23594032530,No RxCUI Found
28595071530,No RxCUI Found
00407222221,No RxCUI Found
00065804083,No RxCUI Found
68084023401,No RxCUI Found
52796017390,No RxCUI Found
63323017876,No RxCUI Found
63323018508,No RxCUI Found
00409397703,No RxCUI Found
00338954006,No ATC Mapping Found
69932000201,No RxCUI Found
51285020401,No RxCUI Found
00054872625,No RxCUI Found
16252054766,No RxCUI Found
00904773518,No RxCUI Found
00071080340,No RxCUI Found
75854030630,No RxCUI Found
00002010102,No RxCUI Found
49502069733,No RxCUI Found
00407141368,No RxCUI Found
82576010030,No ATC Mapping Found
51645074301,No RxCUI Found
00093414656,No ATC Mapping Found
49502020701,No RxCUI Found
00338978201,No RxCUI Found
23594060550,No RxCUI Found
00703722104,No RxCUI Found
50228032305,No ATC Mapping Found
71349007012,No ATC Mapping Found
25357002503,No ATC Mapping Found
00074176231,No RxCUI Found
00904605261,No RxCUI Found
55111070004,No RxCUI Found
65219053101,No ATC Mapping Found
00378969252,No ATC Mapping Found
68001048225,No RxCUI Found
00065805202,No RxCUI Found
00536322201,No RxCUI Found
13668017130,No RxCUI Found
51754010304,No ATC Mapping Found
63323082000,No RxCUI Found
00642747330,No RxCUI Found
00407222364,No RxCUI Found
62332059810,No ATC Mapping Found
59088017154,No RxCUI Found
00407294306,No RxCUI Found
00093414856,No ATC Mapping Found
50419034615,No RxCUI Found
50419032529,No RxCUI Found
00536116401,No RxCUI Found
00186011001,No RxCUI Found
00069237701,No RxCUI Found
00264738550,No RxCUI Found
72786011103,No RxCUI Found
75854032030,No RxCUI Found
99999163908,No RxCUI Found
61570007301,No ATC Mapping Found
00536138793,No ATC Mapping Found
70000001201,No ATC Mapping Found
00603242621,No RxCUI Found
00904213761,No RxCUI Found
62011048401,No ATC Mapping Found
00904323261,No RxCUI Found
00904053046,No RxCUI Found
00536406301,No RxCUI Found
00574007216,No RxCUI Found
81279010601,No ATC Mapping Found
23359010530,No RxCUI Found
00409409301,No ATC Mapping Found
71104097801,No ATC Mapping Found
50419032515,No RxCUI Found
00093733606,No RxCUI Found
00407141486,No RxCUI Found
00004196501,No RxCUI Found
00143989105,No RxCUI Found
00781344095,No RxCUI Found
50268085715,No RxCUI Found
00407141485,No RxCUI Found
50967041030,No RxCUI Found
70436012482,No RxCUI Found
00074798309,No RxCUI Found
83592081504,No RxCUI Found
42494043230,No RxCUI Found
64980058851,No ATC Mapping Found
00536140894,No ATC Mapping Found
00004196302,No RxCUI Found
00409613803,No RxCUI Found
69367031730,No RxCUI Found
60505611600,No RxCUI Found
63824071016,No RxCUI Found
00536718706,No RxCUI Found
00904320713,No RxCUI Found
16729047731,No RxCUI Found
50419032528,No RxCUI Found
76204080001,No ATC Mapping Found
00409409211,No ATC Mapping Found
13811002710,No RxCUI Found
00407270703,No RxCUI Found
63739038410,No RxCUI Found
00642012590,No RxCUI Found
70436021180,No RxCUI Found
00944755302,No ATC Mapping Found
00338630402,No RxCUI Found
51079060420,No RxCUI Found
68094058859,No RxCUI Found
00536140417,No RxCUI Found
00069031301,No RxCUI Found
00904053160,No RxCUI Found
00904671980,No RxCUI Found
00536132594,No ATC Mapping Found
70756061212,No ATC Mapping Found
42192034130,No RxCUI Found
52544093102,No RxCUI Found
00703702301,No RxCUI Found
00904773552,No RxCUI Found
00009019016,No RxCUI Found
55111065001,No ATC Mapping Found
11994012711,No RxCUI Found
63323082010,No RxCUI Found
00338001304,No RxCUI Found
